N	2gram	Voloshinov	Analitik
1302	отношению ко	2	1
1303	произведения во	1	1
1304	углу комнаты	1	1
1305	в последнем	4	1
1306	они и	2	1
1307	этой проблемы	1	1
1308	его уже	2	1
1309	в углу	1	1
1310	он стремится	1	1
1311	его сна	1	1
1312	них в	1	1
1313	только ему	1	1
1314	жизни а	2	1
1315	в основном	4	1
1316	он только	1	1
1317	его с	2	1
1318	и прочих	1	1
1319	на ее	1	1
1320	что соответствует	1	1
1321	говорит нам	1	1
1322	теперь в	1	1
1323	другого человека	2	1
1324	не всякий	1	1
1325	три дня	1	1
1326	меня в	1	1
1327	это уже	3	1
1328	по собственному	1	1
1329	фактов и	2	1
1330	в область	1	1
1331	задолго до	1	1
1332	этот принцип	3	1
1333	все те	10	1
1334	того кого	1	1
1335	к выводу	1	1
1336	да ведь	1	1
1337	для них	3	1
1338	переживания и	1	1
1339	его собственный	1	1
1340	не признает	1	1
1341	мы встречаемся	1	1
1342	целостности этой	1	1
1343	половой зрелости	2	1
1344	не на	1	1
1345	как с	4	1
1346	и строго	1	1
1347	такого же	1	1
1348	эти понятия	2	1
1349	без внутренней	1	1
1350	этого процесса	2	1
1351	конечно и	5	1
1352	общения между	4	1
1353	сознание не	2	1
1354	однако мы	1	1
1355	сил и	3	1
1356	в наших	1	1
1357	их и	1	1
1358	корней и	1	1
1359	вместо этого	2	1
1360	этом месте	1	1
1361	что существенно	1	1
1362	любовь и	1	1
1363	более широкого	1	1
1364	себя с	3	1
1365	части нашей	2	1
1366	же самый	1	1
1367	то время	1	1
1368	и хотя	1	1
1369	борьбы и	1	1
1370	говорить в	1	1
1371	характер этого	1	1
1372	из тех	4	1
1373	отношений внешнего	1	1
1374	как не	3	1
1375	быть понято	1	1
1376	меньшей мере	2	1
1377	что такой	2	1
1378	мы ни	1	1
1379	и так	2	1
1380	жизненная и	1	1
1381	не приводит	1	1
1382	правда не	1	1
1383	совершенно игнорируется	1	1
1384	так называемая	1	1
1385	своего отца	1	1
1386	к человеку	3	1
1387	нет в	2	1
1388	в дальнейшей	1	1
1389	взрослой жизни	2	1
1390	новыми и	1	1
1391	и всей	2	1
1392	аналогии с	1	1
1393	не входит	2	1
1394	к той	1	1
1395	выделения и	1	1
1396	строится в	1	1
1397	личной жизни	2	1
1398	является для	2	1
1399	тому кто	2	1
1400	особенно для	1	1
1401	вражды и	1	1
1402	свое внимание	1	1
1403	художественный образ	2	1
1404	ни на	3	1
1405	события его	1	1
1406	или иное	2	1
1407	что побуждает	1	1
1408	сна с	1	1
1409	вытекает из	1	1
1410	именно таково	1	1
1411	рода которые	1	1
1412	оба эти	1	1
1413	и между	2	1
1414	них самих	1	1
1415	что можем	1	1
1416	к чужой	1	1
1417	это все	1	1
1418	в материальном	3	1
1419	явления и	1	1
1420	к истолкованию	1	1
1421	а может	1	1
1422	в борьбу	2	1
1423	тезис о	1	1
1424	в современном	1	1
1425	перейдем к	1	1
1426	слова и	4	1
1427	и уже	2	1
1428	нигде и	1	1
1429	обойтись без	1	1
1430	и теперь	2	1
1431	всего на	1	1
1432	только один	1	1
1433	занимает в	1	1
1434	значение для	2	1
1435	нами как	1	1
1436	в это	1	1
1437	отношении к	1	1
1438	чаще всего	3	1
1439	этот психологический	1	1
1440	и об	2	1
1441	играет в	1	1
1442	общего языка	1	1
1443	и наиболее	1	1
1444	объекта или	1	1
1445	главным героем	1	1
1446	в следующей	5	1
1447	как совокупности	1	1
1448	является все	1	1
1449	целый ряд	1	1
1450	нечего делать	1	1
1451	а отношение	1	1
1452	в совершенно	3	1
1453	в истории	4	1
1454	всю полноту	1	1
1455	цели и	2	1
1456	так называемого	1	1
1457	в каком	7	1
1458	быть это	2	1
1459	связанных с	4	1
1460	новое качество	1	1
1461	потому и	5	1
1462	жизни по	3	1
1463	имеем в	1	1
1464	между людьми	1	1
1465	человек должен	1	1
1466	и там	1	1
1467	переход от	1	1
1468	не совсем	3	1
1469	как некое	1	1
1470	акт и	1	1
1471	в сфере	1	1
1472	если мы	7	1
1473	в объекте	1	1
1474	только одна	2	1
1475	всех остальных	1	1
1476	не чисто	2	1
1477	объект не	1	1
1478	конца и	1	1
1479	их с	1	1
1480	может оказаться	2	1
1481	только при	2	1
1482	следует упускать	1	1
1483	к объяснению	1	1
1484	рода в	1	1
1485	где оно	3	1
1486	всего к	3	1
1487	счете всегда	1	1
1488	иной плоскости	1	1
1489	по меньшей	2	1
1490	одного только	2	1
1491	формы то	1	1
1492	не ищет	1	1
1493	а вовсе	3	1
1494	сама она	1	1
1495	так называемое	1	1
1496	друг друга	2	1
1497	из него	3	1
1498	то или	2	1
1499	растворяясь в	1	1
1500	или вовсе	2	1
1501	исключительно в	2	1
1502	точку зрения	12	1
1503	и сложного	1	1
1504	сомнения в	1	1
1505	в простой	1	1
1506	формы и	3	1
1507	социальное событие	2	1
1508	приходится однако	1	1
1509	человека но	1	1
1510	его поступка	1	1
1511	из этой	2	1
1512	и быть	1	1
1513	единство в	1	1
1514	он должен	2	1
1515	не выдерживает	2	1
1516	ошибка и	1	1
1517	об их	1	1
1518	по мнению	8	1
1519	я человека	1	1
1520	связан с	1	1
1521	нам известно	1	1
1522	обе стороны	2	1
1523	сознании или	1	1
1524	ничего объективного	1	1
1525	но оно	1	1
1526	но на	1	1
1527	в более	5	1
1528	в гораздо	1	1
1529	что оно	4	1
1530	равно и	1	1
1531	не поддается	3	1
1532	у гоголя	1	1
1533	выходит за	2	1
1534	ничем не	2	1
1535	своей любви	1	1
1536	под словом	1	1
1537	но прежде	1	1
1538	на тех	1	1
1539	этот процесс	4	1
1540	борьба и	1	1
1541	был еще	1	1
1542	второй половине	1	1
1543	не всякая	1	1
1544	душу человека	2	1
1545	оно само	1	1
1546	которых он	1	1
1547	бы на	1	1
1548	своей не	1	1
1549	самая мысль	1	1
1550	в формах	1	1
1551	это ни	1	1
1552	и тут	1	1
1553	высказывания с	1	1
1554	же явления	1	1
1555	может остаться	1	1
1556	отцом и	3	1
1557	то мы	2	1
1558	сознания и	6	1
1559	силу и	2	1
1560	чем он	2	1
1561	возможно только	3	1
1562	по ту	4	1
1563	и художественное	1	1
1564	высшей ценностью	1	1
1565	читателю в	1	1
1566	и постоянно	1	1
1567	конфликтов с	1	1
1568	сказать не	2	1
1569	мы вполне	1	1
1570	человека этот	2	1
1571	и некоторых	1	1
1572	для искусства	1	1
1573	материал для	2	1
1574	бы для	1	1
1575	отказаться от	2	1
1576	с чисто	1	1
1577	внутренняя речь	4	1
1578	пределах одной	1	1
1579	и представления	2	1
1580	не обладает	1	1
1581	г только	1	1
1582	и привлекает	1	1
1583	когда оно	1	1
1584	первым и	2	1
1585	к наиболее	1	1
1586	к научной	1	1
1587	и социальные	1	1
1588	пусть и	2	1
1589	на нее	1	1
1590	было для	1	1
1591	было в	1	1
1592	приводимые в	1	1
1593	позицию по	1	1
1594	бессознательного и	4	1
1595	наконец даже	1	1
1596	сознания но	1	1
1597	ужас и	1	1
1598	борющихся сторон	1	1
1599	участие в	1	1
1600	поведения и	1	1
1601	и вовсе	1	1
1602	по смыслу	1	1
1603	очередь является	1	1
1604	если и	2	1
1605	эти две	1	1
1606	его реплики	1	1
1607	в реальности	1	1
1608	имеется в	1	1
1609	как ее	2	1
1610	этой борьбе	2	1
1611	вспомнить о	2	1
1612	в ссср	2	1
1613	личности была	1	1
1614	к личности	2	1
1615	мы находим	4	1
1616	нисколько не	4	1
1617	что находится	1	1
1618	делает и	1	1
1619	но уже	1	1
1620	идеи и	2	1
1621	себя или	1	1
1622	в каждой	1	1
1623	вследствие чего	1	1
1624	единство и	3	1
1625	сама личность	1	1
1626	говорит об	1	1
1627	и вообще	4	1
1628	в динамике	1	1
1629	нам свое	1	1
1630	выражение и	3	1
1631	на них	2	1
1632	и сознания	1	1
1633	сознанию и	1	1
1634	в иные	2	1
1635	на одни	1	1
1636	сказать и	3	1
1637	но его	1	1
1638	себя объект	1	1
1639	же деле	2	1
1640	предположить что	1	1
1641	в г	3	1
1642	реагирует на	2	1
1643	и других	1	1
1644	вырождается в	2	1
1645	наука о	2	1
1646	тут и	1	1
1647	личности эта	1	1
1648	и религия	2	1
1649	а его	2	1
1650	на свои	1	1
1651	те факты	2	1
1652	человека только	1	1
1653	в самых	3	1
1654	первая половина	1	1
1655	отвечает требованиям	1	1
1656	который мы	1	1
1657	выше в	1	1
1658	обстоит дело	2	1
1659	что является	1	1
1660	этом мы	4	1
1661	говорить не	1	1
1662	быть и	7	1
1663	высказывания а	1	1
1664	с я	1	1
1665	связана с	2	1
1666	в него	2	1
1667	характерно для	1	1
1668	но она	1	1
1669	от реальности	1	1
1670	от отца	1	1
1671	есть и	2	1
1672	дает им	1	1
1673	в науке	2	1
1674	к смерти	7	1
1675	оказывается что	1	1
1676	стороны его	1	1
1677	что нам	1	1
1678	стороны и	1	1
1679	о действительно	1	1
1680	во вне	1	1
1681	только то	5	1
1682	останавливаться на	2	1
1683	к которой	2	1
1684	ведь если	2	1
1685	на всю	2	1
1686	или как	3	1
1687	как то	1	1
1688	вы видите	1	1
1689	своем поведении	1	1
1690	и принадлежат	1	1
1691	это его	1	1
1692	и всех	1	1
1693	элементы и	2	1
1694	одни из	2	1
1695	за которыми	1	1
1696	на несколько	1	1
1697	этого не	3	1
1698	и процессов	1	1
1699	или еще	1	1
1700	что можно	1	1
1701	в книге	2	1
1702	к ней	4	1
1703	переживанием и	2	1
1704	что если	1	1
1705	со своими	1	1
1706	его составе	1	1
1707	именно та	1	1
1708	в понимании	1	1
1709	реальность в	1	1
1710	все больше	1	1
1711	наиболее полной	1	1
1712	этим же	1	1
1713	выражения в	1	1
1714	своего прямого	1	1
1715	свести к	3	1
1716	связи между	1	1
1717	в голову	4	1
1718	и точно	1	1
1719	другой и	1	1
1720	происходит в	1	1
1721	в виде	1	1
1722	и эта	1	1
1723	в изолированно	1	1
1724	нам как	1	1
1725	ибо как	1	1
1726	определить как	1	1
1727	же самые	1	1
1728	ли может	1	1
1729	конце концов	2	1
1730	в лице	1	1
1731	может наиболее	1	1
1732	они приобретают	1	1
1733	не метафорически	1	1
1734	степени и	1	1
1735	прорывается в	1	1
1736	мира с	1	1
1737	себе а	1	1
1738	являются наиболее	1	1
