N	2gram	Tiupa_Hudo	Marksizm
1281	отделен от	1	1
1282	является таким	1	1
1283	и может	2	1
1284	формы построения	1	1
1285	но она	2	1
1286	образа в	1	1
1287	другим и	2	1
1288	личности в	4	1
1289	к области	3	1
1290	этого значения	1	1
1291	смысл слова	1	1
1292	деятельности которая	1	1
1293	или его	1	1
1294	русского языка	1	1
1295	и жизни	1	1
1296	время они	1	1
1297	личность как	1	1
1298	этих случаях	1	1
1299	человека и	2	1
1300	у нее	1	1
1301	устанавливаются отношения	1	1
1302	и последовательное	1	1
1303	с человеком	2	1
1304	границ и	1	1
1305	чем является	1	1
1306	не рассчитан	1	1
1307	подходу к	1	1
1308	поскольку оно	1	1
1309	в рамках	13	1
1310	статье о	1	1
1311	вещи или	1	1
1312	что можно	3	1
1313	вступают в	1	1
1314	отношение к	7	1
1315	в литературном	1	1
1316	для обозначения	2	1
1317	прямого значения	1	1
1318	литературное произведение	1	1
1319	дело здесь	1	1
1320	сказать в	1	1
1321	внутреннее и	1	1
1322	того времени	1	1
1323	произведения не	1	1
1324	дело в	1	1
1325	и формируются	1	1
1326	особое отношение	1	1
1327	позиции говорящего	1	1
1328	бытия и	1	1
1329	и читателя	1	1
1330	как будто	1	1
1331	первое слово	1	1
1332	если на	1	1
1333	лучшем случае	1	1
1334	ни был	2	1
1335	для этого	1	1
1336	живой действительности	1	1
1337	не появляется	1	1
1338	такое слово	1	1
1339	именно это	1	1
1340	содержанию а	1	1
1341	и совершенно	1	1
1342	индивидуального речевого	2	1
1343	их отношении	1	1
1344	жизнью и	1	1
1345	степени и	1	1
1346	себе а	1	1
