N	2gram	Vygotskiy_	Mirosoze
1313	самым замечательным	1	1
1314	вовсе не	3	1
1315	это так	1	1
1316	в одной	6	1
1317	мысли в	12	1
1318	тем более	1	1
1319	в меру	9	1
1320	мере в	2	1
1321	с первого	1	1
1322	к психологии	1	1
1323	чтобы сделать	2	1
1324	этих двух	4	1
1325	это остается	2	1
1326	нее нет	2	1
1327	природы по	1	1
1328	третье и	1	1
1329	один путь	1	1
1330	напоминает об	1	1
1331	на них	1	1
1332	как ни	1	1
1333	исключительно и	1	1
1334	а процесс	2	1
1335	до тех	1	1
1336	он говорит	1	1
1337	это исследование	1	1
1338	таинственный и	1	1
1339	она должна	2	1
1340	значение но	1	1
1341	происходит на	1	1
1342	и почти	1	1
1343	силе и	1	1
1344	в новый	2	1
1345	главное и	2	1
1346	оно менее	1	1
1347	через которые	1	1
1348	вопроса принадлежит	1	1
1349	себе что	3	1
1350	друга как	1	1
1351	во второй	5	1
1352	он совсем	1	1
1353	и может	2	1
1354	в частности	4	1
1355	момент когда	1	1
1356	исключительное и	1	1
1357	в нескольких	1	1
1358	к области	1	1
1359	от земли	1	1
1360	но такое	1	1
1361	в нашей	4	1
1362	факт что	2	1
1363	учения о	4	1
1364	на друга	2	1
1365	этот центральный	2	1
1366	начала что	1	1
1367	и подобию	1	1
1368	эта аналогия	1	1
1369	приводит нас	4	1
1370	без остатка	1	1
1371	всех прежде	1	1
1372	или как	1	1
1373	и всякая	1	1
1374	и всех	1	1
1375	первые два	1	1
1376	как совершенно	3	1
1377	идет о	3	1
1378	на это	1	1
1379	он часто	1	1
1380	самой своей	5	1
1381	одного из	2	1
1382	пути к	1	1
1383	есть необходимый	1	1
1384	как внутреннее	1	1
1385	эту мысль	3	1
1386	слова в	7	1
1387	и нашей	1	1
1388	же в	1	1
1389	с поразительной	1	1
1390	нет как	1	1
1391	к высшему	1	1
1392	к пониманию	4	1
1393	к женщине	1	1
1394	исследования о	1	1
1395	это менее	1	1
1396	в области	5	1
1397	чем к	2	1
1398	нуждается в	5	1
1399	в эти	1	1
1400	это в	2	1
1401	в разговоре	2	1
1402	должна привести	1	1
1403	в мышлении	8	1
1404	которой мы	2	1
1405	становится в	1	1
1406	в целом	7	1
1407	он с	2	1
1408	и наконец	4	1
1409	возобладал над	1	1
1410	что на	5	1
1411	совершается в	5	1
1412	все было	1	1
