N	2gram	Medvedev_F	Komedia
1310	здесь он	1	1
1311	и художественные	1	1
1312	не оказать	2	1
1313	же собственно	1	1
1314	зрения ее	1	1
1315	здесь были	1	1
1316	подходит к	4	1
1317	бы между	1	1
1318	действий и	2	1
1319	критики и	1	1
1320	и наш	1	1
1321	вкратце остановиться	1	1
1322	человека во	1	1
1323	и создает	2	1
1324	целом ряде	2	1
1325	деле и	1	1
1326	очень много	1	1
1327	и вполне	1	1
1328	вот два	1	1
1329	под этим	1	1
1330	слова мы	1	1
1331	литературной критики	2	1
1332	гг и	1	1
1333	текста и	1	1
1334	нам в	2	1
1335	сюжета и	2	1
1336	но только	1	1
1337	вместо того	1	1
1338	все то	1	1
1339	чтобы установить	1	1
1340	самим собой	1	1
1341	существеннейшее отличие	1	1
1342	ни о	3	1
1343	сил и	1	1
1344	таково же	1	1
1345	содержание и	1	1
1346	мы остановимся	1	1
1347	переходят к	1	1
1348	эстетики и	2	1
1349	по истории	2	1
1350	и действительно	2	1
1351	другой как	1	1
1352	можно назвать	1	1
1353	из тех	1	1
1354	который сам	1	1
1355	от чего	3	1
1356	живого человека	1	1
1357	в слове	4	1
1358	этим в	1	1
1359	не приводит	3	1
1360	причастность к	1	1
1361	правда не	1	1
1362	к какому	2	1
1363	может не	1	1
1364	в сравнительно	1	1
1365	художественных вкусов	1	1
1366	данном случае	2	1
1367	эта борьба	1	1
1368	в нее	1	1
1369	и материальной	1	1
1370	этот образ	2	1
1371	от всей	2	1
1372	чтобы убедиться	2	1
1373	возникает вопрос	1	1
1374	на своем	3	1
1375	времени появления	1	1
1376	тем чем	1	1
1377	ничего общего	2	1
1378	высказывание в	1	1
1379	к уже	1	1
1380	такую возможность	1	1
1381	в художественном	5	1
1382	по крайней	1	1
1383	к природе	1	1
1384	который и	1	1
1385	одного к	1	1
1386	того на	1	1
1387	взаимоотношения между	1	1
1388	все они	1	1
1389	ли они	2	1
1390	ни к	1	1
1391	нее так	1	1
1392	как художественное	1	1
1393	то он	1	1
1394	всем этом	1	1
1395	что новое	1	1
1396	их все	1	1
1397	в конкретной	2	1
1398	не останется	3	1
1399	как целое	1	1
1400	язык и	8	1
1401	и самой	1	1
1402	нем к	1	1
1403	этого еще	1	1
1404	со всех	1	1
1405	до настоящего	3	1
1406	в значительной	3	1
1407	на основе	6	1
1408	он является	2	1
1409	вызывает в	1	1
1410	без ограничения	1	1
1411	в понятие	1	1
1412	и тогда	1	1
1413	ими в	1	1
1414	нашей работы	3	1
1415	и лишь	4	1
1416	и вся	2	1
1417	не могло	6	1
1418	значение для	2	1
1419	он хочет	1	1
1420	какую бы	2	1
1421	от других	2	1
1422	тем обстоятельством	1	1
1423	а те	1	1
1424	ее с	1	1
1425	основы для	1	1
1426	только тем	2	1
1427	жизнью хотя	1	1
1428	при помощи	2	1
1429	руки и	1	1
1430	например на	1	1
1431	никаких оснований	1	1
1432	борьба между	1	1
1433	связанной с	1	1
1434	автора в	1	1
1435	как особая	1	1
1436	и а	1	1
1437	элемента в	1	1
1438	статьи в	1	1
1439	эти факты	1	1
1440	непосредственно из	3	1
1441	к науке	1	1
1442	проявляется в	1	1
1443	был быть	1	1
1444	только одна	2	1
1445	в самую	2	1
1446	сходится с	1	1
1447	произведения и	9	1
1448	жизни вовсе	1	1
1449	остается еще	1	1
1450	на искусство	1	1
1451	только здесь	3	1
1452	к миру	2	1
1453	он может	1	1
1454	е к	1	1
1455	быть построена	1	1
1456	сходства с	1	1
1457	быть все	1	1
1458	этого слова	4	1
1459	однако едва	1	1
1460	свою силу	2	1
1461	его место	2	1
1462	для этих	1	1
1463	по происхождению	1	1
1464	одновременно на	1	1
1465	с концами	1	1
1466	направления так	1	1
1467	была при	1	1
1468	из него	2	1
1469	не из	5	1
1470	входящих в	3	1
1471	же он	1	1
1472	в настоящее	11	1
1473	если только	1	1
1474	нее и	2	1
1475	последнего времени	2	1
1476	в м	2	1
1477	иногда в	1	1
1478	теперь за	1	1
1479	являясь и	1	1
1480	сводились к	1	1
1481	или другой	2	1
1482	и каждый	1	1
1483	жизни но	2	1
1484	им как	1	1
1485	события и	1	1
1486	постольку поскольку	1	1
1487	различны в	1	1
1488	для нашего	2	1
1489	на какой-то	1	1
1490	значение в	4	1
1491	выходит за	1	1
1492	о новом	1	1
1493	или оценивая	1	1
1494	пришли к	1	1
1495	дальнейшее развитие	2	1
1496	всех сторон	1	1
1497	художественный прием	1	1
1498	уже известной	1	1
1499	не будем	1	1
1500	для всякого	2	1
1501	все трудности	1	1
1502	социальных отношений	1	1
1503	фоне этих	1	1
1504	о развитии	1	1
1505	сравнивая его	1	1
1506	тому чтобы	2	1
1507	и естественно	1	1
1508	чего не	1	1
1509	культуры в	1	1
1510	сложившихся в	1	1
1511	на большое	1	1
1512	во внешнем	2	1
1513	дело если	1	1
1514	как у	1	1
1515	может показаться	1	1
1516	и всегда	1	1
1517	в каком-нибудь	1	1
1518	язык у	1	1
1519	на самом	8	1
1520	том который	1	1
1521	богатство и	1	1
1522	со словами	1	1
1523	он становится	3	1
1524	на которой	1	1
1525	чем он	3	1
1526	смысле этого	4	1
1527	быть лишь	1	1
1528	создать из	1	1
1529	литературу и	1	1
1530	в русском	2	1
1531	о другой	2	1
1532	различия между	1	1
1533	в ином	2	1
1534	это отношение	1	1
1535	быть вполне	1	1
1536	и литературной	1	1
1537	характерными для	1	1
1538	непосредственно в	5	1
1539	дальнейшему развитию	1	1
1540	а ради	1	1
1541	родился в	1	1
1542	что уже	1	1
1543	этом не	2	1
1544	самые разнообразные	1	1
1545	что будет	1	1
1546	дело в	1	1
1547	та же	3	1
1548	их взаимоотношения	1	1
1549	виду что	3	1
1550	и другое	1	1
1551	и новых	1	1
1552	когда все	1	1
1553	сама по	2	1
1554	в ряде	1	1
1555	положение в	1	1
1556	ясно с	1	1
1557	самого поэта	1	1
1558	из конкретных	1	1
1559	бы более	1	1
1560	для различения	1	1
1561	так часто	1	1
1562	могла быть	1	1
1563	если и	1	1
1564	или даже	3	1
1565	в сборнике	2	1
1566	и социальная	1	1
1567	естественно что	1	1
1568	противном случае	2	1
1569	мира и	1	1
1570	не от	3	1
1571	на одном	1	1
1572	в такой	3	1
1573	заказ на	2	1
1574	те явления	1	1
1575	та или	1	1
1576	то естественно	1	1
1577	в условиях	1	1
1578	остальные отрицательные	1	1
1579	но уже	1	1
1580	вследствие чего	1	1
1581	бы совершенно	1	1
1582	этих элементов	2	1
1583	его же	1	1
1584	конце прошлого	1	1
1585	ему как	1	1
1586	а так	1	1
1587	в создании	2	1
1588	различных сочетаниях	1	1
1589	но конечно	2	1
1590	мы попытаемся	1	1
1591	и внешних	1	1
1592	того или	6	1
1593	времени хотя	1	1
1594	мира как	2	1
1595	равно что	1	1
1596	и эти	1	1
1597	это конечно	1	1
1598	на твердую	1	1
1599	который был	1	1
1600	в предисловии	3	1
1601	его тем	1	1
1602	возникновения и	1	1
1603	его произведениях	1	1
1604	произведения его	1	1
1605	общественной и	1	1
1606	случае если	1	1
1607	и почти	1	1
1608	ни один	1	1
1609	от всяких	1	1
1610	определяет все	1	1
1611	и ни	2	1
1612	воли а	1	1
1613	также и	1	1
1614	о возможности	1	1
1615	все должно	1	1
1616	при ознакомлении	1	1
1617	но этой	1	1
1618	задачу не	1	1
1619	эти утверждения	2	1
1620	в искусстве	6	1
1621	быть и	5	1
1622	в характере	2	1
1623	дал ей	1	1
1624	можно конечно	1	1
1625	наиболее радикальные	2	1
1626	всего его	1	1
1627	перевод с	1	1
1628	в науке	2	1
1629	несколько человек	1	1
1630	отказ от	1	1
1631	который тоже	1	1
1632	говоря о	1	1
1633	начала что	1	1
1634	ведь из	1	1
1635	иначе не	1	1
1636	но вместе	1	1
1637	с понятием	1	1
1638	думать что	4	1
1639	этому поводу	1	1
1640	остались в	1	1
1641	уже знаем	1	1
1642	и всех	1	1
1643	ли этот	1	1
1644	к отказу	1	1
1645	этой работы	2	1
1646	значение слова	1	1
1647	последнее слово	1	1
1648	в отрыве	2	1
1649	его материального	1	1
1650	за этим	1	1
1651	как их	4	1
1652	но совершенно	1	1
1653	в книге	1	1
1654	их разрешения	2	1
1655	без нее	4	1
1656	во многом	2	1
1657	как для	2	1
1658	в понимании	7	1
1659	можно сказать	2	1
1660	относятся прежде	1	1
1661	диалога с	1	1
1662	сторон в	1	1
1663	мы бы	1	1
1664	сделать и	1	1
1665	оно справедливо	1	1
1666	и способ	1	1
1667	в общественном	1	1
1668	по аналогии	5	1
1669	действительно не	1	1
1670	в чисто	1	1
1671	основные положения	1	1
1672	занимают в	2	1
1673	или иной	1	1
1674	теперь с	1	1
1675	а н	3	1
1676	происходит в	1	1
1677	и прежде	3	1
1678	выводить из	1	1
1679	здесь все	1	1
1680	том случае	2	1
1681	отражение в	2	1
1682	этого понятия	1	1
1683	на двух	1	1
1684	очень трудно	1	1
1685	их на	2	1
1686	же это	2	1
1687	человек не	3	1
1688	социального типа	1	1
1689	может и	2	1
1690	ведь и	1	1
1691	не отражает	1	1
1692	лучшем случае	3	1
1693	и укрепить	1	1
1694	именно это	1	1
1695	здесь снова	1	1
1696	эпохи и	2	1
1697	здесь по-видимому	2	1
1698	не можем	3	1
1699	положительное отношение	1	1
1700	и наконец	7	1
1701	не заметить	1	1
1702	иное как	1	1
