N	2gram	Vinokur_St	Tvorches
1314	однако сам	1	1
1315	что подлинный	1	1
1316	себя и	1	1
1317	и другая	1	1
1318	нас интересует	1	1
1319	значение при	1	1
1320	сцены и	1	1
1321	уважение к	1	1
1322	который не	3	1
1323	важно отметить	1	1
1324	именно поэтому	2	1
1325	вследствие этого	1	1
1326	литературе о	1	1
1327	эта последняя	1	1
1328	не принимал	1	1
1329	этом его	1	1
1330	нет в	1	1
1331	народного суда	1	1
1332	ничего общего	3	1
1333	центрального образа	1	1
1334	и обратно	1	1
1335	который видит	1	1
1336	нельзя молиться	1	1
1337	в трагедию	1	1
1338	это самое	1	1
1339	сюжетное движение	1	1
1340	которых можно	1	1
1341	не давая	1	1
1342	дым и	1	1
1343	еще и	5	1
1344	со временем	1	1
1345	и довольно	1	1
1346	чем же	1	1
1347	бы и	4	1
1348	мог не	1	1
1349	действия но	1	1
1350	на самого	1	1
1351	а если	2	1
1352	бы с	1	1
1353	языка и	4	1
1354	язык и	1	1
1355	когда мы	1	1
1356	если б	5	1
1357	тех же	1	1
1358	годунов и	1	1
1359	это явление	2	1
1360	хочет знать	1	1
1361	согласен с	2	1
1362	более чем	3	1
1363	оба эти	4	1
1364	такую же	1	1
1365	поправку в	1	1
1366	то и	1	1
1367	в течение	7	1
1368	важно подчеркнуть	1	1
1369	не знаю	2	1
1370	это то	1	1
1371	на основе	1	1
1372	том как	4	1
1373	не быть	1	1
1374	из его	3	1
1375	он просто	1	1
1376	личности но	1	1
1377	в середине	2	1
1378	факты из	2	1
1379	до самых	1	1
1380	письма и	3	1
1381	очень хорошо	2	1
1382	и пушкинского	1	1
1383	что также	1	1
1384	и ему	2	1
1385	говорят что	2	1
1386	его характер	1	1
1387	внимания на	1	1
1388	целый ряд	3	1
1389	и решают	1	1
1390	чем не	2	1
1391	теперь не	1	1
1392	не заметил	1	1
1393	в графе	1	1
1394	в обоих	2	1
1395	литературы в	1	1
1396	образом уже	1	1
1397	не встречается	1	1
1398	образом не	2	1
1399	советских ученых	1	1
1400	о шекспире	1	1
1401	заметить что	1	1
1402	не совсем	1	1
1403	белинский в	1	1
1404	если мы	1	1
1405	время был	1	1
1406	при котором	1	1
1407	это тем	1	1
1408	оно стало	2	1
1409	но внутри	1	1
1410	возвращении в	1	1
1411	гораздо больше	2	1
1412	в сознании	2	1
1413	пушкина на	7	1
1414	великих произведений	1	1
1415	прямом смысле	2	1
1416	этого слова	2	1
1417	критика о	1	1
1418	не имел	1	1
1419	утверждая что	1	1
1420	вкусом и	1	1
1421	месте в	1	1
1422	вальтер скотт	1	1
1423	насчет того	1	1
1424	только потому	2	1
1425	текста как	1	1
1426	и для	4	1
1427	все с	1	1
1428	то или	3	1
1429	в настоящее	2	1
1430	но которые	1	1
1431	в трагедии	13	1
1432	с того	2	1
1433	впечатление и	1	1
1434	ряд важных	1	1
1435	такое же	2	1
1436	этом случае	3	1
1437	одной только	1	1
1438	их достоинства	1	1
1439	безупречно что	1	1
1440	в более	1	1
1441	вокруг него	1	1
1442	смысле что	2	1
1443	фабулы с	1	1
1444	и эстетическим	1	1
1445	они не	2	1
1446	подобно как	1	1
1447	же странице	1	1
1448	№ в	1	1
1449	и было	1	1
1450	на тех	1	1
1451	на вопрос	7	1
1452	в поэзии	1	1
1453	того как	8	1
1454	о значении	3	1
1455	сколько в	2	1
1456	наших глазах	2	1
1457	из бориса	5	1
1458	года после	1	1
1459	мы имеем	2	1
1460	а вместо	1	1
1461	него была	1	1
1462	от которого	2	1
1463	не успел	1	1
1464	которых он	2	1
1465	естественно что	2	1
1466	видел ли	1	1
1467	к истории	2	1
1468	а это	1	1
1469	с предисловием	1	1
1470	вникнуть в	1	1
1471	себя самого	1	1
1472	сразу во	1	1
1473	что так	3	1
1474	которого я	1	1
1475	совершенно не	7	1
1476	создавая своего	1	1
1477	для нас	7	1
1478	легенде о	1	1
1479	трагедию в	4	1
1480	видеть в	1	1
1481	неудивительно что	2	1
1482	в полном	1	1
1483	что собственно	1	1
1484	для трагедии	1	1
1485	многое в	1	1
1486	на одной	1	1
1487	на которой	2	1
1488	нет это	2	1
1489	чем он	3	1
1490	как нечто	1	1
1491	меня по	1	1
1492	в ином	1	1
1493	сказал бы	1	1
1494	отличительной чертой	1	1
1495	к самой	1	1
1496	а на	4	1
1497	борьбу с	2	1
1498	лет с	1	1
1499	материал для	6	1
1500	что является	1	1
1501	реальной действительности	1	1
1502	быть ни	1	1
1503	этих описаний	1	1
1504	а также	4	1
1505	критической оценки	1	1
1506	этом не	1	1
1507	к которым	1	1
1508	который как	2	1
1509	явным образом	1	1
1510	к печати	3	1
1511	тесно связан	1	1
1512	и начинается	1	1
1513	места в	3	1
1514	года у	1	1
1515	виду что	1	1
1516	и другое	1	1
1517	надо ли	1	1
1518	вот это	1	1
1519	вообще не	5	1
1520	талантов а	1	1
1521	положение в	1	1
1522	такого понимания	1	1
1523	с той	3	1
1524	в какой	4	1
1525	пор таких	1	1
1526	нас к	2	1
1527	не подлежит	2	1
1528	с н	1	1
1529	так часто	1	1
1530	и вовсе	1	1
1531	лежит на	1	1
1532	виде в	2	1
1533	есть в	2	1
1534	была для	1	1
1535	является не	4	1
1536	где-то в	1	1
1537	над тем	2	1
1538	перед собой	2	1
1539	к концу	3	1
1540	а иногда	2	1
1541	по своему	2	1
1542	должно стать	1	1
1543	нашло свое	2	1
1544	это было	2	1
1545	пункта в	1	1
1546	котором все	1	1
1547	его же	2	1
1548	разумеется с	1	1
1549	большая часть	2	1
1550	в сцене	7	1
1551	тем более	4	1
1552	романтизма и	1	1
1553	в меру	1	1
1554	бы это	2	1
1555	году писал	1	1
1556	другом случае	1	1
1557	ему не	3	1
1558	не была	2	1
1559	мнению в	2	1
1560	презрение к	1	1
1561	в г	10	1
1562	того или	4	1
1563	и эти	2	1
1564	этих строк	1	1
1565	что от	2	1
1566	только к	2	1
1567	стоило бы	1	1
1568	в полной	1	1
1569	понятно почему	1	1
1570	наука о	1	1
1571	мог вполне	1	1
1572	не укладывается	1	1
1573	выше на	1	1
1574	в соборе	1	1
1575	в предисловии	3	1
1576	при посредстве	1	1
1577	такой вывод	1	1
1578	каждом из	1	1
1579	в знаменитой	1	1
1580	этой трагедии	1	1
1581	впечатление на	1	1
1582	так называемой	2	1
1583	и почти	1	1
1584	его не	3	1
1585	две точки	1	1
1586	на дело	1	1
1587	муку и	1	1
1588	ту или	1	1
1589	нашел в	1	1
1590	говорим о	1	1
1591	дело но	1	1
1592	еще одну	1	1
1593	другом месте	2	1
1594	не находит	1	1
1595	не о	2	1
1596	не существовало	1	1
1597	например к	1	1
1598	всего его	1	1
1599	мы снова	1	1
1600	в поэме	3	1
1601	это была	1	1
1602	самозванца в	2	1
1603	в преступном	1	1
1604	решения этого	1	1
1605	конечно в	1	1
1606	полемику с	2	1
1607	только у	2	1
1608	за каждым	1	1
1609	они забывали	1	1
1610	но дело	1	1
1611	сцен в	2	1
1612	в пределах	1	1
1613	стороны и	1	1
1614	как источник	1	1
1615	этого образа	2	1
1616	с кем	1	1
1617	повод для	2	1
1618	думать что	2	1
1619	при всем	1	1
1620	и всякая	1	1
1621	этому поводу	4	1
1622	письмо от	1	1
1623	власть в	1	1
1624	еще на	1	1
1625	скорее наоборот	1	1
1626	это казалось	1	1
1627	на это	2	1
1628	из книги	3	1
1629	верил в	1	1
1630	что будет	1	1
1631	и следствий	1	1
1632	явление в	1	1
1633	в тексте	12	1
1634	содержанием и	1	1
1635	же порядка	1	1
1636	и самого	1	1
1637	не надо	2	1
1638	февраля года	1	1
1639	них нет	2	1
1640	не верит	2	1
1641	которые в	2	1
1642	над его	1	1
1643	роман а	1	1
1644	критик понял	1	1
1645	того времени	8	1
1646	наук в	1	1
1647	это можно	3	1
1648	основания для	1	1
1649	в могилу	1	1
1650	как считал	1	1
1651	литературе не	1	1
1652	в характере	1	1
1653	эта картина	1	1
1654	произвольное и	1	1
1655	пор еще	1	1
1656	в голову	2	1
1657	или иной	1	1
1658	до меня	2	1
1659	ряде случаев	1	1
1660	в период	2	1
1661	на то	5	1
1662	право на	1	1
1663	суждения о	2	1
1664	центра и	1	1
1665	на всем	1	1
1666	тут-то и	1	1
1667	было по	1	1
1668	само собой	1	1
1669	и самый	2	1
1670	л а	1	1
1671	появиться в	1	1
1672	отношений к	2	1
1673	с фактами	1	1
1674	место из	2	1
1675	ни был	1	1
1676	для этого	2	1
1677	в каком-то	2	1
1678	суда над	1	1
1679	к биографии	2	1
1680	времени вполне	1	1
1681	эпохи и	3	1
1682	царя ирода	1	1
1683	лестнице в	1	1
