N	2gram	Vygotskiy_	DiskursI
1298	есть она	1	1
1299	в каком	3	1
1300	для читателя	1	1
1301	к созданию	1	1
1302	не трудно	1	1
1303	изучения всех	1	1
1304	является для	1	1
1305	нет ничего	1	1
1306	но их	1	1
1307	именно такой	1	1
1308	его и	4	1
1309	бы и	5	1
1310	нужно и	1	1
1311	имеет два	1	1
1312	произведение искусства	9	1
1313	она была	1	1
1314	традиции но	1	1
1315	оба эти	2	1
1316	и заключается	4	1
1317	то и	2	1
1318	задний план	1	1
1319	в психологических	2	1
1320	и между	1	1
1321	изображения и	1	1
1322	не играет	1	1
1323	связана с	1	1
1324	наконец в	2	1
1325	того чтобы	13	1
1326	и если	4	1
1327	это то	1	1
1328	лежат в	1	1
1329	по сравнению	3	1
1330	произведения всех	1	1
1331	это только	4	1
1332	основе этого	1	1
1333	не быть	2	1
1334	в стихотворении	1	1
1335	из его	4	1
1336	при всех	1	1
1337	обойтись без	1	1
1338	то все	2	1
1339	области литературы	1	1
1340	или иных	2	1
1341	у шекспира	2	1
1342	слов и	1	1
1343	о своем	1	1
1344	представление будто	1	1
1345	тому или	1	1
1346	он полагается	1	1
1347	эстетический характер	1	1
1348	обычно как	1	1
1349	цели и	1	1
1350	и наоборот	2	1
1351	действия и	4	1
1352	отмечал еще	1	1
1353	важнейшее отличие	1	1
1354	как например	2	1
1355	им в	4	1
1356	потому и	1	1
1357	не встречается	1	1
1358	таким путем	6	1
1359	на что	1	1
1360	на более	1	1
1361	что здесь	2	1
1362	нет и	1	1
1363	он в	2	1
1364	непосредственно из	1	1
1365	на две	1	1
1366	и служит	1	1
1367	он все	2	1
1368	не за	1	1
1369	произведения и	2	1
1370	громадное значение	1	1
1371	в глазах	1	1
1372	только при	4	1
1373	двух противоположных	1	1
1374	городского человека	1	1
1375	том же	4	1
1376	формы для	1	1
1377	вносят в	1	1
1378	и проч	1	1
1379	научная теория	1	1
1380	но если	2	1
1381	для этих	1	1
1382	на примерах	1	1
1383	как предмет	2	1
1384	утверждая что	1	1
1385	отдельной личности	2	1
1386	в понимании	1	1
1387	исчерпывающей полнотой	1	1
1388	связано с	1	1
1389	русском языке	3	1
1390	включая в	1	1
1391	как своего	1	1
1392	теперь уже	1	1
1393	так называемое	1	1
1394	взгляде на	1	1
1395	только потому	2	1
1396	особый характер	1	1
1397	точку зрения	3	1
1398	тот же	8	1
1399	подойти к	2	1
1400	теории нет	1	1
1401	и том	1	1
1402	он должен	1	1
1403	нечто вторичное	1	1
1404	каждом шагу	1	1
1405	они принадлежат	1	1
1406	истории литературы	1	1
1407	что автор	1	1
1408	как нельзя	5	1
1409	только изменение	1	1
1410	близок к	1	1
1411	мысли а	2	1
1412	как со	1	1
1413	случае так	1	1
1414	то они	1	1
1415	поэтому что	1	1
1416	стоит на	1	1
1417	от начала	1	1
1418	и всякий	2	1
1419	бывает при	1	1
1420	самой теории	2	1
1421	ничем не	1	1
1422	так как	28	1
1423	это движение	1	1
1424	все еще	1	1
1425	этот процесс	1	1
1426	поэта он	1	1
1427	в поэзии	5	1
1428	нас не	2	1
1429	тридевять земель	1	1
1430	в общих	1	1
1431	и за	1	1
1432	этого целого	1	1
1433	в стихе	9	1
1434	понятно что	3	1
1435	а слово	2	1
1436	быть отнесены	1	1
1437	актер на	1	1
1438	направленный на	1	1
1439	же мере	1	1
1440	ее а	1	1
1441	легко заметить	4	1
1442	себе действие	1	1
1443	знаем и	2	1
1444	он и	1	1
1445	в согласии	3	1
1446	этом он	2	1
1447	для искусства	1	1
1448	для нас	5	1
1449	и всегда	2	1
1450	например то	1	1
1451	на самом	6	1
1452	что каждый	1	1
1453	сходятся в	1	1
1454	им с	2	1
1455	зрителя а	1	1
1456	слово в	1	1
1457	слова а	1	1
1458	таком случае	3	1
1459	быть или	1	1
1460	основана на	1	1
1461	быть признано	2	1
1462	на грани	2	1
1463	но с	1	1
1464	первичные и	1	1
1465	в таких	2	1
1466	это слово	1	1
1467	полнотой и	1	1
1468	себе но	1	1
1469	века и	1	1
1470	от друга	1	1
1471	от всех	3	1
1472	глубоком анализе	1	1
1473	согласно с	1	1
1474	известную долю	2	1
1475	без остатка	3	1
1476	остается и	1	1
1477	как утверждает	1	1
1478	можно вывести	1	1
1479	общества в	1	1
1480	открывает перед	1	1
1481	же в	1	1
1482	же по	1	1
1483	и тому	1	1
1484	с теми	2	1
1485	принадлежащий к	1	1
1486	той самой	1	1
1487	в нашей	4	1
1488	случае не	2	1
1489	что этот	3	1
1490	вразрез с	1	1
1491	произошло то	1	1
1492	о генезисе	1	1
1493	истины и	1	1
1494	золотого сечения	1	1
1495	цель и	1	1
1496	этот раз	1	1
1497	лирическое стихотворение	1	1
1498	говорят о	1	1
1499	мнение что	1	1
1500	сцены не	1	1
1501	себе я	1	1
1502	чаще всего	1	1
1503	можем знать	1	1
1504	и со	1	1
1505	и могут	1	1
1506	быть сведена	2	1
1507	спор между	1	1
1508	собственной жизни	1	1
1509	другого как	2	1
1510	отказавшись от	1	1
1511	об особом	1	1
1512	в непосредственной	1	1
1513	утверждения что	1	1
1514	бы мы	3	1
1515	и художественного	2	1
1516	по самой	3	1
1517	в условиях	1	1
1518	мысль об	1	1
1519	все наши	2	1
1520	для нашей	2	1
1521	должен быть	2	1
1522	и таким	4	1
1523	при изучении	1	1
1524	действующие лица	1	1
1525	мысли в	3	1
1526	этой системы	1	1
1527	другом случае	1	1
1528	людей в	1	1
1529	могу не	1	1
1530	еще до	1	1
1531	как проявление	1	1
1532	предположить что	1	1
1533	сострадания и	1	1
1534	искать в	1	1
1535	и эти	2	1
1536	и других	4	1
1537	же с	1	1
1538	и субъект	1	1
1539	и составляют	1	1
1540	переживается как	1	1
1541	такие же	2	1
1542	отношений или	1	1
1543	дробится на	1	1
1544	чистом виде	3	1
1545	то чего	1	1
1546	не могу	1	1
1547	должны рассматриваться	2	1
1548	в практике	2	1
1549	ту или	2	1
1550	однако если	1	1
1551	легко показать	3	1
1552	другой в	2	1
1553	которое здесь	1	1
1554	с совершенно	3	1
1555	с нами	1	1
1556	одни и	3	1
1557	мы узнаем	1	1
1558	и пространством	1	1
1559	независимо от	3	1
1560	у того	2	1
1561	в искусстве	24	1
1562	казалось бы	4	1
1563	его взгляд	1	1
1564	оказывается что	5	1
1565	имеются только	1	1
1566	даже при	1	1
1567	и какие	1	1
1568	от того	6	1
1569	стало быть	3	1
1570	что из	1	1
1571	думать что	3	1
1572	с двумя	2	1
1573	к эпохе	1	1
1574	и часто	2	1
1575	мыслью и	1	1
1576	это его	1	1
1577	от прочих	1	1
1578	был создан	1	1
1579	и мыслей	1	1
1580	что далеко	1	1
1581	же на	1	1
1582	показывает как	3	1
1583	отдельного лица	1	1
1584	установки и	1	1
1585	чтобы вернуть	1	1
1586	новое понимание	1	1
1587	литературное произведение	1	1
1588	та или	1	1
1589	для такого	2	1
1590	роман и	2	1
1591	которые в	3	1
1592	художественного произведения	22	1
1593	не можем	3	1
1594	также в	1	1
1595	слова она	1	1
1596	в эстетической	2	1
1597	это означает	2	1
1598	с действием	1	1
1599	и читателя	1	1
1600	на каждом	1	1
1601	этих различий	1	1
1602	и единственный	1	1
1603	в сознании	6	1
1604	только после	1	1
1605	двух родов	1	1
1606	же может	1	1
1607	тех или	2	1
1608	на всем	1	1
1609	или при	1	1
1610	важную роль	1	1
1611	в самых	3	1
1612	после своего	1	1
1613	таким же	1	1
1614	и оно	1	1
1615	именно это	1	1
1616	себе а	4	1
1617	могут возникать	1	1
1618	и сами	1	1
1619	как для	1	1
1620	для чтения	1	1
1621	внесли в	1	1
1622	в известной	1	1
1623	иное как	2	1
1624	на самый	2	1
1625	нечто иное	1	1
