N	2gram	Ircho_Kome	Mirosoze
1316	она должна	2	1
1317	всех окружающих	1	1
1318	то чего	1	1
1319	вели к	1	1
1320	человека все	1	1
1321	характера в	2	1
1322	в течение	3	1
1323	большее чем	1	1
1324	один в	1	1
1325	против нее	1	1
1326	самой жизни	1	1
1327	друга как	1	1
1328	во второй	2	1
1329	и может	2	1
1330	отвращение к	1	1
1331	в частности	4	1
1332	я вас	1	1
1333	не знаю	2	1
1334	свою жизнь	1	1
1335	тех же	3	1
1336	в нескольких	1	1
1337	пор не	3	1
1338	который тоже	1	1
1339	ним как	1	1
1340	встреча с	1	1
1341	в нашей	1	1
1342	на друга	1	1
1343	к власти	1	1
1344	ним не	1	1
1345	начала что	1	1
1346	стоит у	1	1
1347	человека перед	1	1
1348	лучше не	1	1
1349	характеристику его	1	1
1350	идет о	3	1
1351	которых они	1	1
1352	на это	3	1
1353	восторга и	1	1
1354	черты и	1	1
1355	можно более	1	1
1356	интересен для	1	1
1357	самой своей	1	1
1358	одного из	4	1
1359	пути к	2	1
1360	сказать в	1	1
1361	тот путь	1	1
1362	знает он	1	1
1363	эту мысль	1	1
1364	в голову	2	1
1365	же в	3	1
1366	пришел в	1	1
1367	и вернуть	1	1
1368	остается один	1	1
1369	к женщине	2	1
1370	право на	1	1
1371	в области	3	1
1372	чем к	2	1
1373	нуждается в	2	1
1374	в эти	1	1
1375	тобой а	1	1
1376	это в	2	1
1377	ли в	3	1
1378	в гневе	1	1
1379	в разговоре	1	1
1380	легче было	1	1
1381	что вся	1	1
1382	ни был	2	1
1383	как ему	1	1
1384	как встреча	1	1
1385	которой мы	2	1
1386	эпохи и	1	1
1387	в целом	4	1
1388	он с	2	1
1389	в лице	1	1
1390	мало общего	1	1
1391	и наконец	1	1
1392	форме к	1	1
1393	что на	1	1
1394	и дурной	1	1
1395	вплоть до	2	1
1396	началось и	1	1
1397	кто это	1	1
1398	чтобы узнать	1	1
1399	знать друг	1	1
1400	меньше чем	2	1
