N	2gram	Ircho_Kome	RusskieA
1314	и людей	2	1
1315	из дому	1	1
1316	менее это	1	1
1317	разницы между	1	1
1318	это было	5	1
1319	в каждой	1	1
1320	и самой	1	1
1321	этих элементов	1	1
1322	и таким	2	1
1323	еще с	1	1
1324	на такое	2	1
1325	с какими	1	1
1326	нельзя было	1	1
1327	ему не	1	1
1328	эти же	1	1
1329	отсюда же	1	1
1330	с использованием	1	1
1331	буквальном смысле	1	1
1332	того или	1	1
1333	искать в	3	1
1334	и эти	1	1
1335	этих строк	1	1
1336	каждая из	1	1
1337	выше и	1	1
1338	оно в	1	1
1339	же от	1	1
1340	ей в	1	1
1341	изображается в	1	1
1342	это как	1	1
1343	в самых	1	1
1344	время сатурналий	1	1
1345	были для	1	1
1346	не засвидетельствовано	1	1
1347	и ни	1	1
1348	который мы	1	1
1349	также и	1	1
1350	одну из	2	1
1351	из среды	1	1
1352	при сравнении	1	1
1353	а из	2	1
1354	ее мужу	1	1
1355	не по	5	1
1356	на брак	1	1
1357	взывает к	1	1
1358	перед домом	1	1
1359	то эта	2	1
1360	у того	1	1
1361	такой способ	1	1
1362	во второй	4	1
1363	в сопровождении	1	1
1364	у народа	1	1
1365	а по	1	1
1366	и детей	1	1
1367	наоборот в	1	1
1368	подтверждается и	1	1
1369	в науке	1	1
1370	же что	1	1
1371	очень интересный	1	1
1372	говоря о	1	1
1373	своей среды	1	1
1374	не следует	2	1
1375	от того	3	1
1376	несколько раз	2	1
1377	к которой	1	1
1378	хотя она	1	1
1379	наступало время	1	1
1380	с понятием	1	1
1381	при всем	3	1
1382	первые два	1	1
1383	именно здесь	1	1
1384	идет речь	1	1
1385	рассматривать как	1	1
1386	нам теперь	1	1
1387	как из	3	1
1388	в греко-римской	1	1
1389	с вполне	1	1
1390	и дают	2	1
1391	всего не	1	1
1392	в отрыве	1	1
1393	люди не	1	1
1394	приходят в	1	1
1395	именно тогда	1	1
1396	же самое	2	1
1397	на ходу	1	1
1398	со своими	1	1
1399	и своим	1	1
1400	полной уверенностью	1	1
1401	это видно	2	1
1402	того времени	3	1
1403	дня и	1	1
1404	от времени	1	1
1405	люди по	1	1
1406	в голову	1	1
1407	ряде случаев	1	1
1408	его до	2	1
1409	жизни и	4	1
1410	изображать и	1	1
1411	говорить об	1	1
1412	все еще	1	1
1413	первым из	2	1
1414	для современного	1	1
1415	нуждается в	2	1
1416	надо было	3	1
1417	в так	2	1
1418	дитя или	1	1
1419	после смерти	6	1
1420	в римских	1	1
