N	2gram	Propp_Russ	Myshleni
1315	их и	3	2
1316	на голову	6	2
1317	что дает	1	2
1318	свете того	1	2
1319	же кругу	1	2
1320	закономерности в	1	2
1321	в состав	1	2
1322	над ними	1	2
1323	значений слова	1	2
1324	они и	2	2
1325	от жизни	1	2
1326	которая по	1	2
1327	не связана	1	2
1328	значении этого	1	2
1329	считалось что	1	2
1330	процессы которые	1	2
1331	более общей	1	2
1332	котором в	1	2
1333	и этого	1	2
1334	на глазах	1	2
1335	от другого	2	2
1336	однако он	1	2
1337	и вызывает	1	2
1338	не более	2	2
1339	только у	2	2
1340	было известно	1	2
1341	и действительно	2	2
1342	они связаны	1	2
1343	к самым	1	2
1344	как не	2	2
1345	направление в	1	2
1346	хотел бы	1	2
1347	только разницей	1	2
1348	ли они	1	2
1349	другое слово	1	2
1350	какие же	2	2
1351	но здесь	1	2
1352	слова совершенно	1	2
1353	ее до	1	2
1354	по данным	1	2
1355	те или	1	2
1356	жизни человека	1	2
1357	этим словом	1	2
1358	о своем	1	2
1359	и наша	1	2
1360	и находит	1	2
1361	себя от	1	2
1362	сравнительное исследование	1	2
1363	это показывает	4	2
1364	это вытекает	1	2
1365	в точности	1	2
1366	с нею	1	2
1367	на улице	1	2
1368	ступень развития	1	2
1369	близка к	1	2
1370	первый вопрос	1	2
1371	они вместе	1	2
1372	обе стороны	2	2
1373	о степени	1	2
1374	оно приводит	1	2
1375	те из	1	2
1376	однако как	3	2
1377	сколько в	1	2
1378	это часто	1	2
1379	легко заметить	1	2
1380	от времени	1	2
1381	мы сейчас	1	2
1382	здесь нет	1	2
1383	ступени ее	1	2
1384	цель и	1	2
1385	этой цели	2	2
1386	не дают	1	2
1387	повлиять на	1	2
1388	же деле	2	2
1389	ко всему	2	2
1390	никакой роли	1	2
1391	что от	4	2
1392	прав когда	2	2
1393	том какие	1	2
1394	полагали что	2	2
1395	других языках	1	2
1396	по окончании	1	2
1397	слова если	1	2
1398	по всей	4	2
1399	по значению	1	2
1400	в четвертом	1	2
1401	как этот	1	2
1402	к новому	2	2
1403	при изучении	6	2
1404	настоящая работа	1	2
1405	с последним	2	1
1406	в среде	1	1
1407	общий для	1	1
1408	жизнь но	1	1
1409	них есть	1	1
1410	же тенденцией	1	1
1411	для детей	1	1
1412	с которого	1	1
1413	же относится	1	1
1414	воспоминания о	2	1
1415	эта же	2	1
1416	они у	1	1
1417	и лучше	2	1
1418	объяснить его	1	1
1419	большое количество	2	1
1420	внутри которой	1	1
1421	живут в	2	1
1422	решающего значения	1	1
1423	заключалось в	1	1
1424	некоторых других	2	1
1425	на смену	1	1
1426	этим объясняется	1	1
1427	объяснение как	1	1
1428	в духе	1	1
1429	мы начнем	1	1
1430	сделать некоторые	1	1
1431	и название	1	1
1432	прошлого в	1	1
1433	составных частей	1	1
1434	известно во	1	1
1435	мир и	1	1
1436	полагают что	1	1
1437	единственная форма	1	1
1438	говорится о	3	1
1439	кругу явлений	1	1
1440	другими и	1	1
1441	ясно почему	1	1
1442	не хуже	1	1
1443	опирались на	1	1
1444	других местах	11	1
1445	каждого нового	1	1
1446	играют никакой	1	1
1447	собой акт	1	1
1448	случаи когда	1	1
1449	этом а	1	1
1450	борьба между	1	1
1451	ставили в	4	1
1452	рассмотрение этого	1	1
1453	мы кратко	1	1
1454	случае она	1	1
1455	и должна	2	1
1456	но может	1	1
1457	из своего	1	1
1458	же говорит	1	1
1459	более широкой	1	1
1460	людей и	1	1
1461	а между	1	1
1462	имеют первостепенное	1	1
1463	уже почти	1	1
1464	и молодые	1	1
1465	собираются в	1	1
1466	ее началу	1	1
1467	других что	1	1
1468	ii в	2	1
1469	другие виды	2	1
1470	которого они	1	1
1471	ее но	1	1
1472	затем в	1	1
1473	вверх но	1	1
1474	то чем	1	1
1475	так не	1	1
1476	она показывает	1	1
1477	без которой	1	1
1478	на интересующие	1	1
1479	даже у	1	1
1480	не будут	2	1
1481	прочим в	1	1
1482	как способ	1	1
1483	есть один	1	1
1484	для доказательства	1	1
1485	сущность его	1	1
1486	которая должна	2	1
1487	понимать его	1	1
1488	как другие	1	1
1489	тем есть	1	1
1490	данных для	1	1
1491	а наоборот	1	1
1492	ниже мы	1	1
1493	это сходство	2	1
1494	повторил и	1	1
1495	самым высшим	1	1
1496	вообще а	1	1
1497	где это	1	1
1498	преимущественно с	1	1
1499	близких и	1	1
1500	и цели	1	1
1501	и молнии	1	1
1502	также на	3	1
1503	не объясняют	1	1
1504	указал на	1	1
1505	лучше чем	1	1
1506	имели место	1	1
1507	совершаемые с	1	1
1508	в воде	3	1
1509	входящие в	1	1
1510	же значение	2	1
1511	тесно связаны	1	1
1512	смысла но	1	1
1513	по улице	1	1
1514	хорошо им	1	1
1515	в детскую	1	1
1516	с одним	1	1
1517	на глаза	1	1
1518	но иногда	2	1
1519	сказывается и	1	1
1520	сохранения и	1	1
1521	так на	2	1
1522	ниже при	2	1
1523	что наука	1	1
1524	достаточно чтобы	1	1
1525	мышления здесь	1	1
1526	совместно а	1	1
1527	совпадали в	1	1
1528	столом и	1	1
1529	имеет ничего	1	1
1530	который без	1	1
1531	смысл и	1	1
1532	но можно	2	1
1533	известно также	1	1
1534	из первого	1	1
1535	центральный момент	1	1
1536	сравнение этих	1	1
1537	материал на	1	1
1538	удовлетворительное объяснение	1	1
1539	м и	1	1
1540	дает основание	1	1
1541	и дети	1	1
1542	не отличаются	2	1
1543	уже к	1	1
1544	на весь	3	1
1545	исследование имеет	1	1
1546	однако эта	1	1
1547	и эту	1	1
1548	быть правильно	1	1
1549	пытался изучить	1	1
1550	это влияние	1	1
1551	не сами	1	1
1552	в иных	2	1
1553	которого в	2	1
1554	на некоторые	2	1
1555	другая форма	1	1
1556	вторая часть	1	1
1557	же а	4	1
1558	основное в	1	1
1559	заставляет думать	1	1
1560	мы рассмотрим	5	1
1561	нас совершенно	1	1
1562	их теоретических	1	1
1563	которая у	1	1
1564	действовать на	1	1
1565	с живыми	1	1
1566	не случайно	2	1
1567	поздний и	1	1
1568	цветов или	1	1
1569	в особенности	3	1
1570	нет такого	1	1
1571	отличие но	1	1
1572	он уже	1	1
1573	и связанные	2	1
1574	объяснить происхождение	1	1
1575	что этим	1	1
1576	в самый	2	1
1577	детей и	3	1
1578	эти по	1	1
1579	они возникли	1	1
1580	этих же	1	1
1581	перед ними	1	1
1582	ему помогают	1	1
1583	их нужно	1	1
1584	дать в	1	1
1585	не ясно	1	1
1586	чем можно	2	1
1587	вопросу об	1	1
1588	в среднем	1	1
1589	указания и	1	1
1590	смысла и	1	1
1591	значения как	1	1
1592	наиболее часто	1	1
1593	он прав	1	1
1594	к разным	1	1
1595	обстоятельство не	1	1
1596	совершенно такие	1	1
1597	игры и	1	1
1598	при всех	2	1
1599	ни с	1	1
1600	нет в	2	1
1601	и было	1	1
1602	говорят об	1	1
1603	случае как	1	1
1604	но оно	1	1
1605	превратилось в	1	1
1606	но их	1	1
1607	можно в	1	1
1608	необходимо также	1	1
1609	наука в	1	1
1610	после ее	1	1
1611	указали на	1	1
1612	в отчаянии	1	1
1613	него он	1	1
1614	они показывают	1	1
1615	ясно и	1	1
1616	в глубоком	1	1
1617	выход на	1	1
1618	такую же	2	1
1619	на некоторых	1	1
1620	таком виде	2	1
1621	что первые	1	1
1622	остановимся ниже	1	1
1623	предположения что	1	1
1624	с а	1	1
1625	них как	2	1
1626	самых разнообразных	1	1
1627	этот случай	2	1
1628	она начинает	1	1
1629	случае с	1	1
1630	находящиеся в	2	1
1631	почти целиком	2	1
1632	русском языке	1	1
1633	которые уже	1	1
1634	значение имеет	1	1
1635	игра в	1	1
1636	эту теорию	7	1
1637	за пределами	2	1
1638	нас важно	1	1
1639	и раньше	1	1
1640	это делалось	10	1
1641	каждый день	1	1
1642	ясно в	1	1
1643	становятся в	4	1
1644	имеет и	1	1
1645	совершаемые в	1	1
1646	собой то	1	1
1647	иногда в	2	1
1648	в самих	3	1
1649	что одинаково	1	1
1650	же цель	1	1
1651	которому в	1	1
1652	его через	1	1
1653	того во	1	1
1654	эти представления	6	1
1655	наблюдения показывают	1	1
1656	есть много	1	1
1657	объяснение этого	1	1
1658	это наблюдение	1	1
1659	то они	1	1
1660	описанию в	1	1
1661	нас нет	1	1
1662	образом к	1	1
1663	для нового	1	1
1664	оно зависит	1	1
1665	наибольшее значение	1	1
1666	вопроса в	1	1
1667	бумаги с	1	1
1668	народов как	1	1
1669	который называется	1	1
1670	такого объяснения	1	1
1671	с элементами	2	1
1672	в литературе	1	1
1673	мало того	1	1
1674	форму в	1	1
1675	своему происхождению	2	1
1676	горы с	1	1
1677	невозможно вне	1	1
1678	оно связано	1	1
1679	но дает	1	1
1680	различаются не	1	1
1681	более широким	1	1
1682	их так	2	1
1683	этом не	2	1
1684	и ответов	1	1
1685	который как	1	1
1686	было в	1	1
1687	некоторых случаях	1	1
1688	которые как	2	1
1689	теорию происхождения	1	1
1690	через их	1	1
1691	по теории	1	1
1692	важнее для	1	1
1693	развития этого	1	1
1694	сохранить в	1	1
1695	можно предположить	2	1
1696	да все	1	1
1697	стремление к	1	1
1698	в русском	4	1
1699	сторону этой	1	1
1700	случай который	1	1
1701	сразу же	2	1
1702	не оставляют	1	1
1703	увидим не	1	1
1704	направления в	2	1
1705	это несомненно	1	1
1706	играть и	1	1
1707	это хорошо	1	1
1708	возможно для	1	1
1709	которые с	2	1
1710	путь изучения	1	1
1711	этих элементов	1	1
1712	а он	1	1
1713	и представляют	1	1
1714	не все	4	1
1715	одно целое	1	1
1716	в полной	1	1
1717	рождения и	1	1
1718	но дальнейшее	1	1
1719	значение так	1	1
1720	которая для	1	1
1721	следующее когда	1	1
1722	значение он	1	1
1723	была сделана	1	1
1724	существует независимо	1	1
1725	это собственно	1	1
1726	другой в	1	1
1727	их исследование	1	1
1728	и формами	1	1
1729	соответствующих ему	1	1
1730	подтверждается и	1	1
1731	но такое	1	1
1732	области изучения	2	1
1733	несколько подробнее	1	1
1734	сложности как	1	1
1735	уходит в	1	1
1736	всего не	1	1
1737	единстве и	1	1
1738	же на	1	1
1739	и время	1	1
1740	те которые	1	1
1741	составляет только	1	1
1742	явление в	1	1
1743	в тексте	1	1
1744	и настоящих	1	1
1745	течение всего	1	1
1746	дня и	1	1
1747	и начинается	1	1
1748	исторически и	1	1
1749	представляет как	1	1
1750	можно будет	3	1
1751	и лошадей	1	1
1752	имея в	1	1
1753	после нее	1	1
1754	проблема же	1	1
1755	это подтверждается	2	1
1756	хотя они	1	1
1757	здесь следует	1	1
1758	быть поставлен	1	1
1759	совершенно по	1	1
1760	но вопрос	1	1
1761	более высокой	1	1
1762	своего рода	3	1
1763	указать еще	1	1
1764	место при	1	1
1765	рассказывает об	1	1
1766	научной литературе	1	1
1767	часть его	1	1
1768	только этот	1	1
1769	оставалась в	1	1
1770	борьбе с	1	1
1771	они уже	1	1
1772	перед ней	2	1
1773	которые нужны	1	1
1774	не вызывает	1	1
1775	что дело	1	1
1776	это нужно	1	1
1777	по-видимому не	1	1
1778	с по	1	1
1779	с наступлением	1	1
1780	значение они	1	1
1781	сходство между	2	1
1782	по времени	1	1
1783	характере этого	1	1
1784	ему но	1	1
1785	это должно	1	1
1786	на общий	1	1
1787	если угодно	2	1
1788	надо изучить	1	1
1789	болезней и	1	1
1790	ее для	2	1
1791	весь этот	1	1
1792	ставится под	1	1
1793	почему во	1	1
1794	самих себя	1	1
1795	имеется следующая	1	1
1796	места и	1	1
1797	необходимо для	1	1
1798	там же	15	1
1799	уже указано	1	1
1800	и древним	1	1
1801	с общей	1	1
1802	себя к	1	1
1803	а нечто	1	1
1804	научно объяснить	1	1
1805	теорию на	1	1
1806	встал на	1	1
1807	за первой	1	1
1808	также что	2	1
1809	у которых	2	1
1810	наша задача	1	1
1811	было не	1	1
1812	этим связан	1	1
1813	н и	1	1
1814	когда на	2	1
1815	на части	9	1
1816	которая представляет	1	1
1817	обозначения одного	1	1
1818	пытается объяснить	2	1
1819	путь из	1	1
1820	а после	1	1
1821	напоминает те	1	1
1822	следует остановиться	1	1
1823	представляют процесс	1	1
1824	но имеют	1	1
1825	образом из	1	1
1826	значение чем	1	1
1827	работ и	1	1
1828	они с	1	1
1829	ее по	1	1
1830	привела к	1	1
1831	не вполне	1	1
1832	имелось в	1	1
1833	характерной для	1	1
1834	вперед так	1	1
1835	дело и	1	1
1836	очень подробно	1	1
1837	они состоят	1	1
1838	ней и	1	1
1839	детей с	1	1
1840	жизни как	1	1
1841	основные формы	1	1
1842	уже знаем	2	1
1843	место для	1	1
1844	что подражание	1	1
1845	на будущее	1	1
1846	и устанавливает	1	1
1847	можем предположить	1	1
1848	согласиться с	1	1
1849	глядит в	1	1
1850	его теория	1	1
1851	всему нашему	1	1
1852	значение которых	1	1
1853	становятся на	1	1
1854	которой эти	1	1
1855	затем идет	1	1
1856	например из	1	1
1857	не представляются	1	1
1858	по преимуществу	1	1
1859	у молодых	1	1
1860	будут действовать	1	1
1861	тем ярче	1	1
1862	вокруг этого	4	1
1863	их содержания	1	1
1864	после чего	4	1
1865	три направления	1	1
1866	признает что	1	1
1867	несколько иной	1	1
1868	его у	1	1
1869	есть одно	1	1
1870	как нет	1	1
1871	представления об	2	1
1872	обстояло дело	2	1
1873	однако совершенно	1	1
1874	и правильным	1	1
1875	и за	2	1
1876	но чаще	1	1
1877	за эти	1	1
1878	на которого	1	1
1879	можно объяснить	3	1
1880	не от	1	1
1881	в воскресенье	3	1
1882	в третьем	1	1
1883	на первую	2	1
1884	они на	1	1
1885	в несколько	1	1
1886	степени их	1	1
1887	не о	1	1
1888	как видно	1	1
1889	их по	3	1
1890	которых наиболее	1	1
1891	и выводы	1	1
1892	решить этот	2	1
1893	сложное явление	1	1
1894	на тот	1	1
1895	части ее	1	1
1896	разных народов	1	1
1897	iii в	1	1
1898	животного или	1	1
1899	и вновь	1	1
1900	самый акт	1	1
1901	из чего	1	1
1902	между прочим	2	1
1903	основная форма	1	1
1904	получили название	1	1
1905	в садах	2	1
1906	уже давно	1	1
1907	необходимо иметь	1	1
1908	и жизнь	1	1
1909	где уже	1	1
1910	центральных и	1	1
1911	связанным с	1	1
1912	вне связи	1	1
1913	природа и	1	1
1914	или из	1	1
1915	не был	3	1
1916	книги он	1	1
1917	все стороны	1	1
1918	характерная особенность	1	1
1919	проявляет себя	1	1
1920	них состоит	1	1
1921	вошел в	1	1
1922	выводы и	1	1
1923	я тебе	1	1
1924	не нашли	1	1
1925	наши наблюдения	2	1
1926	по наблюдениям	1	1
1927	которой и	1	1
1928	момента когда	1	1
1929	нет но	2	1
1930	для наших	2	1
1931	рост и	1	1
1932	многих случаях	4	1
1933	это объясняет	1	1
1934	за столом	2	1
1935	ряда других	2	1
1936	помогают в	1	1
1937	так называемые	1	1
1938	человека который	1	1
1939	это по	1	1
1940	нашем сознании	1	1
1941	и этой	1	1
1942	и смысла	1	1
1943	в детстве	1	1
1944	необходимо было	1	1
1945	год и	6	1
1946	и первую	1	1
1947	и других?	1	1
1948	ни одно	2	1
1949	его жизнь	2	1
1950	большое значение	1	1
1951	со слов	1	1
1952	рассмотренным нами	1	1
1953	этой группы	1	1
1954	при первом	1	1
1955	примерно в	2	1
1956	это таким	1	1
1957	в продолжение	1	1
1958	и учеными	1	1
1959	их к	2	1
1960	только так	1	1
1961	на определенных	1	1
1962	свойства и	1	1
1963	поле и	6	1
1964	в доме	2	1
1965	над ней	1	1
1966	но ее	1	1
1967	не значит	2	1
1968	у разных	1	1
1969	показал в	1	1
1970	том основании	1	1
1971	деле это	1	1
1972	еды в	1	1
1973	что без	1	1
1974	могут рассматриваться	1	1
1975	основываясь на	1	1
1976	очень редко	1	1
1977	вся эта	2	1
1978	которые наблюдаются	1	1
1979	если присмотреться	1	1
1980	чем и	1	1
1981	причем это	1	1
1982	сливаются в	1	1
1983	почему при	2	1
1984	собой так	1	1
1985	многие другие	2	1
1986	что до	1	1
1987	сделано в	1	1
1988	превращаются в	1	1
1989	на дворе	3	1
1990	в советской	2	1
1991	следует поставить	1	1
1992	относятся и	1	1
1993	нам что	1	1
1994	к воде	1	1
1995	его мнению	1	1
1996	в углу	1	1
1997	безотносительно к	1	1
1998	он очень	1	1
1999	более ясным	1	1
2000	две большие	1	1
2001	слово для	1	1
2002	впрочем в	1	1
2003	своей общей	1	1
2004	как особую	1	1
2005	не принадлежат	1	1
2006	бы говорить	1	1
2007	времени когда	1	1
2008	совсем так	1	1
2009	несколько человек	1	1
2010	всякой связи	1	1
2011	на любом	1	1
2012	и оказывать	1	1
2013	если эти	1	1
2014	смысла в	1	1
2015	корабль с	1	1
2016	их происхождения	1	1
2017	который показывает	1	1
2018	ряде других	1	1
2019	ни о	1	1
2020	так называемый	2	1
2021	и вперед	1	1
2022	вот все	1	1
2023	в различные	2	1
2024	нет он	1	1
2025	одном ряду	1	1
2026	судить по	2	1
2027	и роль	1	1
2028	имеют силу	1	1
2029	хотелось бы	1	1
2030	сообщает и	3	1
2031	сделать из	2	1
2032	пр и	1	1
2033	на охоту	1	1
2034	от старого	1	1
2035	нашей стране	1	1
2036	мы однако	1	1
2037	в которые	1	1
2038	на год	1	1
2039	они по	1	1
2040	этого они	1	1
2041	наиболее распространенная	1	1
2042	свое внимание	1	1
2043	их сходство	1	1
2044	падает на	1	1
2045	в слово	1	1
2046	где есть	2	1
2047	земли и	5	1
2048	с новым	1	1
2049	а может	1	1
2050	может произойти	1	1
2051	и нового	2	1
2052	обратить внимание	1	1
2053	мысли приводит	1	1
2054	внимания на	1	1
2055	нас особенно	1	1
2056	помещена в	1	1
2057	ее с	2	1
2058	на землю	2	1
2059	связанных в	1	1
2060	большей частью	1	1
2061	он есть	2	1
2062	день когда	1	1
2063	только часть	2	1
2064	из наиболее	2	1
2065	и под	4	1
2066	ее не	1	1
2067	верят что	3	1
2068	другую теорию	1	1
2069	в поле	18	1
2070	только одна	1	1
2071	смотрят на	1	1
2072	года и	1	1
2073	нас вопросы	1	1
2074	так обстояло	2	1
2075	оставляет сомнений	2	1
2076	т д	12	1
2077	к описанию	1	1
2078	в и	19	1
2079	однако такое	2	1
2080	огонь в	1	1
2081	очень большом	1	1
2082	же он	1	1
2083	для такого	1	1
2084	зеленые к	1	1
2085	работе мы	1	1
2086	по особым	1	1
2087	быть продолжена	1	1
2088	следовательно здесь	1	1
2089	значительно увеличить	1	1
2090	в коем	1	1
2091	ряд других	2	1
2092	на тех	2	1
2093	свидетельствует о	1	1
2094	речь будет	2	1
2095	второй половине	1	1
2096	и форма	1	1
2097	не будем	5	1
2098	и этим	1	1
2099	и всем	2	1
2100	и свойства	1	1
2101	случае интересует	1	1
2102	из особенностей	1	1
2103	она будет	1	1
2104	оставляют сомнения	1	1
2105	нее как	1	1
2106	день и	2	1
2107	пишет что	3	1
2108	разница в	1	1
2109	и п	28	1
2110	подчинить себе	1	1
2111	из своих	2	1
2112	чтобы получить	1	1
2113	же случае	1	1
2114	вытекающее из	1	1
2115	того момента	1	1
2116	есть уже	1	1
2117	происхождении и	1	1
2118	а на	8	1
2119	то их	1	1
2120	которое могло	1	1
2121	что некогда	1	1
2122	указывает и	1	1
2123	шли в	1	1
2124	он видел	2	1
2125	имели целью	1	1
2126	связи можно	1	1
2127	могла быть	1	1
2128	говорят о	1	1
2129	мнение что	2	1
2130	так в	5	1
2131	составляют наиболее	1	1
2132	были не	1	1
2133	и приведенных	1	1
2134	силу только	1	1
2135	нового в	1	1
2136	активности и	1	1
2137	жизнь и	2	1
2138	или другие	3	1
2139	обычно в	2	1
2140	такой мысли	1	1
2141	же с	1	1
2142	он одновременно	1	1
2143	предыдущей главе	1	1
2144	на свои	1	1
2145	как объяснить	2	1
2146	аналогичные слова	1	1
2147	так называемой	3	1
2148	и остаются	1	1
2149	это для	1	1
2150	довольно часто	1	1
2151	они ставят	1	1
2152	к тем	4	1
2153	представляющее собой	1	1
2154	и детей	1	1
2155	можем согласиться	1	1
2156	их совершенно	1	1
2157	не удастся	1	1
2158	от земли	2	1
2159	или его	1	1
2160	свете приведенных	1	1
2161	других животных	2	1
2162	время они	1	1
2163	и преимущественно	1	1
2164	и определить	1	1
2165	первые два	1	1
2166	и всех	2	1
2167	и самой	1	1
2168	какие представления	1	1
2169	которых они	1	1
2170	в отрыве	1	1
2171	перечисленных выше	1	1
2172	этого нет	1	1
2173	со своими	1	1
2174	критические замечания	1	1
2175	название как	1	1
2176	и много	1	1
2177	о каких	1	1
2178	того времени	1	1
2179	считает что	2	1
2180	как за	1	1
2181	этих форм	1	1
2182	исследования о	1	1
2183	палку в	1	1
2184	все для	1	1
2185	которые больше	1	1
2186	которым живет	1	1
2187	в который	1	1
2188	остается без	1	1
