N	2gram	Vinokur_St	Vladivir
1323	вот почему	1	1
1324	мы очень	1	1
1325	этих случаев	1	1
1326	а после	1	1
1327	которыми он	3	1
1328	вопроса об	1	1
1329	больше в	1	1
1330	и красоту	1	1
1331	безусловно и	1	1
1332	они являются	1	1
1333	и той	1	1
1334	с изданием	1	1
1335	о многих	1	1
1336	а когда	1	1
1337	чего не	1	1
1338	он приводит	1	1
1339	но они	3	1
1340	о них	3	1
1341	борьбе с	1	1
1342	географии и	1	1
1343	за собой	1	1
1344	течение почти	1	1
1345	была воспринята	1	1
1346	и когда	1	1
1347	связь между	1	1
1348	та что	1	1
1349	а между	2	1
1350	этим не	1	1
1351	по отношению	3	1
1352	внимания к	1	1
1353	приходится удивляться	1	1
1354	для своей	2	1
1355	совершенно неправильно	2	1
1356	от той	1	1
1357	литературного критика	1	1
1358	области можно	1	1
1359	но также	13	1
1360	за рамки	1	1
1361	под старость	1	1
1362	убедиться в	2	1
1363	у своего	1	1
1364	в прошлом	1	1
1365	слов о	1	1
1366	я думаю	11	1
1367	вообще так	1	1
1368	к ним	1	1
1369	могут и	1	1
1370	нашей современной	1	1
1371	у себя	1	1
1372	убежден что	1	1
1373	я с	3	1
1374	из всех	1	1
1375	внимании к	1	1
1376	для ее	1	1
1377	за него	2	1
1378	и роста	1	1
1379	объяснение в	1	1
1380	к которому	4	1
1381	имеем дело	2	1
1382	только во	1	1
1383	его работа	1	1
1384	тот что	1	1
1385	которыми мы	1	1
1386	во всякой	1	1
1387	согласиться с	1	1
1388	иным как	1	1
1389	по одной	1	1
1390	что именно	2	1
1391	к вопросам	1	1
1392	обедал у	1	1
1393	от них	1	1
1394	о зависимости	1	1
1395	лишь при	1	1
1396	и чувства	1	1
1397	время был	1	1
1398	времени работы	1	1
1399	писал в	2	1
1400	на каждое	1	1
1401	смысле как	1	1
1402	с этих	1	1
1403	свое собственное	1	1
1404	востока и	1	1
1405	была по	1	1
1406	того чем	1	1
1407	цельное и	1	1
1408	ближе к	1	1
1409	представить себе	1	1
1410	связан не	1	1
1411	он имел	1	1
1412	даже по	1	1
1413	утверждать только	1	1
1414	своего социального	1	1
1415	отнесся к	1	1
1416	действительно ли	1	1
1417	не зная	2	1
1418	из истории	3	1
1419	как постоянное	2	1
1420	которая должна	2	1
1421	то очевидно	2	1
1422	все его	1	1
1423	никакого сомнения	3	1
1424	на протяжении	1	1
1425	хотелось бы	2	1
1426	который объявил	1	1
1427	от его	2	1
1428	конечно есть	1	1
1429	как нам	1	1
1430	верить в	1	1
1431	основании анализа	1	1
1432	год до	1	1
1433	на основную	1	1
1434	и всей	2	1
1435	и среди	1	1
1436	характерен для	1	1
1437	но тот	1	1
1438	мы в	1	1
1439	вообще а	1	1
1440	с известным	1	1
1441	вообще я	1	1
1442	он к	1	1
1443	иных случаях	2	1
1444	и поэтом	1	1
1445	еще больше	1	1
1446	в стиле	1	1
1447	протяжении всей	1	1
1448	обычно не	1	1
1449	г и	3	1
1450	с тех	1	1
1451	что при	3	1
1452	это человек	4	1
1453	отрывок в	1	1
1454	не соответствует	1	1
1455	своего друга	1	1
1456	при решении	1	1
1457	и пушкина	1	1
1458	имеет только	1	1
1459	при чем	6	1
1460	с нашей	2	1
1461	так писал	2	1
1462	многих отношениях	1	1
1463	одно из	3	1
1464	это слово	6	1
1465	бы что	3	1
1466	что выражение	1	1
1467	внешнего мира	1	1
1468	карамзина а	2	1
1469	не выходя	1	1
1470	есть первый	1	1
1471	видит в	1	1
1472	есть еще	1	1
1473	также все	1	1
1474	отношения между	1	1
1475	не лишена	1	1
1476	этой книге	1	1
1477	нового и	1	1
1478	является и	1	1
1479	правильного понимания	1	1
1480	при обсуждении	1	1
1481	ли и	3	1
1482	отвечал на	1	1
1483	нужно не	2	1
1484	понятно почему	1	1
1485	в несколько	1	1
1486	право и	2	1
1487	борьбы с	3	1
1488	его тут	1	1
1489	зрения но	1	1
1490	прежде чем	1	1
1491	и позволяет	1	1
1492	тут и	1	1
1493	что за	1	1
1494	проблем и	1	1
1495	публики и	1	1
1496	к каждой	1	1
1497	конечно нельзя	1	1
1498	каком случае	1	1
1499	этой полемики	2	1
1500	рецензий на	1	1
1501	ознакомление с	2	1
1502	очевидно что	1	1
1503	появления в	2	1
1504	выходя за	1	1
1505	в последних	1	1
1506	молиться за	1	1
1507	представляют собою	1	1
1508	говорить по	1	1
1509	свою теорию	1	1
1510	также в	2	1
1511	каждое из	1	1
1512	долго и	2	1
1513	всеми его	1	1
1514	место и	1	1
1515	виде так	1	1
1516	сделать его	1	1
1517	если я	1	1
1518	где уже	1	1
1519	в свете	1	1
1520	что ведь	1	1
1521	нет стремления	1	1
1522	что слово	1	1
1523	писал и	2	1
1524	из москвы	1	1
1525	что как	3	1
1526	в других	2	1
1527	и отдельные	1	1
1528	действительности и	1	1
1529	на последнем	2	1
1530	вопроса о	3	1
1531	него даже	1	1
1532	на которую	1	1
1533	в каждом	3	1
1534	основана не	1	1
1535	времени вполне	1	1
1536	замысла а	1	1
1537	истину то	1	1
1538	в печать	1	1
1539	материалом для	1	1
1540	слово во	1	1
1541	и быть	1	1
1542	за ту	1	1
1543	а вовсе	1	1
1544	не означает	1	1
1545	как иначе	2	1
1546	в целях	1	1
1547	был уже	1	1
1548	был безусловно	1	1
1549	читаем на	1	1
1550	до нас	1	1
1551	бы она	1	1
1552	разных источников	1	1
1553	является например	1	1
1554	совершенно правильно	1	1
1555	эти слова	1	1
1556	современности но	1	1
1557	зрения в	2	1
1558	i не	1	1
1559	был так	1	1
1560	не дает	2	1
1561	на другой	1	1
1562	очевидно не	2	1
1563	ту же	1	1
1564	не один	1	1
1565	с некоторыми	1	1
1566	уже к	1	1
1567	но вовсе	1	1
1568	характерны для	1	1
1569	пушкина с	9	1
1570	на чем	2	1
1571	не помешало	1	1
1572	если б	5	1
1573	неподалеку от	1	1
1574	на нем	1	1
1575	надо сказать	2	1
1576	некоторое представление	1	1
1577	возвращаясь к	1	1
1578	этот разрыв	1	1
1579	с него	1	1
1580	и критика	2	1
1581	время когда	1	1
1582	его работе	1	1
1583	россии он	1	1
1584	с общим	1	1
1585	дела и	2	1
1586	сомневаться в	3	1
1587	этот вопрос	6	1
1588	признаюсь что	1	1
1589	над ним	1	1
1590	в иных	2	1
1591	характера его	1	1
1592	многих случаях	2	1
1593	почти каждый	1	1
1594	отнестись к	1	1
1595	несколько лет	1	1
1596	своих работ	1	1
1597	ни одной	2	1
1598	так называемого	1	1
1599	его время	1	1
1600	но без	1	1
1601	т п	11	1
1602	что никакого	1	1
1603	полемики в	1	1
1604	известном смысле	1	1
1605	неопределенное время	1	1
1606	читаем и	1	1
1607	говорил не	1	1
1608	года но	1	1
1609	с теоретической	1	1
1610	также имеют	1	1
1611	который так	2	1
1612	его отца	1	1
1613	несомненно и	1	1
1614	никакого смысла	1	1
1615	и почему	4	1
1616	истории русской	1	1
1617	л и	1	1
1618	не значит	3	1
1619	дает очень	1	1
1620	было по	1	1
1621	столь же	5	1
1622	которая на	1	1
1623	имя своего	1	1
1624	вовсе еще	1	1
1625	которое имеет	1	1
1626	которое на	1	1
1627	за год	1	1
1628	не отметить	1	1
1629	на подобные	1	1
1630	на который	2	1
1631	карамзин был	1	1
1632	а как	5	1
1633	для которых	3	1
1634	потому ли	2	1
1635	то место	2	1
1636	речи о	1	1
1637	кто знает	2	1
1638	ответы на	1	1
1639	себе как	1	1
1640	можно с	1	1
1641	обратиться к	1	1
1642	разве только	1	1
1643	нет не	1	1
1644	в один	1	1
1645	до его	2	1
1646	раньше чем	4	1
1647	и насколько	2	1
1648	что до	3	1
1649	могли быть	1	1
1650	своего рода	7	1
1651	по мысли	1	1
1652	не составляют	1	1
1653	потому чтобы	1	1
1654	в изданиях	2	1
1655	лет спустя	1	1
1656	с полной	2	1
1657	него по	1	1
1658	но важно	1	1
1659	во втором	5	1
1660	не нашел	2	1
1661	и возможно	1	1
1662	iii отделения	2	1
1663	я уже	3	1
1664	теперь о	1	1
1665	и конечно	1	1
1666	ii но	3	1
1667	причинам эта	1	1
1668	вот о	1	1
1669	например что	1	1
1670	для каждой	1	1
1671	на совершенно	3	1
1672	говорить в	1	1
1673	будто в	3	1
1674	на ее	1	1
1675	очень многое	1	1
1676	у другого	1	1
1677	первому изданию	1	1
1678	само собою	2	1
1679	большую роль	1	1
1680	и далее	1	1
1681	он несомненно	1	1
1682	считаться с	2	1
1683	источников в	1	1
1684	форме в	1	1
1685	представляют собой	1	1
1686	опираться на	1	1
1687	человек с	1	1
1688	сказать еще	2	1
1689	на неопределенное	1	1
1690	три дня	1	1
1691	дела в	1	1
1692	и та	1	1
1693	воображения и	1	1
1694	времени когда	1	1
1695	об истории	2	1
1696	к выводу	1	1
1697	он почти	1	1
1698	очень рад	1	1
1699	в кавказском	2	1
1700	его вопросов	1	1
1701	а л	1	1
1702	поводу с	1	1
1703	начало этой	1	1
1704	я считаю	5	1
1705	следующими словами	1	1
1706	строгой и	1	1
1707	будто и	1	1
1708	очень важный	1	1
1709	конечно еще	1	1
1710	что нет	2	1
1711	ли с	1	1
1712	двух сторон	1	1
1713	между окончанием	1	1
1714	конечно и	5	1
1715	отличаются от	1	1
1716	оказывается в	2	1
1717	чем можно	1	1
1718	пророк и	1	1
1719	нет совсем	1	1
1720	их и	2	1
1721	дала ему	1	1
1722	в моем	1	1
1723	для большинства	1	1
1724	следовательно в	1	1
1725	и русская	1	1
1726	обнаруживает не	1	1
1727	о самом	1	1
1728	этом месте	2	1
1729	мы говорим	1	1
1730	ближайшим образом	2	1
1731	статья в	1	1
1732	вас в	1	1
1733	с целью	1	1
1734	был связан	1	1
1735	предполагать что	1	1
1736	даже более	1	1
1737	только несколько	1	1
1738	в составе	1	1
1739	приведенных выше	1	1
1740	молодости как	1	1
1741	высота и	1	1
1742	издания в	8	1
1743	времени не	5	1
1744	большое значение	2	1
1745	в процессе	3	1
1746	имел возможность	1	1
1747	к которым	1	1
1748	не много	1	1
1749	не считать	1	1
1750	в одних	1	1
1751	от ума	1	1
1752	и такая	1	1
1753	к нам	1	1
1754	в современной	1	1
1755	с собою	1	1
1756	состоит из	1	1
1757	по душе	1	1
1758	никто не	4	1
1759	том смысле	4	1
1760	обычно у	1	1
1761	правда не	1	1
1762	бы не	2	1
1763	уважение к	1	1
1764	который не	3	1
1765	ему и	1	1
1766	важно отметить	1	1
1767	зависимости от	2	1
1768	от всей	1	1
1769	которая не	1	1
1770	смысле это	1	1
1771	вокруг пушкина	1	1
1772	пушкина но	12	1
1773	не трудно	4	1
1774	в трагедию	1	1
1775	участвовать в	1	1
1776	к какой	1	1
1777	отношении есть	1	1
1778	основания и	1	1
1779	отказался от	1	1
1780	и черты	1	1
1781	был свободен	1	1
1782	который он	1	1
1783	но их	1	1
1784	пишет следующее	1	1
1785	которых можно	1	1
1786	должны были	1	1
1787	попал в	1	1
1788	с удовольствием	1	1
1789	в хронологическом	1	1
1790	резкая перемена	1	1
1791	чем же	1	1
1792	мог не	1	1
1793	характер его	1	1
1794	это дело	3	1
1795	столько с	1	1
1796	около двух	1	1
1797	не говорим	1	1
1798	важнее всего	1	1
1799	так называемая	3	1
1800	более чем	3	1
1801	ошибки в	1	1
1802	занимается не	1	1
1803	на той	1	1
1804	чем то	1	1
1805	так чтобы	1	1
1806	не хочу	3	1
1807	не дал	1	1
1808	этой работы	2	1
1809	это только	1	1
1810	быть не	2	1
1811	вообще мало	1	1
1812	не быть	1	1
1813	был л	1	1
1814	на два	1	1
1815	не должны	1	1
1816	и тогда	2	1
1817	ими в	1	1
1818	хотя это	2	1
1819	это письмо	2	1
1820	факты из	2	1
1821	каждой из	1	1
1822	и лишь	2	1
1823	систему как	1	1
1824	теории в	1	1
1825	что лучше	1	1
1826	приводит в	2	1
1827	что также	1	1
1828	что многие	1	1
1829	причем все	2	1
1830	в известном	3	1
1831	в письмах	2	1
1832	вопроса и	1	1
1833	тем обстоятельством	1	1
1834	для такой	1	1
1835	на л	3	1
1836	против такого	1	1
1837	это стремление	1	1
1838	большей частью	1	1
1839	целый ряд	3	1
1840	времени и	4	1
1841	которая конечно	1	1
1842	что когда	1	1
1843	в форму	1	1
1844	его поэтому	1	1
1845	каждый из	1	1
1846	литературы в	1	1
1847	поводу того	1	1
1848	является то	1	1
1849	никаких оснований	2	1
1850	связанных с	1	1
1851	в творчестве	1	1
1852	и критического	1	1
1853	эти факты	1	1
1854	в точности	1	1
1855	основан на	1	1
1856	поэзии пушкина	1	1
1857	сближению с	1	1
1858	был действительно	1	1
1859	на две	1	1
1860	в данной	2	1
1861	полученное им	1	1
1862	ответа на	2	1
1863	лет у	1	1
1864	при котором	1	1
1865	ответов на	1	1
1866	грубо так	1	1
1867	оно стало	2	1
1868	которым мы	1	1
1869	м т	1	1
1870	с нею	3	1
1871	в недостаточной	1	1
1872	характера и	1	1
1873	именно то	1	1
1874	речи на	1	1
1875	в сознании	2	1
1876	него самого	2	1
1877	остался ли	1	1
1878	совсем другое	1	1
1879	много таких	1	1
1880	менее и	1	1
1881	что свое	1	1
1882	вопрос в	4	1
1883	в и	143	1
1884	является почти	1	1
1885	разных изданиях	1	1
1886	что среди	1	1
1887	будет в	1	1
1888	которыми пользовался	1	1
1889	но которые	1	1
1890	более высоким	1	1
1891	пришлось бы	1	1
1892	точку зрения	3	1
1893	д благой	4	1
1894	невозможна без	1	1
1895	сколько с	1	1
1896	времени между	1	1
1897	чуть ли	2	1
1898	высшей степени	1	1
1899	но помимо	1	1
1900	о слиянии	2	1
1901	простых и	1	1
1902	всегда была	1	1
1903	и такой	1	1
1904	на смертном	1	1
1905	что ему	2	1
1906	с но	1	1
1907	против этой	1	1
1908	того большого	1	1
1909	отцу и	1	1
1910	концу этого	1	1
1911	чем ведь	1	1
1912	различие между	1	1
1913	№ в	1	1
1914	считает что	1	1
1915	то я	1	1
1916	были напечатаны	1	1
1917	время своего	1	1
1918	без разбора	1	1
1919	он делает	1	1
1920	сколько в	2	1
1921	ли ты	1	1
1922	чем все	1	1
1923	что значит	2	1
1924	далекими и	1	1
1925	обращается с	1	1
1926	о появлении	1	1
1927	не пользовался	1	1
1928	основания для	1	1
1929	же мере	1	1
1930	этот был	1	1
1931	ее необходимо	1	1
1932	к истории	2	1
1933	о трудностях	1	1
1934	вникнуть в	1	1
1935	что так	3	1
1936	такое же	2	1
1937	мало того	1	1
1938	от истории	1	1
1939	только была	1	1
1940	видеть в	1	1
1941	неудивительно что	2	1
1942	что собственно	1	1
1943	есть но	1	1
1944	указание на	1	1
1945	писал что	1	1
1946	недостаточного внимания	1	1
1947	на которой	2	1
1948	все были	1	1
1949	чем он	3	1
1950	но одно	1	1
1951	смысле этого	2	1
1952	были почти	1	1
1953	о ее	1	1
1954	раз в	4	1
1955	что роман	1	1
1956	а на	4	1
1957	на каком	1	1
1958	в таких	1	1
1959	борьбу с	2	1
1960	всего и	1	1
1961	этого самосознания	1	1
1962	находилась в	1	1
1963	говорим о	1	1
1964	должно следовать	1	1
1965	отказаться от	2	1
1966	в московских	1	1
1967	или в	1	1
1968	в руках	2	1
1969	который как	2	1
1970	году как	1	1
1971	на нее	3	1
1972	и начинается	1	1
1973	это еще	1	1
1974	у читателей	1	1
1975	даже прямо	1	1
1976	б с	2	1
1977	года у	1	1
1978	делать из	1	1
1979	в последнем	1	1
1980	виду что	1	1
1981	я более	1	1
1982	невозможно было	2	1
1983	и другое	1	1
1984	на тему	2	1
1985	в условиях	1	1
1986	представляет собою	3	1
1987	кто в	1	1
1988	случае не	3	1
1989	касается прочих	1	1
1990	из которого	2	1
1991	только совсем	2	1
1992	в апреле	1	1
1993	как она	1	1
1994	лежит на	1	1
1995	говорят о	1	1
1996	в принципиальном	1	1
1997	стремление к	3	1
1998	ли не	2	1
1999	этого вопроса	3	1
2000	не относится	1	1
2001	ее совершенства	1	1
2002	не создает	1	1
2003	о ссылке	1	1
2004	свою ответственность	1	1
2005	тогда действительно	1	1
2006	известная книга	1	1
2007	исторических материалов	1	1
2008	статьей в	1	1
2009	существование и	1	1
2010	так а	2	1
2011	для которого	1	1
2012	в каждой	1	1
2013	действительностью в	1	1
2014	которые с	1	1
2015	дело и	1	1
2016	после всех	1	1
2017	что тот	2	1
2018	и таким	1	1
2019	за его	1	1
2020	в одной	3	1
2021	времени то	1	1
2022	мере в	3	1
2023	на них	2	1
2024	на свете	1	1
2025	такие слова	1	1
2026	этого он	1	1
2027	конечно это	2	1
2028	это объясняется	2	1
2029	нужно отметить	2	1
2030	целое в	1	1
2031	этом у	1	1
2032	в разной	1	1
2033	стоило бы	1	1
2034	лет не	1	1
2035	переворот в	1	1
2036	он чувствует	1	1
2037	г №	1	1
2038	обстоятельством что	1	1
2039	вот оказывается	1	1
2040	ли в	3	1
2041	мое сердце	1	1
2042	внимательном изучении	1	1
2043	всю свою	1	1
2044	поводу этих	1	1
2045	в руки	1	1
2046	такое заключение	1	1
2047	особенно не	1	1
2048	литературы о	1	1
2049	этом издании	4	1
2050	характера в	1	1
2051	ни один	2	1
2052	критических статей	1	1
2053	нашел в	1	1
2054	совсем на	1	1
2055	знакомства с	2	1
2056	то нужно	2	1
2057	специалистов по	1	1
2058	доказать что	2	1
2059	на такие	1	1
2060	степени не	1	1
2061	для чего	1	1
2062	к л	1	1
2063	ведь и	3	1
2064	не сказал	1	1
2065	тому времени	2	1
2066	в значительной	2	1
2067	от всех	1	1
2068	фактами в	1	1
2069	выйти за	1	1
2070	действительно было	1	1
2071	всего его	1	1
2072	конечно в	1	1
2073	только у	2	1
2074	поэзия и	1	1
2075	было еще	1	1
2076	каком же	1	1
2077	факт что	6	1
2078	не следует	1	1
2079	против того	2	1
2080	всегда было	1	1
2081	вопроса но	1	1
2082	таких случаях	1	1
2083	чтобы не	1	1
2084	с кем	1	1
2085	письмо от	1	1
2086	бы по	1	1
2087	в харькове	1	1
2088	статье о	3	1
2089	великих и	1	1
2090	из книги	3	1
2091	верил в	1	1
2092	всех его	1	1
2093	те которые	2	1
2094	также с	1	1
2095	этот большой	1	1
2096	есть такое	1	1
2097	в лице	1	1
2098	обстановку в	1	1
2099	с большой	1	1
2100	наконец что	1	1
2101	рядом других	2	1
2102	в плане	1	1
2103	них нет	2	1
2104	над его	1	1
2105	изданиях в	1	1
2106	текущей литературе	1	1
2107	того времени	8	1
2108	x и	1	1
2109	заимствовал у	1	1
2110	настаивать на	1	1
2111	же можно	1	1
2112	конечно совершенно	1	1
2113	была в	1	1
2114	или иной	1	1
2115	самом себе	1	1
2116	в словаре	3	1
2117	что вызвало	1	1
2118	не нам	1	1
2119	и довольно	1	1
2120	право на	1	1
2121	включает в	1	1
2122	больше не	1	1
2123	чем та	1	1
2124	эти темы	1	1
2125	нуждается в	2	1
2126	ли заслуживает	1	1
2127	в изложении	1	1
2128	проще чем	1	1
2129	отметить также	1	1
2130	прочим следующее	1	1
2131	эти два	1	1
2132	таком виде	2	1
2133	к работе	1	1
2134	очень и	1	1
2135	для этого	2	1
2136	к биографии	2	1
2137	лет раньше	1	1
2138	он с	1	1
2139	не надо	2	1
2140	из писателей	1	1
2141	сам называл	1	1
2142	сейчас мы	1	1
2143	недоразумение и	1	1
2144	момент его	1	1
