N	2gram	Bakhtin_fo	Narrotol
1296	что ему	1	1
1297	я так	1	1
1298	значение в	5	1
1299	тоже не	1	1
1300	новые формы	1	1
1301	ничем не	1	1
1302	так как	12	1
1303	настоящее и	1	1
1304	ему что	1	1
1305	мог быть	1	1
1306	стояла в	1	1
1307	мир в	6	1
1308	и наказание	1	1
1309	может не	1	1
1310	ряд других	1	1
1311	и было	4	1
1312	этот процесс	5	1
1313	на кухне	2	1
1314	жениха и	1	1
1315	перестает быть	1	1
1316	в первый	1	1
1317	совершенно чуждо	1	1
1318	быть самим	1	1
1319	том числе	7	1
1320	уже в	5	1
1321	связи между	2	1
1322	нам не	1	1
1323	романе там	1	1
1324	всего мира	1	1
1325	в предыдущем	1	1
1326	лишь то	1	1
1327	образ и	1	1
1328	мира но	1	1
1329	не механическая	1	1
1330	времен года	1	1
1331	вспоминает как	1	1
1332	себя самого	1	1
1333	день и	2	1
1334	ее в	2	1
1335	где он	2	1
1336	видеть в	1	1
1337	п все	1	1
1338	в полном	2	1
1339	характер этот	1	1
1340	природы появляются	1	1
1341	жизни героев	4	1
1342	эта природа	1	1
1343	к месту	1	1
1344	с их	2	1
1345	в движение	3	1
1346	в использовании	1	1
1347	отступление от	1	1
1348	в церковь	1	1
1349	даже самая	1	1
1350	сказать не	1	1
1351	единого слова	1	1
1352	от друга	2	1
1353	которое могло	1	1
1354	тогда еще	1	1
1355	в пространственно-временной	1	1
1356	и целостного	1	1
1357	этого произведения	2	1
1358	слова но	1	1
1359	время здесь	4	1
1360	было для	1	1
1361	здесь все	2	1
1362	он видел	1	1
1363	роман от	1	1
1364	опыта и	1	1
1365	перед смертью	1	1
1366	качестве одной	1	1
1367	голову в	1	1
1368	только два	2	1
1369	очень много	1	1
1370	более что	2	1
1371	в стороне	2	1
1372	мира а	1	1
1373	его поступки	1	1
1374	и последующих	1	1
1375	в исторический	2	1
1376	совершенно новые	1	1
1377	случаях когда	1	1
1378	настоящее по	1	1
1379	является не	2	1
1380	чужой мир	4	1
1381	есть только	2	1
1382	это опыт	1	1
1383	и со	1	1
1384	и я	1	1
1385	из дому	1	1
1386	вернемся к	2	1
1387	не создает	1	1
1388	в новом	1	1
1389	нисколько не	1	1
1390	и оно	1	1
1391	мифы о	1	1
1392	и смысл	2	1
1393	на его	1	1
1394	глубокого чувства	1	1
1395	с другом	5	1
1396	на полноту	1	1
1397	ему как	1	1
1398	а так	1	1
1399	самое замечательное	1	1
1400	связаны с	3	1
1401	остается вне	1	1
1402	жизнь и	4	1
1403	друга но	1	1
1404	и тех	2	1
1405	характер этой	1	1
1406	обычно в	2	1
1407	может иметь	1	1
1408	города в	1	1
1409	бытия как	1	1
1410	или косвенно	1	1
1411	реальности как	1	1
1412	с самого	3	1
1413	субъект действия	1	1
1414	xx века	1	1
1415	многих его	1	1
1416	же к	1	1
1417	на свои	1	1
1418	так называемой	1	1
1419	строится как	1	1
1420	характера в	2	1
1421	ни один	2	1
1422	именно этим	1	1
1423	все для	1	1
1424	для последующего	1	1
1425	которое здесь	1	1
1426	с совершенно	1	1
1427	ведь и	1	1
1428	у гомера	1	1
1429	мы должны	2	1
1430	в искусстве	1	1
1431	своего мира	1	1
1432	характерно для	2	1
1433	но она	2	1
1434	два человека	1	1
1435	и их	11	1
1436	времени сюжета	1	1
1437	к данному	1	1
1438	сюжета с	1	1
1439	оказывается что	2	1
1440	героя его	1	1
1441	конечно в	1	1
1442	его детства	1	1
1443	только благодаря	1	1
1444	жизнь есть	1	1
1445	с прошлым	1	1
1446	уже видели	1	1
1447	и времени	9	1
1448	в xix	1	1
1449	хотя она	1	1
1450	или как	5	1
1451	как то	1	1
1452	в спальню	1	1
1453	иной степени	1	1
1454	оно лишено	1	1
1455	чем они	3	1
1456	и хронотопа	1	1
1457	решается на	1	1
1458	и время	2	1
1459	что можно	1	1
1460	влияние не	1	1
1461	пространственных и	3	1
1462	конкретном целом	1	1
1463	не определяется	2	1
1464	него и	1	1
1465	облекается в	1	1
1466	же люди	1	1
1467	временных примет	1	1
1468	человеческие отношения	2	1
1469	в плане	1	1
1470	для такого	1	1
1471	и много	1	1
1472	все содержание	1	1
1473	в чужом	1	1
1474	ему самому	1	1
1475	благодаря этому	1	1
1476	в людях	1	1
1477	день был	1	1
1478	в будущее	1	1
1479	происходит в	2	1
1480	нуждается в	1	1
1481	человек не	1	1
1482	надо было	1	1
1483	событий и	3	1
1484	труд в	1	1
1485	героини не	1	1
1486	сам а	1	1
1487	виду что	2	1
1488	как вещь	1	1
1489	и совершенно	3	1
1490	особенно у	1	1
1491	есть не	4	1
1492	степени и	1	1
1493	смыкается с	1	1
1494	более того	4	1
1495	котором он	1	1
1496	появляются у	2	1
1497	ними но	1	1
