N	2gram	Tiupa_Lite	Tvorches
1293	при котором	2	1
1294	ничего кроме	2	1
1295	бахтин а	1	1
1296	я я	2	1
1297	на первый	1	1
1298	в концепции	1	1
1299	под знаком	1	1
1300	духовности в	1	1
1301	может оказаться	1	1
1302	человечества и	1	1
1303	остановился и	1	1
1304	разве я	1	1
1305	в сознании	3	1
1306	который по	1	1
1307	этот последний	1	1
1308	впечатлений в	1	1
1309	будь то	2	1
1310	была провозглашена	1	1
1311	решения проблемы	1	1
1312	от реального	1	1
1313	утверждая что	1	1
1314	к предмету	1	1
1315	лермонтова но	1	1
1316	власть над	1	1
1317	впрочем весьма	1	1
1318	только потому	1	1
1319	текста как	2	1
1320	и для	1	1
1321	литературе в	3	1
1322	как василий	1	1
1323	мир и	2	1
1324	движения и	1	1
1325	и искусства	1	1
1326	автора невозможно	1	1
1327	толстой в	1	1
1328	от своей	1	1
1329	свои сновидения	1	1
1330	поэтому он	1	1
1331	а нам	1	1
1332	подход к	1	1
1333	автора а	2	1
1334	этом случае	2	1
1335	разговоре с	2	1
1336	тогда в	1	1
1337	вниманию читателя	1	1
1338	ему в	2	1
1339	хоть и	1	1
1340	они не	1	1
1341	произведения как	2	1
1342	и было	1	1
1343	на вопрос	1	1
1344	художественной системе	4	1
1345	в поэзии	4	1
1346	того как	1	1
1347	в последней	1	1
1348	в первый	2	1
1349	своей сути	1	1
1350	сколько в	1	1
1351	ненависть к	1	1
1352	который бы	2	1
1353	в художественной	4	1
1354	мы имеем	2	1
1355	от которого	1	1
1356	которых он	1	1
1357	по справедливому	1	1
1358	мы сами	2	1
1359	участия в	1	1
1360	в основании	1	1
1361	себя самого	1	1
1362	для искусства	1	1
1363	совершенно не	1	1
1364	день и	1	1
1365	для нас	3	1
1366	то самое	1	1
1367	неудивительно что	1	1
1368	в полном	1	1
1369	бытие и	1	1
1370	вытекающее из	1	1
1371	литературы из	1	1
1372	чем он	1	1
1373	кто бы	1	1
1374	а все	1	1
1375	с философским	1	1
1376	все равно	1	1
1377	однако не	2	1
1378	а на	1	1
1379	а собственно	1	1
1380	же именно	1	1
1381	реальной действительности	1	1
1382	уклонение от	1	1
1383	герой как	1	1
1384	со всем	1	1
1385	не обладает	2	1
1386	в войне	1	1
1387	жизни это	1	1
1388	быть ни	1	1
1389	бытия по	1	1
1390	в стране	1	1
1391	а также	5	1
1392	этом не	1	1
1393	который как	1	1
1394	объекта и	2	1
1395	места в	1	1
1396	русского романтизма	1	1
1397	шекспира или	1	1
1398	и эта	1	1
1399	вмешивается в	1	1
1400	перед смертью	1	1
1401	здесь даже	2	1
1402	что сами	1	1
1403	литературного процесса	8	1
1404	он один	3	1
1405	и кризис	1	1
1406	искусства как	2	1
1407	наконец даже	1	1
1408	положение в	1	1
1409	как иван	1	1
1410	и читателя	1	1
1411	с той	1	1
1412	была завершена	1	1
1413	в какой	2	1
1414	не подлежит	1	1
1415	этой цели	2	1
1416	и вовсе	1	1
1417	лежит на	1	1
1418	есть в	1	1
1419	но по	2	1
1420	которого уже	1	1
1421	мы никогда	1	1
1422	в реальности	1	1
1423	на фоне	5	1
1424	перед собой	1	1
1425	к концу	1	1
1426	человека чем	1	1
1427	должно стать	2	1
1428	со своей	3	1
1429	внутренний мир	1	1
1430	поэт и	1	1
1431	чутко уловил	1	1
1432	над людьми	1	1
1433	это было	1	1
1434	от личности	1	1
1435	современников в	1	1
1436	ему как	1	1
1437	а так	1	1
1438	тем более	2	1
1439	века собственно	1	1
1440	руки и	1	1
1441	бы это	1	1
1442	году писал	1	1
1443	с первого	1	1
1444	все тот	1	1
1445	общественной жизни	1	1
1446	не была	1	1
1447	в г	1	1
1448	и сила	1	1
1449	что от	1	1
1450	в полной	1	1
1451	выше и	2	1
1452	чтобы как	1	1
1453	в поле	2	1
1454	в миг	1	1
1455	должно быть	1	1
1456	предваряет и	1	1
1457	с новыми	1	1
1458	жизни человека	1	1
1459	стихах и	2	1
1460	центр художественного	1	1
1461	самым его	1	1
1462	эпилоге преступления	1	1
1463	ту или	2	1
1464	нашел в	1	1
1465	одну из	2	1
1466	задаваясь вопросом	1	1
1467	в новый	1	1
1468	в интересах	1	1
1469	его претензии	1	1
1470	характерный для	2	1
1471	другом месте	1	1
1472	я только	1	1
1473	бою и	1	1
1474	не о	1	1
1475	свою жизнь	1	1
1476	есть и	1	1
1477	плана в	1	1
1478	дает им	1	1
1479	в поэме	5	1
1480	ее духовного	1	1
1481	от земли	1	1
1482	частности в	1	1
1483	пути и	1	1
1484	у кого	2	1
1485	резко отличается	1	1
1486	я иду	1	1
1487	но дело	1	1
1488	жизнь есть	2	1
1489	в пределах	4	1
1490	стороны и	1	1
1491	и времени	1	1
1492	глаза его	1	1
1493	к которой	1	1
1494	на всю	1	1
1495	при всем	4	1
1496	и выступает	1	1
1497	в большинстве	1	1
1498	и всякая	1	1
1499	художественного мира	3	1
1500	этому поводу	1	1
1501	относится как	1	1
1502	все та	2	1
1503	еще на	1	1
1504	рассказа о	1	1
1505	на это	2	1
1506	в рамках	9	1
1507	что будет	1	1
1508	в тексте	9	1
1509	диалоге с	1	1
1510	к функции	1	1
1511	и самого	2	1
1512	не надо	2	1
1513	возвращением к	1	1
1514	собой лишь	1	1
1515	естественного человека	1	1
1516	в эстетической	1	1
1517	отрывается от	1	1
1518	к истокам	1	1
1519	в библии	1	1
1520	эту мысль	1	1
1521	отождествляется с	1	1
1522	или иной	3	1
1523	быть под	1	1
1524	ты как	1	1
1525	как наиболее	1	1
1526	бытия и	1	1
1527	творить не	1	1
1528	в уме	4	1
1529	и прежде	4	1
1530	на то	2	1
1531	право на	4	1
1532	об этой	1	1
1533	мы видели	1	1
1534	в эти	1	1
1535	на своих	1	1
1536	ни был	2	1
1537	для этого	5	1
1538	творчестве чехова	1	1
1539	красоты и	1	1
1540	с беспредельным	1	1
1541	дальше в	1	1
1542	не можем	2	1
1543	выросла в	1	1
1544	из своих	2	1
1545	смыкается с	2	1
1546	увлекается игрой	1	1
