N	2gram	Potebnia_M	FransuaR
1327	в нераздельное	1	2
1328	таких же	2	2
1329	может показаться	1	2
1330	и начинается	1	2
1331	стихии и	1	2
1332	может и	1	2
1333	сильное и	1	2
1334	не можем	8	2
1335	мир не	1	2
1336	его лице	1	2
1337	человек может	2	2
1338	человеческой жизни	3	2
1339	перед собою	2	2
1340	ко второй	1	2
1341	по тому	7	2
1342	образов с	1	2
1343	есть таких	1	2
1344	и другую	1	2
1345	вещь и	1	2
1346	всех ее	1	2
1347	в какой	3	2
1348	одно мгновение	1	2
1349	быть может	7	2
1350	то ли	1	2
1351	по мере	12	2
1352	а и	5	2
1353	было как	1	2
1354	по-видимому не	2	2
1355	и связь	1	2
1356	напротив они	1	2
1357	само собою	1	2
1358	размеров и	1	2
1359	его отношение	1	2
1360	отличается от	1	2
1361	которое не	2	2
1362	к своим	1	2
1363	раз при	1	2
1364	вслед за	6	2
1365	жизнь человека	1	2
1366	тем в	1	2
1367	это с	1	2
1368	человеческой мысли	3	2
1369	первым и	1	2
1370	которые мы	3	2
1371	на таких	1	2
1372	и пожирания	1	2
1373	формы его	1	2
1374	глубокий смысл	1	2
1375	и оно	3	2
1376	имея в	1	2
1377	только под	5	2
1378	с в	4	2
1379	большую или	1	2
1380	даже во	1	2
1381	всего что	1	2
1382	приходит на	1	2
1383	на самое	1	2
1384	вообще и	2	2
1385	уже более	2	2
1386	группы и	1	2
1387	например когда	2	2
1388	и внешней	1	2
1389	так у	2	2
1390	не представляется	1	2
1391	от ее	2	2
1392	гораздо более	1	2
1393	ее то	1	2
1394	здесь так	1	2
1395	и столь	1	2
1396	то оно	4	2
1397	не принадлежит	2	2
1398	смысле в	3	2
1399	что такое	2	2
1400	от языка	1	2
1401	не от	3	2
1402	по содержанию	2	2
1403	прежде чем	2	2
1404	из уст	1	2
1405	теми или	1	2
1406	и по-видимому	1	2
1407	встречается в	1	2
1408	и вместе	6	2
1409	души в	2	2
1410	понимание и	1	2
1411	связанным с	1	2
1412	а только	7	2
1413	жизни из	1	2
1414	необходимость в	1	2
1415	из собеседников	1	2
1416	явление это	1	2
1417	к слову	3	2
1418	был уже	1	2
1419	предполагает что	4	2
1420	образ не	2	2
1421	еще только	2	2
1422	на той	2	2
1423	и кости	1	2
1424	если б	9	2
1425	для человека	8	2
1426	ни одно	2	2
1427	тесную связь	1	2
1428	и каждому	1	2
1429	на стороне	2	2
1430	отче наш	1	2
1431	за нею	1	2
1432	как эта	1	2
1433	но без	2	2
1434	с людьми	1	2
1435	что может	1	2
1436	общего с	1	2
1437	от которой	1	2
1438	найти в	1	2
1439	которое мы	2	2
1440	в образы	2	2
1441	тесно связан	1	2
1442	развития в	2	2
1443	в пространстве	1	2
1444	обращается к	2	2
1445	себе самом	1	2
1446	конкретности и	1	2
1447	произведение и	1	2
1448	в столь	1	2
1449	как с	1	2
1450	мы назвали	2	2
1451	но за	1	2
1452	его с	3	2
1453	в науке	3	2
1454	основная задача	1	2
1455	когда его	1	2
1456	никогда еще	2	2
1457	в единстве	2	2
1458	если не	6	2
1459	что должно	2	2
1460	не более	1	2
1461	до этого	2	2
1462	образ во	1	2
1463	принадлежит и	1	2
1464	и художественное	1	2
1465	лежащие в	2	2
1466	это понимание	1	2
1467	смысле оно	1	2
1468	нераздельное единство	1	2
1469	знает что	1	2
1470	пока он	1	2
1471	слове и	6	2
1472	ничего общего	2	2
1473	одним и	4	2
1474	мы его	2	2
1475	в современном	1	2
1476	при помощи	2	2
1477	тогда и	3	2
1478	время не	1	2
1479	мог бы	1	2
1480	при котором	2	2
1481	лишь один	1	2
1482	и самым	1	2
1483	со словом	6	2
1484	где бы	1	2
1485	только о	2	2
1486	еще одну	1	2
1487	объем и	1	2
1488	в животном	3	2
1489	более и	1	2
1490	многих других	2	2
1491	гораздо сложнее	1	2
1492	о человеке	5	2
1493	общего и	1	2
1494	мира но	1	2
1495	естественная история	1	2
1496	таких например	1	2
1497	указание на	2	2
1498	сознания и	2	2
1499	средств и	1	2
1500	и непосредственно	1	2
1501	а о	1	2
1502	этого не	3	2
1503	что к	2	2
1504	уже совершенно	1	2
1505	к ряду	1	2
1506	могла быть	2	2
1507	далее и	2	2
1508	есть когда	1	2
1509	эти стороны	1	2
1510	с себя	2	2
1511	это так	2	2
1512	своими образами	1	2
1513	мысли в	2	2
1514	может иметь	1	2
1515	только к	1	2
1516	же с	7	2
1517	как же	1	2
1518	чужого языка	1	2
1519	объективное содержание	1	2
1520	свободы но	1	2
1521	это для	1	2
1522	довольно часто	1	2
1523	слова с	4	2
1524	есть как	1	2
1525	к тем	4	2
1526	не существовало	1	2
1527	значений и	1	2
1528	как отрицание	1	2
1529	общем не	1	2
1530	свою историю	1	2
1531	пор не	2	2
1532	в нашей	1	2
1533	книг и	1	2
1534	таких случаях	2	2
1535	несколько раз	2	2
1536	художественное творчество	1	2
1537	так можно	1	2
1538	тот кто	1	2
1539	этим образам	1	2
1540	дает еще	1	2
1541	этих словах	1	2
1542	половины xix	1	2
1543	только после	1	2
1544	ее содержание	1	2
1545	с общим	2	2
1546	если на	1	2
1547	вселенной и	1	2
1548	ни был	3	2
1549	и постепенно	1	2
1550	носит в	1	2
1551	или точнее	1	2
1552	как для	1	2
1553	говорит не	1	2
1554	он пользуется	1	1
1555	такой взгляд	2	1
1556	отдельно в	1	1
1557	о таком	1	1
1558	они имеют	1	1
1559	только дают	1	1
1560	к действительности	1	1
1561	могут иметь	1	1
1562	только из	2	1
1563	человеческой души	1	1
1564	в душе	17	1
1565	понимания тех	1	1
1566	совершается процесс	1	1
1567	нее свой	1	1
1568	от необходимости	1	1
1569	каждое явление	1	1
1570	для меня	5	1
1571	сознание мысль	1	1
1572	только что	12	1
1573	чем сильнее	1	1
1574	и глубины	1	1
1575	его причины	1	1
1576	изображены в	1	1
1577	и имеет	1	1
1578	природу в	1	1
1579	и откуда	1	1
1580	а у	1	1
1581	растением и	1	1
1582	это значит	1	1
1583	образа в	4	1
1584	что тем	1	1
1585	же быстро	1	1
1586	теряет своей	1	1
1587	и говорить	2	1
1588	чтобы каждый	1	1
1589	ребенок начинает	1	1
1590	смешным не	1	1
1591	но что	4	1
1592	и дух	1	1
1593	общее понятие	1	1
1594	как было	1	1
1595	этим объясняется	1	1
1596	причин в	1	1
1597	мудростью и	1	1
1598	одновременно не	1	1
1599	себе то	1	1
1600	в мыслях	1	1
1601	от одного	5	1
1602	такими же	1	1
1603	где каждая	1	1
1604	каким образом	2	1
1605	которое по	1	1
1606	конкретных и	1	1
1607	них уже	1	1
1608	но следует	1	1
1609	уже на	2	1
1610	из всего	1	1
1611	к другим	4	1
1612	лично для	1	1
1613	развития но	1	1
1614	я могу	1	1
1615	мысль обращается	1	1
1616	полученных им	1	1
1617	самого и	1	1
1618	значение слов	1	1
1619	самая эта	1	1
1620	формы одни	1	1
1621	в зародыше	3	1
1622	по этим	1	1
1623	к движению	1	1
1624	разные стороны	1	1
1625	жизни к	2	1
1626	точки соприкосновения	1	1
1627	самое содержание	1	1
1628	было быть	1	1
1629	первый взгляд	1	1
1630	нуждаются в	1	1
1631	хотя может	1	1
1632	сложившихся в	1	1
1633	под одно	1	1
1634	творчества в	1	1
1635	человека эти	1	1
1636	этой веры	1	1
1637	построены на	1	1
1638	вопрос о	2	1
1639	не согласиться	1	1
1640	что мне	1	1
1641	не чувствует	1	1
1642	и каждое	2	1
1643	формы есть	2	1
1644	становятся яснее	1	1
1645	выразить и	1	1
1646	другу и	1	1
1647	обычных в	1	1
1648	где не	1	1
1649	это очевидно	1	1
1650	может вызвать	1	1
1651	объективное значение	2	1
1652	к своей	2	1
1653	словах и	1	1
1654	но нигде	1	1
1655	увидим что	2	1
1656	к положительному	1	1
1657	быть названо	2	1
1658	происхождения с	1	1
1659	некоторые явления	1	1
1660	сердце если	1	1
1661	ясно видно	1	1
1662	более сложных	1	1
1663	а между	6	1
1664	что же	3	1
1665	их отношения	2	1
1666	от той	2	1
1667	явления которые	1	1
1668	уже есть	2	1
1669	и чуждый	1	1
1670	пути от	1	1
1671	с другим	2	1
1672	понятия как	1	1
1673	внешний и	1	1
1674	как сами	1	1
1675	своего языка	1	1
1676	и правда	1	1
1677	на себе	3	1
1678	затем в	1	1
1679	по которым	1	1
1680	когда человек	3	1
1681	вместе и	7	1
1682	отвлеченное и	1	1
1683	самой сущности	1	1
1684	о важности	1	1
1685	эта цель	1	1
1686	явление не	1	1
1687	такая же	2	1
1688	такие понятия	1	1
1689	и научной	1	1
1690	можно понимать	1	1
1691	но никак	2	1
1692	и науки	2	1
1693	не ясна	1	1
1694	сохранять свое	1	1
1695	должны стать	1	1
1696	причины и	1	1
1697	время мы	1	1
1698	понятие о	3	1
1699	i по	2	1
1700	имели бы	1	1
1701	она есть	2	1
1702	дает тот	1	1
1703	и искусство	1	1
1704	и болезнь	1	1
1705	но так	3	1
1706	никто никогда	1	1
1707	других явлений	1	1
1708	мысли об	3	1
1709	вносит в	2	1
1710	эти выражения	1	1
1711	состоящая из	1	1
1712	то ее	1	1
1713	не найдем	1	1
1714	мир за	1	1
1715	и которое	1	1
1716	наблюдать в	1	1
1717	лишь тогда	5	1
1718	бы вполне	1	1
1719	не за	1	1
1720	мы принуждены	1	1
1721	с огнем	1	1
1722	похожи на	1	1
1723	точнее говоря	1	1
1724	эту минуту	4	1
1725	формы но	1	1
1726	сравнить с	2	1
1727	нам его	1	1
1728	всех остальных	1	1
1729	когда люди	1	1
1730	степень влияния	2	1
1731	затем не	1	1
1732	о формах	1	1
1733	отрицание должно	1	1
1734	данное нами	1	1
1735	стремится к	3	1
1736	не ограничивается	1	1
1737	принуждены будем	1	1
1738	другими предметами	1	1
1739	из образа	2	1
1740	входящие в	1	1
1741	бы только	1	1
1742	за собственные	1	1
1743	ее развития	1	1
1744	такой точки	1	1
1745	справедливым и	1	1
1746	смешиваются в	1	1
1747	поздние периоды	1	1
1748	себя из	1	1
1749	новое не	2	1
1750	этом последнем	2	1
1751	как говорит	1	1
1752	же оно	1	1
1753	ее влияние	1	1
1754	есть понятие	3	1
1755	целиком и	1	1
1756	по одному	1	1
1757	или только	2	1
1758	если я	1	1
1759	того и	2	1
1760	то явление	1	1
1761	значило бы	1	1
1762	больше и	1	1
1763	три момента	1	1
1764	к вопросу	1	1
1765	предмет исследования	1	1
1766	не нужно	1	1
1767	а другой	1	1
1768	жизни то	2	1
1769	что как	4	1
1770	не производит	1	1
1771	понимания самого	1	1
1772	в рассуждениях	1	1
1773	мы приведем	1	1
1774	что хотя	8	1
1775	будет находиться	1	1
1776	только от	7	1
1777	нами как	1	1
1778	несколько более	1	1
1779	только положительные	1	1
1780	только путем	1	1
1781	с здесь	3	1
1782	бы она	2	1
1783	в наше	1	1
1784	образами в	1	1
1785	время ее	1	1
1786	не повторяет	1	1
1787	обращаем внимание	1	1
1788	от содержания	1	1
1789	и которая	1	1
1790	не один	2	1
1791	то уже	2	1
1792	самому себе	1	1
1793	ни была	1	1
1794	языком и	3	1
1795	в порядок	1	1
1796	явления народной	1	1
1797	двух до	1	1
1798	в шутку	2	1
1799	себе на	1	1
1800	в остальных	1	1
1801	имела в	1	1
1802	дается ему	1	1
1803	нем же	1	1
1804	более древняя	1	1
1805	от многих	1	1
1806	находит для	1	1
1807	которых один	1	1
1808	над всеми	3	1
1809	и мыслью	1	1
1810	самих и	1	1
1811	на свое	3	1
1812	или от	4	1
1813	понятия не	1	1
1814	или наконец	1	1
1815	более тесной	1	1
1816	того кто	2	1
1817	а тем	3	1
1818	и ребенка	1	1
1819	целом и	1	1
1820	язык не	6	1
1821	в толпе	1	1
1822	существовало в	1	1
1823	особенно ясно	1	1
1824	его личности	1	1
1825	однако от	1	1
1826	определить ее	1	1
1827	оно относится	2	1
1828	старости человека	1	1
1829	любовь в	1	1
1830	слова нельзя	1	1
1831	чувств и	1	1
1832	с с	1	1
1833	ею в	1	1
1834	по нескольку	1	1
1835	смысле может	1	1
1836	мыслью и	1	1
1837	на слово	2	1
1838	чем выше	1	1
1839	было на	1	1
1840	на деле	8	1
1841	была чрезвычайно	1	1
1842	речи здесь	1	1
1843	нет такого	1	1
1844	и против	1	1
1845	понимания не	1	1
1846	к такой	1	1
1847	можно объяснить	1	1
1848	время своей	1	1
1849	его уже	1	1
1850	я по	1	1
1851	что этим	1	1
1852	к художественному	1	1
1853	как условие	1	1
1854	из таких	1	1
1855	его содержание	1	1
1856	нужно прибавить	2	1
1857	предмета чтобы	1	1
1858	самому и	1	1
1859	связей с	1	1
1860	есть язык	1	1
1861	потом и	1	1
1862	и непосредственность	1	1
1863	назначению а	1	1
1864	слове мы	1	1
1865	в картине	1	1
1866	мне и	1	1
1867	это их	1	1
1868	понятно и	1	1
1869	хотя эти	1	1
1870	сводится к	1	1
1871	разговоре с	1	1
1872	при нем	1	1
1873	под этим	1	1
1874	с он	1	1
1875	сами по	3	1
1876	от игры	1	1
1877	тело которое	1	1
1878	находим у	1	1
1879	предмет и	2	1
1880	вложена в	1	1
1881	же слово	2	1
1882	такое явление	1	1
1883	можно назвать	2	1
1884	к которым	2	1
1885	к таким	1	1
1886	в памяти	4	1
1887	это относится	1	1
1888	на другую	1	1
1889	целый мир	2	1
1890	с такими	1	1
1891	это чувство	1	1
1892	не приводит	1	1
1893	существовало до	1	1
1894	и т	12	1
1895	есть основная	1	1
1896	форме а	1	1
1897	собою новые	1	1
1898	поэзии и	8	1
1899	самым и	1	1
1900	а под	1	1
1901	которого не	2	1
1902	эта последняя	4	1
1903	период когда	1	1
1904	к другому	3	1
1905	и было	1	1
1906	что бы	1	1
1907	которую не	1	1
1908	говорится что	1	1
1909	тесной связи	2	1
1910	который художник	1	1
1911	нею в	1	1
1912	смотреть как	3	1
1913	с нашими	1	1
1914	к представлению	2	1
1915	всем этом	1	1
1916	ряду других	3	1
1917	и образности	1	1
1918	есть от	2	1
1919	существует для	4	1
1920	и состоит	2	1
1921	от горя	1	1
1922	почти без	1	1
1923	о значении	2	1
1924	в коих	2	1
1925	более чем	2	1
1926	оскорбления в	1	1
1927	получают в	1	1
1928	не быть	1	1
1929	тех пор	5	1
1930	игры игра	1	1
1931	и теперь	6	1
1932	образа здесь	2	1
1933	только ближайший	1	1
1934	приводит в	1	1
1935	отношении к	3	1
1936	материал не	1	1
1937	смерть но	1	1
1938	коренящееся в	1	1
1939	на основании	1	1
1940	подобных выражений	1	1
1941	наоборот одно	1	1
1942	если человек	1	1
1943	они получают	1	1
1944	субъективное и	1	1
1945	что когда	1	1
1946	и возможность	1	1
1947	тогда как	8	1
1948	и наоборот	5	1
1949	никаких оснований	1	1
1950	другого в	2	1
1951	связь слова	1	1
1952	состоит в	1	1
1953	на суждения	1	1
1954	человек при	1	1
1955	тому чтобы	1	1
1956	и связанное	1	1
1957	к двум	1	1
1958	в сфере	1	1
1959	своих значений	1	1
1960	веселья а	1	1
1961	имеет своим	1	1
1962	и словом	3	1
1963	в глазах	3	1
1964	именно то	2	1
1965	только есть	1	1
1966	если имя	1	1
1967	этим языком	1	1
1968	в ряд	1	1
1969	мысли не	5	1
1970	чувством и	1	1
1971	где между	1	1
1972	тем совершеннее	1	1
1973	переход к	1	1
1974	еще дальше	1	1
1975	и проч	25	1
1976	к истории	1	1
1977	в высокой	1	1
1978	мать и	1	1
1979	как предмет	2	1
1980	единства и	1	1
1981	с довольно	1	1
1982	по этой	1	1
1983	только потому	8	1
1984	сравнения так	1	1
1985	каждая точка	1	1
1986	то или	2	1
1987	если только	1	1
1988	притом с	1	1
1989	и бывшие	1	1
1990	известных нам	1	1
1991	а напротив	2	1
1992	тела затем	1	1
1993	указанием на	3	1
1994	с каким	3	1
1995	пример в	1	1
1996	есть те	1	1
1997	от простого	1	1
1998	жизнь своего	1	1
1999	есть много	1	1
2000	новый и	1	1
2001	нам известно	1	1
2002	поэтому уже	1	1
2003	эта с	1	1
2004	то они	1	1
2005	стоит на	1	1
2006	мышления в	1	1
2007	его мы	1	1
2008	от внешних	3	1
2009	огня в	2	1
2010	горы и	1	1
2011	и изменчивых	1	1
2012	в художественной	1	1
2013	кровь в	1	1
2014	искать в	1	1
2015	что одно	3	1
2016	к сердцу	1	1
2017	а это	2	1
2018	мало того	1	1
2019	все только	1	1
2020	видит что	1	1
2021	рядом со	1	1
2022	к известному	1	1
2023	нет это	1	1
2024	нельзя видеть	1	1
2025	а все	1	1
2026	ним для	1	1
2027	им с	1	1
2028	основана на	1	1
2029	все равно	5	1
2030	того насколько	2	1
2031	речь но	1	1
2032	совершенно верно	1	1
2033	нечто совершенно	1	1
2034	нашу мысль	1	1
2035	ее нельзя	1	1
2036	поэтому понимание	1	1
2037	удаленные друг	1	1
2038	слова которые	1	1
2039	впечатлений которые	1	1
2040	что будет	3	1
2041	ей не	1	1
2042	его собственную	1	1
2043	ему при	1	1
2044	о жизни	1	1
2045	более что	1	1
2046	его вполне	1	1
2047	понято и	1	1
2048	входящий в	2	1
2049	но нельзя	1	1
2050	если они	1	1
2051	можно выразить	1	1
2052	словом так	1	1
2053	перейти к	1	1
2054	форму своего	1	1
2055	и могут	1	1
2056	отличны от	1	1
2057	воспоминания об	1	1
2058	света и	2	1
2059	через них	1	1
2060	по самой	1	1
2061	пока не	2	1
2062	доказывая что	1	1
2063	огня и	2	1
2064	о роли	1	1
2065	не нуждаются	1	1
2066	проникать в	1	1
2067	и серьезного	1	1
2068	в строении	1	1
2069	и приобретает	1	1
2070	буквальном смысле	2	1
2071	нами будет	1	1
2072	сам не	1	1
2073	в данную	1	1
2074	действительности но	1	1
2075	начинается серьезное	1	1
2076	по первому	1	1
2077	образом мы	1	1
2078	это сочетание	1	1
2079	сама литература	1	1
2080	без всяких	1	1
2081	возьмем например	1	1
2082	с первым	1	1
2083	случае если	2	1
2084	раз не	1	1
2085	определенности и	2	1
2086	из ряда	1	1
2087	хотя с	1	1
2088	явления природы	1	1
2089	эти общие	1	1
2090	есть произведение	2	1
2091	ее жизни	1	1
2092	отнесено к	1	1
2093	их свойства	1	1
2094	на меня	1	1
2095	а по	1	1
2096	но язык	2	1
2097	и грамматических	1	1
2098	что нам	1	1
2099	но вместе	5	1
2100	действительности а	1	1
2101	остается и	1	1
2102	слова или	1	1
2103	самое время	1	1
2104	своей национальности	1	1
2105	потому он	1	1
2106	люди не	2	1
2107	образом они	1	1
2108	своей цели	1	1
2109	и понятия	4	1
2110	и нельзя	1	1
2111	самого слабого	1	1
2112	художественного произведения	6	1
2113	мы бы	1	1
2114	бы одним	1	1
2115	не отделен	1	1
2116	веками не	1	1
2117	в голову	3	1
2118	сознании в	1	1
2119	даже из	1	1
2120	и относительно	2	1
2121	себе он	1	1
2122	не имеющий	1	1
2123	в разговоре	2	1
2124	образа но	1	1
2125	мысли а	5	1
2126	и действия	2	1
2127	весьма различные	1	1
2128	люди которые	2	1
2129	например только	1	1
2130	несомненно что	3	1
2131	которой все	1	1
2132	мире а	1	1
2133	и содержания	1	1
2134	отрицания в	1	1
2135	на жизнь	1	1
2136	полотно и	1	1
2137	многое в	1	1
2138	слова видна	1	1
2139	на некоторое	1	1
2140	стать только	1	1
2141	исходя из	1	1
2142	теперь можно	1	1
2143	при объяснении	2	1
2144	есть прежде	2	1
2145	случае мы	1	1
2146	часть его	2	1
2147	или по	2	1
2148	на память	3	1
2149	под ним	2	1
2150	его принадлежности	1	1
2151	ее вовсе	1	1
2152	она уже	1	1
2153	это объяснение	1	1
2154	примыкает к	4	1
2155	художника и	2	1
2156	повторяется в	1	1
2157	мы прежде	1	1
2158	переносит в	1	1
2159	мы ее	2	1
2160	расстояние между	1	1
2161	и таких	1	1
2162	и стремится	1	1
2163	например с	1	1
2164	занять место	1	1
2165	должен умереть	1	1
2166	то не	3	1
2167	говорить что	1	1
2168	по способу	1	1
2169	ее со	1	1
2170	человеческая природа	1	1
2171	образа есть	1	1
2172	с первой	1	1
2173	среди других	1	1
2174	этой последней	2	1
2175	использовать его	1	1
2176	целом как	1	1
2177	имеют более	1	1
2178	несколько примеров	1	1
2179	не следует	6	1
2180	а во-вторых	1	1
2181	здесь образ	1	1
2182	имеет для	8	1
2183	такой уж	1	1
2184	второму лицу	1	1
2185	мысль о	12	1
2186	возможно и	1	1
2187	к более	1	1
2188	с полною	1	1
2189	в простейшем	1	1
2190	бы все	1	1
2191	первоначального замысла	1	1
2192	не дается	5	1
2193	с забвением	1	1
2194	мысль не	3	1
2195	зависят от	2	1
2196	образов не	1	1
2197	человека есть	1	1
2198	если этот	1	1
2199	однако это	1	1
2200	свойство его	1	1
2201	близких к	1	1
2202	самого слова	2	1
2203	затем начинается	1	1
2204	с непосредственным	1	1
2205	мертвым и	1	1
2206	относящимся к	1	1
2207	языка мы	3	1
2208	время с	1	1
2209	одно время	3	1
2210	о любви	2	1
2211	природы в	3	1
2212	нечто общее	1	1
2213	случае они	1	1
2214	на человека	2	1
2215	или что	4	1
2216	чтобы найти	1	1
2217	находит в	2	1
2218	и вещь	1	1
2219	ближайших к	1	1
2220	значение то	1	1
2221	с личной	1	1
2222	что никогда	1	1
2223	отделяется от	2	1
2224	уже о	1	1
2225	души но	1	1
2226	вопросом об	1	1
2227	этому первому	1	1
2228	оно так	1	1
2229	не идет	1	1
2230	строго научной	1	1
2231	и выражение	1	1
2232	приходит к	1	1
2233	собой что	1	1
2234	жизни все	1	1
2235	почти совершенно	1	1
2236	при большой	1	1
2237	как оно	2	1
2238	этой картины	1	1
2239	связан в	1	1
2240	языка нужно	1	1
2241	так мы	1	1
2242	нем те	1	1
2243	своего осуществления	1	1
2244	его собственной	1	1
2245	существовать не	1	1
2246	нам что	1	1
2247	мы привыкли	1	1
2248	из виду	4	1
2249	я думаю	2	1
2250	оно с	1	1
2251	на наших	1	1
2252	или если	2	1
2253	слово принадлежит	1	1
2254	обращенная к	1	1
2255	по которой	1	1
2256	значение нужно	1	1
2257	одном слове	1	1
2258	только этим	1	1
2259	еще ничего	1	1
2260	что мысль	6	1
2261	языка как	1	1
2262	есть это	1	1
2263	для народной	1	1
2264	есть по	1	1
2265	бросались в	1	1
2266	по объему	1	1
2267	сказанное нами	1	1
2268	стремлением к	1	1
2269	из самой	1	1
2270	и внутренняя	1	1
2271	как всякое	1	1
2272	в строго	1	1
2273	романа и	1	1
2274	и другого	2	1
2275	даже требует	1	1
2276	об исключительно	1	1
2277	связь ее	1	1
2278	слова ни	1	1
2279	всем прочим	1	1
2280	на словах	2	1
2281	или лучше	3	1
2282	развития на	1	1
2283	чтобы читатель	1	1
2284	едва ли	1	1
2285	человека то	2	1
2286	смысле как	1	1
2287	речи если	1	1
2288	научный анализ	1	1
2289	в подобных	1	1
2290	обо мне	1	1
2291	а отрицание	1	1
2292	выражение лица	1	1
2293	него как	1	1
2294	мысль а	1	1
2295	не противоречит	1	1
2296	особую силу	1	1
2297	стоит и	1	1
2298	такого например	1	1
2299	эта особенность	1	1
2300	непосредственно за	1	1
2301	боится в	1	1
2302	без изменений	1	1
2303	есть форма	1	1
2304	именно слово	2	1
2305	и легко	1	1
2306	не теряет	1	1
2307	сравнений которые	1	1
2308	отзывается в	1	1
2309	что мир	1	1
2310	языку язык	1	1
2311	из моментов	1	1
2312	который одинаково	1	1
2313	но много	1	1
2314	него самого	3	1
2315	души и	2	1
2316	тем не	7	1
2317	которой становится	1	1
2318	чтобы иметь	1	1
2319	не думает	1	1
2320	и количества	1	1
2321	и бесконечно	1	1
2322	даже на	1	1
2323	понять его	1	1
2324	образами не	1	1
2325	внешнего мира	1	1
2326	с резкими	1	1
2327	и восприятие	1	1
2328	например при	2	1
2329	внутреннее единство	2	1
2330	столько же	2	1
2331	хлеба и	1	1
2332	личности к	1	1
2333	ли мы	3	1
2334	к чему	2	1
2335	не говорит	2	1
2336	зародыше и	1	1
2337	самым элементарным	1	1
2338	мысли к	2	1
2339	восприятия с	1	1
2340	есть вне	1	1
2341	образа прежде	1	1
2342	связь эта	1	1
2343	разложение и	1	1
2344	находим уже	1	1
2345	и целого	1	1
2346	на тот	1	1
2347	может в	2	1
2348	происходит и	1	1
2349	прошла через	1	1
2350	думать о	1	1
2351	и иметь	1	1
2352	себе не	6	1
2353	прибавить что	5	1
2354	художественном произведении	3	1
2355	земного шара	1	1
2356	от одной	3	1
2357	оно представляет	1	1
2358	основано на	1	1
2359	это одно	1	1
2360	при каждом	2	1
2361	понять ни	1	1
2362	по одной	1	1
2363	утверждать это	1	1
2364	же касается	1	1
2365	если ему	2	1
2366	нему мы	1	1
2367	вне связи	2	1
2368	например как	1	1
2369	наглядность и	1	1
2370	собою и	3	1
2371	мира все	1	1
2372	могло бы	2	1
2373	и понимание	1	1
2374	ли что	1	1
2375	чтобы понять	1	1
2376	нас есть	1	1
2377	отдельных актов	1	1
2378	и большая	1	1
2379	на которую	2	1
2380	относительны и	1	1
2381	поверхность тела	1	1
2382	внешним миром	1	1
2383	не годится	1	1
2384	независимая от	1	1
2385	своего рождения	2	1
2386	отражались в	1	1
2387	нужно для	1	1
2388	которой и	1	1
2389	себя все	1	1
2390	со многими	2	1
2391	нет но	1	1
2392	очевидно не	1	1
2393	чувства и	5	1
2394	не отделяет	2	1
2395	отдельных явлений	1	1
2396	наконец самый	1	1
2397	и ограниченность	1	1
2398	оно ничего	1	1
2399	и этой	1	1
2400	было только	1	1
2401	как сам	1	1
2402	и внутреннюю	2	1
2403	внутренняя форма	18	1
2404	к ее	1	1
2405	им только	1	1
2406	души есть	1	1
2407	содержание но	1	1
2408	и навсегда	1	1
2409	образа невозможно	1	1
2410	и представление	2	1
2411	чтобы их	1	1
2412	это может	1	1
2413	хотя этот	1	1
2414	в которое	1	1
2415	всех предшествующих	1	1
2416	неразрывно связано	1	1
2417	к высшим	1	1
2418	например не	2	1
2419	ту пору	1	1
2420	мысли чтобы	1	1
2421	только первый	2	1
2422	далеким от	1	1
2423	образом то	1	1
2424	их связи	2	1
2425	жизнь как	1	1
2426	не зная	1	1
2427	его был	1	1
2428	о самом	1	1
2429	всегда имеет	1	1
2430	вера в	1	1
2431	и каждый	1	1
2432	но нет	2	1
2433	пору когда	1	1
2434	этих причин	1	1
2435	выражений и	1	1
2436	непосредственной близости	1	1
2437	оно по	1	1
2438	шаг к	1	1
2439	как простое	1	1
2440	с которым	3	1
2441	столь же	8	1
2442	которая на	1	1
2443	этот оттенок	1	1
2444	что без	2	1
2445	бы эти	1	1
2446	том почему	1	1
2447	кто знает	1	1
2448	чем и	1	1
2449	другое его	2	1
2450	не одна	1	1
2451	они представляются	1	1
2452	каждого из	2	1
2453	многие другие	3	1
2454	человечества но	1	1
2455	так называемом	1	1
2456	то для	2	1
2457	были бы	1	1
2458	и стало	2	1
2459	его образе	1	1
2460	относится ко	1	1
2461	вводит его	1	1
2462	не нашел	2	1
2463	на внутренней	1	1
2464	и музыка	1	1
2465	именно от	1	1
2466	речи но	1	1
2467	предметы и	1	1
2468	тесная связь	1	1
2469	что сказать	1	1
2470	с и	3	1
2471	и который	1	1
2472	из нашего	1	1
2473	его душу	1	1
2474	показывает что	2	1
2475	на ее	2	1
2476	нас как	1	1
2477	от человека	1	1
2478	самое произведение	1	1
2479	для себя	3	1
2480	она имеет	1	1
2481	и одно	1	1
2482	и резкие	1	1
2483	и отвлеченной	1	1
2484	и менее	1	1
2485	во-вторых потому	1	1
2486	и ощутимым	1	1
2487	действительность но	1	1
2488	из средств	1	1
2489	делая его	1	1
2490	очень сложное	1	1
2491	к сколько-нибудь	1	1
2492	нашего времени	2	1
2493	материал но	1	1
2494	этот не	1	1
2495	на лице	1	1
2496	к новой	1	1
2497	все свое	1	1
2498	данные в	1	1
2499	от другого	3	1
2500	него теперь	1	1
2501	одни черты	1	1
2502	или со	1	1
2503	бы при	2	1
2504	чтобы им	1	1
2505	языка из	1	1
2506	его словесного	1	1
