N	2gram	Bakhtin_Pr	Dialekti
1305	могли быть	1	1
1306	речь в	1	1
1307	художественный образ	1	1
1308	первом случае	1	1
1309	к счастью	1	1
1310	уже из	1	1
1311	того эти	1	1
1312	этот объект	2	1
1313	и частично	2	1
1314	поэзия как	1	1
1315	какой мере	2	1
1316	в историю	1	1
1317	в государстве	1	1
1318	телесного и	1	1
1319	творчество и	3	1
1320	ибо эта	1	1
1321	случае эта	1	1
1322	и какие	1	1
1323	на основе	6	1
1324	в материальном	1	1
1325	и эстетическая	1	1
1326	и независимо	1	1
1327	формы с	1	1
1328	исходным пунктом	1	1
1329	обойтись без	1	1
1330	субъекта в	1	1
1331	социального и	1	1
1332	и лишь	1	1
1333	какое же	1	1
1334	в которую	1	1
1335	прийти в	1	1
1336	именно данной	1	1
1337	только тем	1	1
1338	в совершенно	1	1
1339	действительность в	1	1
1340	цели и	2	1
1341	не самого	1	1
1342	их значения	2	1
1343	свое задание	1	1
1344	бытия это	1	1
1345	им она	1	1
1346	в отличие	5	1
1347	введением в	1	1
1348	и методы	1	1
1349	ней как	1	1
1350	и созерцание	4	1
1351	объект не	4	1
1352	предмета в	1	1
1353	до конца	1	1
1354	средства для	1	1
1355	за пределами	1	1
1356	характера и	2	1
1357	оказался бы	1	1
1358	нам и	1	1
1359	в понимании	1	1
1360	том же	2	1
1361	как объективное	1	1
1362	к миру	3	1
1363	он теряет	2	1
1364	до известной	1	1
1365	в свой	1	1
1366	архитектоническая форма	7	1
1367	говорится в	1	1
1368	этой третьей	1	1
1369	и восприятия	1	1
1370	событием и	2	1
1371	материал и	2	1
1372	или о	1	1
1373	осуществления и	1	1
1374	в едином	2	1
1375	ставит его	1	1
1376	отражается в	1	1
1377	быть ясно	1	1
1378	и чистой	2	1
1379	обратиться к	1	1
1380	высшей степени	5	1
1381	своим предметом	4	1
1382	назовем его	1	1
1383	конца как	1	1
1384	проникает в	2	1
1385	в предмете	4	1
1386	значение в	1	1
1387	напряженном и	1	1
1388	его мы	1	1
1389	основе своей	3	1
1390	гораздо сложнее	1	1
1391	объекта но	1	1
1392	нему и	2	1
1393	не нужен	1	1
1394	это положение	1	1
1395	действительности в	2	1
1396	о значении	4	1
1397	план выступает	1	1
1398	они совершенно	1	1
1399	делает возможным	2	1
1400	обе эти	1	1
1401	не будем	3	1
1402	оно будет	1	1
1403	быть отнесены	1	1
1404	имеет границ	1	1
1405	что совершенно	2	1
1406	что так	1	1
1407	содержание не	2	1
1408	план то	1	1
1409	все и	2	1
1410	определенное или	1	1
1411	других областях	2	1
1412	д мы	1	1
1413	содержанием в	1	1
1414	существует он	1	1
1415	она никогда	1	1
1416	она одна	1	1
1417	а на	1	1
1418	вне этой	1	1
1419	характер не	1	1
1420	столь же	2	1
1421	иногда и	3	1
1422	в свои	1	1
1423	а также	1	1
1424	слова но	3	1
1425	который как	1	1
1426	прямого отношения	1	1
1427	некоторых случаях	1	1
1428	места в	1	1
1429	менее всего	3	1
1430	их взаимоотношения	1	1
1431	и конкретное	1	1
1432	слова слово	1	1
1433	одном и	1	1
1434	нечего было	1	1
1435	этом в	1	1
1436	реального осуществления	1	1
1437	по теории	1	1
1438	и будущим	1	1
1439	областей то	1	1
1440	и оформляет	1	1
1441	переходим к	2	1
1442	им и	1	1
1443	или даже	1	1
1444	природу и	3	1
1445	более специфическое	1	1
1446	прошлым и	1	1
1447	на фоне	3	1
1448	только самим	1	1
1449	зрения не	1	1
1450	не столь	1	1
1451	и могут	1	1
1452	к личности	2	1
1453	и художественного	3	1
1454	форма в	1	1
1455	такое значение	1	1
1456	логику и	2	1
1457	сказать несколько	1	1
1458	жизнь уже	1	1
1459	и тело	1	1
1460	не все	2	1
1461	субъективно и	1	1
1462	другом случае	1	1
1463	оно может	2	1
1464	какое значение	1	1
1465	к одному	1	1
1466	без всякой	2	1
1467	историки литературы	1	1
1468	поскольку она	1	1
1469	о сущности	2	1
1470	со всех	2	1
1471	начинается в	1	1
1472	познающего и	1	1
1473	а к	2	1
1474	стремиться к	1	1
1475	же ее	1	1
1476	нужно только	1	1
1477	которые могли	1	1
1478	и внешним	1	1
1479	предмету но	1	1
1480	ибо чтобы	1	1
1481	которую мы	3	1
1482	пределы и	1	1
1483	всю сложность	1	1
1484	эти ценности	1	1
1485	есть чисто	6	1
1486	одну из	1	1
1487	мы различаем	1	1
1488	каждом моменте	1	1
1489	же самом	2	1
1490	природы как	1	1
1491	нет кроме	1	1
1492	что является	1	1
1493	в созерцании	1	1
1494	от внутреннего	1	1
1495	живет и	1	1
1496	эта сторона	1	1
1497	все не	1	1
1498	момент не	3	1
1499	суть формы	1	1
1500	слова не	3	1
1501	не через	1	1
1502	собою но	1	1
1503	каждый раз	1	1
1504	субъекта а	1	1
1505	явлений в	1	1
1506	но необходимо	1	1
1507	эстетику и	1	1
1508	объединение и	3	1
1509	в пределах	6	1
1510	как явление	2	1
1511	и организм	1	1
1512	движения или	1	1
1513	человека с	1	1
1514	его то	1	1
1515	к которой	1	1
1516	и переход	1	1
1517	чисто эстетического	1	1
1518	нам никаких	1	1
1519	распадаться на	1	1
1520	не уничтожает	1	1
1521	его а	1	1
1522	для эстетики	2	1
1523	мифическую или	1	1
1524	зависимость от	1	1
1525	явление в	1	1
1526	которой можно	1	1
1527	не чувство	1	1
1528	анализу и	1	1
1529	телесно и	1	1
1530	к событию	1	1
1531	где на	2	1
1532	и сделать	3	1
1533	математического естествознания	1	1
1534	есть необходимый	1	1
1535	в эстетической	1	1
1536	они суть	1	1
1537	в характере	1	1
1538	конечно совершенно	1	1
1539	познание и	1	1
1540	безразлично к	1	1
1541	лишь чисто	1	1
1542	себе самому	1	1
1543	принципы и	1	1
1544	известной степени	4	1
1545	но внутренний	1	1
1546	это в	1	1
1547	смысле мы	2	1
1548	как совокупность	1	1
1549	наконец третья	1	1
1550	иногда даже	1	1
1551	хотя они	1	1
1552	ценное и	1	1
1553	за их	2	1
1554	форме и	2	1
1555	опыта и	1	1
