N	2gram	Vygotskiy_	Problemy
1306	хотя в	2	1
1307	дает в	1	1
1308	и миром	1	1
1309	в тех	2	1
1310	слова которая	1	1
1311	и тот	5	1
1312	уже указывали	1	1
1313	из плоскости	2	1
1314	видели также	1	1
1315	ни одна	1	1
1316	которые сами	1	1
1317	за ходом	2	1
1318	поэтому даже	1	1
1319	и хотя	2	1
1320	даже не	1	1
1321	и знает	1	1
1322	данному вопросу	1	1
1323	вопрос что	2	1
1324	глубине и	1	1
1325	чтобы их	1	1
1326	миру и	1	1
1327	отношения с	1	1
1328	из прошлого	1	1
1329	понимает что	1	1
1330	он представляет	2	1
1331	когда мы	4	1
1332	не совпадает	2	1
1333	меняется и	1	1
1334	он еще	3	1
1335	требует чтобы	1	1
1336	бы глубоки	1	1
1337	а поэтому	1	1
1338	толстой но	1	1
1339	следовательно в	1	1
1340	предмет но	2	1
1341	вопрос в	1	1
1342	этим дело	1	1
1343	известном смысле	7	1
1344	слова из	2	1
1345	и никогда	1	1
1346	главным образом	1	1
1347	два года	1	1
1348	последнего времени	2	1
1349	строится на	1	1
1350	что есть	1	1
1351	условия для	1	1
1352	первом случае	2	1
1353	ответ как	1	1
1354	когда они	1	1
1355	приводят к	4	1
1356	но прежде	2	1
1357	нового слова	1	1
1358	предметом своего	1	1
1359	что только	3	1
1360	стоит только	2	1
1361	и развитием	16	1
1362	и повторяя	1	1
1363	это третье	1	1
1364	оно способно	2	1
1365	ошибка была	1	1
1366	одной стороны	10	1
1367	отдельные моменты	1	1
1368	то каждый	1	1
1369	который был	1	1
1370	приходится признать	1	1
1371	или иного	1	1
1372	которого мы	2	1
1373	же необходимо	1	1
1374	я делаю	2	1
1375	их так	1	1
1376	речь если	1	1
1377	и нельзя	1	1
1378	самого в	1	1
1379	эту тему	1	1
1380	не отличается	1	1
1381	и самый	2	1
1382	и ничего	1	1
1383	эту задачу	1	1
1384	всем протяжении	5	1
1385	от всякого	2	1
1386	и ту	1	1
1387	ведет к	2	1
1388	речи то	2	1
1389	не делает	2	1
1390	не самостоятельно	1	1
1391	собственном смысле	2	1
1392	относится ко	1	1
1393	в частности	9	1
1394	взгляд на	3	1
1395	в процесс	1	1
1396	этой проблемы	1	1
1397	и должны	1	1
1398	в план	1	1
1399	речи но	3	1
1400	что слова	2	1
1401	если в	4	1
1402	что сказать	2	1
1403	решения но	1	1
1404	его из	1	1
1405	к одной	1	1
1406	которые он	1	1
1407	вопрос который	1	1
1408	оно было	1	1
1409	сформулировать эти	1	1
1410	эти особенности	2	1
1411	и менее	1	1
1412	и оставляет	1	1
1413	переносится в	1	1
1414	и другим	2	1
1415	ведет себя	1	1
1416	не показал	1	1
1417	от нас	1	1
1418	еще мало	1	1
1419	особенности этого	1	1
1420	и из	2	1
1421	он что	2	1
1422	самую существенную	1	1
1423	действует в	1	1
1424	мысли а	1	1
1425	существенно новых	1	1
1426	бы привести	1	1
1427	плана в	1	1
1428	из отдельных	1	1
1429	по двум	2	1
1430	и структурном	1	1
1431	с каждым	1	1
1432	очень сложные	1	1
1433	представлено у	1	1
1434	смысле можно	2	1
1435	они на	1	1
1436	мысль чтобы	1	1
1437	это есть	5	1
1438	этих отношений	1	1
1439	в переходе	1	1
1440	связанная с	3	1
1441	поэтому чрезвычайно	1	1
1442	менее чем	1	1
1443	и сделать	1	1
1444	его собственными	2	1
1445	функциями но	1	1
1446	должен был	3	1
1447	качеств и	1	1
1448	этого процесса	2	1
1449	нового не	1	1
1450	что должно	4	1
1451	раз тех	1	1
1452	и ложь	1	1
1453	оказывается в	2	1
1454	которое как	1	1
1455	мысль а	1	1
1456	два месяца	1	1
1457	простым и	1	1
1458	является одним	2	1
1459	сказать по	1	1
1460	это положение	2	1
1461	заключается в	15	1
1462	же собственным	1	1
1463	с целью	1	1
1464	но вот	1	1
1465	речи достигает	1	1
1466	развития в	14	1
1467	опирается не	1	1
1468	языковых явлений	1	1
1469	большое значение	1	1
1470	к которым	2	1
1471	который на	1	1
1472	его сознании	1	1
1473	возможности и	1	1
1474	если принять	3	1
1475	его основным	1	1
1476	быть понято	2	1
1477	момент и	1	1
1478	объективного подхода	1	1
1479	спонтанно и	2	1
1480	влияния на	4	1
1481	нас интересует	3	1
1482	роли в	2	1
1483	ли он	1	1
1484	то во	1	1
1485	о котором	1	1
1486	сравнению с	9	1
1487	именно поэтому	3	1
1488	сущность их	1	1
1489	не до	2	1
1490	со стороны	3	1
1491	в известном	9	1
1492	эта последняя	1	1
1493	в следующей	4	1
1494	внутреннюю логику	1	1
1495	в каком	2	1
1496	ничего общего	6	1
1497	сейчас же	2	1
1498	является один	1	1
1499	он мог	1	1
1500	то здесь	1	1
1501	слова к	3	1
1502	из области	4	1
1503	его более	1	1
1504	показать как	1	1
1505	того на	1	1
1506	такое положение	1	1
1507	только одно	1	1
1508	дальнейшее развитие	1	1
1509	нет ничего	1	1
1510	ли они	1	1
1511	не учитывает	1	1
1512	основной прием	1	1
1513	этом пункте	1	1
1514	вот почему	3	1
1515	основной порок	1	1
1516	мыслью и	2	1
1517	очевидно и	1	1
1518	в неразрывной	2	1
1519	речь для	1	1
1520	что мы	11	1
1521	слов самого	1	1
1522	которых у	1	1
1523	в принцип	1	1
1524	из системы	3	1
1525	единства сознания	1	1
1526	в очень	1	1
1527	несколько иной	1	1
1528	речи он	2	1
1529	всеми остальными	1	1
1530	и социальной	1	1
1531	чего нет	1	1
1532	из потребности	1	1
1533	значение этого	1	1
1534	относится к	3	1
1535	лежат в	3	1
1536	на основе	6	1
1537	и самостоятельным	2	1
1538	и поэтому	2	1
1539	том как	3	1
1540	основе этого	3	1
1541	и второй	1	1
1542	не должны	2	1
1543	и независимо	1	1
1544	речи не	4	1
1545	и тогда	1	1
1546	остается только	2	1
1547	в середине	1	1
1548	взаимно исключающих	1	1
1549	только один	4	1
1550	совпадают с	1	1
1551	прежде и	1	1
1552	и наиболее	2	1
1553	этому не	1	1
1554	эти связи	2	1
1555	нельзя овладеть	1	1
1556	более и	3	1
1557	при определении	1	1
1558	уже знает	1	1
1559	в совершенно	2	1
1560	тогда как	3	1
1561	перед глазами	1	1
1562	только это	1	1
1563	связанных с	1	1
1564	потому и	4	1
1565	имеем в	1	1
1566	на которые	3	1
1567	сохраняет свою	1	1
1568	на более	1	1
1569	может ли	2	1
1570	бы невозможны	1	1
1571	типичное для	2	1
1572	не совсем	2	1
1573	в данной	2	1
1574	мысли ее	1	1
1575	неизбежно должен	1	1
1576	принадлежит к	2	1
1577	новые и	3	1
1578	же есть	1	1
1579	совершенно особая	1	1
1580	корнями в	1	1
1581	целом в	1	1
1582	только при	1	1
1583	говорил что	1	1
1584	он продолжает	1	1
1585	речь речь	1	1
1586	это является	1	1
1587	внешних условий	1	1
1588	подражание не	1	1
1589	не стоит	1	1
1590	но если	7	1
1591	к предмету	2	1
1592	влиять на	3	1
1593	является только	1	1
1594	к основной	1	1
1595	сознания нам	1	1
1596	и после	1	1
1597	речи однако	1	1
1598	к полному	2	1
1599	они вовсе	1	1
1600	подойти к	1	1
1601	обратиться к	2	1
1602	изменения в	1	1
1603	более глубокий	1	1
1604	относятся друг	2	1
1605	которому он	1	1
1606	бывает в	1	1
1607	является своеобразным	1	1
1608	и речью	1	1
1609	одних и	1	1
1610	объяснение этого	1	1
1611	находятся в	3	1
1612	отсюда следует	1	1
1613	возвращает нас	2	1
1614	иной чем	2	1
1615	может сколько-нибудь	1	1
1616	в более	2	1
1617	что ему	2	1
1618	мы могли	16	1
1619	ему в	2	1
1620	может не	3	1
1621	стороны мы	1	1
1622	нас не	1	1
1623	зависит от	4	1
1624	в первый	1	1
1625	он делает	3	1
1626	том числе	2	1
1627	своего мышления	1	1
1628	для всякого	1	1
1629	слово потому	3	1
1630	других но	1	1
1631	мы имеем	4	1
1632	речь именно	1	1
1633	он-то и	1	1
1634	на что	1	1
1635	чем слово	2	1
1636	он начинает	1	1
1637	ничего кроме	3	1
1638	переход к	3	1
1639	и решения	1	1
1640	развитии и	4	1
1641	требует совершенно	1	1
1642	деле не	1	1
1643	не достигает	1	1
1644	он действует	1	1
1645	в полном	1	1
1646	правда с	1	1
1647	то мы	1	1
1648	имел в	1	1
1649	первом месте	1	1
1650	вопрос для	2	1
1651	эта функция	1	1
1652	слова есть	1	1
1653	мы находим	1	1
1654	различия между	1	1
1655	в ином	3	1
1656	к самой	2	1
1657	это предположение	5	1
1658	особенности или	1	1
1659	и непосредственно	1	1
1660	самостоятельным и	1	1
1661	что ни	1	1
1662	делая предметом	1	1
1663	что совершенно	1	1
1664	просто как	1	1
1665	является таким	1	1
1666	такие вопросы	1	1
1667	к некоторому	1	1
1668	и более	8	1
1669	или иначе	1	1
1670	два смысла	2	1
1671	слились в	1	1
1672	его собственную	1	1
1673	и которая	1	1
1674	же по	3	1
1675	это еще	1	1
1676	раз навсегда	2	1
1677	в ту	1	1
1678	и понятиями	1	1
1679	и другое	5	1
1680	принять этот	1	1
1681	своей речи	1	1
1682	лежащей в	1	1
1683	как такая	1	1
1684	который определяется	1	1
1685	является по	2	1
1686	нас к	6	1
1687	отношении не	1	1
1688	случаях когда	1	1
1689	может только	1	1
1690	мышления которые	1	1
1691	этих явлений	1	1
1692	перейти к	4	1
1693	и абстрактной	1	1
1694	ли не	2	1
1695	он никогда	1	1
1696	на все	7	1
1697	зрения не	1	1
1698	без этого	1	1
1699	нет у	2	1
1700	эксперимент в	1	1
1701	этого вопроса	5	1
1702	своего пути	1	1
1703	были не	1	1
1704	исследования но	1	1
1705	именно эта	1	1
1706	материала на	1	1
1707	бы просто	2	1
1708	предмета но	1	1
1709	бы совершенно	1	1
1710	путь к	1	1
1711	мысль его	1	1
1712	говорит об	2	1
1713	же плоскости	1	1
1714	работы над	2	1
1715	на трех	1	1
1716	целого и	1	1
1717	тем более	5	1
1718	находится под	1	1
1719	он прежде	1	1
1720	эти же	3	1
1721	следующей главе	2	1
1722	а на	1	1
1723	что эти	4	1
1724	без всякой	2	1
1725	как всякая	2	1
1726	он указывает	1	1
1727	может иметь	3	1
1728	предмете но	1	1
1729	полной мере	1	1
1730	на всем	5	1
1731	равно что	1	1
1732	поражает своей	1	1
1733	в данную	1	1
1734	и человека	2	1
1735	же из	1	1
1736	в полной	1	1
1737	к их	2	1
1738	развиваться в	1	1
1739	мышления и	8	1
1740	план в	2	1
1741	что-нибудь в	1	1
1742	оно в	1	1
1743	и заключается	2	1
1744	такие же	1	1
1745	на один	1	1
1746	которую мы	3	1
1747	вопроса а	1	1
1748	две стороны	1	1
1749	он принимает	1	1
1750	его не	1	1
1751	как уже	5	1
1752	в сознание	1	1
1753	совершенно аналогичные	2	1
1754	на всех	2	1
1755	главное и	2	1
1756	с совершенно	1	1
1757	в отношениях	1	1
1758	иное чем	1	1
1759	не сказал	1	1
1760	может понять	1	1
1761	позволяет нам	1	1
1762	всей истории	1	1
1763	и может	4	1
1764	выражением этого	1	1
1765	все не	3	1
1766	есть прежде	1	1
1767	тех же	1	1
1768	совершенно невозможно	1	1
1769	с учеником	1	1
1770	оказывается что	1	1
1771	которые оно	1	1
1772	а этот	2	1
1773	после всего	1	1
1774	поэтому для	1	1
1775	что-нибудь и	1	1
1776	с первого	2	1
1777	уже очень	1	1
1778	я умею	1	1
1779	идет речь	1	1
1780	чего она	1	1
1781	слова если	1	1
1782	еще на	1	1
1783	рассматривать как	1	1
1784	оказывается слабой	2	1
1785	как из	2	1
1786	и удалось	1	1
1787	числе и	2	1
1788	не эта	1	1
1789	от мысли	1	1
1790	и свойств	1	1
1791	что за	1	1
1792	где на	1	1
1793	положений не	1	1
1794	возникает та	1	1
1795	на не	2	1
1796	системе как	1	1
1797	как тенденция	1	1
1798	даже для	2	1
1799	имеет еще	1	1
1800	он оказывается	2	1
1801	таков же	1	1
1802	и характер	1	1
1803	самого последнего	1	1
1804	понятиями в	2	1
1805	по этому	1	1
1806	место в	2	1
1807	к действию	2	1
1808	его до	1	1
1809	как увидим	1	1
1810	происходит в	3	1
1811	другие он	1	1
1812	составляет содержание	1	1
1813	о своих	1	1
1814	в области	19	1
1815	их на	1	1
1816	тех или	2	1
1817	и ведет	2	1
1818	языка если	1	1
1819	и новые	1	1
1820	в мышлении	5	1
1821	как совокупность	2	1
1822	событий и	1	1
1823	как ему	1	1
1824	наконец третья	1	1
1825	из опыта	1	1
1826	мысли у	1	1
1827	именно это	2	1
1828	этого принципа	1	1
1829	в известной	3	1
1830	остается без	1	1
1831	есть не	3	1
1832	образов и	1	1
1833	объективный подход	1	1
1834	на ту	1	1
1835	совершается в	4	1
1836	степени и	1	1
1837	слово имеет	1	1
