N	2gram	Propp_Morf	Komedia
1308	о трех	1	1
1309	мы вполне	1	1
1310	включаются в	1	1
1311	ко второму	1	1
1312	как эти	2	1
1313	герою в	2	1
1314	на разведку	1	1
1315	дальнейшему развитию	1	1
1316	рассчитанное на	1	1
1317	наших дней	2	1
1318	если после	1	1
1319	к заключению	1	1
1320	самые разнообразные	1	1
1321	дело в	1	1
1322	та же	3	1
1323	иными словами	1	1
1324	здесь также	1	1
1325	благодарности и	1	1
1326	некоторых случаях	1	1
1327	и другое	1	1
1328	исходят из	2	1
1329	другой и	1	1
1330	этих условиях	1	1
1331	учреждений и	1	1
1332	что этот	2	1
1333	все вопросы	1	1
1334	новое появление	1	1
1335	с попыткой	1	1
1336	и iii	1	1
1337	говорят о	1	1
1338	его отец	1	1
1339	и мать	1	1
1340	имеется в	3	1
1341	для примера	1	1
1342	противном случае	1	1
1343	не от	2	1
1344	третий раз	1	1
1345	на одном	1	1
1346	еще к	1	1
1347	за другим	2	1
1348	остановимся на	1	1
1349	качестве примера	1	1
1350	эпизод в	1	1
1351	свобода в	1	1
1352	вследствие чего	1	1
1353	свет на	1	1
1354	и представляют	2	1
1355	как все	1	1
1356	как результат	1	1
1357	в создании	1	1
1358	вопрос чем	1	1
1359	другом случае	1	1
1360	эти же	1	1
1361	случай в	2	1
1362	от преследования	3	1
1363	того или	1	1
1364	реагирует на	3	1
1365	обычно в	2	1
1366	идет по	2	1
1367	если до	1	1
1368	еще тем	1	1
1369	и эти	1	1
1370	свои услуги	1	1
1371	как ни	1	1
1372	же с	1	1
1373	тут и	1	1
1374	по приказанию	1	1
1375	в предисловии	1	1
1376	возможны и	1	1
1377	случае если	2	1
1378	вызвать в	1	1
1379	о наследстве	1	1
1380	что пока	2	1
1381	он совершает	4	1
1382	то чего	1	1
1383	дочь и	2	1
1384	в третий	1	1
1385	и ни	1	1
1386	также и	6	1
1387	о возможности	1	1
1388	уже только	1	1
1389	но всегда	1	1
1390	характерен для	1	1
1391	в ход	3	1
1392	вопрос как	3	1
1393	иное чем	3	1
1394	мы должны	3	1
1395	облик и	1	1
1396	быть и	2	1
1397	такой способ	1	1
1398	со стариком	1	1
1399	которое только	1	1
1400	что там	2	1
1401	как там	1	1
1402	ли мы	1	1
1403	о похищении	2	1
1404	ним как	1	1
1405	в нашей	1	1
1406	с письмом	1	1
1407	нет не	1	1
1408	повод для	1	1
1409	думать что	1	1
1410	как то	2	1
1411	уже знаем	1	1
1412	ему хочется	1	1
1413	ли этот	2	1
1414	на разные	1	1
1415	за этим	1	1
1416	как их	2	1
1417	с различными	1	1
1418	этот может	1	1
1419	в тексте	1	1
1420	следует только	1	1
1421	много было	1	1
1422	в работу	1	1
1423	отвечает ты	1	1
1424	в ходе	5	1
1425	можно сказать	2	1
1426	они принадлежат	1	1
1427	говорилось выше	1	1
1428	этом и	1	1
1429	и способ	1	1
1430	как за	2	1
1431	о и	1	1
1432	эту мысль	1	1
1433	действительно не	1	1
1434	или иной	1	1
1435	или другими	2	1
1436	с изгнанием	1	1
1437	его имени	1	1
1438	соединяется в	1	1
1439	а н	1	1
1440	том случае	3	1
1441	долей вероятности	1	1
1442	их на	2	1
1443	хотя он	1	1
1444	и брак	1	1
1445	может и	1	1
1446	ведь и	1	1
1447	д см	2	1
1448	природой и	1	1
1449	здесь по-видимому	1	1
1450	очереди и	1	1
1451	не можем	1	1
1452	и наконец	1	1
1453	иное как	2	1
1454	персонажей как	1	1
1455	в камень	1	1
1456	семьи или	1	1
