N	2gram	Ircho_Kome	Problemy
1320	примерно в	3	1
1321	с людьми	1	1
1322	и далеко	1	1
1323	и никогда	1	1
1324	главным образом	2	1
1325	два года	1	1
1326	совершенно особый	1	1
1327	жалуется и	1	1
1328	последнего времени	1	1
1329	строится на	2	1
1330	первом случае	1	1
1331	откуда у	2	1
1332	шел за	1	1
1333	и вызывали	1	1
1334	но прежде	1	1
1335	звучит так	1	1
1336	и ты	2	1
1337	в доме	17	1
1338	его отца	2	1
1339	это ощущение	1	1
1340	что только	1	1
1341	был в	1	1
1342	даже если	2	1
1343	ей не	1	1
1344	об этих	1	1
1345	действию а	1	1
1346	подобное сравнение	1	1
1347	одной стороны	4	1
1348	они поставлены	1	1
1349	о тебе	1	1
1350	это совершенно	1	1
1351	приходится признать	1	1
1352	себя он	1	1
1353	до начала	2	1
1354	показывает нам	1	1
1355	уходит в	1	1
1356	каждого из	3	1
1357	предположение о	1	1
1358	не отличается	1	1
1359	говорить с	1	1
1360	и ничего	1	1
1361	на жизнь	1	1
1362	что герои	1	1
1363	не делает	2	1
1364	как теперь	2	1
1365	нет а	1	1
1366	трудно сказать	1	1
1367	что тебя	1	1
1368	в кругу	1	1
1369	собственном смысле	1	1
1370	в частности	4	1
1371	к лицу	2	1
1372	одним словом	1	1
1373	всеми ее	1	1
1374	он нисколько	1	1
1375	его мнению	2	1
1376	либо просто	1	1
1377	них в	1	1
1378	что слова	1	1
1379	если в	4	1
1380	его из	1	1
1381	к одной	2	1
1382	будто он	1	1
1383	из нашего	1	1
1384	которые он	1	1
1385	живет в	2	1
1386	на ее	4	1
1387	из таких	1	1
1388	построенной по	1	1
1389	внутренняя борьба	1	1
1390	глаз в	1	1
1391	ведет себя	1	1
1392	уже говорить	1	1
1393	и из	1	1
1394	альфы до	1	1
1395	о творчестве	1	1
1396	самой жизни	1	1
1397	из отдельных	1	1
1398	социального положения	1	1
1399	пор не	3	1
1400	зрения ее	1	1
1401	с каждым	1	1
1402	его собственный	1	1
1403	деле и	1	1
1404	ту ночь	1	1
1405	за это	1	1
1406	перемены в	1	1
1407	его образ	1	1
1408	и сделать	1	1
1409	точнее не	2	1
1410	за что	1	1
1411	должен был	6	1
1412	разговорной речи	1	1
1413	которому принадлежит	1	1
1414	так или	3	1
1415	вести а	1	1
1416	не ясно	2	1
1417	находим у	1	1
1418	однако что	2	1
1419	ни о	1	1
1420	подходим к	2	1
1421	не знающего	1	1
1422	своей стороны	1	1
1423	себя с	1	1
1424	зная о	2	1
1425	но вот	1	1
1426	ведь она	1	1
1427	вернуться на	1	1
1428	если это	1	1
1429	а само	1	1
1430	с женой	5	1
1431	на месте	3	1
1432	и ненависть	2	1
1433	можно назвать	1	1
1434	за свое	2	1
1435	все на	1	1
1436	построении его	1	1
1437	если принять	1	1
1438	с такими	1	1
1439	для каждого	1	1
1440	быть назван	1	1
1441	ли он	1	1
1442	думают что	1	1
1443	о котором	1	1
1444	сравнению с	3	1
1445	именно поэтому	1	1
1446	со стороны	16	1
1447	эта последняя	1	1
1448	в каком	1	1
1449	на своем	1	1
1450	ничего общего	1	1
1451	высказывание в	1	1
1452	расстановка действующих	1	1
1453	которую она	1	1
1454	первого и	1	1
1455	который и	1	1
1456	сразу и	1	1
1457	к диалогу	1	1
1458	правда у	1	1
1459	дальнейшее развитие	1	1
1460	нет ничего	4	1
1461	ли они	1	1
1462	речей и	1	1
1463	другому а	1	1
1464	не допускает	1	1
1465	очевидно и	1	1
1466	борется с	1	1
1467	о последней	1	1
1468	в положении	2	1
1469	что мы	4	1
1470	и видит	1	1
1471	в слово	1	1
1472	знал бы	1	1
1473	не любил	1	1
1474	даже самую	1	1
1475	совсем другой	3	1
1476	относится к	1	1
1477	не дал	1	1
1478	что служит	1	1
1479	ты сделаешь	1	1
1480	и поэтому	5	1
1481	это только	1	1
1482	том как	5	1
1483	которое не	1	1
1484	и любовь	2	1
1485	пока я	1	1
1486	человека от	1	1
1487	не соглашается	1	1
1488	остается только	2	1
1489	дальше так	1	1
1490	в середине	1	1
1491	пользуется для	1	1
1492	не у	1	1
1493	и теперь	2	1
1494	для нее	1	1
1495	только один	2	1
1496	эта мысль	1	1
1497	совпадают с	4	1
1498	и два	1	1
1499	идея не	1	1
1500	и наиболее	1	1
1501	ближе всего	1	1
1502	у других	1	1
1503	а те	1	1
1504	еще больше	4	1
1505	она берет	1	1
1506	принимают в	1	1
1507	несколько секунд	1	1
1508	им за	1	1
1509	имеем в	2	1
1510	на которые	3	1
1511	его цель	1	1
1512	не совсем	3	1
1513	принадлежит к	1	1
1514	характерен для	1	1
1515	см т	1	1
1516	говорил что	1	1
1517	только здесь	1	1
1518	не знаем	1	1
1519	она представлялась	1	1
1520	перед необходимостью	1	1
1521	мысли не	1	1
1522	образец такого	1	1
1523	в свой	2	1
1524	но если	3	1
1525	прямо противоположным	1	1
1526	не лучше	1	1
1527	а они	1	1
1528	и пришел	1	1
1529	и после	2	1
1530	мы еще	1	1
1531	или вовсе	2	1
1532	в трагедии	1	1
1533	особый характер	1	1
1534	даже вопреки	1	1
1535	характерные для	2	1
1536	они были	2	1
1537	обратиться к	1	1
1538	из этой	2	1
1539	так с	1	1
1540	без которого	1	1
1541	положений а	1	1
1542	этот отрывок	1	1
1543	одних и	1	1
1544	принимая его	1	1
1545	находятся в	1	1
1546	ставить вопрос	1	1
1547	мы вспоминаем	1	1
1548	и всякий	2	1
1549	различны в	1	1
1550	что ему	4	1
1551	с известными	1	1
1552	ему в	1	1
1553	сами себя	1	1
1554	после которого	1	1
1555	о его	4	1
1556	сказать в	1	1
1557	берет на	2	1
1558	своей любви	2	1
1559	может не	1	1
1560	стороны мы	1	1
1561	же становится	1	1
1562	человеческой природой	1	1
1563	без них	1	1
1564	ты был	1	1
1565	самих в	1	1
1566	этих слов	2	1
1567	он делает	1	1
1568	том числе	2	1
1569	у тебя	6	1
1570	от жизни	1	1
1571	для всякого	1	1
1572	мы имеем	4	1
1573	на что	2	1
1574	нас здесь	1	1
1575	ничего кроме	1	1
1576	бы на	2	1
1577	в согласии	2	1
1578	издевается над	1	1
1579	деле не	1	1
1580	не достигает	1	1
1581	тоже в	1	1
1582	и довольно	1	1
1583	отцом и	3	1
1584	лиц и	1	1
1585	себе дело	1	1
1586	и нуждается	1	1
1587	то мы	2	1
1588	лицом к	1	1
1589	иначе обстоит	3	1
1590	отца с	1	1
1591	сходятся в	2	1
1592	оказался человек	1	1
1593	и душевной	1	1
1594	для оправдания	1	1
1595	мы находим	1	1
1596	его предшественники	1	1
1597	в ином	1	1
1598	зрения того	1	1
1599	к самой	1	1
1600	себя среди	1	1
1601	это предположение	1	1
1602	говорил он	1	1
1603	о произведениях	1	1
1604	что ни	7	1
1605	пределах одной	1	1
1606	просто как	1	1
1607	в присутствии	3	1
1608	речь с	1	1
1609	а о	2	1
1610	и более	1	1
1611	как этот	2	1
1612	или иначе	3	1
1613	что будет	1	1
1614	и самую	2	1
1615	же по	1	1
1616	отца по	1	1
1617	гораздо ближе	1	1
1618	в ту	2	1
1619	участие в	1	1
1620	ли ты	4	1
1621	как первый	1	1
1622	мир героев	1	1
1623	случаях когда	1	1
1624	могла быть	1	1
1625	эти две	1	1
1626	говорят о	1	1
1627	служит теперь	1	1
1628	с сыном	1	1
1629	введенные в	1	1
1630	оставалось бы	1	1
1631	стремление к	1	1
1632	меньше всего	5	1
1633	противном случае	1	1
1634	перед собой	1	1
1635	ли не	6	1
1636	не пользуется	1	1
1637	с явным	1	1
1638	со своей	2	1
1639	сразу же	5	1
1640	по его	2	1
1641	в новом	1	1
1642	уже знакомые	1	1
1643	вследствие чего	1	1
1644	литературного жанра	1	1
1645	бы совершенно	1	1
1646	путь к	1	1
1647	бы этот	1	1
1648	человеком и	1	1
1649	ему как	1	1
1650	действующие лица	1	1
1651	тем более	9	1
1652	руки и	1	1
1653	бы это	1	1
1654	а на	3	1
1655	ко мне	2	1
1656	что эти	1	1
1657	сказать и	1	1
1658	чем же	2	1
1659	бы сразу	1	1
1660	ко всему	1	1
1661	ты я	1	1
1662	полной мере	1	1
1663	равно что	1	1
1664	за то	2	1
1665	же из	1	1
1666	в полной	1	1
1667	как ни	1	1
1668	к их	2	1
1669	он тотчас	1	1
1670	план в	1	1
1671	такого отношения	2	1
1672	другому он	1	1
1673	каждом из	2	1
1674	его слов	1	1
1675	знакомые нам	1	1
1676	он принимает	1	1
1677	его не	3	1
1678	как уже	1	1
1679	начиная от	2	1
1680	а от	1	1
1681	форму а	1	1
1682	которых перед	1	1
1683	с полным	4	1
1684	нельзя не	1	1
1685	обстоит дело	3	1
1686	с совершенно	1	1
1687	она здесь	1	1
1688	его речь	1	1
1689	в отношениях	2	1
1690	иное чем	1	1
1691	и может	2	1
1692	он больше	1	1
1693	не находит	2	1
1694	тех же	3	1
1695	я тот	2	1
1696	из реплики	1	1
1697	прибегать к	1	1
1698	у кого	2	1
1699	в это	2	1
1700	этого образа	1	1
1701	из своей	1	1
1702	с кем	1	1
1703	что опять	1	1
1704	при всем	5	1
1705	идет речь	2	1
1706	главное не	1	1
1707	которых они	1	1
1708	создает в	1	1
1709	меня то	1	1
1710	на это	3	1
1711	как из	3	1
1712	свою роль	1	1
1713	черты и	1	1
1714	можно более	1	1
1715	числе и	2	1
1716	же на	1	1
1717	и нашел	1	1
1718	раза в	1	1
1719	самом его	1	1
1720	жил в	1	1
1721	все больше	1	1
1722	руку и	1	1
1723	даже как	1	1
1724	и кончая	1	1
1725	он оказывается	1	1
1726	по этому	3	1
1727	пор еще	1	1
1728	место в	1	1
1729	далека от	1	1
1730	в совершенном	2	1
1731	детей не	1	1
1732	ясно с	1	1
1733	происходит в	1	1
1734	составляет содержание	1	1
1735	и дальше	2	1
1736	ипполита в	3	1
1737	мы слышим	1	1
1738	которое все	1	1
1739	заявляет что	1	1
1740	там на	1	1
1741	в области	3	1
1742	с известной	2	1
1743	их на	1	1
1744	быть только	1	1
1745	своим собственным	1	1
1746	ли в	3	1
1747	его глазах	1	1
1748	того типа	1	1
1749	бы гораздо	1	1
1750	как ему	1	1
1751	сам а	2	1
1752	сделать их	1	1
1753	виду что	1	1
1754	который почти	1	1
1755	именно это	1	1
1756	совершенного им	1	1
1757	вот не	1	1
1758	эпохи и	1	1
1759	не надо	2	1
1760	в известной	3	1
1761	образов и	1	1
1762	за своим	1	1
1763	котором он	2	1
