N	2gram	Tiupa_Vved	Myslijsy
1308	есть своя	1	1
1309	не нуждаясь	1	1
1310	всю ее	1	1
1311	внутренней речи	1	1
1312	а для	2	1
1313	из другого	1	1
1314	той или	5	1
1315	нас есть	1	1
1316	с он	1	1
1317	рождается в	1	1
1318	для его	1	1
1319	сознания а	1	1
1320	как непосредственное	1	1
1321	и пространства	1	1
1322	нас или	1	1
1323	предполагается что	1	1
1324	отразилось в	1	1
1325	которой и	1	1
1326	мере как	1	1
1327	разных местах	1	1
1328	сказке о	1	1
1329	определенным образом	1	1
1330	при отсутствии	3	1
1331	мы всегда	1	1
1332	с какой	1	1
1333	оснований для	1	1
1334	отношение между	1	1
1335	и прочно	1	1
1336	на самый	1	1
1337	к любви	1	1
1338	зрения в	1	1
1339	в ответ	2	1
1340	нашем сознании	2	1
1341	не подлежащего	1	1
1342	легко можно	1	1
1343	принадлежат не	1	1
1344	относится и	1	1
1345	что смысл	1	1
1346	ведет не	1	1
1347	мира что	1	1
1348	следует признать	6	1
1349	оно происходит	1	1
1350	не само	1	1
1351	так называемую	1	1
1352	или меньшей	1	1
1353	на свет	1	1
1354	это число	1	1
1355	одна только	1	1
1356	с людьми	1	1
1357	предполагаем что	1	1
1358	способно иметь	1	1
1359	себе невозможно	1	1
1360	всегда имеет	1	1
1361	особенностей и	1	1
1362	двух и	1	1
1363	к человеческому	1	1
1364	возводится к	1	1
1365	узнает в	1	1
1366	поры до	1	1
1367	единстве с	1	1
1368	самому себе	1	1
1369	в зеркале	1	1
1370	и внутренним	1	1
1371	происходят в	1	1
1372	составляют его	1	1
1373	бы эти	1	1
1374	она для	1	1
1375	слушающий не	1	1
1376	а главное	1	1
1377	чем и	2	1
1378	но они	3	1
1379	любви и	2	1
1380	это внутреннее	1	1
1381	к сожалению	1	1
1382	души уже	1	1
1383	своего рода	20	1
1384	на жизнь	1	1
1385	надо полагать	2	1
1386	слова это	1	1
1387	нет ли	1	1
1388	связи и	1	1
1389	бывает и	1	1
1390	в последующих	1	1
1391	о пользе	1	1
1392	в состав	5	1
1393	что ограничивает	1	1
1394	и этот	1	1
1395	как одна	1	1
1396	вопросы о	1	1
1397	жизни без	1	1
1398	жизни а	1	1
1399	до времени	1	1
1400	и который	2	1
1401	как объекта	1	1
1402	птица в	1	1
1403	и слушающий	1	1
1404	на первом	1	1
1405	из таких	1	1
1406	оно было	1	1
1407	слово при	1	1
1408	существенный признак	1	1
1409	из средств	1	1
1410	делая его	1	1
1411	понятий если	1	1
1412	из двенадцати	1	1
1413	по слову	1	1
1414	мне и	1	1
1415	он на	1	1
1416	предполагает не	1	1
1417	равным образом	1	1
1418	можно представить	1	1
1419	нашу мысль	1	1
1420	себе этого	1	1
1421	то они	1	1
1422	знаков в	1	1
1423	него теперь	1	1
1424	не признает	1	1
1425	следует искать	2	1
1426	сводится к	6	1
1427	степени это	1	1
1428	на читателя	1	1
1429	него нет	1	1
1430	же самые	1	1
1431	со всеми	1	1
1432	устранить из	1	1
1433	поэтому и	1	1
1434	и казалось	1	1
1435	которому принадлежит	1	1
1436	необходимо должна	1	1
1437	о природе	1	1
1438	нам в	1	1
1439	обыкновенно не	2	1
1440	неразрывном единстве	1	1
1441	первый шаг	1	1
1442	которая действительно	1	1
1443	эти свойства	1	1
1444	почему слово	1	1
1445	своей стороны	1	1
1446	о самом	1	1
1447	этом месте	1	1
1448	о другом	1	1
1449	содержание и	1	1
1450	себя с	1	1
1451	встречаются и	1	1
1452	мог найти	1	1
1453	сознанию по	1	1
1454	как история	1	1
1455	его мы	1	1
1456	выражение как	1	1
1457	нашем внутреннем	1	1
1458	служить не	1	1
1459	плане но	1	1
1460	действие может	1	1
1461	что могло	1	1
1462	мог быть	1	1
1463	зрения или	1	1
1464	анализа в	1	1
1465	для каждого	1	1
1466	если нам	2	1
1467	похожим на	1	1
1468	это время	2	1
1469	на эту	1	1
1470	жизни в	5	1
1471	проникнуть в	1	1
1472	ни качество	1	1
1473	несколько иначе	1	1
1474	приводит к	2	1
1475	говоря и	1	1
1476	кто такой	3	1
1477	понимания в	1	1
1478	так называемая	1	1
1479	сравнению с	1	1
1480	вперед и	1	1
1481	как индивидуальная	1	1
1482	или образом	1	1
1483	говорить и	2	1
1484	не три	1	1
1485	вследствие этого	5	1
1486	суждений о	1	1
1487	тот кто	2	1
1488	не привиделось	1	1
1489	он мог	1	1
1490	не входит	2	1
1491	как произведение	1	1
1492	началом и	2	1
1493	второго лица	1	1
1494	наук на	1	1
1495	но их	1	1
1496	совершенно не	2	1
1497	не является	7	1
1498	нем ничего	1	1
1499	первые два	2	1
1500	сказано что	1	1
1501	истории не	1	1
1502	разумеется не	1	1
1503	вполне подтверждает	1	1
1504	его отношение	1	1
1505	их самих	1	1
1506	отнести к	1	1
1507	от горя	1	1
1508	смерти и	1	1
1509	который не	1	1
1510	становится одним	2	1
1511	задний план	1	1
1512	но здесь	1	1
1513	что очевидно	1	1
1514	на основе	2	1
1515	по сравнению	1	1
1516	это все	1	1
1517	жизни из	1	1
1518	чем они	1	1
1519	каждый в	1	1
1520	всеми этими	1	1
1521	не должны	1	1
1522	этом рассказе	1	1
1523	как случайное	1	1
1524	в непосредственном	1	1
1525	некоторое сходство	1	1
1526	всего на	2	1
1527	народов и	1	1
1528	и вся	3	1
1529	в которую	1	1
1530	и откуда	1	1
1531	с первой	1	1
1532	внимания на	1	1
1533	смысл в	1	1
1534	как субъекта	1	1
1535	в следующей	2	1
1536	числе и	1	1
1537	в мир	1	1
1538	есть имя	1	1
1539	был его	1	1
1540	в совершенно	1	1
1541	например для	1	1
1542	и полно	1	1
1543	начала и	2	1
1544	еще слишком	1	1
1545	жизни что	1	1
1546	взаимодействия двух	1	1
1547	собственной души	2	1
1548	автора в	5	1
1549	не встречается	1	1
1550	человек при	1	1
1551	в отличие	11	1
1552	без его	2	1
1553	непосредственно из	1	1
1554	ее только	1	1
1555	связана с	1	1
1556	событий в	2	1
1557	своей жизни	3	1
1558	прошедшего времени	1	1
1559	свидетельствует не	1	1
1560	первобытного человека	2	1
1561	восприятия как	1	1
1562	от которой	1	1
1563	ответа на	1	1
1564	из истории	1	1
1565	какой она	2	1
1566	природы к	1	1
1567	но именно	3	1
1568	второй план	1	1
1569	забывать что	1	1
1570	представляет их	1	1
1571	где между	1	1
1572	всего к	1	1
1573	непосредственно к	1	1
1574	течение жизни	1	1
1575	мать и	1	1
1576	к новой	1	1
1577	увидим ниже	1	1
1578	появляется в	2	1
1579	такое содержание	1	1
1580	у них	3	1
1581	по этой	2	1
1582	от основного	1	1
1583	в корне	1	1
1584	но представляет	1	1
1585	может состоять	1	1
1586	же он	1	1
1587	имени и	1	1
1588	в настоящее	1	1
1589	не будучи	1	1
1590	данной системы	1	1
1591	или другой	1	1
1592	меня не	1	1
1593	в обстоятельствах	1	1
1594	высшей степени	2	1
1595	что подтверждается	1	1
1596	сознании не	2	1
1597	истории литературы	1	1
1598	образом для	1	1
1599	как к	1	1
1600	от простого	1	1
1601	который при	2	1
1602	именно к	2	1
1603	сознание может	1	1
1604	наших представлений	1	1
1605	от мнения	2	1
1606	значение в	1	1
1607	его нельзя	1	1
1608	у гоголя	2	1
1609	это такая	1	1
1610	мир в	1	1
1611	не увидим	1	1
1612	не берется	1	1
1613	горы и	1	1
1614	близким к	1	1
1615	дальнейшее развитие	1	1
1616	принадлежит и	3	1
1617	по сходству	1	1
1618	свидетельствует о	5	1
1619	есть время	2	1
1620	и вот	3	1
1621	том числе	1	1
1622	возникает в	2	1
1623	различными по	1	1
1624	в художественной	2	1
1625	состоящий в	1	1
1626	как фон	1	1
1627	это часто	1	1
1628	какую мы	1	1
1629	не отделен	1	1
1630	к сердцу	1	1
1631	единства и	1	1
1632	при встрече	1	1
1633	имя и	1	1
1634	его можно	1	1
1635	деле не	1	1
1636	а предмет	1	1
1637	видя в	1	1
1638	день и	2	1
1639	мышления в	1	1
1640	всеобщей жизни	2	1
1641	голову и	1	1
1642	со словами	1	1
1643	чем он	1	1
1644	эта природа	1	1
1645	себе указание	1	1
1646	однако она	1	1
1647	видим не	1	1
1648	согласия или	1	1
1649	быть вполне	1	1
1650	на мгновение	2	1
1651	себе другая	1	1
1652	на каком	1	1
1653	которому она	1	1
1654	зависеть от	1	1
1655	а о	1	1
1656	наконец в	1	1
1657	а также	12	1
1658	и бесконечно	1	1
1659	об этих	1	1
1660	нет как	1	1
1661	рода в	2	1
1662	здесь все	1	1
1663	но впоследствии	1	1
1664	этого нельзя	1	1
1665	в бытии	3	1
1666	о жизни	2	1
1667	непосредственно как	1	1
1668	например так	1	1
1669	вообще не	1	1
1670	в ряде	1	1
1671	хотя нельзя	1	1
1672	вытекает непосредственно	1	1
1673	далее мы	1	1
1674	говорят о	2	1
1675	а их	1	1
1676	напротив они	1	1
1677	однако это	1	1
1678	мира и	5	1
1679	состояние не	1	1
1680	и со	1	1
1681	а за	1	1
1682	их соединении	1	1
1683	разумеется с	1	1
1684	иное дело	1	1
1685	нам следует	1	1
1686	речь но	1	1
1687	непосредственное наблюдение	1	1
1688	справедливо говорит	1	1
1689	связаны с	1	1
1690	это явление	1	1
1691	войны и	5	1
1692	мере в	2	1
1693	жизнь и	1	1
1694	как формы	1	1
1695	следует заметить	2	1
1696	чтобы сделать	1	1
1697	ко мне	1	1
1698	бы его	1	1
1699	стоит и	1	1
1700	хотя как	1	1
1701	от первого	1	1
1702	того или	1	1
1703	целая цепь	1	1
1704	это развитие	1	1
1705	но сами	1	1
1706	слова однако	1	1
1707	можно ответить	1	1
1708	фактов не	1	1
1709	гегелевское определение	1	1
1710	которая может	3	1
1711	в поле	1	1
1712	мы воспринимаем	1	1
1713	в чем-то	1	1
1714	и жизненная	1	1
1715	могут служить	3	1
1716	рассказе может	1	1
1717	взрослого человека	1	1
1718	происходит на	1	1
1719	и остаются	1	1
1720	непосредственной связи	1	1
1721	как уже	1	1
1722	этого так	1	1
1723	однако если	1	1
1724	каждый случай	1	1
1725	один в	1	1
1726	нужно не	1	1
1727	нельзя назвать	1	1
1728	сознания так	1	1
1729	содержание своего	1	1
1730	отделен от	1	1
1731	в мертвых	1	1
1732	исследования в	1	1
1733	слова было	1	1
1734	в частности	19	1
1735	не существовало	1	1
1736	а по	1	1
1737	слово стремится	1	1
1738	к области	1	1
1739	от убеждения	1	1
1740	мы встречали	1	1
1741	еще в	3	1
1742	сосредоточиться на	1	1
1743	в пределах	3	1
1744	на людей	1	1
1745	котором ему	1	1
1746	очевидно например	1	1
1747	во мне	1	1
1748	при всем	1	1
1749	нам о	2	1
1750	оно лишено	1	1
1751	и т.д	6	1
1752	идет о	3	1
1753	человек как	1	1
1754	и особенности	1	1
1755	из жизни	3	1
1756	о действии	1	1
1757	сколько их	1	1
1758	иначе в	1	1
1759	и время	1	1
1760	состоят в	1	1
1761	самой своей	1	1
1762	в ходе	3	1
1763	и которая	1	1
1764	стороны например	1	1
1765	человечества то	1	1
1766	в категориях	2	1
1767	своего голоса	1	1
1768	благодаря этому	1	1
1769	этом и	2	1
1770	обращаться к	1	1
1771	это очевидно	1	1
1772	теперь когда	1	1
1773	в словаре	1	1
1774	но о	2	1
1775	как внутренняя	1	1
1776	все свойства	1	1
1777	на всем	1	1
1778	взрослому человеку	1	1
1779	своем воображении	1	1
1780	эти два	1	1
1781	не остаются	1	1
1782	к работе	1	1
1783	сложившихся в	1	1
1784	не сам	1	1
1785	истина в	1	1
1786	самая сущность	1	1
1787	жизнью и	1	1
1788	и иные	1	1
1789	или напротив	3	1
1790	совершается в	1	1
1791	степени и	1	1
1792	однако на	1	1
1793	более того	1	1
