N	2gram	Vinokur_St	Formalny
1307	материалом который	1	1
1308	по мнению	4	1
1309	книги и	1	1
1310	обратил внимание	1	1
1311	не показано	1	1
1312	место его	1	1
1313	необходимо обратить	1	1
1314	велико что	1	1
1315	с нашей	2	1
1316	характера и	1	1
1317	или иную	1	1
1318	xix века	2	1
1319	опираясь на	1	1
1320	отрывок из	1	1
1321	в каждый	1	1
1322	у него	3	1
1323	так не	1	1
1324	бы между	1	1
1325	работы и	1	1
1326	обстояло бы	1	1
1327	первая часть	1	1
1328	находятся и	1	1
1329	бы только	2	1
1330	ссср в	2	1
1331	столько же	3	1
1332	так во	1	1
1333	наш ответ	1	1
1334	что там	2	1
1335	право и	2	1
1336	в народных	1	1
1337	же значение	1	1
1338	как по	1	1
1339	объясняется только	1	1
1340	том отношении	4	1
1341	затруднения для	1	1
1342	что история	1	1
1343	введенных в	1	1
1344	которое в	1	1
1345	полемики с	2	1
1346	томашевский в	1	1
1347	на себя	3	1
1348	образом мы	1	1
1349	всем что	1	1
1350	на одну	1	1
1351	конечно нельзя	1	1
1352	и всего	1	1
1353	времени как	1	1
1354	совсем в	1	1
1355	ссылки на	1	1
1356	деле оно	1	1
1357	них это	2	1
1358	близкого ему	1	1
1359	свою теорию	1	1
1360	не вытекает	1	1
1361	е после	1	1
1362	вследствие того	1	1
1363	идет лишь	1	1
1364	путь в	1	1
1365	всех их	1	1
1366	ему поэтому	1	1
1367	последовательности и	2	1
1368	полемика во	1	1
1369	его жизни	3	1
1370	о которых	3	1
1371	больше всего	2	1
1372	в свете	1	1
1373	но каждый	1	1
1374	могло в	1	1
1375	себе и	1	1
1376	точек зрения	1	1
1377	приемов с	1	1
1378	для ученого	1	1
1379	и у	2	1
1380	что их	1	1
1381	не иначе	1	1
1382	нельзя не	3	1
1383	п на	1	1
1384	что свое	1	1
1385	не при	5	1
1386	в русской	4	1
1387	перестал быть	1	1
1388	случаем для	1	1
1389	свою историческую	1	1
1390	о себе	1	1
1391	литература по	1	1
1392	основываться на	2	1
1393	новая форма	1	1
1394	о системе	2	1
1395	и научного	1	1
1396	и быть	1	1
1397	если оно	1	1
1398	не отражает	1	1
1399	только путем	1	1
1400	разрыв между	1	1
1401	что нет	2	1
1402	с политической	2	1
1403	в руки	1	1
1404	если не	4	1
1405	зрения в	2	1
1406	но тогда	1	1
1407	в и	143	1
1408	ли с	1	1
1409	быть признана	1	1
1410	не удержался	2	1
1411	пушкина с	9	1
1412	эту ошибку	1	1
1413	к чему-то	1	1
1414	в стихотворениях	5	1
1415	все дано	1	1
1416	оказывается в	2	1
1417	можно сделать	1	1
1418	столько с	1	1
1419	ни один	2	1
1420	возвращаясь к	1	1
1421	не были	2	1
1422	хотя в	2	1
1423	по составу	1	1
1424	из двух	3	1
1425	в остальных	3	1
1426	дело обстояло	1	1
1427	ни одно	1	1
1428	слова без	1	1
1429	с общим	1	1
1430	где в	1	1
1431	и хотя	1	1
1432	большое значение	2	1
1433	утверждение в	1	1
1434	доказывать что	2	1
1435	на страницы	1	1
1436	по своей	2	1
1437	это может	1	1
1438	эту формулу	1	1
1439	с ней	1	1
1440	это действительно	1	1
1441	явлений может	1	1
1442	не раз	2	1
1443	степени соответствуют	1	1
1444	а тем	1	1
1445	своих работ	1	1
1446	так называемого	1	1
1447	эта полемика	1	1
1448	для той	1	1
1449	возможно что	4	1
1450	у некоторых	1	1
1451	всякого исторического	1	1
1452	историками литературы	1	1
1453	рода в	2	1
1454	не один	1	1
1455	отношении что	2	1
1456	на который	2	1
1457	и дважды	1	1
1458	примеров из	5	1
1459	что во	3	1
1460	и никогда	1	1
1461	такого утверждения	1	1
1462	оснований для	1	1
1463	бы его	1	1
1464	звучит в	1	1
1465	конечно на	1	1
1466	то у	1	1
1467	отдельных произведений	1	1
1468	где та	1	1
1469	мысль в	1	1
1470	истории русской	1	1
1471	нашей точки	1	1
1472	что только	2	1
1473	образом в	1	1
1474	сколько с	1	1
1475	но критика	1	1
1476	и языка	6	1
1477	бы эти	1	1
1478	значение как	1	1
1479	были глубоко	1	1
1480	о роли	1	1
1481	следует лишь	1	1
1482	у булгарина	4	1
1483	говорить уже	1	1
1484	но кроме	1	1
1485	заключается именно	1	1
1486	пишет по	1	1
1487	можно с	1	1
1488	гораздо более	5	1
1489	нет не	1	1
1490	взглянуть на	2	1
1491	в одну	1	1
1492	не случайным	1	1
1493	действительно было	1	1
1494	пушкина пушкин	1	1
1495	полной внутренней	1	1
1496	легко было	1	1
1497	речи об	1	1
1498	лирических и	1	1
1499	не выдерживает	1	1
1500	своего рода	7	1
1501	с полной	2	1
1502	на деле	1	1
1503	поэтические качества	1	1
1504	а потому	2	1
1505	самое слово	1	1
1506	он уже	1	1
1507	его создания	1	1
1508	иногда эта	1	1
1509	что касается	4	1
1510	бы дело	1	1
1511	и принципиальной	1	1
1512	наши дни	1	1
1513	такова же	1	1
1514	известно что	2	1
1515	реагирование на	1	1
1516	в случаях	1	1
1517	которой не	1	1
1518	которые он	1	1
1519	лежащий в	2	1
1520	этих случаев	1	1
1521	эти случаи	1	1
1522	из таких	2	1
1523	всей полноте	1	1
1524	к особенностям	1	1
1525	полностью в	1	1
1526	стиха и	1	1
1527	эти особенности	1	1
1528	судьба его	1	1
1529	освободиться от	1	1
1530	опираться на	1	1
1531	пушкин и	9	1
1532	целого ряда	2	1
1533	нашего времени	1	1
1534	из которых	1	1
1535	действительно можно	1	1
1536	разного рода	2	1
1537	и творчества	2	1
1538	отрицательное отношение	1	1
1539	и делает	1	1
1540	критики и	2	1
1541	она до	1	1
1542	затруднения и	1	1
1543	критика это	1	1
1544	том и	1	1
1545	он лишь	1	1
1546	трудная и	1	1
1547	потребность в	1	1
1548	текста и	1	1
1549	же лицо	1	1
1550	простым и	1	1
1551	как чего-то	1	1
1552	следовательно в	1	1
1553	что у	8	1
1554	о самом	1	1
1555	конкретном и	1	1
1556	статья в	1	1
1557	и вторичная	1	1
1558	предполагать что	1	1
1559	той духовной	1	1
1560	другие произведения	1	1
1561	поэзии так	1	1
1562	в составе	1	1
1563	изучаемым фактам	1	1
1564	этой теорией	1	1
1565	то время	2	1
1566	от реальной	1	1
1567	дела и	2	1
1568	виде как	1	1
1569	который сам	1	1
1570	к самым	1	1
1571	и такая	1	1
1572	одного слова	1	1
1573	с такими	1	1
1574	ли не	2	1
1575	меньшей мере	3	1
1576	дает право	1	1
1577	историческое явление	1	1
1578	которые могут	1	1
1579	состоит из	1	1
1580	связанные с	3	1
1581	отнесены к	1	1
1582	об общих	1	1
1583	что таким	1	1
1584	эту сторону	2	1
1585	этому слову	1	1
1586	поэзии и	3	1
1587	который не	3	1
1588	этой области	5	1
1589	о котором	2	1
1590	сравнению с	1	1
1591	из которого	2	1
1592	быть никакого	1	1
1593	литературе о	1	1
1594	этом его	1	1
1595	которая не	1	1
1596	как следствие	2	1
1597	отчета в	3	1
1598	или совершенно	1	1
1599	система приемов	1	1
1600	вышедшая в	1	1
1601	по крайней	2	1
1602	укладывается в	1	1
1603	что из	1	1
1604	такое отношение	2	1
1605	который он	1	1
1606	в стихе	1	1
1607	этому поводу	4	1
1608	нее так	1	1
1609	что теперь	1	1
1610	в прозе	1	1
1611	занимает изучение	1	1
1612	бы с	1	1
1613	где у	1	1
1614	не имеют	2	1
1615	критики но	1	1
1616	не говорим	1	1
1617	такую же	1	1
1618	противоречия которые	1	1
1619	задний план	3	1
1620	это за	1	1
1621	на той	1	1
1622	что самое	1	1
1623	случае дело	1	1
1624	заявление в	1	1
1625	первой из	1	1
1626	таком виде	2	1
1627	по сравнению	1	1
1628	быть не	2	1
1629	них как	1	1
1630	томашевского и	1	1
1631	и исторических	1	1
1632	тех пор	1	1
1633	ими в	1	1
1634	наукой и	1	1
1635	в середине	2	1
1636	достаточное количество	1	1
1637	пишет он	2	1
1638	темой и	1	1
1639	те или	2	1
1640	и гг	1	1
1641	приводит в	2	1
1642	очень хорошо	2	1
1643	что также	1	1
1644	прежде и	1	1
1645	чтобы она	1	1
1646	знаний о	1	1
1647	которую он	3	1
1648	вопроса и	1	1
1649	тем обстоятельством	1	1
1650	имеет никакого	1	1
1651	на ряде	1	1
1652	критика в	1	1
1653	против такого	1	1
1654	ряд новых	1	1
1655	что пушкин	21	1
1656	так легко	1	1
1657	тот факт	5	1
1658	чем не	2	1
1659	констатировать что	1	1
1660	лишь та	1	1
1661	тогда как	1	1
1662	в обоих	2	1
1663	данном месте	2	1
1664	его поэтому	1	1
1665	и наоборот	1	1
1666	ведь то	1	1
1667	в творчестве	1	1
1668	поэтическое значение	1	1
1669	это же	1	1
1670	в данных	1	1
1671	статьи в	8	1
1672	это доказывает	1	1
1673	эти факты	1	1
1674	вопрос в	4	1
1675	и там	1	1
1676	и роста	1	1
1677	был действительно	1	1
1678	этой категории	2	1
1679	речи в	1	1
1680	мог бы	1	1
1681	эта школа	1	1
1682	пушкин с	3	1
1683	в образе	3	1
1684	наличного материала	1	1
1685	слова он	1	1
1686	речи на	1	1
1687	ли можно	2	1
1688	и художественными	1	1
1689	существенным в	1	1
1690	гораздо больше	2	1
1691	характерное для	1	1
1692	пушкина о	1	1
1693	м эйхенбаум	1	1
1694	по меньшей	3	1
1695	столько в	1	1
1696	не имел	1	1
1697	подчеркнуть что	5	1
1698	наук и	1	1
1699	понять смысл	1	1
1700	идей и	1	1
1701	при этой	1	1
1702	только о	1	1
1703	своем пути	1	1
1704	собой по	1	1
1705	чуть ли	2	1
1706	обратиться к	1	1
1707	было глубоко	1	1
1708	меня не	2	1
1709	еще так	1	1
1710	которого он	1	1
1711	взаимоотношения между	2	1
1712	критик как	1	1
1713	целом это	1	1
1714	этот термин	1	1
1715	но на	2	1
1716	только одно	1	1
1717	может не	2	1
1718	того как	8	1
1719	о значении	3	1
1720	действительно является	1	1
1721	этого совершенно	1	1
1722	сколько в	2	1
1723	не будем	1	1
1724	лишь то	1	1
1725	еще и	5	1
1726	чего не	1	1
1727	которых он	2	1
1728	же мере	1	1
1729	этот был	1	1
1730	и новой	1	1
1731	а это	1	1
1732	является чрезвычайно	1	1
1733	что так	3	1
1734	что с	4	1
1735	дело если	1	1
1736	тут не	3	1
1737	и тут	1	1
1738	видеть в	1	1
1739	и всегда	2	1
1740	в полном	1	1
1741	недаром и	1	1
1742	многое в	1	1
1743	примеров такого	1	1
1744	на которой	2	1
1745	вопросы не	1	1
1746	другого но	1	1
1747	делать из	1	1
1748	им с	1	1
1749	невозможно было	2	1
1750	а другое	2	1
1751	буржуазии в	1	1
1752	к месту	1	1
1753	них и	2	1
1754	большая часть	2	1
1755	и литературной	1	1
1756	читателя в	1	1
1757	борьбу с	2	1
1758	под категорию	1	1
1759	другое это	1	1
1760	зависеть от	2	1
1761	каждое произведение	1	1
1762	же цели	1	1
1763	больше чем	3	1
1764	г и	3	1
1765	у всех	1	1
1766	в свои	1	1
1767	что к	1	1
1768	а также	4	1
1769	этого произведения	2	1
1770	это вещи	1	1
1771	самые разнообразные	1	1
1772	прямого отношения	1	1
1773	не больше	1	1
1774	это еще	1	1
1775	в ту	1	1
1776	а то	3	1
1777	движения речи	1	1
1778	можно считать	2	1
1779	не похож	1	1
1780	система взглядов	1	1
1781	положение в	1	1
1782	случае не	3	1
1783	распространено в	1	1
1784	с той	3	1
1785	языка может	1	1
1786	и последующих	1	1
1787	нас к	2	1
1788	очень большое	4	1
1789	не подлежит	2	1
1790	так часто	1	1
1791	е не	2	1
1792	случае ясно	1	1
1793	если и	1	1
1794	есть в	2	1
1795	для критики	1	1
1796	пр совпадение	1	1
1797	которые являются	2	1
1798	есть но	1	1
1799	с рядом	1	1
1800	по своему	2	1
1801	этого вопроса	3	1
1802	критики в	2	1
1803	бы мы	2	1
1804	на возможность	1	1
1805	причем и	1	1
1806	та что	1	1
1807	для которого	1	1
1808	процессе которой	1	1
1809	которые с	1	1
1810	об этом	9	1
1811	дело и	1	1
1812	его же	2	1
1813	говорит об	4	1
1814	и вообще	5	1
1815	как результат	1	1
1816	не все	3	1
1817	этой системы	1	1
1818	ему не	3	1
1819	на них	2	1
1820	ad hoc	1	1
1821	этой книге	1	1
1822	историки литературы	1	1
1823	этого он	1	1
1824	в г	10	1
1825	всего необходимо	1	1
1826	на каком	1	1
1827	эпохи с	1	1
1828	что от	2	1
1829	за то	5	1
1830	на слушателей	1	1
1831	в приведенных	1	1
1832	каких бы	2	1
1833	общее правило	1	1
1834	он чувствует	1	1
1835	обстоятельством что	1	1
1836	для которых	3	1
1837	же работы	1	1
1838	с какой-то	1	1
1839	историческим материалом	1	1
1840	так называемой	2	1
1841	ли и	3	1
1842	время можно	1	1
1843	литературы о	1	1
1844	на дело	1	1
1845	также и	10	1
1846	то нужно	2	1
1847	литературного мира	1	1
1848	в течение	7	1
1849	но столь	2	1
1850	на всех	1	1
1851	речи о	1	1
1852	ведь такие	1	1
1853	здесь совершенно	3	1
1854	степени не	1	1
1855	для кого	2	1
1856	довольно часто	1	1
1857	просто не	1	1
1858	истории а	1	1
1859	не находит	1	1
1860	к тем	1	1
1861	не существовало	1	1
1862	всякая иная	2	1
1863	всего его	1	1
1864	не дала	1	1
1865	е уже	1	1
1866	перевод с	2	1
1867	взглядов на	1	1
1868	настолько велико	1	1
1869	и практическое	1	1
1870	от истории	1	1
1871	в трех	1	1
1872	в начале	5	1
1873	русского языка	2	1
1874	факт что	6	1
1875	противоречия в	1	1
1876	лишенным всякого	1	1
1877	нашей литературы	1	1
1878	случилось так	1	1
1879	можно найти	3	1
1880	всему тому	1	1
1881	развивается в	1	1
1882	этом произведении	1	1
1883	еще на	1	1
1884	его места	1	1
1885	бы по	1	1
1886	очень велико	1	1
1887	могло быть	3	1
1888	здесь следует	1	1
1889	следует сделать	1	1
1890	всех его	1	1
1891	на форму	1	1
1892	в книге	1	1
1893	как политик	1	1
1894	с окончанием	3	1
1895	рядом других	2	1
1896	содержанием и	1	1
1897	работа никогда	1	1
1898	которые в	2	1
1899	роман а	1	1
1900	бы еще	1	1
1901	действительно не	3	1
1902	на рубеже	1	1
1903	конечно совершенно	1	1
1904	в узком	1	1
1905	должны совпадать	1	1
1906	классической трагедии	1	1
1907	право на	1	1
1908	нельзя действительно	1	1
1909	тут-то и	1	1
1910	историк и	1	1
1911	он пытался	1	1
1912	эти два	1	1
1913	к работе	1	1
1914	могут дать	1	1
1915	ни был	1	1
1916	стиль поэзии	1	1
1917	в каком-то	2	1
1918	ее задач	1	1
1919	деле конечно	1	1
1920	его современников	2	1
1921	с соответствующими	1	1
1922	самым простым	1	1
1923	можно указать	1	1
1924	и близкого	1	1
1925	представляют собою	1	1
1926	как общее	1	1
1927	эта концепция	1	1
1928	отрицать что	1	1
