N	2gram	Ircho_Kome	Tvorches
1309	мы имеем	1	1
1310	а вместо	1	1
1311	от которого	1	1
1312	естественно что	1	1
1313	яркого представителя	1	1
1314	только его	1	1
1315	участия в	1	1
1316	в основании	1	1
1317	и случайно	1	1
1318	совершенно не	1	1
1319	пьесы на	1	1
1320	легенде о	1	1
1321	видеть в	2	1
1322	в полном	2	1
1323	многое в	1	1
1324	эта часть	1	1
1325	все равно	1	1
1326	подальше от	1	1
1327	этом празднике	1	1
1328	причиной его	1	1
1329	однако не	2	1
1330	нужна была	1	1
1331	а на	2	1
1332	без слов	1	1
1333	нашли ее	1	1
1334	затем и	2	1
1335	герою в	1	1
1336	лет с	1	1
1337	материал для	2	1
1338	зрения у	1	1
1339	сюжетных мотивов	1	1
1340	а также	5	1
1341	то к	1	1
1342	к которым	1	1
1343	его до	2	1
1344	даже на	1	1
1345	места в	1	1
1346	протяжении почти	2	1
1347	и эта	1	1
1348	у некоего	1	1
1349	их взаимоотношения	1	1
1350	вмешивается в	1	1
1351	чем отличается	1	1
1352	и другое	1	1
1353	главный герой	1	1
1354	с берегов	1	1
1355	что однако	1	1
1356	опирался на	1	1
1357	только два	2	1
1358	последние два	1	1
1359	ведь он	1	1
1360	с той	2	1
1361	участие в	4	1
1362	в какой	2	1
1363	этой цели	3	1
1364	и вовсе	3	1
1365	по смыслу	1	1
1366	почти до	1	1
1367	является не	2	1
1368	в окружении	1	1
1369	пышные празднества	1	1
1370	перед собой	1	1
1371	к концу	3	1
1372	человека чем	1	1
1373	по своему	5	1
1374	еще к	1	1
1375	в несравненно	1	1
1376	со своей	3	1
1377	с чертами	1	1
1378	эпизод в	1	1
1379	например через	1	1
1380	это было	5	1
1381	и относительно	1	1
1382	сознании человека	1	1
1383	свет на	1	1
1384	более широкое	1	1
1385	его же	1	1
1386	современников в	2	1
1387	непосредственно или	1	1
1388	тем более	1	1
1389	но конечно	1	1
1390	войны и	7	1
1391	другом случае	1	1
1392	ему не	1	1
1393	все тот	1	1
1394	общественной жизни	2	1
1395	не была	1	1
1396	почему только	1	1
1397	с использованием	1	1
1398	предположить что	1	1
1399	в г	28	1
1400	того или	1	1
1401	и эти	1	1
1402	этих строк	1	1
1403	ничуть не	3	1
1404	эпизоде с	1	1
1405	выше и	1	1
1406	для характеристики	3	1
1407	не укладывается	1	1
1408	он понимал	1	1
1409	завершение в	1	1
1410	сопоставление с	1	1
1411	в предисловии	1	1
1412	а его	1	1
1413	в поле	4	1
1414	впечатление на	1	1
1415	так называемой	3	1
1416	и почти	1	1
1417	его не	1	1
1418	пойдет о	1	1
1419	и ни	1	1
1420	одну из	2	1
1421	а из	2	1
1422	за три	1	1
1423	ее у	1	1
1424	когда-то в	1	1
1425	не о	1	1
1426	тема в	1	1
1427	слоновой кости	1	1
1428	и детей	1	1
1429	свою жизнь	1	1
1430	всего его	1	1
1431	же что	1	1
1432	это была	2	1
1433	от земли	1	1
1434	требует новых	1	1
1435	частности в	2	1
1436	конечно в	1	1
1437	веры в	1	1
1438	в пределах	1	1
1439	никто бы	1	1
1440	как источник	1	1
1441	из своей	2	1
1442	стало быть	1	1
1443	к которой	1	1
1444	самых важных	1	1
1445	с кем	1	1
1446	на всю	3	1
1447	при всем	3	1
1448	в большинстве	2	1
1449	с человеком	1	1
1450	власть в	3	1
1451	к трагическому	1	1
1452	гете и	1	1
1453	лицо к	1	1
1454	скорее наоборот	1	1
1455	на это	3	1
1456	в рамках	3	1
1457	в отрыве	1	1
1458	сохранилась и	1	1
1459	времени с	1	1
1460	же самое	2	1
1461	золотого века	5	1
1462	в тексте	1	1
1463	человека из	1	1
1464	и самого	3	1
1465	начале xx	1	1
1466	которые в	3	1
1467	над его	1	1
1468	в театре	1	1
1469	сказать в	1	1
1470	того времени	3	1
1471	в могилу	1	1
1472	в характере	1	1
1473	отождествляется с	1	1
1474	в голову	1	1
1475	или иной	1	1
1476	сила убеждения	1	1
1477	ряде случаев	1	1
1478	для своих	1	1
1479	и прежде	1	1
1480	выводить из	1	1
1481	в период	5	1
1482	на то	3	1
1483	право на	2	1
1484	были хорошо	1	1
1485	мы видели	2	1
1486	в эти	2	1
1487	само собой	2	1
1488	и самый	1	1
1489	отношений к	1	1
1490	место из	1	1
1491	для этого	2	1
1492	для эпохи	1	1
1493	красоты и	1	1
1494	в исходе	1	1
1495	три года	2	1
1496	этом что	2	1
1497	на мосту	1	1
1498	принято считать	1	1
1499	иное как	1	1
1500	оставляет без	1	1
1501	из своих	1	1
1502	у великих	1	1
