N	2gram	Bakhtin_fo	Mirosoze
1307	друга и	1	1
1308	же время	13	1
1309	это имеет	1	1
1310	цели и	1	1
1311	лишь бы	1	1
1312	литературы в	3	1
1313	оно прежде	1	1
1314	но без	1	1
1315	замкнутость и	1	1
1316	бывшее в	1	1
1317	несмотря на	1	1
1318	он дает	1	1
1319	имеем в	3	1
1320	на которые	2	1
1321	и идеи	3	1
1322	в описании	1	1
1323	в отличие	3	1
1324	ней по	2	1
1325	видим в	1	1
1326	действие романа	2	1
1327	тем же	3	1
1328	человек был	4	1
1329	встреч и	1	1
1330	во всю	1	1
1331	одной из	3	1
1332	мыслитель и	1	1
1333	могут они	1	1
1334	с нею	2	1
1335	и целостный	2	1
1336	другие герои	1	1
1337	лучше всего	2	1
1338	судьбы и	4	1
1339	своей личности	1	1
1340	событие в	2	1
1341	к прошлому	1	1
1342	и воскресение	1	1
1343	эпохи возрождения	2	1
1344	сливалась с	1	1
1345	в телесном	2	1
1346	раскрытия этой	1	1
1347	до известной	1	1
1348	не изменило	1	1
1349	оказал влияние	1	1
1350	а вовсе	1	1
1351	в мировой	2	1
1352	на этих	1	1
1353	и царством	1	1
1354	как все	1	1
1355	нас может	1	1
1356	к полному	1	1
1357	лишь ценой	1	1
1358	нее и	1	1
1359	и перерождение	2	1
1360	точку зрения	3	1
1361	моментов в	1	1
1362	и смерти	1	1
1363	этого нового	3	1
1364	формы и	4	1
1365	перерождения и	2	1
1366	более глубокий	1	1
1367	уже с	1	1
1368	всего того	3	1
1369	жизни но	7	1
1370	экономического и	1	1
1371	и каким	1	1
1372	так глубоко	1	1
1373	связан с	2	1
1374	от труда	1	1
1375	нем раскрывается	1	1
1376	одних и	2	1
1377	смерть и	1	1
1378	то они	2	1
1379	что ему	1	1
1380	людей от	1	1
1381	вокруг него	1	1
1382	значение в	5	1
1383	вторгается в	1	1
1384	жизнь это	1	1
1385	мог быть	1	1
1386	простой народ	1	1
1387	и наказание	1	1
1388	своей любви	1	1
1389	для нового	2	1
1390	отличает его	1	1
1391	ее на	1	1
1392	не нужен	1	1
1393	эпоху когда	1	1
1394	в первый	1	1
1395	очень характерно	2	1
1396	у тебя	1	1
1397	для всякого	1	1
1398	он становится	2	1
1399	мы имеем	2	1
1400	не без	2	1
1401	этом новом	1	1
1402	мира но	1	1
1403	бы на	1	1
1404	а это	1	1
1405	у символистов	1	1
1406	этого человеческого	1	1
1407	дать им	1	1
1408	сторона в	1	1
1409	такое же	1	1
1410	из души	1	1
1411	новый тип	2	1
1412	счастья в	1	1
1413	кто бы	1	1
1414	а все	1	1
1415	по ту	2	1
1416	слово в	1	1
1417	участие в	1	1
1418	мы находим	2	1
1419	и смысл	2	1
1420	в виде	1	1
1421	раз в	4	1
1422	в церковь	1	1
1423	к построению	1	1
1424	а на	1	1
1425	вне этой	1	1
1426	и первое	1	1
1427	века и	3	1
1428	как этот	1	1
1429	для других	7	1
1430	а также	5	1
1431	и действует	1	1
1432	в религиозных	1	1
1433	всем существом	1	1
1434	по существу	17	1
1435	в ту	1	1
1436	всего романа	2	1
1437	он видел	1	1
1438	раскрывает себя	1	1
1439	уже совершенно	1	1
1440	и новых	1	1
1441	между собою	1	1
1442	чтобы быть	1	1
1443	сама по	1	1
1444	в стороне	2	1
1445	она замутняет	1	1
1446	есть истинная	1	1
1447	все вопросы	1	1
1448	один может	1	1
1449	случаях когда	1	1
1450	есть это	1	1
1451	лежит на	1	1
1452	но по	2	1
1453	человеком в	1	1
1454	у этого	1	1
1455	иной раз	2	1
1456	так в	2	1
1457	работать и	1	1
1458	на одном	1	1
1459	него всегда	1	1
1460	что им	1	1
1461	в новом	1	1
1462	начале романа	2	1
1463	и оно	1	1
1464	с другом	5	1
1465	сталкивается с	1	1
1466	очищение и	2	1
1467	можно дольше	1	1
1468	вовсе не	20	1
1469	в одной	2	1
1470	тем более	4	1
1471	самое замечательное	1	1
1472	этом когда	1	1
1473	и гибнет	1	1
1474	придать ей	1	1
1475	под тем	1	1
1476	этих двух	1	1
1477	права и	1	1
1478	не вы	1	1
1479	и тех	2	1
1480	может иметь	1	1
1481	но идея	1	1
1482	целым но	1	1
1483	на них	2	1
1484	указывали на	1	1
1485	как ни	1	1
1486	миру но	1	1
1487	же от	1	1
1488	случайно в	1	1
1489	устремляется в	1	1
1490	в бытовой	2	1
1491	чистом виде	1	1
1492	значение но	2	1
1493	есть одна	1	1
1494	характера в	2	1
1495	и почти	2	1
1496	мира им	1	1
1497	ее так	1	1
1498	в течение	2	1
1499	человек всегда	1	1
1500	духовное и	1	1
1501	бы назвать	1	1
1502	против нее	1	1
1503	ее жизни	1	1
1504	не узнает	1	1
1505	по прямой	1	1
1506	только я	2	1
1507	самой жизни	1	1
1508	в искусстве	1	1
1509	них много	1	1
1510	и может	2	1
1511	в частности	11	1
1512	это начало	1	1
1513	свою жизнь	1	1
1514	конце романа	5	1
1515	тех же	2	1
1516	в нескольких	1	1
1517	пор не	1	1
1518	ее всю	1	1
1519	быта он	2	1
1520	явлений в	1	1
1521	факт что	1	1
1522	на друга	4	1
1523	состояние человека	1	1
1524	ним не	1	1
1525	с прошлым	1	1
1526	в xix	1	1
1527	поэтому для	1	1
1528	или как	5	1
1529	и всех	2	1
1530	как совершенно	1	1
1531	идет о	2	1
1532	он часто	1	1
1533	черты и	1	1
1534	люди не	1	1
1535	оно должно	1	1
1536	человеческие отношения	2	1
1537	не осталось	2	1
1538	та или	1	1
1539	всегда является	1	1
1540	героев происходит	1	1
1541	для такого	1	1
1542	сказать в	2	1
1543	есть кризис	1	1
1544	даже для	1	1
1545	человек человек	2	1
1546	разных ее	1	1
1547	действительностью а	1	1
1548	вдруг как	1	1
1549	же в	6	1
1550	нет как	1	1
1551	как часто	1	1
1552	и прежде	4	1
1553	попали в	1	1
1554	смерти о	1	1
1555	в области	1	1
1556	существом своим	1	1
1557	людей как	1	1
1558	нуждается в	1	1
1559	все другие	2	1
1560	в эти	1	1
1561	образ его	1	1
1562	романа он	1	1
1563	материал а	1	1
1564	же это	1	1
1565	сообщения и	1	1
1566	бытия в	1	1
1567	ни был	2	1
1568	лишь с	1	1
1569	как встреча	2	1
1570	целомудрия и	3	1
1571	которой нет	2	1
1572	которой мы	1	1
1573	эпохи и	1	1
1574	в целом	2	1
1575	и наконец	6	1
1576	что на	3	1
1577	и дурной	1	1
1578	вплоть до	3	1
1579	у великих	1	1
1580	можно только	2	1
1581	меньше чем	1	1
