N	2gram	Medvedev_F	DiskursI
1296	и если	2	1
1297	это то	1	1
1298	лежат в	1	1
1299	относя его	1	1
1300	на проблеме	1	1
1301	по сравнению	1	1
1302	совершается как	1	1
1303	в отдельности	1	1
1304	из его	2	1
1305	следует сказать	1	1
1306	а через	1	1
1307	конструктивного целого	1	1
1308	не утрачивает	1	1
1309	этих сторон	1	1
1310	ритма и	1	1
1311	поэтики которая	1	1
1312	или иных	1	1
1313	приводит в	1	1
1314	с литературой	1	1
1315	же относятся	1	1
1316	литературных произведений	5	1
1317	какую бы	2	1
1318	слов и	1	1
1319	нет она	1	1
1320	которую он	1	1
1321	и различные	1	1
1322	ни были	2	1
1323	только тем	2	1
1324	только это	1	1
1325	таким путем	1	1
1326	реальной действительностью	2	1
1327	на что	1	1
1328	это конструктивное	1	1
1329	нет и	2	1
1330	он в	3	1
1331	непосредственно из	3	1
1332	не получило	1	1
1333	мог бы	1	1
1334	в самую	2	1
1335	исторического существования	1	1
1336	нами два	1	1
1337	произведения и	9	1
1338	термина и	1	1
1339	громадное значение	3	1
1340	предмета в	2	1
1341	но именно	2	1
1342	из первых	1	1
1343	в образе	1	1
1344	только при	2	1
1345	мысли не	1	1
1346	характерное для	1	1
1347	быть все	1	1
1348	языка а	4	1
1349	литературы не	1	1
1350	всю область	1	1
1351	но если	1	1
1352	для этих	1	1
1353	как предмет	3	1
1354	в понимании	7	1
1355	что во	1	1
1356	связано с	1	1
1357	о художественном	1	1
1358	как своего	1	1
1359	взаимодействие с	1	1
1360	теперь уже	1	1
1361	именно этот	1	1
1362	только потому	1	1
1363	литературе в	2	1
1364	движения и	1	1
1365	которого строится	1	1
1366	часто и	2	1
1367	подойти к	3	1
1368	функцию не	1	1
1369	человека но	1	1
1370	он должен	4	1
1371	и каждый	1	1
1372	этому же	1	1
1373	сам этот	1	1
1374	в дальнейшем	3	1
1375	истории литературы	18	1
1376	им как	1	1
1377	предполагается в	1	1
1378	этим же	1	1
1379	проникает в	1	1
1380	поэтому что	1	1
1381	постольку поскольку	1	1
1382	произведении как	3	1
1383	и всякий	2	1
1384	процесс становления	2	1
1385	содержания а	1	1
1386	ничем не	4	1
1387	так как	4	1
1388	единица языка	1	1
1389	почвой для	1	1
1390	здесь лишь	2	1
1391	мир в	1	1
1392	не во	1	1
1393	этот процесс	1	1
1394	в поэзии	5	1
1395	сущность и	1	1
1396	нас не	3	1
1397	этого она	1	1
1398	в общих	1	1
1399	сколько в	1	1
1400	этого целого	1	1
1401	же речь	1	1
1402	понятно что	1	1
1403	экспрессивной интонации	1	1
1404	и наблюдения	1	1
1405	в определенном	1	1
1406	для всего	3	1
1407	и поэтики	1	1
1408	он и	3	1
1409	многие из	1	1
1410	для искусства	1	1
1411	видя в	1	1
1412	ценностей в	1	1
1413	истории как	1	1
1414	для нас	1	1
1415	входя в	1	1
1416	не заметить	1	1
1417	и всегда	1	1
1418	и принципиально	1	1
1419	на самом	8	1
1420	что каждый	2	1
1421	вопросы не	1	1
1422	от остальной	1	1
1423	слово в	2	1
1424	слова а	1	1
1425	таком случае	1	1
1426	героя или	1	1
1427	о другой	2	1
1428	в ином	2	1
1429	в виде	2	1
1430	и литературной	1	1
1431	от тематической	1	1
1432	себе но	1	1
1433	от друга	2	1
1434	реальной действительности	1	1
1435	от всех	5	1
1436	сама в	1	1
1437	этого не	1	1
1438	что к	1	1
1439	без остатка	1	1
1440	остается и	1	1
1441	и определяется	1	1
1442	своим следствием	1	1
1443	стать внутренним	1	1
1444	же в	4	1
1445	как наиболее	1	1
1446	возник и	1	1
1447	с теми	2	1
1448	различий между	1	1
1449	однако они	1	1
1450	себе в	2	1
1451	при которой	1	1
1452	свое конструктивное	1	1
1453	в ряде	1	1
1454	цель и	1	1
1455	сам является	1	1
1456	им и	1	1
1457	если и	1	1
1458	эти две	1	1
1459	противном случае	2	1
1460	дистанцию по	1	1
1461	свои формы	1	1
1462	науки в	1	1
1463	с историей	2	1
1464	и со	3	1
1465	и ложные	1	1
1466	них иногда	1	1
1467	об особом	1	1
1468	не создает	1	1
1469	бы мы	1	1
1470	в условиях	1	1
1471	войти в	2	1
1472	вследствие этой	1	1
1473	этот эффект	1	1
1474	все наши	1	1
1475	образа из	1	1
1476	высказывание может	2	1
1477	должен быть	5	1
1478	его же	1	1
1479	при изучении	1	1
1480	если не	1	1
1481	некоторые типы	1	1
1482	мысли в	2	1
1483	своих моментах	2	1
1484	свойства в	1	1
1485	этой системы	1	1
1486	и становясь	1	1
1487	людей в	1	1
1488	чисто внешним	1	1
1489	читателя в	1	1
1490	тем чем	1	1
1491	и эти	1	1
1492	и других	4	1
1493	наука о	1	1
1494	с сохранением	1	1
1495	в предисловии	3	1
1496	его произведениях	1	1
1497	формы высказывания	1	1
1498	перестал бы	1	1
1499	и продуктивных	1	1
1500	в основных	1	1
1501	своего исторического	2	1
1502	служебной роли	1	1
1503	не их	1	1
1504	и почти	1	1
1505	различных сфер	1	1
1506	и ни	2	1
1507	не изучены	1	1
1508	не исчерпывают	1	1
1509	характер события	1	1
1510	иное нежели	1	1
1511	где впервые	1	1
1512	мы узнаем	1	1
1513	явлений а	1	1
1514	предметом художественного	1	1
1515	говорить не	2	1
1516	независимо от	5	1
1517	характерный для	1	1
1518	с языком	1	1
1519	в искусстве	6	1
1520	метр ритм	1	1
1521	иногда и	1	1
1522	является таким	1	1
1523	и композиция	1	1
1524	ориентироваться на	1	1
1525	нельзя понять	3	1
1526	всех этих	6	1
1527	толстой не	1	1
1528	какова например	1	1
1529	слово живет	1	1
1530	общения там	1	1
1531	и никаким	1	1
1532	действительность не	3	1
1533	к прозе	1	1
1534	и какие	1	1
1535	или иначе	2	1
1536	от того	2	1
1537	и иных	2	1
1538	действительности а	1	1
1539	что из	1	1
1540	думать что	4	1
1541	не установлением	1	1
1542	исторических событий	1	1
1543	могло быть	1	1
1544	составляет его	1	1
1545	слова но	1	1
1546	формы его	1	1
1547	дальнейшем развитии	1	1
1548	направления его	1	1
1549	данного произведения	2	1
1550	и особенно	3	1
1551	новое понимание	1	1
1552	другому в	1	1
1553	литературное произведение	10	1
1554	останется не	1	1
1555	та или	1	1
1556	роман и	2	1
1557	которые в	1	1
1558	художественного произведения	27	1
1559	не можем	3	1
1560	о явлении	1	1
1561	а часто	2	1
1562	развитие литературы	3	1
1563	и художественной	2	1
1564	этих форм	1	1
1565	классической трагедии	1	1
1566	этих различий	1	1
1567	высказываний с	1	1
1568	культуры с	2	1
1569	качестве а	1	1
1570	в сознании	1	1
1571	на двух	1	1
1572	можно утверждать	1	1
1573	ряд иных	1	1
1574	тех или	1	1
1575	каждый момент	1	1
1576	вхождения в	1	1
1577	таким же	2	1
1578	и оно	1	1
1579	именно это	1	1
1580	себе а	2	1
1581	и сами	2	1
1582	гуманитарные науки	1	1
1583	и слишком	2	1
1584	как для	2	1
1585	их отношении	1	1
1586	с соответствующими	1	1
1587	в известной	2	1
1588	структура была	1	1
1589	иное как	1	1
1590	научному методу	1	1
1591	на самый	1	1
1592	фигурирует в	2	1
