N	2gram	Propp_Isto	Analitik
1311	и такой	1	1
1312	проникает в	1	1
1313	но оно	3	1
1314	однажды когда	1	1
1315	но на	1	1
1316	в более	6	1
1317	е у	1	1
1318	если с	1	1
1319	что оно	4	1
1320	и всякий	1	1
1321	и многие	1	1
1322	случаях и	1	1
1323	вокруг него	3	1
1324	не поддается	1	1
1325	когда речь	1	1
1326	этим можно	1	1
1327	многих других	1	1
1328	на тех	2	1
1329	ее уже	1	1
1330	загробный мир	2	1
1331	того как	8	1
1332	случаев мы	1	1
1333	не всякая	1	1
1334	все части	1	1
1335	у тебя	1	1
1336	одна и	2	1
1337	под собой	1	1
1338	основе которого	1	1
1339	он ожидает	1	1
1340	которых он	1	1
1341	входил в	1	1
1342	это естественно	1	1
1343	и другая	1	1
1344	естественно что	1	1
1345	бы на	1	1
1346	возвращается в	1	1
1347	рассмотрена в	1	1
1348	в формах	2	1
1349	связь в	2	1
1350	нее как	1	1
1351	видит что	3	1
1352	что собственно	1	1
1353	и приходит	1	1
1354	то мы	3	1
1355	также имеет	2	1
1356	первом месте	1	1
1357	непременно надо	1	1
1358	силу и	2	1
1359	о герое	2	1
1360	героя есть	2	1
1361	слова а	1	1
1362	черта в	1	1
1363	с солнечным	1	1
1364	есть уже	2	1
1365	согласно которому	1	1
1366	за которой	1	1
1367	о существе	1	1
1368	более точного	1	1
1369	пределах одной	1	1
1370	он взял	2	1
1371	входить в	2	1
1372	она-то и	1	1
1373	здесь имеется	1	1
1374	на нее	3	1
1375	места в	1	1
1376	функции посредничества	1	1
1377	виду что	1	1
1378	и другое	1	1
1379	путь в	1	1
1380	частности с	1	1
1381	чтобы быть	1	1
1382	в уме	1	1
1383	фольклора и	1	1
1384	как она	1	1
1385	случаи в	1	1
1386	стадии его	1	1
1387	выросший из	1	1
1388	между мифом	1	1
1389	виде в	1	1
1390	эти две	1	1
1391	как можно	2	1
1392	имеется в	1	1
1393	заметил что	2	1
1394	которая при	1	1
1395	это происходит	3	1
1396	он состоит	2	1
1397	смерти в	2	1
1398	что им	1	1
1399	мы находим	1	1
1400	на помощь	1	1
1401	но уже	5	1
1402	рассмотрение их	1	1
1403	вследствие чего	1	1
1404	к любому	1	1
1405	ни мертв	1	1
1406	рассудка и	1	1
1407	говорит об	2	1
1408	ему как	1	1
1409	что тот	1	1
1410	и вообще	3	1
1411	можно утверждать	1	1
1412	становится не	1	1
1413	это явление	4	1
1414	войны и	1	1
1415	на них	2	1
1416	прослеживается в	1	1
1417	собой он	1	1
1418	в стиле	1	1
1419	предположить что	3	1
1420	также что	3	1
1421	и других	5	1
1422	они обладают	1	1
1423	тут и	1	1
1424	и происходит	2	1
1425	и выступает	1	1
1426	легко прослеживается	1	1
1427	случае если	1	1
1428	в наши	2	1
1429	могут служить	1	1
1430	в самых	1	1
1431	на мысль	1	1
1432	здесь только	1	1
1433	через увеличение	1	1
1434	этом мы	2	1
1435	из древнейших	1	1
1436	тому времени	1	1
1437	есть как	1	1
1438	быть и	1	1
1439	смерти чтобы	1	1
1440	связана с	1	1
1441	в него	5	1
1442	а по	3	1
1443	эта сторона	2	1
1444	но она	1	1
1445	наоборот в	2	1
1446	есть и	3	1
1447	здесь очевидно	1	1
1448	в науке	1	1
1449	при приближении	2	1
1450	ним как	1	1
1451	оказывается что	2	1
1452	рассматривается в	1	1
1453	этот факт	1	1
1454	веры в	1	1
1455	даже при	1	1
1456	стороны и	1	1
1457	до появления	1	1
1458	вставляет в	1	1
1459	только то	1	1
1460	отличать от	1	1
1461	и семейных	1	1
1462	к которой	1	1
1463	с кем	2	1
1464	царской дочери	2	1
1465	на всю	1	1
1466	у нее	1	1
1467	или как	3	1
1468	как то	1	1
1469	уходит в	2	1
1470	царство мертвых	3	1
1471	это его	1	1
1472	во всю	1	1
1473	его а	1	1
1474	этого не	2	1
1475	иного типа	1	1
1476	мирового фольклора	1	1
1477	знает и	2	1
1478	числе и	2	1
1479	что можно	1	1
1480	как их	1	1
1481	вступают в	1	1
1482	частный случай	3	1
1483	в книге	3	1
1484	к ней	2	1
1485	что если	1	1
1486	по всей	1	1
1487	старшего брата	1	1
1488	со своими	3	1
1489	и вы	1	1
1490	к изучению	2	1
1491	один по	1	1
1492	словно по	1	1
1493	мифом и	1	1
1494	иных случаях	1	1
1495	в другую	2	1
1496	это также	1	1
1497	остается на	1	1
1498	это место	1	1
1499	их можно	1	1
1500	никому не	1	1
1501	этому тексту	1	1
1502	остается один	1	1
1503	происходит в	1	1
1504	в виде	13	1
1505	право на	2	1
1506	вырастает до	2	1
1507	нам как	1	1
1508	выступает не	1	1
1509	само собой	1	1
1510	если на	1	1
1511	на своих	2	1
1512	эти два	2	1
1513	что мотив	8	1
1514	возвращением в	1	1
1515	после своего	1	1
1516	как живой	1	1
1517	в руке	1	1
1518	носит в	1	1
1519	здесь имеются	1	1
1520	он с	1	1
1521	в лице	2	1
1522	мертвого но	1	1
1523	само по	1	1
1524	из значений	1	1
1525	чем выше	1	1
1526	вообще как	1	1
1527	знания и	1	1
1528	из двух	2	1
1529	перед смертью	1	1
1530	это чисто	1	1
1531	а я	1	1
1532	в мифе	10	1
