N	2gram	Potebnia_M	Problemy
1321	один пример	1	1
1322	похожи на	1	1
1323	из груди	1	1
1324	его самого	1	1
1325	не говоря	3	1
1326	время и	2	1
1327	вообще а	1	1
1328	внимание на	2	1
1329	притом не	2	1
1330	своим я	1	1
1331	в состоянии	5	1
1332	что уже	2	1
1333	слово только	2	1
1334	именно слово	2	1
1335	формы но	1	1
1336	что мир	1	1
1337	проявляется в	2	1
1338	сильнее чем	1	1
1339	то для	2	1
1340	но слово	4	1
1341	из моментов	1	1
1342	сложные явления	1	1
1343	восприятие в	1	1
1344	своей совокупности	1	1
1345	после этого	1	1
1346	и за	1	1
1347	в тот	1	1
1348	бытия и	1	1
1349	в минуту	1	1
1350	не от	3	1
1351	от нашего	4	1
1352	еще довольно	1	1
1353	общий смысл	1	1
1354	художника не	1	1
1355	эта для	1	1
1356	содержания как	1	1
1357	слово на	1	1
1358	и притом	3	1
1359	есть еще	4	1
1360	только к	1	1
1361	отношения между	4	1
1362	в мысли	3	1
1363	бы только	1	1
1364	п но	1	1
1365	слова значение	1	1
1366	не делая	1	1
1367	ее от	2	1
1368	пределах сознания	1	1
1369	не говорит	2	1
1370	их по	1	1
1371	этот народ	1	1
1372	мысли к	2	1
1373	и чисто	1	1
1374	не исчерпываются	1	1
1375	это сравнение	4	1
1376	этого я	1	1
1377	ничего и	1	1
1378	на тот	1	1
1379	господствует над	2	1
1380	все формальные	1	1
1381	в среде	1	1
1382	мере того	8	1
1383	с одним	3	1
1384	в связи	1	1
1385	ясно что	1	1
1386	осуществиться только	1	1
1387	его душе	1	1
1388	и дух	1	1
1389	по одному	1	1
1390	художественном произведении	3	1
1391	есть та	1	1
1392	всего он	1	1
1393	наших собственных	1	1
1394	и вместе	6	1
1395	восприятия то	1	1
1396	что никто	1	1
1397	выражению как	1	1
1398	разнообразные оттенки	1	1
1399	больше и	1	1
1400	должно было	2	1
1401	в двух	1	1
1402	нашего по	1	1
1403	бы слово	2	1
1404	к мысли	4	1
1405	а только	7	1
1406	как ряд	1	1
1407	могло бы	2	1
1408	есть чем	1	1
1409	это определение	2	1
1410	всю ее	1	1
1411	будет сказать	1	1
1412	явления с	1	1
1413	к самосознанию	1	1
1414	вопрос об	2	1
1415	мы приведем	1	1
1416	совершенно другой	1	1
1417	с образом	1	1
1418	от их	1	1
1419	рождается в	1	1
1420	но можно	1	1
1421	нами как	1	1
1422	мысль с	1	1
1423	него есть	1	1
1424	об особенностях	1	1
1425	в наглядный	1	1
1426	мир он	1	1
1427	самим предметом	1	1
1428	о предмете	2	1
1429	как субъект	2	1
1430	бы она	2	1
1431	но менее	1	1
1432	мы думаем	1	1
1433	в отдельных	2	1
1434	сознания то	1	1
1435	и цельность	2	1
1436	оказалось бы	1	1
1437	форма а	1	1
1438	у них	1	1
1439	я может	1	1
1440	еще только	2	1
1441	только материал	1	1
1442	и необходимость	1	1
1443	что общий	1	1
1444	связь и	2	1
1445	слова так	2	1
1446	как материал	1	1
1447	сближаться с	1	1
1448	хотя во	1	1
1449	по одной	1	1
1450	частиц и	1	1
1451	понимать себя	2	1
1452	самому себе	1	1
1453	противоречие и	1	1
1454	образ не	2	1
1455	языком и	3	1
1456	было только	1	1
1457	и тем	8	1
1458	как это	1	1
1459	не будет	4	1
1460	знает но	1	1
1461	можно сделать	1	1
1462	таким-то образом	1	1
1463	хотя далеко	1	1
1464	нужно сказать	1	1
1465	не были	4	1
1466	никто не	5	1
1467	путь через	1	1
1468	хотя в	3	1
1469	противоречия между	1	1
1470	и тот	5	1
1471	им только	1	1
1472	и хотя	3	1
1473	даже не	2	1
1474	как одно	1	1
1475	чтобы их	1	1
1476	миру и	1	1
1477	слово из	1	1
1478	в нее	5	1
1479	это может	1	1
1480	что бы	1	1
1481	достигается в	2	1
1482	на свое	3	1
1483	когда мы	4	1
1484	ними в	3	1
1485	слово нельзя	1	1
1486	свое объяснение	1	1
1487	его так	1	1
1488	можно бы	4	1
1489	требует чтобы	2	1
1490	могла бы	2	1
1491	и какое	1	1
1492	оно вообще	1	1
1493	того кто	2	1
1494	образа здесь	2	1
1495	например не	2	1
1496	конкретных и	1	1
1497	следовательно в	1	1
1498	с людьми	1	1
1499	жизнь как	1	1
1500	это потому	2	1
1501	другими при	1	1
1502	и никогда	1	1
1503	главным образом	1	1
1504	след в	1	1
1505	каждый человек	1	1
1506	и каждый	1	1
1507	мыслью но	1	1
1508	что есть	3	1
1509	первом случае	2	1
1510	когда они	1	1
1511	всех сторон	3	1
1512	непосредственной близости	1	1
1513	было дано	1	1
1514	такой форме	1	1
1515	слова от	3	1
1516	что только	7	1
1517	в зеркале	1	1
1518	или может	1	1
1519	нигде нет	1	1
1520	ей не	1	1
1521	это третье	1	1
1522	оно способно	1	1
1523	сознание но	1	1
1524	каждый член	1	1
1525	если они	1	1
1526	одной стороны	4	1
1527	человека или	1	1
1528	на душу	1	1
1529	по первому	1	1
1530	который был	1	1
1531	отдельные мысли	1	1
1532	сущности есть	1	1
1533	и чем	3	1
1534	слова до	1	1
1535	каждого из	2	1
1536	следует за	1	1
1537	и нельзя	1	1
1538	эту последнюю	2	1
1539	позже что	1	1
1540	пришел к	1	1
1541	говорить с	1	1
1542	словах в	1	1
1543	от всякого	1	1
1544	различные степени	2	1
1545	пути по	1	1
1546	ведет к	1	1
1547	речи то	1	1
1548	на жизнь	1	1
1549	как теперь	2	1
1550	с полною	1	1
1551	собственном смысле	2	1
1552	относится ко	1	1
1553	проявления мысли	1	1
1554	взгляд на	1	1
1555	речи здесь	1	1
1556	однако с	1	1
1557	в столь	1	1
1558	одним словом	3	1
1559	и должны	1	1
1560	что этим	1	1
1561	них в	2	1
1562	сочетание мыслей	1	1
1563	речи но	1	1
1564	что слова	1	1
1565	если в	2	1
1566	что сказать	1	1
1567	к одной	4	1
1568	к художественному	1	1
1569	как объекта	1	1
1570	из нашего	1	1
1571	в языке	19	1
1572	на ее	2	1
1573	образа в	4	1
1574	из таких	1	1
1575	оно было	1	1
1576	образа и	6	1
1577	сложное и	2	1
1578	и менее	1	1
1579	этим другим	1	1
1580	не всякий	1	1
1581	переносится в	1	1
1582	говорит и	1	1
1583	и другим	2	1
1584	не находим	1	1
1585	или словом	2	1
1586	отражением в	1	1
1587	всей совокупности	1	1
1588	от нас	4	1
1589	со второй	1	1
1590	слове мы	1	1
1591	может сосредоточиться	1	1
1592	и из	2	1
1593	слова поэтому	1	1
1594	слове на	1	1
1595	мысли а	5	1
1596	мысль развивается	1	1
1597	эта совокупность	1	1
1598	этот не	1	1
1599	тому какое	2	1
1600	пор не	2	1
1601	трудно но	1	1
1602	в логике	1	1
1603	это есть	1	1
1604	чтоб не	1	1
1605	внутренние формы	1	1
1606	связанная с	3	1
1607	устранить из	1	1
1608	должен был	2	1
1609	и приобретает	1	1
1610	разговорной речи	1	1
1611	и идеал	2	1
1612	сознает в	1	1
1613	так или	2	1
1614	что должно	2	1
1615	находим у	1	1
1616	сознание не	1	1
1617	мысль а	1	1
1618	именно оно	1	1
1619	ни о	3	1
1620	строгом смысле	2	1
1621	его собственная	1	1
1622	простым и	1	1
1623	своей стороны	1	1
1624	заключается в	2	1
1625	оно есть	4	1
1626	себя с	1	1
1627	в нас	2	1
1628	нему как	2	1
1629	есть или	1	1
1630	встречаются и	1	1
1631	сознании в	1	1
1632	развития в	2	1
1633	одно слово	6	1
1634	вложена в	1	1
1635	тела и	2	1
1636	если это	1	1
1637	мы как	1	1
1638	значит для	1	1
1639	можно назвать	2	1
1640	к которым	2	1
1641	может получить	1	1
1642	значение таких	1	1
1643	для сознания	5	1
1644	в душевной	1	1
1645	его сознании	1	1
1646	таких которые	1	1
1647	с такими	1	1
1648	которые могут	1	1
1649	и лишена	1	1
1650	первому и	1	1
1651	не приводит	1	1
1652	влияния на	2	1
1653	явлений и	3	1
1654	быть назван	3	1
1655	вследствие своей	1	1
1656	е хотя	1	1
1657	о котором	2	1
1658	и дополнения	1	1
1659	предмету но	1	1
1660	со стороны	4	1
1661	в известном	1	1
1662	эта последняя	4	1
1663	в следующей	1	1
1664	оттенки в	1	1
1665	выводы в	1	1
1666	в каком	8	1
1667	и самосознания	1	1
1668	ничего общего	2	1
1669	с очевидно	1	1
1670	самое это	3	1
1671	слова к	1	1
1672	который и	1	1
1673	нею в	1	1
1674	его я	3	1
1675	только одно	1	1
1676	нет ничего	2	1
1677	ли они	1	1
1678	а рядом	1	1
1679	можно в	1	1
1680	хотя этот	1	1
1681	сознанием но	1	1
1682	мыслей как	1	1
1683	зрения могут	1	1
1684	и действий	1	1
1685	мыслью и	1	1
1686	очевидно и	1	1
1687	не видеть	2	1
1688	самих и	1	1
1689	существует для	4	1
1690	где нет	1	1
1691	что мы	16	1
1692	в очень	1	1
1693	и видит	2	1
1694	всеми остальными	3	1
1695	это слияние	1	1
1696	на отношения	2	1
1697	совсем другой	1	1
1698	значение этого	1	1
1699	вещь а	1	1
1700	относится к	6	1
1701	неразрывно связано	1	1
1702	на основе	1	1
1703	это только	2	1
1704	том как	3	1
1705	которое не	2	1
1706	в чистой	1	1
1707	кажутся нам	1	1
1708	речи не	1	1
1709	и тогда	4	1
1710	идея идея	1	1
1711	остается только	2	1
1712	и теперь	6	1
1713	для нее	1	1
1714	говорит только	3	1
1715	для меня	5	1
1716	только один	3	1
1717	эта мысль	2	1
1718	идея не	1	1
1719	приводит в	1	1
1720	тот мир	1	1
1721	воля не	1	1
1722	человека до	2	1
1723	даны уже	1	1
1724	с первой	1	1
1725	и наиболее	1	1
1726	внимания на	1	1
1727	как мысль	1	1
1728	это стремление	1	1
1729	тень на	1	1
1730	более и	1	1
1731	она берет	1	1
1732	выражения как	2	1
1733	принимают в	1	1
1734	при определении	1	1
1735	что говорят	1	1
1736	in diesen	1	1
1737	в совершенно	1	1
1738	тогда как	8	1
1739	от души	1	1
1740	только это	1	1
1741	правда мы	1	1
1742	этим образом	1	1
1743	образом даже	1	1
1744	потому и	1	1
1745	на которые	1	1
1746	время своих	1	1
1747	чем с	1	1
1748	на более	2	1
1749	между людьми	2	1
1750	может ли	1	1
1751	к следующему	1	1
1752	от простой	1	1
1753	другим но	1	1
1754	принадлежит к	1	1
1755	в самую	1	1
1756	большим количеством	1	1
1757	сложнее и	1	1
1758	только при	2	1
1759	с мыслью	1	1
1760	не знаем	5	1
1761	то она	1	1
1762	нам его	1	1
1763	мысли не	5	1
1764	внешних условий	1	1
1765	они еще	1	1
1766	деле в	2	1
1767	остался бы	1	1
1768	в свой	2	1
1769	но если	2	1
1770	не имел	1	1
1771	притом так	1	1
1772	нет то	1	1
1773	можно сравнить	2	1
1774	похоже было	1	1
1775	является только	1	1
1776	котором оно	1	1
1777	и после	2	1
1778	бы кто	1	1
1779	вера в	1	1
1780	различны но	1	1
1781	мы еще	1	1
1782	человеке по	1	1
1783	или вовсе	3	1
1784	уже при	1	1
1785	sich in	1	1
1786	определение слова	1	1
1787	высшего порядка	1	1
1788	они были	1	1
1789	к содержанию	4	1
1790	я то	1	1
1791	убеждение что	1	1
1792	входящее в	1	1
1793	всего того	1	1
1794	своим предметом	1	1
1795	без которого	2	1
1796	место можно	1	1
1797	находятся в	3	1
1798	стоит на	1	1
1799	мы вспоминаем	1	1
1800	в более	4	1
1801	что ему	1	1
1802	мы могли	2	1
1803	содержания а	2	1
1804	ему в	2	1
1805	сами себя	1	1
1806	и иначе	1	1
1807	сказать в	1	1
1808	берет на	1	1
1809	гораздо сложнее	1	1
1810	над всем	1	1
1811	может не	1	1
1812	то обращается	1	1
1813	ни с	1	1
1814	же становится	1	1
1815	и было	1	1
1816	не изображает	1	1
1817	слов одного	1	1
1818	без них	2	1
1819	о человеке	5	1
1820	как у	2	1
1821	нас не	1	1
1822	зависит от	7	1
1823	этих слов	2	1
1824	в первый	1	1
1825	одновременно или	1	1
1826	других но	1	1
1827	образ и	6	1
1828	или с	2	1
1829	переход к	1	1
1830	когда например	4	1
1831	к истории	1	1
1832	одного только	1	1
1833	явления что	1	1
1834	мысли нет	1	1
1835	а предмет	1	1
1836	слово становится	1	1
1837	все только	1	1
1838	кто его	1	1
1839	указание на	2	1
1840	из своих	1	1
1841	его действительности	1	1
1842	нет это	1	1
1843	таком случае	2	1
1844	слова есть	3	1
1845	есть уже	13	1
1846	видим не	1	1
1847	хотя именно	1	1
1848	его сознание	2	1
1849	здесь можно	1	1
1850	речь но	1	1
1851	всякую мысль	1	1
1852	слове поэтому	1	1
1853	в таких	4	1
1854	что действительно	2	1
1855	и непосредственно	1	1
1856	что ни	3	1
1857	не выражается	2	1
1858	ее нельзя	1	1
1859	больше в	1	1
1860	а о	1	1
1861	и более	4	1
1862	или иначе	1	1
1863	входить в	1	1
1864	то к	4	1
1865	что будет	3	1
1866	его собственную	1	1
1867	убеждении в	1	1
1868	и которая	1	1
1869	было для	3	1
1870	выборе между	1	1
1871	следовательно к	1	1
1872	раз навсегда	1	1
1873	в ту	2	1
1874	это возможно	1	1
1875	и другое	3	1
1876	предмет о	1	1
1877	хотя все	1	1
1878	живет только	2	1
1879	бы эти	1	1
1880	участие в	1	1
1881	быть различно	1	1
1882	ее со	1	1
1883	могла быть	2	1
1884	может только	1	1
1885	него но	1	1
1886	другое слово	1	1
1887	говорят о	1	1
1888	идеи не	1	1
1889	вызывают в	1	1
1890	оставалось бы	1	1
1891	стремление к	1	1
1892	противном случае	1	1
1893	образ или	3	1
1894	справедливо в	1	1
1895	перейти к	1	1
1896	в выборе	1	1
1897	на все	3	1
1898	без этого	1	1
1899	равнодушие к	1	1
1900	одновременные и	1	1
1901	со своей	2	1
1902	или что	4	1
1903	по его	1	1
1904	своего пути	1	1
1905	в новом	2	1
1906	и суждения	1	1
1907	исследования но	1	1
1908	и оно	3	1
1909	все слова	1	1
1910	предмета но	2	1
1911	идеи и	2	1
1912	форма в	5	1
1913	и верное	1	1
1914	вследствие чего	1	1
1915	бы совершенно	1	1
1916	целого и	1	1
1917	другой но	1	1
1918	тем более	9	1
1919	раз как	1	1
1920	находится под	1	1
1921	как средство	2	1
1922	ко мне	1	1
1923	человека к	1	1
1924	что эти	3	1
1925	сказать и	2	1
1926	чем же	1	1
1927	с формою	1	1
1928	творчества так	1	1
1929	может иметь	1	1
1930	на всем	1	1
1931	словом слово	1	1
1932	в данную	1	1
1933	за то	1	1
1934	и человека	1	1
1935	быть объяснены	1	1
1936	образа как	4	1
1937	в прямой	1	1
1938	а еще	1	1
1939	зрения нашего	1	1
1940	такие же	2	1
1941	в разных	4	1
1942	которую мы	1	1
1943	с первым	1	1
1944	это несправедливо	1	1
1945	случае если	2	1
1946	и слияния	1	1
1947	другими словами	3	1
1948	явлениям в	1	1
1949	его не	2	1
1950	в сознание	16	1
1951	здесь только	4	1
1952	а от	2	1
1953	как может	1	1
1954	нельзя не	1	1
1955	них идет	1	1
1956	с резкими	1	1
1957	первое и	1	1
1958	как сознание	2	1
1959	может понять	1	1
1960	место из	1	1
1961	в искусстве	6	1
1962	в несколько	1	1
1963	только их	1	1
1964	и может	4	1
1965	не находит	1	1
1966	есть субъект	1	1
1967	слова например	1	1
1968	своего мира	1	1
1969	не существовало	1	1
1970	есть прежде	2	1
1971	общем не	1	1
1972	тех же	1	1
1973	совершенно невозможно	1	1
1974	форма есть	2	1
1975	отчасти к	1	1
1976	от земли	2	1
1977	не видим	1	1
1978	каждый раз	3	1
1979	смотрит на	2	1
1980	заключает в	10	1
1981	сосредоточиться на	1	1
1982	положительное в	1	1
1983	мысль мы	1	1
1984	в это	2	1
1985	по целым	1	1
1986	этого образа	1	1
1987	но напротив	1	1
1988	с первого	2	1
1989	слова если	2	1
1990	над собою	1	1
1991	меня то	2	1
1992	не другой	1	1
1993	на это	4	1
1994	черты выступают	1	1
1995	как из	1	1
1996	всего то	1	1
1997	во-вторых если	2	1
1998	почему не	2	1
1999	к изучению	1	1
2000	от мысли	4	1
2001	впечатление которое	1	1
2002	и свойств	1	1
2003	здесь к	1	1
2004	нас самих	1	1
2005	слово же	1	1
2006	системе как	1	1
2007	мы бы	1	1
2008	своего голоса	1	1
2009	даже для	1	1
2010	имеет еще	1	1
2011	другие так	1	1
2012	может показаться	1	1
2013	оно живет	1	1
2014	по этому	2	1
2015	пор еще	1	1
2016	место в	4	1
2017	предметом и	2	1
2018	предполагало бы	1	1
2019	как увидим	1	1
2020	происходит в	2	1
2021	об этой	1	1
2022	должны признать	1	1
2023	процессе его	1	1
2024	что до	3	1
2025	идея и	1	1
2026	очень трудно	1	1
2027	лишь по	1	1
2028	в области	3	1
2029	быть только	5	1
2030	в бытии	1	1
2031	и новые	1	1
2032	душевной жизни	10	1
2033	бы от	1	1
2034	бывает трудно	1	1
2035	как совокупность	2	1
2036	виду что	2	1
2037	она действительно	1	1
2038	который однако	1	1
2039	что желание	2	1
2040	художественное творчество	1	1
2041	может ни	1	1
2042	в известной	3	1
2043	есть не	9	1
2044	образов и	2	1
2045	говорит не	1	1
2046	на ту	1	1
2047	как передать	1	1
2048	степени и	1	1
2049	слово имеет	2	1
2050	есть своего	1	1
