N	2gram	Propp_Isto	formyVre
1311	переносится в	2	1
1312	уже знаем	5	1
1313	что это	6	1
1314	и из	2	1
1315	с некоторым	1	1
1316	никак не	2	1
1317	здесь для	1	1
1318	для борьбы	1	1
1319	здесь он	1	1
1320	он на	3	1
1321	в другой	3	1
1322	из которых	3	1
1323	его во	1	1
1324	пути в	1	1
1325	все свое	1	1
1326	обе стороны	2	1
1327	здесь с	1	1
1328	к выводу	1	1
1329	этих способов	1	1
1330	не простая	1	1
1331	и делает	2	1
1332	юноша возвращается	1	1
1333	видели как	4	1
1334	и отражение	1	1
1335	его таким	1	1
1336	два типа	1	1
1337	это есть	1	1
1338	и наш	1	1
1339	преисподнюю в	1	1
1340	сводится к	3	1
1341	деле и	1	1
1342	мира он	1	1
1343	под этим	2	1
1344	кости и	2	1
1345	связанная с	1	1
1346	должен был	2	1
1347	большие пространства	1	1
1348	о природе	1	1
1349	этой точки	3	1
1350	мы понимаем	1	1
1351	отличаются от	1	1
1352	функции и	1	1
1353	наконец четвертое	1	1
1354	эту позднюю	1	1
1355	тесную связь	1	1
1356	нужный момент	1	1
1357	с ней	4	1
1358	в моем	1	1
1359	мы выделили	1	1
1360	вокруг него	1	1
1361	конечно уже	1	1
1362	женится на	2	1
1363	он будет	2	1
1364	проваливается в	1	1
1365	превращаются в	2	1
1366	из чрева	1	1
1367	на месте	1	1
1368	так вот	1	1
1369	новые формы	2	1
1370	и действительно	4	1
1371	прикреплены к	1	1
1372	высокие горы	1	1
1373	же еще	1	1
1374	его движении	1	1
1375	определенные формы	1	1
1376	может получить	1	1
1377	она и	3	1
1378	указания что	1	1
1379	все указанные	1	1
1380	как о	1	1
1381	как не	1	1
1382	уже видели	3	1
1383	рассматриваются как	1	1
1384	и вопрос	1	1
1385	приводит к	1	1
1386	можем здесь	1	1
1387	до них	1	1
1388	становится ясным	2	1
1389	стороны мы	1	1
1390	не до	1	1
1391	при всех	1	1
1392	нельзя и	1	1
1393	самая распространенная	1	1
1394	служит знаком	1	1
1395	на своем	4	1
1396	но с	2	1
1397	существование в	1	1
1398	дальше и	2	1
1399	всех видах	1	1
1400	в народной	1	1
1401	с громадным	1	1
1402	в любой	1	1
1403	такое положение	2	1
1404	зато эти	1	1
1405	обряд и	1	1
1406	попал в	2	1
1407	делает их	1	1
1408	этого явления	1	1
1409	всем этом	1	1
1410	существу и	1	1
1411	нового поколения	1	1
1412	может создать	1	1
1413	сказки и	2	1
1414	очень важны	1	1
1415	и основные	1	1
1416	на дом	1	1
1417	боя с	1	1
1418	ли он	5	1
1419	такую же	1	1
1420	на той	2	1
1421	нет даже	1	1
1422	связана с	4	1
1423	царя в	4	1
1424	земли и	3	1
1425	не должно	1	1
1426	юношей и	1	1
1427	на представление	1	1
1428	ее до	1	1
1429	он там	1	1
1430	здесь за	1	1
1431	в отдельности	3	1
1432	героем и	2	1
1433	вступление в	2	1
1434	из его	2	1
1435	тех пор	1	1
1436	хотя это	1	1
1437	нем мы	1	1
1438	и античных	1	1
1439	описанным в	1	1
1440	и земля	2	1
1441	для нее	2	1
1442	что если	2	1
1443	и больше	3	1
1444	приведем несколько	1	1
1445	из которого	1	1
1446	и вся	1	1
1447	общие черты	1	1
1448	и наиболее	1	1
1449	год не	1	1
1450	у других	1	1
1451	ее с	2	1
1452	если здесь	2	1
1453	образом у	1	1
1454	при помощи	6	1
1455	значение по	1	1
1456	что можно	1	1
1457	же лежит	1	1
1458	еще один	3	1
1459	им в	2	1
1460	свое существование	1	1
1461	очень распространены	1	1
1462	он дает	3	1
1463	еще никогда	1	1
1464	чтобы сохранить	1	1
1465	вдруг на	2	1
1466	он проходит	1	1
1467	впервые в	1	1
1468	первобытного человека	1	1
1469	что ты	1	1
1470	от которой	1	1
1471	отца к	4	1
1472	новые и	3	1
1473	в самую	1	1
1474	самого героя	1	1
1475	близок к	4	1
1476	с испытанием	1	1
1477	остальные члены	1	1
1478	мертвых но	1	1
1479	на этот	4	1
1480	в государственных	1	1
1481	же земля	1	1
1482	внезапной и	1	1
1483	в народном	1	1
1484	только с	1	1
1485	общественного развития	3	1
1486	его создает	1	1
1487	как все	1	1
1488	стороны эти	1	1
1489	убивает своего	1	1
1490	и уничтожает	1	1
1491	только наиболее	1	1
1492	стороны он	3	1
1493	особую важность	1	1
1494	но есть	5	1
1495	или другой	1	1
1496	становится понятным	1	1
1497	не знают	1	1
1498	от труда	1	1
1499	вместе со	2	1
1500	немного спустя	1	1
1501	в свое	3	1
1502	что оно	1	1
1503	с пребыванием	3	1
1504	потустороннем мире	1	1
1505	тоже не	3	1
1506	мог быть	1	1
1507	на тех	1	1
1508	жениха и	4	1
1509	на три	1	1
1510	нас не	2	1
1511	тридевять земель	8	1
1512	имеет еще	1	1
1513	второй половине	1	1
1514	совершенно чуждо	1	1
1515	на гибель	1	1
1516	план выступает	1	1
1517	нет например	1	1
1518	в предыдущем	1	1
1519	видеть в	3	1
1520	над природой	1	1
1521	от анализа	1	1
1522	от которого	2	1
1523	материал по	1	1
1524	а это	1	1
1525	он и	3	1
1526	египет вавилон	1	1
1527	не решается	1	1
1528	этом он	1	1
1529	такое же	3	1
1530	нам еще	1	1
1531	задачи на	2	1
1532	на которой	1	1
1533	здесь достаточно	1	1
1534	сюда и	1	1
1535	на помощь	1	1
1536	из форм	1	1
1537	процесс также	1	1
1538	а все	1	1
1539	этого пути	1	1
1540	смысле этого	1	1
1541	роль играет	1	1
1542	в ином	18	1
1543	герой убивает	3	1
1544	в виде	5	1
1545	в церковь	1	1
1546	в египте	13	1
1547	он умрет	1	1
1548	приведенных случаях	1	1
1549	в свои	3	1
1550	наших дней	1	1
1551	своей воле	1	1
1552	в преисподней	4	1
1553	за этим	1	1
1554	кто бы	2	1
1555	миф объясняет	1	1
1556	на нее	1	1
1557	считают его	1	1
1558	в ту	1	1
1559	уже совершенно	1	1
1560	короля до	1	1
1561	здесь даже	1	1
1562	указывает на	1	1
1563	чтобы быть	1	1
1564	сама по	1	1
1565	не представляют	1	1
1566	в ряде	1	1
1567	и без	1	1
1568	не имеющего	1	1
1569	не умирает	1	1
1570	участие в	2	1
1571	могла быть	1	1
1572	на войне	2	1
1573	оно же	1	1
1574	понимании этого	1	1
1575	имеется в	4	1
1576	обречены на	1	1
1577	герой почти	1	1
1578	с семьей	3	1
1579	вероятно не	1	1
1580	по его	2	1
1581	мире по	1	1
1582	и оно	2	1
1583	мифы о	1	1
1584	пока не	1	1
1585	с началом	1	1
1586	особо отмечаем	1	1
1587	наконец герой	1	1
1588	жил и	1	1
1589	рассмотренные нами	1	1
1590	олимп и	1	1
1591	что тот	2	1
1592	или менее	3	1
1593	а так	1	1
1594	встречаются в	1	1
1595	родился на	1	1
1596	и другого	1	1
1597	совершенно ясно	8	1
1598	но разумеется	1	1
1599	преисподней в	2	1
1600	высокой ступени	1	1
1601	в области	3	1
1602	этих двух	1	1
1603	и стала	1	1
1604	что эти	4	1
1605	еще до	1	1
1606	его дочери	2	1
1607	солнце не	1	1
1608	и живой	1	1
1609	или косвенно	1	1
1610	др все	1	1
1611	в полной	1	1
1612	как ни	1	1
1613	действительности но	1	1
1614	в прямой	2	1
1615	и происходит	1	1
1616	еще одной	1	1
1617	выше и	3	1
1618	же от	1	1
1619	же к	1	1
1620	которую мы	2	1
1621	в наши	1	1
1622	не описывается	2	1
1623	это как	2	1
1624	что такого	1	1
1625	связь и	2	1
1626	здесь однако	1	1
1627	ее так	2	1
1628	здесь можно	6	1
1629	не по	2	1
1630	с полным	1	1
1631	обстоит дело	1	1
1632	народном сознании	1	1
1633	дело не	5	1
1634	работу и	1	1
1635	мы наблюдали	2	1
1636	определенного места	2	1
1637	в нужный	1	1
1638	во второй	1	1
1639	когда он	5	1
1640	нечего и	1	1
1641	что касается	1	1
1642	различных формах	1	1
1643	и драгоценными	1	1
1644	брачного возраста	1	1
1645	от отца	5	1
1646	именно к	1	1
1647	свою жизнь	1	1
1648	у героя	2	1
1649	он за	2	1
1650	на островах	2	1
1651	героя его	2	1
1652	только у	2	1
1653	ним не	1	1
1654	только то	1	1
1655	этого образа	1	1
1656	останавливаться на	1	1
1657	от того	4	1
1658	но вместе	2	1
1659	идеология не	1	1
1660	этих случаях	18	1
1661	что из	4	1
1662	и умер	1	1
1663	новое что	1	1
1664	иногда этот	1	1
1665	магическую силу	1	1
1666	и часто	2	1
1667	же идет	2	1
1668	во всю	1	1
1669	его а	1	1
1670	его происхождение	1	1
1671	же представление	2	1
1672	дорога в	1	1
1673	люди не	1	1
1674	и старухе	1	1
1675	этого нет	1	1
1676	это он	2	1
1677	поставлен на	1	1
1678	все больше	2	1
1679	и ясный	1	1
1680	и нельзя	1	1
1681	не похожи	1	1
1682	брак и	2	1
1683	аналогичные случаи	1	1
1684	и личные	1	1
1685	вот к	1	1
1686	мертвых в	1	1
1687	в мотиве	2	1
1688	здесь отражено	2	1
1689	труд здесь	1	1
1690	то новое	1	1
1691	такой же	3	1
1692	на то	5	1
1693	новые отношения	2	1
1694	о своих	1	1
1695	когда герой	4	1
1696	имеющиеся в	1	1
1697	их на	2	1
1698	не едят	1	1
1699	это в	3	1
1700	некоторых из	1	1
1701	всего касается	1	1
1702	может и	1	1
1703	нужен и	1	1
1704	бытия в	1	1
1705	место уже	1	1
1706	это более	1	1
1707	таким же	2	1
1708	после смерти	7	1
1709	он с	1	1
1710	день после	1	1
1711	типичен для	1	1
1712	островах и	1	1
1713	с соответствующими	2	1
1714	их чтобы	1	1
1715	некоторые черты	2	1
1716	жизнью и	1	1
1717	достаточно полно	1	1
