N	2gram	Vygotskiy_	RusskieA
1307	нельзя было	2	1
1308	действовать на	1	1
1309	без всякой	1	1
1310	и изучена	1	1
1311	от первого	1	1
1312	сказать только	2	1
1313	никакой роли	2	1
1314	но дальнейшее	1	1
1315	значение так	1	1
1316	выше и	1	1
1317	как пишет	1	1
1318	он говорит	1	1
1319	оно в	1	1
1320	он одновременно	1	1
1321	ему нужно	2	1
1322	к кругу	1	1
1323	предыдущей главе	1	1
1324	которую мы	1	1
1325	том какие	1	1
1326	это как	1	1
1327	в самых	2	1
1328	две стороны	1	1
1329	которая падает	1	1
1330	которой идет	1	1
1331	была сделана	1	1
1332	который мы	6	1
1333	также и	2	1
1334	одну из	2	1
1335	а из	4	1
1336	не по	7	1
1337	бы дать	2	1
1338	главное и	2	1
1339	с совершенно	1	1
1340	через которые	1	1
1341	есть как	1	1
1342	во второй	5	1
1343	и может	2	1
1344	соответствующих ему	1	1
1345	а по	4	1
1346	нужно было	4	1
1347	наоборот в	2	1
1348	есть ли	1	1
1349	особый тип	1	1
1350	освобождение от	2	1
1351	но такое	1	1
1352	в нашей	4	1
1353	что нам	2	1
1354	учения о	4	1
1355	и обратно	6	1
1356	стороны и	6	1
1357	от того	6	1
1358	человека с	1	1
1359	к которой	3	1
1360	повод для	1	1
1361	с понятием	1	1
1362	или как	1	1
1363	их как	2	1
1364	первые два	1	1
1365	к понятию	4	1
1366	идет речь	2	1
1367	еще на	1	1
1368	рассматривать как	1	1
1369	и соответствующая	1	1
1370	всего не	1	1
1371	также с	1	1
1372	же самое	12	1
1373	со своими	1	1
1374	из центральных	2	1
1375	с окончанием	1	1
1376	к изучению	4	1
1377	название как	1	1
1378	о каких	1	1
1379	что изучение	1	1
1380	и значения	3	1
1381	как за	1	1
1382	это означает	2	1
1383	видел что	3	1
1384	представляет как	1	1
1385	к пониманию	4	1
1386	идет не	1	1
1387	исследования о	1	1
1388	особым образом	1	1
1389	только после	1	1
1390	представляется как	1	1
1391	значения не	1	1
1392	нуждается в	5	1
1393	на всем	5	1
1394	нам как	1	1
1395	напоминает те	1	1
1396	после нее	1	1
1397	все для	1	1
1398	в мышлении	8	1
1399	есть не	3	1
