N	2gram	Tiupa_Vved	KulturaY
1309	живет в	1	1
1310	для себя	2	1
1311	на первом	1	1
1312	говорит нам	1	1
1313	речь как	1	1
1314	нашего восприятия	1	1
1315	бы одно	1	1
1316	рассказа о	2	1
1317	чтобы стать	3	1
1318	понятий если	1	1
1319	вот как	1	1
1320	одном и	1	1
1321	своего понимания	1	1
1322	истории в	6	1
1323	зависит не	1	1
1324	равным образом	1	1
1325	гораздо раньше	1	1
1326	не обходится	1	1
1327	лишь из	1	1
1328	кухни и	1	1
1329	нового времени	5	1
1330	следует искать	2	1
1331	к данному	2	1
1332	лет тому	1	1
1333	выбирать между	1	1
1334	совершенно иное	1	1
1335	очевидным что	1	1
1336	только еще	1	1
1337	потенциальные возможности	1	1
1338	необходимо должна	1	1
1339	уместно будет	1	1
1340	все то	1	1
1341	до этого	2	1
1342	оказывается в	3	1
1343	быть как	1	1
1344	самом тексте	1	1
1345	ни о	2	1
1346	наблюдений над	1	1
1347	могло не	1	1
1348	не получил	1	1
1349	так называемый	1	1
1350	вместо этого	1	1
1351	слово со	1	1
1352	со мной	1	1
1353	претендует на	2	1
1354	обращается к	2	1
1355	в составе	3	1
1356	но никогда	1	1
1357	значения и	2	1
1358	и лишает	1	1
1359	это выражение	1	1
1360	живой речи	1	1
1361	к которым	1	1
1362	и внутренние	1	1
1363	присутствует в	1	1
1364	оно всегда	1	1
1365	первый из	1	1
1366	должна идти	1	1
1367	образец для	1	1
1368	которые могут	2	1
1369	тому назад	1	1
1370	которого является	1	1
1371	рассказывая о	1	1
1372	произведение в	2	1
1373	жизни в	5	1
1374	несет на	1	1
1375	что смысл	1	1
1376	себя и	1	1
1377	здесь может	2	1
1378	события здесь	1	1
1379	в те	1	1
1380	в итоге	4	1
1381	из которого	1	1
1382	на их	1	1
1383	суждений о	1	1
1384	весть о	1	1
1385	простейшим примером	1	1
1386	своей жизни	3	1
1387	на отсутствие	1	1
1388	он мог	1	1
1389	так невозможно	1	1
1390	не входит	2	1
1391	чехов не	2	1
1392	как некий	1	1
1393	своим внутренним	1	1
1394	сам я	1	1
1395	этот рассказ	1	1
1396	нет ничего	2	1
1397	но их	1	1
1398	не давая	1	1
1399	всем многообразии	1	1
1400	основе которой	2	1
1401	к нашему	1	1
1402	функцию в	1	1
1403	проблематики в	1	1
1404	мира здесь	1	1
1405	писателем в	1	1
1406	бы свое	1	1
1407	в основе	6	1
1408	же я	1	1
1409	и состоит	1	1
1410	время оно	1	1
1411	он понял	1	1
1412	составляет основу	1	1
1413	в историю	2	1
1414	ее пределы	1	1
1415	это явление	1	1
1416	тотчас же	1	1
1417	теперь же	2	1
1418	как мне	1	1
1419	в значительной	2	1
1420	наконец в	1	1
1421	жизни из	1	1
1422	которое не	2	1
1423	этом пути	1	1
1424	у современного	1	1
1425	как случайное	1	1
1426	времени на	1	1
1427	не сам	1	1
1428	это ее	1	1
1429	субъекта в	1	1
1430	время есть	1	1
1431	в смысловой	1	1
1432	всего на	2	1
1433	народов и	1	1
1434	и вся	3	1
1435	что-то вроде	1	1
1436	первом и	1	1
1437	ни для	1	1
1438	в которую	1	1
1439	которых нужно	1	1
1440	впрочем и	1	1
1441	как если	1	1
1442	о своем	1	1
1443	внимания на	1	1
1444	художественной литературы	1	1
1445	тому или	2	1
1446	более глубоко	1	1
1447	случае с	1	1
1448	сравнительным языкознанием	1	1
1449	знания не	1	1
1450	непосредственно к	1	1
1451	и наоборот	1	1
1452	было и	2	1
1453	а во	2	1
1454	некоторое определенное	1	1
1455	в воспитании	2	1
1456	времени его	2	1
1457	обычно имеет	1	1
1458	с конструкцией	1	1
1459	рамках одного	1	1
1460	ее только	1	1
1461	ее не	2	1
1462	из живой	1	1
1463	и во	2	1
1464	только одна	1	1
1465	принадлежит к	3	1
1466	категорию в	1	1
1467	но именно	3	1
1468	за пределами	3	1
1469	именно то	1	1
1470	забывать что	1	1
1471	в сознании	5	1
1472	у последнего	1	1
1473	литература в	1	1
1474	этот второй	1	1
1475	столько в	2	1
1476	стороны не	1	1
1477	о художественном	1	1
1478	еще в	3	1
1479	от основного	1	1
1480	из него	2	1
1481	лучше нас	1	1
1482	же он	1	1
1483	во времени	2	1
1484	не будучи	1	1
1485	во внутреннем	1	1
1486	указанием на	1	1
1487	обратиться к	2	1
1488	меня не	1	1
1489	речь это	1	1
1490	текста в	3	1
1491	истории литературы	1	1
1492	к началу	1	1
1493	что автор	1	1
1494	находятся в	1	1
1495	то они	1	1
1496	чем с	1	1
1497	от более	1	1
1498	в смысл	2	1
1499	что ему	1	1
1500	ему в	2	1
1501	степени в	1	1
1502	которые к	1	1
1503	слово но	1	1
1504	хоть и	1	1
1505	любой из	1	1
1506	кто такой	3	1
1507	произведения как	1	1
1508	она так	1	1
1509	которому не	1	1
1510	ряд других	1	1
1511	методе и	1	1
1512	и стилистике	1	1
1513	есть время	2	1
1514	сколько в	1	1
1515	время еще	1	1
1516	в художественной	2	1
1517	слова иначе	1	1
1518	которых он	1	1
1519	это часто	1	1
1520	чем дело	1	1
1521	цели в	1	1
1522	видя в	1	1
1523	день и	2	1
1524	впечатление что	1	1
1525	смыслом и	1	1
1526	выше не	1	1
1527	не умею	1	1
1528	их уже	1	1
1529	восприятия и	2	1
1530	чем он	1	1
1531	фразу в	1	1
1532	к карточной	1	1
1533	раз его	1	1
1534	не существует	3	1
1535	знания и	1	1
1536	раз в	1	1
1537	по глубокому	1	1
1538	читателя в	1	1
1539	на каком	1	1
1540	это всегда	2	1
1541	бы для	1	1
1542	в войне	2	1
1543	а о	1	1
1544	что к	1	1
1545	об этих	1	1
1546	как своего	1	1
1547	объекта и	1	1
1548	занимать в	2	1
1549	в эпоху	1	1
1550	такое слово	1	1
1551	также заглавия	1	1
1552	в движение	1	1
1553	в остальном	1	1
1554	далее мы	1	1
1555	более широкую	1	1
1556	как она	1	1
1557	не подлежит	2	1
1558	в исторический	1	1
1559	не предполагает	2	1
1560	этот раз	3	1
1561	по смыслу	1	1
1562	а их	1	1
1563	что приведенное	1	1
1564	это свидетельствует	1	1
1565	есть только	1	1
1566	однако это	1	1
1567	толстого как	1	1
1568	и утверждается	1	1
1569	не относится	1	1
1570	в новом	1	1
1571	и оно	2	1
1572	и смысловой	1	1
1573	в каждой	1	1
1574	возвратимся к	2	1
1575	чего в	1	1
1576	войны и	5	1
1577	другом случае	1	1
1578	не нуждаются	1	1
1579	жизнь и	1	1
1580	чтобы сделать	1	1
1581	убедительна в	1	1
1582	ко мне	1	1
1583	повествования как	1	1
1584	всю совокупность	1	1
1585	реагирует на	1	1
1586	интересующих нас	1	1
1587	имена с	1	1
1588	художественная литература	1	1
1589	он был	1	1
1590	вот он	1	1
1591	в полной	1	1
1592	оба эти	1	1
1593	с самого	1	1
1594	культуры что	1	1
1595	которые могли	1	1
1596	одного лица	1	1
1597	которая может	3	1
1598	а его	3	1
1599	в тишине	1	1
1600	их развития	1	1
1601	жизни для	2	1
1602	способен лишь	1	1
1603	но при	7	1
1604	как показывают	1	1
1605	культуры поэтому	1	1
1606	как уже	1	1
1607	знакомства с	1	1
1608	это собственно	1	1
1609	существования если	1	1
1610	один в	1	1
1611	все тех	1	1
1612	субъекта и	1	1
1613	обстоит дело	1	1
1614	которого создается	1	1
1615	в противоположность	1	1
1616	вопрос как	1	1
1617	за три	1	1
1618	ярко и	1	1
1619	отдельного слова	1	1
1620	входит в	2	1
1621	читателя на	1	1
1622	во второй	1	1
1623	невозможно но	1	1
1624	и рассказа	1	1
1625	свою жизнь	1	1
1626	с ее	3	1
1627	процессу в	1	1
1628	единого в	1	1
1629	быть шире	1	1
1630	принадлежит и	3	1
1631	в течении	2	1
1632	для судеб	1	1
1633	воспринимается нашим	1	1
1634	при всем	1	1
1635	иной степени	1	1
1636	него собственно	1	1
1637	не хотел	1	1
1638	которых в	2	1
1639	же самое	2	1
1640	еще очевиднее	1	1
1641	с которой	1	1
1642	установки и	1	1
1643	и мире	2	1
1644	в литературном	1	1
1645	и самого	1	1
1646	о которой	4	1
1647	и много	1	1
1648	о каких	1	1
1649	в театре	3	1
1650	и ее	2	1
1651	бы он	1	1
1652	в чужом	1	1
1653	этом и	2	1
1654	ее из	1	1
1655	может показаться	1	1
1656	теперь когда	1	1
1657	означало бы	2	1
1658	понимаем и	1	1
1659	место в	2	1
1660	в голову	2	1
1661	не претендует	1	1
1662	присутствуют в	1	1
1663	его поведения	1	1
1664	может передать	1	1
1665	интереса к	1	1
1666	все для	1	1
1667	к работе	1	1
1668	как ему	1	1
1669	видел ее	1	1
1670	тут же	3	1
1671	дело обстоит	2	1
1672	и совершенно	1	1
1673	как для	3	1
1674	на английском	1	1
1675	пути к	1	1
1676	для образования	1	1
1677	и иные	1	1
1678	могло быть	1	1
1679	совершается в	1	1
1680	для другого	1	1
1681	однако на	1	1
1682	словами в	1	1
1683	бы выделить	1	1
1684	здесь скорее	1	1
1685	котором он	2	1
