N	2gram	Tiupa_Narr	Myshleni
1291	распространение и	1	1
1292	к детскому	1	1
1293	насколько и	1	1
1294	одновременно в	1	1
1295	третий в	1	1
1296	в литературе	2	1
1297	в специальных	1	1
1298	и анализа	1	1
1299	а предмет	1	1
1300	ли я	1	1
1301	самое происходит	1	1
1302	возможность иного	2	1
1303	характерно для	1	1
1304	этом не	1	1
1305	попытка определить	1	1
1306	было в	2	1
1307	очередь как	1	1
1308	основными свойствами	1	1
1309	есть начало	1	1
1310	правильнее будет	1	1
1311	жизненного опыта	1	1
1312	принципиальное различие	1	1
1313	текст как	1	1
1314	а он	1	1
1315	и ответ	1	1
1316	себе без	1	1
1317	акта и	1	1
1318	не все	5	1
1319	еще одной	1	1
1320	как формы	2	1
1321	здесь совершенно	2	1
1322	качестве своего	1	1
1323	связи то	1	1
1324	области явлений	1	1
1325	непосредственным образом	1	1
1326	является причиной	1	1
1327	самую суть	1	1
1328	поставлены в	1	1
1329	сложившуюся систему	1	1
1330	первое может	1	1
1331	эту функцию	1	1
1332	в тексте	16	1
1333	всей вероятности	2	1
1334	это дает	1	1
1335	мышление человека	1	1
1336	бытия и	1	1
1337	в начальной	1	1
1338	не гарантирует	1	1
1339	может приобрести	1	1
1340	после нее	1	1
1341	подразумеваем такой	1	1
1342	хотя они	1	1
1343	становится в	1	1
1344	последовательности в	1	1
1345	ни первое	1	1
1346	дело здесь	1	1
1347	с соответствующими	1	1
1348	постоянно и	1	1
1349	жизнью и	2	1
1350	наличии у	1	1
1351	на большую	1	1
1352	почву для	1	1
1353	т.д не	1	1
1354	на границах	1	1
1355	здесь оказывается	1	1
1356	своего рода	12	1
1357	быть по	1	1
1358	ней не	1	1
1359	ясно не	1	1
1360	того не	1	1
1361	однако оно	1	1
1362	процессами и	1	1
1363	взглядом в	1	1
1364	не меньшей	1	1
1365	это игра	1	1
1366	развития новой	1	1
1367	по-видимому не	1	1
1368	воззрение на	1	1
1369	с появлением	1	1
1370	как таковых	1	1
1371	действия к	1	1
1372	в единой	1	1
1373	дней своей	1	1
1374	зародышевой форме	1	1
1375	на приведение	1	1
1376	сознаний в	1	1
1377	элементы в	1	1
1378	а во-вторых	1	1
1379	только когда	1	1
1380	по мысли	3	1
1381	показаться что	1	1
1382	и процессов	2	1
1383	там же	1	1
1384	с еще	1	1
1385	ситуации оказывается	1	1
1386	монолог в	1	1
1387	не обладают	1	1
1388	ни для	7	1
1389	культуры в	1	1
1390	при всей	4	1
1391	было не	1	1
1392	для автора	2	1
1393	в противовес	4	1
1394	широкий круг	1	1
1395	жизни присущие	1	1
1396	еще одного	1	1
1397	в не	1	1
1398	структуру в	1	1
1399	похожей на	1	1
1400	глава первая	1	1
1401	ибо вне	1	1
1402	частями этого	1	1
1403	оно существует	1	1
1404	и организация	1	1
1405	это существенно	1	1
1406	уже более	1	1
1407	жизни как	3	1
1408	они лишены	1	1
1409	через границу	1	1
1410	выборе и	1	1
1411	на наш	1	1
1412	место для	1	1
1413	еще одна	3	1
1414	по контрасту	1	1
1415	на будущее	3	1
1416	все без	1	1
1417	он живет	1	1
1418	группирующихся вокруг	1	1
1419	и открывает	1	1
1420	не представляется	1	1
1421	к языку	1	1
1422	вовсе и	1	1
1423	о ней	3	1
1424	ряда который	1	1
1425	внутренней жизни	1	1
1426	свойства жизни	1	1
1427	этого знания	1	1
1428	непосредственное восприятие	1	1
1429	следует отметить	2	1
1430	образует фон	1	1
1431	явления как	1	1
1432	еще раньше	1	1
1433	над проблемой	1	1
1434	он отличается	1	1
1435	процесса то	1	1
1436	начала и	1	1
1437	то у	1	1
1438	есть его	1	1
1439	что несмотря	1	1
1440	и за	1	1
1441	они в	2	1
1442	оказывается более	1	1
1443	не от	2	1
1444	то только	1	1
1445	в третьем	3	1
1446	забывать и	1	1
1447	стать таковым	1	1
1448	признаков а	1	1
1449	о возможности	1	1
1450	анализа который	1	1
1451	на разных	1	1
1452	не о	3	1
1453	может на	1	1
1454	есть само	1	1
1455	в последние	2	1
1456	последовательности и	1	1
1457	сложное единое	1	1
1458	ребенку не	1	1
1459	служит для	1	1
1460	лишь для	1	1
1461	от наиболее	1	1
1462	которое кажется	1	1
1463	и строго	1	1
1464	текст и	1	1
1465	проявляет себя	1	1
1466	не сводится	2	1
1467	единицей биологического	1	1
1468	ли это	1	1
1469	и закономерностью	1	1
1470	о прошлом	2	1
1471	могло оказаться	1	1
1472	еще только	1	1
1473	для окружающих	1	1
1474	только внешняя	1	1
1475	оно нуждается	1	1
1476	прошлого и	2	1
1477	человека который	1	1
1478	сам того	1	1
1479	в детстве	5	1
1480	с переводом	1	1
1481	бы уже	1	1
1482	исторического характера	1	1
1483	жизнь личности	1	1
1484	которых оно	1	1
1485	так называемого	1	1
1486	но без	2	1
1487	здесь но	1	1
1488	живыми частями	1	1
1489	лучше сказать	1	1
1490	т.д при	1	1
1491	здесь также	1	1
1492	действительно нет	1	1
1493	в данный	1	1
1494	есть система	1	1
1495	чем и	1	1
1496	сливаются в	1	1
1497	внутренние процессы	1	1
1498	вне ее	1	1
1499	из опыта	1	1
1500	ни второе	1	1
1501	двух рядов	1	1
1502	но одновременно	1	1
1503	факта но	1	1
1504	этого второго	1	1
1505	ни единого	1	1
1506	присущими целому	1	1
1507	времени когда	1	1
1508	же словами	1	1
1509	из принципиально	1	1
1510	автора который	1	1
1511	переходя к	1	1
1512	не распадается	1	1
1513	и осмысленного	1	1
1514	разумеется не	1	1
1515	зрения или	2	1
1516	только физически	1	1
1517	такой продукт	1	1
1518	неразложимыми живыми	1	1
1519	могло не	1	1
1520	реальную возможность	1	1
1521	в различные	1	1
1522	затем следует	1	1
1523	самого схватывания	1	1
1524	ничто в	1	1
1525	нечто большее	1	1
1526	к категории	1	1
1527	в небе	1	1
1528	по крайней	1	1
1529	сама не	1	1
1530	от первой	1	1
1531	к конкретным	1	1
1532	не видеть	1	1
1533	разумеется это	1	1
1534	не знаю	1	1
1535	протяжении этого	2	1
1536	а может	1	1
1537	общей структуре	1	1
1538	существенно иные	1	1
1539	в непосредственном	1	1
1540	но о	3	1
1541	подтверждает нашу	1	1
1542	времени и	7	1
1543	т.п то	1	1
1544	как будет	3	1
1545	это разделение	1	1
1546	известного рода	1	1
1547	в поле	1	1
1548	присущей ему	1	1
1549	возражает против	1	1
1550	начинает означать	1	1
1551	то она	2	1
1552	действие но	1	1
1553	анализа но	1	1
1554	полностью отсутствует	1	1
1555	данном контексте	1	1
1556	где бы	1	1
1557	богаче чем	1	1
1558	единство обоих	1	1
1559	сомнение и	1	1
1560	в едином	1	1
1561	в классической	1	1
1562	для такого	1	1
1563	это случилось	1	1
1564	с толпой	1	1
1565	эту форму	1	1
1566	время пребывания	1	1
1567	живущих в	1	1
1568	лишь одну	1	1
1569	свидетельствует о	1	1
1570	итак в	1	1
1571	не будем	1	1
1572	иной ситуации	1	1
1573	к очень	1	1
1574	нее как	1	1
1575	место только	1	1
1576	о ее	1	1
1577	любопытно что	1	1
1578	есть уже	1	1
1579	этот ряд	1	1
1580	или мыслить	1	1
1581	а на	1	1
1582	ко второму	1	1
1583	а о	1	1
1584	наших дней	1	1
1585	как утверждает	1	1
1586	не утрачивают	1	1
1587	и где	1	1
1588	открывает перед	1	1
1589	на передний	1	1
1590	свет и	1	1
1591	интерпретации в	1	1
1592	какой-либо определенной	1	1
1593	из процесса	1	1
1594	нет возможности	1	1
1595	лишний раз	1	1
1596	общественных отношений	1	1
1597	широкое распространение	1	1
1598	акта не	1	1
1599	их друг	1	1
1600	этом контексте	1	1
1601	искать в	1	1
1602	человека в	2	1
1603	хотя для	1	1
1604	напомнить что	1	1
1605	мнению и	1	1
1606	которая может	1	1
1607	очередь по	1	1
1608	и перенос	1	1
1609	является ли	1	1
1610	вопроса а	1	1
1611	далее неразложимыми	1	1
1612	сохраняющая все	1	1
1613	а от	1	1
1614	восприятие и	1	1
1615	структурным особенностям	1	1
1616	элементов обладает	1	1
1617	здесь это	1	1
1618	необходимым для	1	1
1619	свойствами присущими	1	1
1620	обязательно в	1	1
1621	с начальным	1	1
1622	и рассуждения	1	1
1623	это то	1	1
1624	истории но	1	1
1625	время они	1	1
1626	изложения даже	1	1
1627	первые два	2	1
1628	все та	2	1
1629	в отрыве	1	1
1630	бы достаточно	1	1
1631	фоне которых	1	1
1632	передний план	1	1
1633	и протекает	1	1
1634	особое отношение	1	1
1635	и прежде	1	1
1636	свидетельствуют о	1	1
1637	свою речь	1	1
1638	глазами и	1	1
1639	как целого	1	1
1640	предполагает их	1	1
1641	гуманитарных наук	1	1
1642	интонации и	1	1
1643	все было	3	1
