N	2gram	Medvedev_V	Analitik
1289	реальной действительности	10	1
1290	говорить не	3	1
1291	судьбу как	1	1
1292	комедия дель	1	1
1293	быть и	1	1
1294	связана с	2	1
1295	в него	1	1
1296	а по	1	1
1297	но она	1	1
1298	наконец для	1	1
1299	есть и	1	1
1300	в науке	2	1
1301	к анализу	1	1
1302	ним не	1	1
1303	стороны и	2	1
1304	его внимание	1	1
1305	только то	2	1
1306	гоголь полностью	1	1
1307	или как	1	1
1308	при всем	3	1
1309	не различая	1	1
1310	признать что	1	1
1311	это его	1	1
1312	этого не	1	1
1313	и процессов	2	1
1314	иного типа	1	1
1315	знает и	1	1
1316	статье о	1	1
1317	и общих	1	1
1318	числе и	2	1
1319	в книге	2	1
1320	к ней	1	1
1321	определена как	1	1
1322	что если	1	1
1323	со своими	1	1
1324	к изучению	1	1
1325	однако существенно	1	1
1326	в понимании	1	1
1327	в плане	5	1
1328	действительности не	1	1
1329	впечатления не	1	1
1330	понимаем как	1	1
1331	в другую	3	1
1332	в театре	1	1
1333	выражения в	1	1
1334	ему самому	1	1
1335	этом и	2	1
1336	свести к	1	1
1337	связи между	1	1
1338	дня и	2	1
1339	но пожалуй	1	1
1340	основания для	1	1
1341	эту мысль	1	1
1342	лишь его	1	1
1343	их можно	1	1
1344	он обычно	1	1
1345	и точно	1	1
1346	в словесной	1	1
1347	остается один	1	1
1348	происходит в	1	1
1349	во-первых не	1	1
1350	в виде	1	1
1351	рассказывает о	4	1
1352	повести три	1	1
1353	его противопоставлении	1	1
1354	только эти	1	1
1355	определить как	2	1
1356	это в	1	1
1357	зрителя слушателя	1	1
1358	конце концов	2	1
1359	описание нельзя	1	1
1360	бытия в	1	1
1361	красоты и	1	1
1362	носит в	2	1
1363	дело обстоит	1	1
1364	частности к	2	1
1365	вытекают из	1	1
1366	а н	3	1
1367	в воображении	2	1
