N	2gram	Losev_Prob	slovoVRo
1308	первых двух	1	1
1309	жизни так	1	1
1310	нему и	1	1
1311	сознания с	2	1
1312	о человеке	1	1
1313	всего как	2	1
1314	и кончая	1	1
1315	он тоже	2	1
1316	о значении	4	1
1317	поэтому в	2	1
1318	очень далеко	1	1
1319	и существенное	1	1
1320	требует такого	1	1
1321	притом не	1	1
1322	в состоянии	2	1
1323	связи между	1	1
1324	для всякого	2	1
1325	он становится	1	1
1326	мы имеем	3	1
1327	при переводе	1	1
1328	прийти к	3	1
1329	образ а	1	1
1330	признать что	1	1
1331	им слов	1	1
1332	бы на	1	1
1333	в определенном	1	1
1334	из моментов	2	1
1335	обычно не	1	1
1336	ивана карамазова	1	1
1337	языка дело	1	1
1338	переход к	1	1
1339	только его	4	1
1340	к языковой	1	1
1341	он и	8	1
1342	что при	2	1
1343	не соответствует	1	1
1344	только чисто	1	1
1345	основе этих	1	1
1346	языкового значения	1	1
1347	два дня	2	1
1348	где он	1	1
1349	не грубо	1	1
1350	и строго	2	1
1351	которая является	2	1
1352	значит не	1	1
1353	для своего	3	1
1354	самой этой	1	1
1355	то мы	2	1
1356	случае оно	1	1
1357	чем перейти	2	1
1358	сознания и	4	1
1359	степени но	1	1
1360	всякое языковое	1	1
1361	же не	1	1
1362	невозможно без	1	1
1363	ясность и	1	1
1364	это именно	1	1
1365	возможно только	2	1
1366	и переработки	1	1
1367	сколько бы	2	1
1368	в движение	1	1
1369	наше внимание	2	1
1370	слово во	1	1
1371	этих актов	1	1
1372	что между	2	1
1373	все равно	7	1
1374	и ясности	1	1
1375	есть уже	1	1
1376	есть такая	2	1
1377	мы находим	2	1
1378	символ не	1	1
1379	и смысл	1	1
1380	глава i	1	1
1381	есть еще	3	1
1382	процессе своего	1	1
1383	всеми другими	1	1
1384	обязательно должно	1	1
1385	самый предмет	1	1
1386	этого сознания	1	1
1387	но с	2	1
1388	не суть	1	1
1389	и притом	6	1
1390	художественным образом	1	1
1391	у автора	1	1
1392	говорим о	3	1
1393	в разные	3	1
1394	силу и	1	1
1395	дела и	2	1
1396	поскольку язык	1	1
1397	не о	7	1
1398	и некоторые	1	1
1399	говорят в	1	1
1400	сознания на	1	1
1401	в свои	1	1
1402	что к	2	1
1403	прежде чем	3	1
1404	как таковая	1	1
1405	что его	4	1
1406	что под	3	1
1407	еще далеко	1	1
1408	есть вне	1	1
1409	произносимых им	1	1
1410	которое в	1	1
1411	всегда есть	7	1
1412	погруженный в	1	1
1413	этом что	1	1
1414	слова слово	1	1
1415	мышлением и	1	1
1416	совсем иное	2	1
1417	он говорит	2	1
1418	в обычном	1	1
1419	чтобы быть	1	1
1420	последние два	2	1
1421	впрочем не	1	1
1422	мы ее	1	1
1423	литературе и	4	1
1424	бы оно	3	1
1425	к самому	2	1
1426	подобно тому	2	1
1427	нас к	1	1
1428	нам в	3	1
1429	и того	5	1
1430	xx веков	1	1
1431	этой цели	1	1
1432	почве только	1	1
1433	есть именно	7	1
1434	говорят о	2	1
1435	здесь перед	3	1
1436	между прочим	3	1
1437	как некоторого	1	1
1438	обязательно должен	1	1
1439	поэтический образ	3	1
1440	смысловой и	1	1
1441	для изображения	1	1
1442	в ту	1	1
1443	постановка вопроса	1	1
1444	о некоторых	1	1
1445	как ее	2	1
1446	символа символ	2	1
1447	конечно можно	1	1
1448	лежащее в	1	1
1449	необходимо иметь	1	1
1450	исторических дисциплин	1	1
1451	и синтаксиса	1	1
1452	один и	1	1
1453	его жизни	1	1
1454	как не	1	1
1455	бы мы	5	1
1456	для вещей	1	1
1457	сказать мы	1	1
1458	себе все	2	1
1459	такое значение	1	1
1460	себе и	2	1
1461	был не	2	1
1462	знает ни	1	1
1463	общность и	1	1
1464	о предмете	4	1
1465	сфере а	1	1
1466	совершенно специфический	1	1
1467	много и	1	1
1468	раз в	1	1
1469	к необходимости	1	1
1470	в уже	1	1
1471	и таким	1	1
1472	перейти к	4	1
1473	на другом	1	1
1474	под влиянием	1	1
1475	только разные	1	1
1476	и отдельные	1	1
1477	более глубокое	1	1
1478	предмете в	1	1
1479	бы в	3	1
1480	уже ни	1	1
1481	для правильного	1	1
1482	последнем случае	1	1
1483	и сливаются	1	1
1484	совершается не	1	1
1485	словом или	1	1
1486	с очень	1	1
1487	этих образов	1	1
1488	сказать и	3	1
1489	но его	1	1
1490	такие слова	1	1
1491	поэтому при	1	1
1492	ни при	1	1
1493	же деле	1	1
1494	ко всему	1	1
1495	в самое	1	1
1496	и xx	1	1
1497	том случае	2	1
1498	что такое	23	1
1499	необходимыми предпосылками	1	1
1500	будет очень	2	1
1501	раз это	1	1
1502	слов или	1	1
1503	какого-нибудь одного	1	1
1504	действительности но	4	1
1505	и далее	1	1
1506	таких случаях	2	1
1507	его внешняя	1	1
1508	тем более	13	1
1509	в скрытой	1	1
1510	оно в	1	1
1511	его тем	1	1
1512	такие же	1	1
1513	и вместо	1	1
1514	часто и	2	1
1515	случае и	2	1
1516	самим предметом	1	1
1517	для выражения	1	1
1518	каждая такая	1	1
1519	всякого предмета	1	1
1520	случае если	2	1
1521	эта роль	1	1
1522	слово о	2	1
1523	в отдельных	1	1
1524	как систему	1	1
1525	образ и	1	1
1526	другими словами	8	1
1527	элемент в	1	1
1528	может идти	1	1
1529	не дает	1	1
1530	от самого	1	1
1531	этой идеи	2	1
1532	есть чисто	2	1
1533	здесь только	5	1
1534	совсем не	9	1
1535	тому как	3	1
1536	но всегда	2	1
1537	и образа	2	1
1538	что всякий	7	1
1539	его во	2	1
1540	мы опять	1	1
1541	повторяем в	1	1
1542	стоит и	2	1
1543	себя никаких	1	1
1544	иное чем	1	1
1545	собой только	1	1
1546	его внутренней	1	1
1547	нам важно	1	1
1548	мы должны	5	1
1549	значение данного	1	1
1550	а такое	1	1
1551	в искусстве	3	1
1552	полноты и	1	1
1553	философского и	1	1
1554	как объект	1	1
1555	и специфическое	1	1
1556	в изменении	1	1
1557	но зато	3	1
1558	образ так	1	1
1559	если же	4	1
1560	от которых	2	1
1561	должны быть	2	1
1562	другим и	2	1
1563	за ними	1	1
1564	и бесспорным	1	1
1565	являются такими	1	1
1566	пусть не	5	1
1567	но даже	3	1
1568	всего его	1	1
1569	есть и	4	1
1570	использование этого	1	1
1571	и является	9	1
1572	совершенно невозможно	1	1
1573	над другими	1	1
1574	и тот	2	1
1575	определенным образом	4	1
1576	уже указывали	1	1
1577	отношений между	2	1
1578	и описать	1	1
1579	этого факта	1	1
1580	который мы	2	1
1581	еще в	2	1
1582	в нас	2	1
1583	это то	4	1
1584	сосредоточиться на	2	1
1585	и популярность	1	1
1586	даже не	3	1
1587	большое значение	1	1
1588	историческая и	1	1
1589	тем самым	11	1
1590	никакого языкового	1	1
1591	и времени	2	1
1592	из видов	1	1
1593	поэтому для	2	1
1594	человека с	2	1
1595	конечно нет	1	1
1596	им еще	1	1
1597	ведь если	5	1
1598	предмете и	1	1
1599	говорили что	2	1
1600	и всякая	1	1
1601	должны были	3	1
1602	то ни	3	1
1603	поэтому такое	1	1
1604	какой мере	1	1
1605	тем или	4	1
1606	могла бы	1	1
1607	почти каждый	1	1
1608	на это	1	1
1609	с большой	1	1
1610	в рамках	1	1
1611	в отдельности	4	1
1612	заставляет нас	3	1
1613	этот роман	1	1
1614	далеко от	1	1
1615	на их	1	1
1616	содержанием и	2	1
1617	слова из	1	1
1618	не абстрактное	1	1
1619	языковые связи	1	1
1620	есть весь	1	1
1621	говорить только	3	1
1622	менее очень	1	1
1623	но есть	2	1
1624	изучения и	1	1
1625	этот путь	1	1
1626	извне в	1	1
1627	и нельзя	2	1
1628	бы он	2	1
1629	слова она	1	1
1630	линий но	1	1
1631	а часто	2	1
1632	что может	4	1
1633	о других	1	1
1634	в общественном	1	1
1635	мысль в	1	1
1636	с чем	1	1
1637	мы начинаем	1	1
1638	до наших	3	1
1639	есть его	2	1
1640	далека от	1	1
1641	весь язык	1	1
1642	чтобы оно	2	1
1643	в общем	5	1
1644	смотрим на	1	1
1645	например о	2	1
1646	их смысловой	1	1
1647	таких понятий	1	1
1648	направленность на	1	1
1649	говорить об	2	1
1650	мы смотрим	1	1
1651	пределы его	1	1
1652	здесь обязательно	1	1
1653	иной раз	3	1
1654	же мы	4	1
1655	воды не	1	1
1656	отражение того	1	1
1657	в данный	1	1
1658	его к	1	1
1659	их на	1	1
1660	на который	1	1
1661	все другие	4	1
1662	человек не	1	1
1663	нас за	1	1
1664	отнюдь не	15	1
1665	последние десятилетия	3	1
1666	эти два	1	1
1667	определенный и	1	1
1668	речи о	1	1
1669	отношении он	1	1
1670	а главное	3	1
1671	гуманитарных наук	3	1
1672	в полное	1	1
1673	было глубоко	1	1
1674	чтобы не	3	1
1675	всегда так	1	1
1676	которой мы	1	1
1677	или точнее	4	1
1678	настоящего времени	3	1
1679	требует не	1	1
1680	само по	1	1
1681	с реальным	1	1
1682	является конечно	1	1
1683	в пространстве	1	1
1684	на эту	2	1
1685	мы до	1	1
1686	как символ	6	1
1687	в каком	7	1
1688	же о	1	1
1689	нечто совсем	1	1
1690	требует также	1	1
1691	конечно всегда	1	1
1692	как общее	1	1
1693	и ничего	4	1
1694	по причине	1	1
1695	должны сказать	2	1
1696	самой действительности	4	1
1697	можно только	2	1
