N	2gram	Voloshinov	StatiiOP
1302	тем он	1	1
1303	иметь дело	3	1
1304	составной частью	1	1
1305	отрывке из	1	1
1306	не будем	1	1
1307	зависть это	1	1
1308	лишь то	1	1
1309	и всем	1	1
1310	же мере	1	1
1311	на одно	1	1
1312	речи так	1	1
1313	и ясных	1	1
1314	значений слов	2	1
1315	о нем	1	1
1316	дело если	1	1
1317	и интонацию	1	1
1318	все связанное	1	1
1319	то мы	3	1
1320	здесь в	1	1
1321	разница будет	1	1
1322	личная а	1	1
1323	по ту	1	1
1324	слова а	1	1
1325	слова не	2	1
1326	все равно	1	1
1327	к самой	1	1
1328	однако не	1	1
1329	сказать не	2	1
1330	будем знать	1	1
1331	как личное	1	1
1332	от всех	1	1
1333	причин и	2	1
1334	а о	1	1
1335	с ними	1	1
1336	наших дней	1	1
1337	речи это	2	1
1338	и где	1	1
1339	виду что	1	1
1340	им с	1	1
1341	вот это	1	1
1342	произведением в	1	1
1343	история и	1	1
1344	в плоскость	1	1
1345	до наших	1	1
1346	своей речи	1	1
1347	понимать как	1	1
1348	это какой-то	1	1
1349	такого понимания	1	1
1350	языка может	1	1
1351	и последующих	1	1
1352	приходим к	1	1
1353	случаях когда	2	1
1354	эти две	1	1
1355	и понимания	1	1
1356	перейти к	2	1
1357	ввел в	1	1
1358	к нашей	2	1
1359	на одном	2	1
1360	в еще	1	1
1361	интонации более	1	1
1362	надо думать	1	1
1363	именно эта	1	1
1364	приблизительно так	1	1
1365	и художественного	1	1
1366	на выборе	1	1
1367	и смысл	1	1
1368	чем этот	1	1
1369	не стал	1	1
1370	и литературного	1	1
1371	которые с	2	1
1372	сейчас не	1	1
1373	вырос и	1	1
1374	первостепенное значение	1	1
1375	стороне этого	1	1
1376	связаны с	4	1
1377	каждого отдельного	1	1
1378	что хочет	1	1
1379	человека под	1	1
1380	возникают и	1	1
1381	их точки	1	1
1382	которого и	2	1
1383	имеют и	1	1
1384	образом мы	1	1
1385	он ни	1	1
1386	и новым	1	1
1387	на один	1	1
1388	стилистического анализа	1	1
1389	будет видно	1	1
1390	это как	1	1
1391	в руки	1	1
1392	октябрьской революции	1	1
1393	с новыми	1	1
1394	он принадлежит	1	1
1395	но при	3	1
1396	позволяет ему	1	1
1397	не личная	1	1
1398	как уже	2	1
1399	ту или	4	1
1400	разумеется без	1	1
1401	а из	1	1
1402	менее и	1	1
1403	тому как	1	1
1404	в разной	1	1
1405	группируются вокруг	1	1
1406	на всех	1	1
1407	только так	1	1
1408	время этот	1	1
1409	одни и	2	1
1410	индивидуальной личности	1	1
1411	больше и	2	1
1412	просто не	1	1
1413	своим первым	1	1
1414	эти утверждения	1	1
1415	значения уже	1	1
1416	истории а	1	1
1417	мало а	1	1
1418	в так	2	1
1419	к тем	1	1
1420	не с	3	1
1421	его речи	1	1
1422	оказывается что	1	1
1423	в нужную	1	1
1424	ссылками на	1	1
1425	только то	1	1
1426	не станет	1	1
1427	чего же	2	1
1428	с кем	2	1
1429	или как	6	1
1430	по сравнению	1	1
1431	в большинстве	1	1
1432	кого-нибудь из	1	1
1433	и т.д	21	1
1434	его места	1	1
1435	на речь	1	1
1436	сказал что	1	1
1437	и соответствующая	1	1
1438	и принимает	1	1
1439	служилого дворянства	1	1
1440	в косвенных	1	1
1441	по всей	1	1
1442	со своими	1	1
1443	на путь	1	1
1444	литературное произведение	2	1
1445	и самого	1	1
1446	речь из	1	1
1447	художественного произведения	1	1
1448	мочи нет	1	1
1449	наук в	1	1
1450	слишком большой	1	1
1451	той эпохе	1	1
1452	в высшей	1	1
1453	то чему	1	1
1454	было быть	1	1
1455	в гостях	1	1
1456	же в	1	1
1457	другой и	1	1
1458	было довольно	1	1
1459	рабочего и	1	1
1460	общества и	3	1
1461	все еще	1	1
1462	достаточно вспомнить	1	1
1463	человек не	2	1
1464	является ли	1	1
1465	само собой	4	1
1466	он к	1	1
1467	в разговоре	2	1
1468	важную роль	2	1
1469	социальная структура	1	1
1470	которых каждая	1	1
1471	если она	1	1
1472	нетрудно заметить	1	1
1473	вопросов которые	2	1
1474	само по	1	1
1475	конструкцию и	1	1
1476	не можем	1	1
1477	есть не	2	1
1478	свое особое	1	1
1479	совершается в	1	1
1480	которая дала	1	1
1481	внешнего выражения	1	1
