N	2gram	Tiupa_Disk	slovoVRo
1284	с той	3	1
1285	персонажей а	2	1
1286	или же	1	1
1287	настоящим и	1	1
1288	как точка	1	1
1289	к самому	1	1
1290	подобно тому	4	1
1291	и прежде	2	1
1292	как целое	1	1
1293	от слова	1	1
1294	в исторический	1	1
1295	и того	6	1
1296	им и	1	1
1297	и слушателей	3	1
1298	объектом художественного	1	1
1299	всего он	1	1
1300	говорят о	1	1
1301	напротив они	1	1
1302	остаются как	1	1
1303	из главных	1	1
1304	в мире	9	1
1305	одном из	2	1
1306	устных и	1	1
1307	противном случае	1	1
1308	рассказ не	2	1
1309	классическом романе	2	1
1310	о некоторых	1	1
1311	к концу	1	1
1312	стиль высказывания	1	1
1313	окружающем его	1	1
1314	какую-то определенную	1	1
1315	и синтаксиса	1	1
1316	должно было	2	1
1317	его текст	1	1
1318	и смертью	1	1
1319	как не	3	1
1320	об особом	1	1
1321	на исторически	1	1
1322	утверждения что	1	1
1323	бы мы	1	1
1324	три момента	1	1
1325	и художественного	1	1
1326	для освещения	1	1
1327	от личности	1	1
1328	в первые	1	1
1329	речи различных	1	1
1330	этом как	1	1
1331	др при	1	1
1332	себе и	1	1
1333	из жизненного	1	1
1334	и развития	1	1
1335	же второй	1	1
1336	раз в	1	1
1337	особенность ее	1	1
1338	творческой жизни	1	1
1339	и понимание	2	1
1340	вводит в	1	1
1341	некоторые типы	1	1
1342	более глубокое	1	1
1343	в меру	2	1
1344	связаны с	1	1
1345	мы к	1	1
1346	для правильного	1	1
1347	автор с	1	1
1348	всех видов	1	1
1349	сказать и	2	1
1350	но его	1	1
1351	точкой зрения	2	1
1352	прочие разновидности	1	1
1353	том случае	1	1
1354	что такое	1	1
1355	на всем	1	1
1356	которого и	1	1
1357	в эпическом	2	1
1358	лица и	1	1
1359	входящие в	1	1
1360	с сохранением	1	1
1361	тем более	1	1
1362	рассказчик и	1	1
1363	оно в	1	1
1364	он ни	2	1
1365	такие же	1	1
1366	часто и	1	1
1367	оно до	1	1
1368	за границы	1	1
1369	случае если	1	1
1370	ее содержание	1	1
1371	в наше	4	1
1372	самый процесс	1	1
1373	аспекте в	1	1
1374	время от	1	1
1375	литературным жанрам	1	1
1376	этого смысла	1	1
1377	другом и	1	1
1378	и остаются	1	1
1379	не дает	1	1
1380	в художественную	1	1
1381	здесь только	1	1
1382	не индивидуальный	1	1
1383	в официальных	1	1
1384	тому как	5	1
1385	высказывание которое	1	1
1386	от содержания	1	1
1387	лишь формально	1	1
1388	с некоторыми	2	1
1389	в рассказе	6	1
1390	мифа как	2	1
1391	мы должны	1	1
1392	оно выступает	1	1
1393	в искусстве	1	1
1394	на свой	1	1
1395	бранное слово	1	1
1396	полноты и	1	1
1397	когда он	3	1
1398	как объект	1	1
1399	но зато	2	1
1400	если же	1	1
1401	должны быть	3	1
1402	это игра	1	1
1403	в изучении	1	1
1404	и является	1	1
1405	и оценкой	1	1
1406	к данному	3	1
1407	различных типов	1	1
1408	неотделим от	2	1
1409	еще в	6	1
1410	даже не	1	1
1411	категории в	1	1
1412	тем самым	6	1
1413	и времени	1	1
1414	в xix	1	1
1415	человека с	1	1
1416	своих персонажей	1	1
1417	он пишет	1	1
1418	должны были	1	1
1419	как опыт	1	1
1420	широкого круга	1	1
1421	равной степени	2	1
1422	произведение не	1	1
1423	лицо и	2	1
1424	быту и	1	1
1425	тем или	1	1
1426	приобретает особый	1	1
1427	могла бы	2	1
1428	был прежде	1	1
1429	признакам в	1	1
1430	рассказчика в	2	1
1431	событием самого	2	1
1432	свою задачу	1	1
1433	в рамках	11	1
1434	в отдельности	1	1
1435	мифологического мышления	1	1
1436	как их	2	1
1437	нельзя не	2	1
1438	формируется в	1	1
1439	и ценностями	1	1
1440	на их	1	1
1441	и собственно	2	1
1442	рассказом и	1	1
1443	данный исторический	1	1
1444	авторитетное слово	1	1
1445	но есть	1	1
1446	слово же	2	1
1447	онегина и	1	1
1448	в театре	1	1
1449	к человеческому	1	1
1450	этом и	1	1
1451	а часто	1	1
1452	что может	1	1
1453	особое отношение	1	1
1454	самому себе	3	1
1455	по аналогии	2	1
1456	это ощущение	1	1
1457	между романом	1	1
1458	одни и	1	1
1459	оно живет	2	1
1460	до наших	1	1
1461	есть его	1	1
1462	предметом и	1	1
1463	человека это	1	1
1464	в словесной	1	1
1465	жанр и	3	1
1466	например о	1	1
1467	дает себя	1	1
1468	направленность на	2	1
1469	отношении не	1	1
1470	автора как	1	1
1471	его к	1	1
1472	на который	1	1
1473	человек не	2	1
1474	ориентированы на	1	1
1475	отнюдь не	11	1
1476	мира с	2	1
1477	определенный и	1	1
1478	условностью и	1	1
1479	его времени	1	1
1480	художественное восприятие	1	1
1481	как целого	1	1
1482	здесь же	1	1
1483	бытия в	1	1
1484	некоторыми разновидностями	1	1
1485	после своего	1	1
1486	самым он	1	1
1487	таким же	1	1
1488	качестве героя	1	1
1489	искажения и	1	1
1490	чтобы не	2	1
1491	именно это	1	1
1492	речь или	1	1
1493	уходит в	1	1
1494	себе а	1	1
1495	встречается и	1	1
1496	или точнее	1	1
1497	настоящего времени	2	1
1498	с внутренне	1	1
1499	не устраняет	1	1
1500	изображения его	1	1
1501	как индивидуальное	1	1
1502	говорящего к	3	1
1503	за счет	1	1
1504	лишь его	1	1
1505	жизнью и	1	1
1506	где мы	1	1
1507	говорит не	1	1
1508	искусства в	1	1
1509	ценностный кругозор	1	1
1510	в каком	1	1
1511	конкретное высказывание	1	1
1512	же о	1	1
1513	по причине	1	1
