N	2gram	Medvedev_F	Literetu
1294	в новейшей	1	1
1295	требуют чтобы	1	1
1296	ни одно	1	1
1297	мы говорим	4	1
1298	не выходит	2	1
1299	это конечно	1	1
1300	на территории	1	1
1301	мышления о	1	1
1302	эстетики и	2	1
1303	и действительно	2	1
1304	времени не	1	1
1305	в процессе	17	1
1306	к разработке	1	1
1307	который сам	1	1
1308	широком и	1	1
1309	может стать	1	1
1310	подхода к	4	1
1311	это время	1	1
1312	от его	3	1
1313	никто не	2	1
1314	что иное	1	1
1315	правда не	1	1
1316	доведенная до	1	1
1317	и были	1	1
1318	здесь может	1	1
1319	на внутреннюю	1	1
1320	основные моменты	2	1
1321	произведение существует	1	1
1322	установкой на	2	1
1323	понимать друг	1	1
1324	не приводит	3	1
1325	своего предмета	1	1
1326	том как	1	1
1327	зависимости от	5	1
1328	которая сама	1	1
1329	этом его	1	1
1330	друг от	2	1
1331	приемов это	1	1
1332	первой главе	1	1
1333	к другому	2	1
1334	языка на	1	1
1335	высказывание в	1	1
1336	такую возможность	1	1
1337	и определения	1	1
1338	функции языка	1	1
1339	принадлежит ему	1	1
1340	только одно	1	1
1341	что искусство	2	1
1342	этого они	1	1
1343	особенность художественной	1	1
1344	или сам	1	1
1345	существовать в	1	1
1346	отличается от	4	1
1347	типа все	1	1
1348	языка и	13	1
1349	совершенно иной	1	1
1350	его дела	1	1
1351	в круг	1	1
1352	роли в	4	1
1353	приема с	1	1
1354	слово было	1	1
1355	своем внутреннем	1	1
1356	таковы что	1	1
1357	как высказывание	1	1
1358	бы по	1	1
1359	не должно	1	1
1360	это все	1	1
1361	художественных произведений	5	1
1362	занять свое	1	1
1363	должно явиться	1	1
1364	поэтическим произведением	1	1
1365	в современном	2	1
1366	перемещается в	1	1
1367	остается только	1	1
1368	своим языком	1	1
1369	именно на	4	1
1370	не преломленная	1	1
1371	и вся	2	1
1372	значение для	2	1
1373	предполагает высокую	1	1
1374	и наиболее	1	1
1375	для литературы	2	1
1376	вещей как	1	1
1377	тем обстоятельством	1	1
1378	к делу	1	1
1379	ее с	1	1
1380	как проблема	4	1
1381	целый ряд	4	1
1382	ни были	2	1
1383	только тем	2	1
1384	более и	3	1
1385	превратилась в	1	1
1386	он есть	1	1
1387	в каком	1	1
1388	всякого искусства	2	1
1389	было и	1	1
1390	поэтика и	1	1
1391	как будет	1	1
1392	образом не	3	1
1393	им лишь	1	1
1394	и там	1	1
1395	его здесь	1	1
1396	литературы на	3	1
1397	мышления но	1	1
1398	событий в	1	1
1399	если мы	5	1
1400	в объекте	1	1
1401	и во	2	1
1402	моментом самого	1	1
1403	в самую	2	1
1404	произведения и	9	1
1405	но именно	2	1
1406	на искусство	1	1
1407	только при	2	1
1408	в определенном	1	1
1409	только здесь	3	1
1410	для всего	3	1
1411	своих врагов	1	1
1412	на этот	1	1
1413	к изучению	2	1
1414	конструктивные принципы	1	1
1415	каждый творческий	1	1
1416	воспитания и	1	1
1417	одновременно на	1	1
1418	только потому	1	1
1419	в эстетике	2	1
1420	мира не	1	1
1421	же он	1	1
1422	он стал	1	1
1423	ее законов	1	1
1424	движения и	1	1
1425	который и	1	1
1426	нее и	2	1
1427	собственного идеологического	1	1
1428	последнего времени	2	1
1429	во внутреннем	1	1
1430	теперь за	1	1
1431	осуществления как	1	1
1432	моменты произведения	1	1
1433	высшей степени	4	1
1434	для россии	1	1
1435	с предшествующим	1	1
1436	существенных для	1	1
1437	жизни вовсе	1	1
1438	душе и	1	1
1439	поэтому что	1	1
1440	постольку поскольку	1	1
1441	общения в	3	1
1442	выходит за	1	1
1443	ничем не	4	1
1444	пришли к	1	1
1445	с начала	2	1
1446	словом не	1	1
1447	сам он	2	1
1448	нас не	3	1
1449	роль и	1	1
1450	по своим	1	1
1451	материала и	7	1
1452	на что	1	1
1453	воли в	1	1
1454	тому чтобы	2	1
1455	художников слова	1	1
1456	которых он	1	1
1457	и принципиально	1	1
1458	или с	1	1
1459	внешнем мире	1	1
1460	этот был	1	1
1461	и поэтики	1	1
1462	ни на	5	1
1463	у символистов	2	1
1464	развитии и	1	1
1465	входя в	1	1
1466	для самих	1	1
1467	может показаться	1	1
1468	все это	11	1
1469	художественного задания	1	1
1470	бытие и	1	1
1471	а все	2	1
1472	превратиться в	1	1
1473	слова а	1	1
1474	всегда является	1	1
1475	собственной сущности	1	1
1476	и политического	1	1
1477	средств и	1	1
1478	в виде	2	1
1479	быть вполне	1	1
1480	мы обычно	1	1
1481	себе но	1	1
1482	материал для	1	1
1483	от друга	2	1
1484	или в	2	1
1485	от камня	1	1
1486	что будет	1	1
1487	который как	1	1
1488	но эта	2	1
1489	как наиболее	1	1
1490	нас только	1	1
1491	время здесь	1	1
1492	кругозора и	3	1
1493	места в	2	1
1494	в бытии	1	1
1495	вполне допускает	1	1
1496	в эпоху	2	1
1497	не те	1	1
1498	самой в	1	1
1499	вообще не	1	1
1500	в литературу	1	1
1501	сама по	2	1
1502	борьбы и	2	1
1503	в стороне	1	1
1504	глаз на	1	1
1505	положение в	1	1
1506	каждого элемента	2	1
1507	диаметрально противоположны	1	1
1508	и единственным	1	1
1509	что перед	2	1
1510	язык поэзии	4	1
1511	не подлежит	1	1
1512	или даже	3	1
1513	иной раз	2	1
1514	есть только	3	1
1515	однако это	1	1
1516	искусстве не	1	1
1517	перейти к	3	1
1518	последнее время	1	1
1519	на одном	1	1
1520	на все	3	1
1521	словами как	1	1
1522	и со	3	1
1523	и всякой	1	1
1524	полноте и	1	1
1525	системы как	1	1
1526	один и	1	1
1527	направления в	6	1
1528	не создает	1	1
1529	только и	7	1
1530	нисколько не	2	1
1531	в условиях	1	1
1532	войти в	2	1
1533	это было	3	1
1534	не стал	1	1
1535	ощущение этой	1	1
1536	но особенно	1	1
1537	его же	1	1
1538	ему как	1	1
1539	или менее	7	1
1540	мысли в	2	1
1541	бы ни	5	1
1542	быть от	1	1
1543	как средство	2	1
1544	достаточно вспомнить	1	1
1545	этих двух	2	1
1546	к одному	2	1
1547	критиков и	1	1
1548	вопрос не	1	1
1549	слова как	2	1
1550	а те	1	1
1551	тем чем	1	1
1552	и снова	1	1
1553	и эти	1	1
1554	быть наиболее	1	1
1555	что от	1	1
1556	с практической	1	1
1557	часто встречается	1	1
1558	его тем	1	1
1559	внутренняя логика	1	1
1560	борьбы за	1	1
1561	возникновения и	1	1
1562	мотива с	1	1
1563	обстоятельством что	1	1
1564	искусства или	1	1
1565	к чему-то	1	1
1566	к материалу	1	1
1567	ни один	1	1
1568	герой романа	2	1
1569	не вне	1	1
1570	нельзя не	1	1
1571	обстоит дело	1	1
1572	реальной действительности	1	1
1573	мы узнаем	1	1
1574	это приводит	3	1
1575	задачу не	1	1
1576	быть и	5	1
1577	и такую	1	1
1578	и смыслом	1	1
1579	теперь начинает	1	1
1580	к тем	1	1
1581	в последующем	1	1
1582	и их	13	1
1583	сама в	1	1
1584	литературного быта	1	1
1585	говоря о	1	1
1586	резко отличается	1	1
1587	не следует	5	1
1588	определяется в	1	1
1589	своей основе	1	1
1590	лишь как	7	1
1591	ведь если	1	1
1592	на всю	2	1
1593	и всякая	2	1
1594	этому поводу	1	1
1595	и всех	1	1
1596	не перестает	3	1
1597	пространства и	1	1
1598	как некоторое	2	1
1599	исторических событий	1	1
1600	значение слова	1	1
1601	существует как	1	1
1602	самого искусства	2	1
1603	в книге	1	1
1604	к ней	3	1
1605	в трудах	3	1
1606	данного произведения	2	1
1607	последовательно и	1	1
1608	в литературном	2	1
1609	идеологического кругозора	20	1
1610	литературное произведение	10	1
1611	ограничение его	1	1
1612	вообще является	1	1
1613	реальность в	1	1
1614	действительности не	2	1
1615	партии и	1	1
1616	отрывается от	1	1
1617	в высшей	4	1
1618	отвлеченный от	1	1
1619	с бытием	1	1
1620	футуризма и	1	1
1621	момент в	1	1
1622	о каком	1	1
1623	к новому	3	1
1624	можно будет	2	1
1625	идет не	1	1
1626	вовлечен в	1	1
1627	здесь все	1	1
1628	людей на	1	1
1629	жизни их	1	1
1630	в создании	2	1
1631	и эта	2	1
1632	языка если	2	1
1633	поэтическое творчество	3	1
1634	эти два	1	1
1635	не хватает	1	1
1636	конце концов	2	1
1637	лучшем случае	3	1
1638	остались в	1	1
1639	пути к	1	1
1640	быть выражено	1	1
1641	иное как	1	1
1642	себе а	2	1
1643	языков но	1	1
