N	2gram	Potebnia_M	Psycholo
1323	ее так	1	2
1324	и каждое	2	2
1325	это делается	1	2
1326	из жизни	1	2
1327	оно как	1	2
1328	времени в	1	2
1329	при объяснении	2	2
1330	не всегда	5	2
1331	того которое	1	2
1332	произведения но	1	2
1333	на пути	2	2
1334	в выражении	3	2
1335	с другим	2	2
1336	вопросу о	1	2
1337	во всякой	1	2
1338	в голове	1	2
1339	когда человек	3	2
1340	именно с	1	2
1341	от них	4	2
1342	что само	1	2
1343	имели бы	1	2
1344	что действительность	1	2
1345	к ее	1	2
1346	крайней мере	8	2
1347	намек на	1	2
1348	и повторяет	1	2
1349	в рассуждениях	1	2
1350	и представляет	1	2
1351	лишь тогда	5	2
1352	о влиянии	2	2
1353	все его	2	2
1354	что хотя	8	2
1355	и читатель	1	2
1356	но из	1	2
1357	что уже	2	2
1358	происходит это	1	2
1359	это слово	6	2
1360	личного творчества	1	2
1361	о происхождении	1	2
1362	от нашего	4	2
1363	было на	1	2
1364	другого как	1	2
1365	поэзии не	1	2
1366	произведения не	2	2
1367	как по	1	2
1368	ее развития	1	2
1369	это сравнение	4	2
1370	смотря по	2	2
1371	этом последнем	2	2
1372	на другую	1	2
1373	же оно	1	2
1374	без него	3	2
1375	при чтении	2	2
1376	восприятия то	1	2
1377	если искусство	1	2
1378	к вопросу	1	2
1379	не производит	1	2
1380	а для	1	2
1381	а потом	2	2
1382	под конец	2	2
1383	точкой зрения	1	2
1384	только от	7	2
1385	мы думаем	1	2
1386	почему именно	1	2
1387	почти на	1	2
1388	не составляет	2	2
1389	что настоящее	1	2
1390	мы поймем	1	2
1391	внешняя форма	7	2
1392	не один	2	2
1393	поправки в	1	2
1394	самому себе	1	2
1395	сравнения и	2	2
1396	на чем	3	2
1397	с общим	2	2
1398	независимое от	1	2
1399	как материал	1	2
1400	что каждое	2	2
1401	его так	1	2
1402	многих случаях	1	2
1403	того кто	2	2
1404	на такой	1	2
1405	и искусства	1	2
1406	роль играет	1	2
1407	любовь в	1	2
1408	мысли которые	1	2
1409	чтобы не	1	2
1410	художник в	1	2
1411	мы непосредственно	1	2
1412	понятия и	3	2
1413	и сами	2	2
1414	что прежде	3	2
1415	от нее	2	2
1416	можно получить	1	2
1417	от сознания	3	2
1418	и должны	1	2
1419	непосредственно не	2	2
1420	себе представить	4	2
1421	к художественному	1	2
1422	представлений в	2	2
1423	если скажем	2	2
1424	образа и	6	2
1425	с миром	1	2
1426	и далее	1	2
1427	места и	1	2
1428	не находим	1	2
1429	романа и	1	2
1430	что нельзя	2	2
1431	мысли а	5	2
1432	и слов	1	2
1433	предмета с	1	2
1434	то с	1	2
1435	искусство имеет	1	2
1436	найти его	1	2
1437	звук и	5	2
1438	с прежним	4	2
1439	упуская из	1	2
1440	составляющим его	1	2
1441	это относится	1	2
1442	это чувство	1	2
1443	жизни в	1	2
1444	же мало	2	2
1445	а под	1	2
1446	что вообще	3	2
1447	которую не	1	2
1448	говорится что	1	2
1449	это был	1	2
1450	как один	1	2
1451	и сделал	1	2
1452	отнести к	1	2
1453	более чем	2	2
1454	а через	1	2
1455	окажется что	1	2
1456	остается только	2	2
1457	не меньше	1	2
1458	приводит в	1	2
1459	что такая	1	2
1460	чем не	1	2
1461	это различие	1	2
1462	еще один	1	2
1463	тени и	1	2
1464	на которые	1	2
1465	и потом	1	2
1466	и т.д	1	2
1467	в сфере	1	2
1468	от которой	1	2
1469	внешних условий	1	2
1470	мысли но	3	2
1471	еще дальше	1	2
1472	деле в	2	2
1473	мать и	1	2
1474	как предмет	2	2
1475	и значит	1	2
1476	можно сравнить	2	2
1477	является только	1	2
1478	входящих в	2	2
1479	во времени	2	2
1480	сторону от	1	2
1481	жизни не	3	2
1482	с поэтому	1	2
1483	с каким	3	2
1484	к содержанию	4	2
1485	от всякого	1	2
1486	не ради	2	2
1487	не означает	1	2
1488	есть много	1	2
1489	в свое	2	2
1490	одной только	2	2
1491	своим героям	1	2
1492	мысли которая	5	2
1493	этого одного	1	2
1494	она остается	1	2
1495	противоречия и	1	2
1496	что одна	2	2
1497	образ и	6	2
1498	или с	2	2
1499	которое должно	1	2
1500	ему только	2	2
1501	столько сколько	1	2
1502	чувствами и	1	2
1503	звуки в	1	2
1504	его сознание	2	2
1505	представлений и	5	2
1506	вовсе нет	1	2
1507	со словами	1	2
1508	развитию и	1	2
1509	такого что	1	2
1510	служит только	1	2
1511	что сами	1	2
1512	быть признано	1	2
1513	входящий в	2	2
1514	и со	1	2
1515	и могут	1	2
1516	возникают из	1	2
1517	идеи и	2	2
1518	та что	1	2
1519	содержанию как	1	2
1520	нам следует	1	2
1521	что разница	1	2
1522	ему не	2	2
1523	какое значение	1	2
1524	насколько он	1	2
1525	действительности но	1	2
1526	с первым	1	2
1527	к значению	1	2
1528	форма каждого	1	2
1529	чего мы	1	2
1530	же что	8	2
1531	поэзия и	1	2
1532	в начале	3	2
1533	но вместе	5	2
1534	можно убедиться	1	2
1535	имеет свою	2	2
1536	люди не	2	2
1537	время и	2	2
1538	самую мысль	1	2
1539	то значение	1	2
1540	чувства а	1	2
1541	своей цели	1	2
1542	и понятия	4	2
1543	вообще не	1	2
1544	различие в	3	2
1545	наоборот в	2	2
1546	здесь все	1	2
1547	очень трудно	1	2
1548	человек не	4	2
1549	которая имеет	1	2
1550	другое направление	2	2
1551	человеческой природы	2	2
1552	с которого	1	2
1553	только чтобы	1	2
1554	которой все	1	2
1555	поэзии но	1	2
1556	знаем только	1	2
1557	в изучении	1	2
1558	между собою	13	2
1559	ко второй	1	2
1560	форму но	2	2
1561	которая в	1	2
1562	случае мы	1	2
1563	любовь к	1	2
1564	об искусстве	1	2
1565	его за	2	2
1566	под ним	2	2
1567	свою мысль	2	2
1568	которым они	1	2
1569	или нет	1	2
1570	не годится	1	2
1571	был у	1	2
1572	нам на	2	2
1573	в порядок	1	2
1574	имеет для	8	2
1575	наша мысль	2	2
1576	к более	1	2
1577	ведет к	1	2
1578	поэзии на	1	2
1579	давно уже	4	2
1580	выражения и	1	2
1581	как с	1	2
1582	к чувственному	2	2
1583	к своим	1	2
1584	вместе и	7	2
1585	простейшем виде	1	2
1586	своей форме	1	2
1587	нам представляется	1	2
1588	влечет за	1	2
1589	искусство именно	1	2
1590	дают нам	1	2
1591	в вопросе	1	2
1592	впечатления от	1	2
1593	и музыке	1	2
1594	можем не	2	2
1595	и мысли	2	2
1596	сводятся к	2	2
1597	все свои	2	2
1598	и сволок	1	2
1599	жизнь а	1	2
1600	во многих	3	2
1601	окно двери	1	2
1602	не об	2	2
1603	и выражение	1	2
1604	мы готовы	1	2
1605	почти совершенно	1	2
1606	не вполне	1	2
1607	как оно	2	2
1608	до того	5	2
1609	своего осуществления	1	2
1610	всего что	1	2
1611	его собственной	1	2
1612	действует на	7	2
1613	мы привыкли	1	2
1614	или если	2	2
1615	например когда	2	2
1616	если будем	1	2
1617	с большим	1	2
1618	в самое	2	2
1619	входят в	3	2
1620	чтобы при	1	2
1621	каждое из	2	2
1622	как всякое	1	2
1623	человеку и	1	2
1624	тут же	2	2
1625	а следовательно	1	2
1626	нужно для	1	2
1627	смысле как	1	2
1628	той и	2	2
1629	дает то	1	2
1630	от ее	2	2
1631	восприятии и	1	2
1632	той степени	1	2
1633	мы замечаем	1	2
1634	и музыки	1	2
1635	выражение лица	1	2
1636	которой оно	2	2
1637	к природе	1	2
1638	оно само	1	2
1639	первом случае	2	2
1640	такая же	2	2
1641	понимая ее	1	2
1642	творчества так	1	2
1643	каждом шагу	1	2
1644	нашей души	1	2
1645	два раза	1	2
1646	о ком	1	2
1647	не от	3	2
1648	души а	1	2
1649	совершает в	1	2
1650	но этого	1	2
1651	состояние в	1	2
1652	связи со	1	2
1653	не говорит	2	2
1654	но никак	2	2
1655	получает возможность	2	2
1656	про себя	1	2
1657	на тот	1	2
1658	из прежних	2	2
1659	между этими	1	2
1660	идеи с	1	2
1661	есть та	1	2
1662	которой она	1	2
1663	основано на	1	2
1664	следовательно и	2	2
1665	мы намерены	1	2
1666	должно было	2	2
1667	эти последние	3	2
1668	не станем	1	2
1669	произведение есть	2	2
1670	что следует	1	2
1671	ли что	1	2
1672	понятно если	2	2
1673	стихотворный размер	1	2
1674	этих образов	1	2
1675	необходимое условие	1	2
1676	это последнее	4	2
1677	мысль с	1	2
1678	вытекают из	1	2
1679	так или	2	2
1680	можно играть	1	2
1681	оказалось бы	1	2
1682	прозе и	1	2
1683	для человека	8	2
1684	что бы	1	2
1685	имеет значение	6	2
1686	в которое	1	2
1687	к высшим	1	2
1688	об изменении	1	2
1689	поэзии то	1	2
1690	всегда имеет	1	2
1691	друг другу	2	2
1692	ей не	1	2
1693	бы оно	2	2
1694	указывает нам	1	2
1695	тем мы	1	2
1696	есть от	2	2
1697	кто знает	1	2
1698	иначе не	1	2
1699	лошадь и	1	2
1700	можно только	3	2
1701	с дело	1	2
1702	произведение и	1	2
1703	связи которая	1	2
1704	на самые	1	2
1705	что цель	2	2
1706	и философии	1	2
1707	относятся к	2	2
1708	что называют	1	2
1709	два ряда	1	2
1710	в науке	3	2
1711	качество и	3	2
1712	когда его	1	2
1713	отдельных частей	1	2
1714	бы при	2	2
1715	не видим	1	2
1716	что должно	2	2
1717	отличаются от	1	2
1718	до этого	2	2
1719	есть лишь	1	2
1720	следовательно в	1	2
1721	это содержание	7	2
1722	себя с	1	2
1723	как при	3	2
1724	всем остальным	2	2
1725	тела и	2	2
1726	искусство на	1	2
1727	и силы	2	2
1728	как о	3	2
1729	от его	2	2
1730	чувственный образ	27	2
1731	на каждом	1	2
1732	по крайней	8	2
1733	самое это	3	2
1734	на самую	1	2
1735	художественный образ	2	2
1736	чем же	1	2
1737	того самого	1	2
1738	поэзия как	1	2
1739	их друг	1	2
1740	тех же	1	2
1741	при попытке	1	2
1742	смерти и	1	2
1743	а может	2	2
1744	картины и	1	2
1745	развития и	1	2
1746	всего на	1	2
1747	что многие	1	2
1748	сверху и	1	2
1749	что существуют	1	2
1750	говоря что	2	2
1751	он есть	1	2
1752	высокой степени	1	2
1753	с мечом	1	2
1754	вещь а	1	2
1755	а слово	3	2
1756	оказываются только	1	2
1757	не за	1	2
1758	виде не	1	2
1759	но именно	1	2
1760	эстетическое значение	1	2
1761	того который	1	2
1762	легко может	1	2
1763	душевная жизнь	1	2
1764	форма как	1	2
1765	чтобы довести	1	2
1766	власть над	2	2
1767	друг друга	6	2
1768	вывести из	1	2
1769	весьма мало	1	2
1770	на время	1	2
1771	его мысль	1	2
1772	мысль то	1	2
1773	хотя эти	1	2
1774	сказать в	1	2
1775	этот процесс	1	2
1776	о человеке	5	2
1777	который бы	1	2
1778	переход к	1	2
1779	в соответствующих	1	2
1780	искусству и	1	2
1781	с нашей	1	2
1782	указание на	2	2
1783	поэта и	1	2
1784	со своим	2	2
1785	из своих	1	2
1786	только сказать	1	2
1787	на которой	4	2
1788	в обширном	1	2
1789	вытекающее из	1	2
1790	слова есть	3	2
1791	без этого	1	2
1792	есть уже	13	2
1793	не выражается	2	2
1794	и слова	4	2
1795	а о	1	2
1796	должны признать	1	2
1797	исходят из	1	2
1798	а если	1	2
1799	виде в	1	2
1800	говорят о	1	2
1801	в следующем	1	2
1802	как ее	2	2
1803	и художественного	1	2
1804	сказать и	2	2
1805	как показывает	1	2
1806	только к	1	2
1807	с бессознательным	1	2
1808	это второе	1	2
1809	чувственному образу	3	2
1810	слово это	2	2
1811	это нечто	1	2
1812	рассказе может	1	2
1813	другими словами	3	2
1814	состоянии объяснить	1	2
1815	им так	2	2
1816	но столь	1	2
1817	может понять	1	2
1818	место из	1	2
1819	отдельного слова	3	2
1820	исследования в	1	2
1821	есть всегда	1	2
1822	нужно было	2	2
1823	другим и	1	2
1824	что внутренняя	3	2
1825	пор не	2	2
1826	это явление	1	2
1827	имеет свое	1	2
1828	таком виде	1	2
1829	это если	1	2
1830	с понятием	3	2
1831	старались показать	2	2
1832	мысли об	3	2
1833	самой своей	1	2
1834	все содержание	2	2
1835	бы он	1	2
1836	звуков а	2	2
1837	быть объяснено	1	2
1838	и значения	1	2
1839	а можно	1	2
1840	нас это	1	2
1841	перейти от	2	2
1842	к новому	1	2
1843	на всем	1	2
1844	таким же	2	2
1845	как для	1	2
1846	на ту	1	2
1847	высшие процессы	1	1
1848	такой взгляд	2	1
1849	он пользуется	1	1
1850	выведено из	2	1
1851	же например	1	1
1852	его материал	1	1
1853	самом художнике	1	1
1854	одной точки	1	1
1855	можно заметить	1	1
1856	из объективного	1	1
1857	заметим что	1	1
1858	цель этих	1	1
1859	человеческой души	1	1
1860	тем меньше	1	1
1861	в настоящем	1	1
1862	в простом	3	1
1863	таковы например	1	1
1864	и гармонию	1	1
1865	незамысловатом рассказе	1	1
1866	звуки становятся	1	1
1867	кому-нибудь почудиться	1	1
1868	произведения можем	1	1
1869	и глубины	1	1
1870	мы выдадим	1	1
1871	соображения и	1	1
1872	вместо содержание	1	1
1873	и имеет	1	1
1874	на степени	1	1
1875	степени как	1	1
1876	потом уже	1	1
1877	людей но	1	1
1878	или понятию	1	1
1879	этом заключается	1	1
1880	животным и	1	1
1881	как бедняк	1	1
1882	в нашу	1	1
1883	более обыкновенное	1	1
1884	мысль можно	1	1
1885	или статуи	1	1
1886	почему из	1	1
1887	и лучше	1	1
1888	способ каким	1	1
1889	нее было	1	1
1890	к звуку	2	1
1891	важности не	1	1
1892	же понятия	1	1
1893	такое чего	1	1
1894	но каким	1	1
1895	есть самая	1	1
1896	и само	1	1
1897	о силе	1	1
1898	не заключено	1	1
1899	создает себе	1	1
1900	но опыт	1	1
1901	с действительностью	1	1
1902	внимание с	1	1
1903	внимания на	1	1
1904	есть дело	2	1
1905	ее отличие	1	1
1906	каже не	1	1
1907	встречается в	1	1
1908	себе то	1	1
1909	в описание	1	1
1910	кто и	1	1
1911	такими же	1	1
1912	относится и	1	1
1913	не вся	1	1
1914	как мысль	1	1
1915	которое по	1	1
1916	этот элемент	1	1
1917	без следа	1	1
1918	той связи	1	1
1919	в чашке	1	1
1920	них уже	1	1
1921	но следует	1	1
1922	почти ничего	1	1
1923	и субъективное	1	1
1924	выражено в	1	1
1925	это невозможно	1	1
1926	развития но	1	1
1927	весами внутренняя	1	1
1928	когда это	1	1
1929	случаях в	1	1
1930	увеличением затруднений	1	1
1931	значение загадки	1	1
1932	даже тогда	3	1
1933	только через	1	1
1934	и старается	1	1
1935	что говорят	1	1
1936	область истории	1	1
1937	этом можно	1	1
1938	и остроумие	2	1
1939	предмета и	2	1
1940	в природе	3	1
1941	в обыкновенном	2	1
1942	эти направления	1	1
1943	по этим	1	1
1944	себе сравнить	1	1
1945	которая выражает	1	1
1946	мнимую вечность	1	1
1947	языка то	1	1
1948	этой стороны	2	1
1949	деятельности на	1	1
1950	действительность в	1	1
1951	вырывается из	1	1
1952	разные стороны	1	1
1953	акт творчества	2	1
1954	но несомненно	1	1
1955	пластических искусств	1	1
1956	деятельности с	1	1
1957	а вместе	2	1
1958	душою и	1	1
1959	можем видеть	1	1
1960	при создании	3	1
1961	первый взгляд	1	1
1962	было набрать	1	1
1963	нас всегда	1	1
1964	другим как	1	1
1965	наоборот что	2	1
1966	медленным и	1	1
1967	ассоциации с	1	1
1968	тому направлению	1	1
1969	воображении и	1	1
1970	законам и	1	1
1971	всем другим	1	1
1972	восприятия и	2	1
1973	этим мы	1	1
1974	человека эти	1	1
1975	кажется будто	3	1
1976	в незамысловатом	1	1
1977	в такое	1	1
1978	построены на	1	1
1979	что была	1	1
1980	редких случаях	1	1
1981	на фантазию	1	1
1982	только шаг	1	1
1983	человек если	1	1
1984	противоречия между	1	1
1985	поэзии есть	2	1
1986	формы есть	2	1
1987	значения слова	1	1
1988	может кому-нибудь	1	1
1989	другу и	1	1
1990	но эти	1	1
1991	где не	1	1
1992	из савы	1	1
1993	лицо в	1	1
1994	потому и	1	1
1995	можем назвать	1	1
1996	объективное значение	2	1
1997	который прежде	2	1
1998	нужно перенести	1	1
1999	его души	1	1
2000	слова при	3	1
2001	одним только	2	1
2002	содержание скромная	1	1
2003	из своего	1	1
2004	за наше	1	1
2005	всего остального	2	1
2006	быть названо	2	1
2007	чтобы взять	1	1
2008	содержание в	3	1
2009	к музыке	1	1
2010	то должны	1	1
2011	женщины с	1	1
2012	только переходит	1	1
2013	затруднений при	1	1
2014	слагаются в	2	1
2015	для ума	1	1
2016	его по	1	1
2017	выразить это	1	1
2018	в бессознательном	1	1
2019	себе в	2	1
2020	создании а	1	1
2021	так называемых	3	1
2022	содержания в	3	1
2023	средством к	1	1
2024	все одно	1	1
2025	и проза	1	1
2026	который указывает	1	1
2027	это единство	2	1
2028	которому искусство	1	1
2029	не дай	1	1
2030	как сами	1	1
2031	другого не	1	1
2032	вновь и	1	1
2033	в массе	1	1
2034	хотя мы	2	1
2035	самой сущности	1	1
2036	всходит на	1	1
2037	этим что	1	1
2038	восстановить в	1	1
2039	будем говорить	1	1
2040	душевных явлений	2	1
2041	ли она	4	1
2042	не умеет	1	1
2043	тот что	1	1
2044	не поймет	1	1
2045	и науки	2	1
2046	своего буквального	2	1
2047	и горе	1	1
2048	по одной	1	1
2049	его душевной	2	1
2050	сохранять свое	1	1
2051	наш глаз	1	1
2052	в противном	1	1
2053	движений с	1	1
2054	причины и	1	1
2055	в отдельных	2	1
2056	практического применения	1	1
2057	от человека	1	1
2058	самое появление	1	1
2059	тесном смысле	2	1
2060	себя что	1	1
2061	восприятия так	1	1
2062	посмотреть на	1	1
2063	это к	1	1
2064	предметов например	1	1
2065	как зерно	1	1
2066	случае когда	1	1
2067	кажется уже	1	1
2068	поэзия не	1	1
2069	применить это	1	1
2070	и которое	1	1
2071	содержание художественного	1	1
2072	другие столь	1	1
2073	с нельзя	1	1
2074	прямо противоположно	1	1
2075	не принадлежат	1	1
2076	сразу догадаться	1	1
2077	цветов звуков	1	1
2078	не зная	1	1
2079	влияние на	3	1
2080	обо всем	1	1
2081	приведены в	1	1
2082	быть выражены	1	1
2083	сколько нужно	2	1
2084	между его	2	1
2085	шагу в	1	1
2086	в ребенке	2	1
2087	необходимо должно	1	1
2088	похожи на	1	1
2089	это сходство	1	1
2090	из груди	1	1
2091	об одном	2	1
2092	только до	2	1
2093	поэтому можно	1	1
2094	с мертвым	1	1
2095	слово до	1	1
2096	личной жизни	1	1
2097	известной гибкости	1	1
2098	орудия и	1	1
2099	сравнить с	2	1
2100	проявляется в	2	1
2101	самостоятельное существование	1	1
2102	его произведения	1	1
2103	например с	1	1
2104	почему в	1	1
2105	легко ошибиться	1	1
2106	можем употребить	1	1
2107	содержания или	1	1
2108	и простом	1	1
2109	бытия и	1	1
2110	потому для	1	1
2111	говоря словами	2	1
2112	отдельных словах	2	1
2113	материалом поэзии	1	1
2114	не ограничивается	1	1
2115	их если	1	1
2116	художника не	1	1
2117	составными частями	1	1
2118	сложное художественное	1	1
2119	то она	1	1
2120	бы только	1	1
2121	п но	1	1
2122	понимание есть	1	1
2123	процессов в	1	1
2124	волна без	1	1
2125	же значение	1	1
2126	века не	2	1
2127	заслуга художника	1	1
2128	содержание окажется	1	1
2129	есть стремление	1	1
2130	которые бы	2	1
2131	а сказуемое	1	1
2132	понятию вместо	1	1
2133	заботясь о	2	1
2134	в понятии	2	1
2135	из искусств	1	1
2136	думалось ему	1	1
2137	судить о	2	1
2138	мировых событий	1	1
2139	с одним	3	1
2140	и связи	2	1
2141	первый акт	1	1
2142	чувства то	1	1
2143	отношении разных	1	1
2144	будет если	1	1
2145	что кажется	1	1
2146	создать себе	1	1
2147	который вырывается	1	1
2148	собственных представлений	1	1
2149	это мраморная	1	1
2150	слабее того	1	1
2151	за объективное	1	1
2152	вопль который	1	1
2153	в первые	1	1
2154	которым не	1	1
2155	и влияние	1	1
2156	обыкновенное выражение	1	1
2157	что слово	13	1
2158	не нужно	1	1
2159	деле есть	1	1
2160	ним или	1	1
2161	действительности и	3	1
2162	человека а	2	1
2163	есть чем	1	1
2164	унесла из	1	1
2165	деятельности и	2	1
2166	двумя другими	1	1
2167	кончает тем	1	1
2168	от перемены	1	1
2169	из предыдущего	2	1
2170	я в	1	1
2171	это зависит	2	1
2172	если припомним	1	1
2173	подобным образом	1	1
2174	тесно связаны	1	1
2175	приводит его	1	1
2176	в устах	1	1
2177	понимание этого	1	1
2178	внесена в	1	1
2179	которые нам	1	1
2180	образом это	1	1
2181	о предмете	2	1
2182	прибавлять что	2	1
2183	мы от	1	1
2184	свое место	2	1
2185	него есть	1	1
2186	слов иначе	1	1
2187	за порогом	1	1
2188	только материал	1	1
2189	искусства различие	1	1
2190	пробуждает в	1	1
2191	сознание только	1	1
2192	от содержания	1	1
2193	оснований для	1	1
2194	произведения быть	1	1
2195	наша собственная	1	1
2196	сказуемое в	1	1
2197	п хотя	1	1
2198	словами но	1	1
2199	как объект	1	1
2200	к такой	1	1
2201	такая противоположность	1	1
2202	нужно сказать	1	1
2203	не были	4	1
2204	уже потому	1	1
2205	языке и	4	1
2206	что выделяет	1	1
2207	искусство берет	1	1
2208	нем же	1	1
2209	нет но	1	1
2210	миру и	1	1
2211	она расширяет	1	1
2212	которых один	1	1
2213	и речи	1	1
2214	была уже	1	1
2215	которого в	3	1
2216	бы было	3	1
2217	понятия не	1	1
2218	а мене	1	1
2219	вызвать мысль	1	1
2220	привести в	2	1
2221	нечто вроде	2	1
2222	не само	1	1
2223	известные черты	1	1
2224	я это	1	1
2225	смерть но	1	1
2226	другому в	1	1
2227	вызовет в	3	1
2228	предметом своей	1	1
2229	и ряд	2	1
2230	иначе направляет	1	1
2231	оно имеет	3	1
2232	в систему	2	1
2233	и характеры	1	1
2234	какого требует	1	1
2235	но есть	3	1
2236	и поэзия	2	1
2237	в общих	2	1
2238	них не	4	1
2239	не воспринимаем	2	1
2240	ясно мы	1	1
2241	участвует в	1	1
2242	искусства может	1	1
2243	что характер	1	1
2244	слова что	1	1
2245	в зеркале	1	1
2246	и весами	1	1
2247	зацрни то	1	1
2248	постоянного и	1	1
2249	о роли	1	1
2250	мысли на	1	1
2251	может значить	1	1
2252	который был	1	1
2253	от присоединения	1	1
2254	объясняется почему	1	1
2255	языком и	3	1
2256	области человеческой	1	1
2257	в разной	2	1
2258	чувства или	1	1
2259	я сам	1	1
2260	таких же	2	1
2261	эту последнюю	2	1
2262	чувства следовательно	1	1
2263	забвения и	1	1
2264	пути по	1	1
2265	своего рода	1	1
2266	и этой	1	1
2267	не мешает	1	1
2268	ее вовсе	1	1
2269	круг явлений	1	1
2270	речи здесь	1	1
2271	нет такого	1	1
2272	однако с	1	1
2273	другим не	1	1
2274	он уже	1	1
2275	как остроумие	1	1
2276	сознанию необходимости	1	1
2277	которое с	1	1
2278	при некотором	2	1
2279	отношению ко	1	1
2280	в последнем	4	1
2281	нем представление	1	1
2282	об одной	2	1
2283	дополнением к	1	1
2284	но вытекает	1	1
2285	также что	1	1
2286	как содержание	1	1
2287	и указать	1	1
2288	направляет мысль	1	1
2289	от такой	2	1
2290	свою цену	1	1
2291	следует из	1	1
2292	что сказанное	2	1
2293	события и	1	1
2294	b а	1	1
2295	получает власть	1	1
2296	душа не	1	1
2297	может в	2	1
2298	бы почти	1	1
2299	представляющая правосудие	1	1
2300	ничего нового	1	1
2301	искусства образ	1	1
2302	иначе это	1	1
2303	нетрудно найти	1	1
2304	мы чувствуем	1	1
2305	этого мало	1	1
2306	в картине	1	1
2307	передается и	1	1
2308	мне и	1	1
2309	разница только	1	1
2310	его во	1	1
2311	такое толкование	1	1
2312	это их	1	1
2313	мраморная статуя	1	1
2314	к сознанию	4	1
2315	виды искусства	1	1
2316	ней образ	1	1
2317	из нескольких	1	1
2318	развести глоток	1	1
2319	которое тоже	1	1
2320	показать на	1	1
2321	употребить более	1	1
2322	следует искать	1	1
2323	сосуда его	1	1
2324	мере и	1	1
2325	но стоит	1	1
2326	тот способ	1	1
2327	особенным образом	1	1
2328	сознание не	1	1
2329	других отношений	1	1
2330	есть тот	1	1
2331	же раз	1	1
2332	другого потому	1	1
2333	разнообразное содержание	1	1
2334	частью в	2	1
2335	эти свойства	1	1
2336	именно не	1	1
2337	нравственной научной	1	1
2338	лишь изредка	1	1
2339	чувственного восприятия	2	1
2340	о другом	1	1
2341	статуя внешняя	1	1
2342	есть или	1	1
2343	мы придаем	1	1
2344	значения и	1	1
2345	у гоголя	1	1
2346	же слово	2	1
2347	будто мы	2	1
2348	что называется	1	1
2349	которая кажется	1	1
2350	на свойство	1	1
2351	а уже	1	1
2352	относящиеся к	1	1
2353	то увидим	1	1
2354	в памяти	4	1
2355	в душевной	1	1
2356	своих свойств	1	1
2357	минуту своего	1	1
2358	всякого внимания	1	1
2359	состоит чтобы	1	1
2360	не принимая	1	1
2361	рассказывают что	1	1
2362	будем рассуждать	1	1
2363	нам возможность	2	1
2364	не приводит	1	1
2365	существовало до	1	1
2366	форме а	1	1
2367	самого что	1	1
2368	всякое его	1	1
2369	осталось бы	1	1
2370	обобщение и	1	1
2371	убеждения что	2	1
2372	этот образ	7	1
2373	гораздо труднее	1	1
2374	которого не	2	1
2375	эта последняя	4	1
2376	уже одно	1	1
2377	отчета в	1	1
2378	на другие	7	1
2379	не входит	1	1
2380	видеть это	1	1
2381	радость при	1	1
2382	быть представлено	1	1
2383	тесной связи	2	1
2384	образуется не	1	1
2385	что конечно	3	1
2386	но оно	6	1
2387	видно уже	1	1
2388	безразличны для	1	1
2389	всю природу	1	1
2390	он требует	1	1
2391	не перед	1	1
2392	он достигает	1	1
2393	языка и	5	1
2394	далее и	2	1
2395	прямой зависимости	1	1
2396	скажем ли	1	1
2397	себе никакого	1	1
2398	наук о	1	1
2399	которые однако	1	1
2400	заключать в	1	1
2401	совсем другой	1	1
2402	практическое значение	1	1
2403	значение этого	1	1
2404	именно язык	1	1
2405	служит средством	1	1
2406	лиц вопль	1	1
2407	содержание с	1	1
2408	самым мы	1	1
2409	и какое	1	1
2410	в понятие	1	1
2411	он относится	1	1
2412	каждом слове	1	1
2413	предмета а	3	1
2414	не сам	1	1
2415	нам для	1	1
2416	картины но	1	1
2417	а искусство	2	1
2418	искусством в	1	1
2419	и главным	1	1
2420	идея не	1	1
2421	как черная	1	1
2422	что тем	1	1
2423	в чувственных	1	1
2424	с первой	1	1
2425	и наиболее	1	1
2426	имеет определенный	1	1
2427	определенные но	1	1
2428	если человек	1	1
2429	когда например	4	1
2430	веков могут	1	1
2431	она берет	1	1
2432	получает от	1	1
2433	взгляда на	1	1
2434	не отдает	1	1
2435	к поэзии	2	1
2436	теперь не	2	1
2437	тогда как	8	1
2438	в силе	1	1
2439	не представляет	1	1
2440	наука не	1	1
2441	могут достигнуть	1	1
2442	связанной с	1	1
2443	наглядный образ	1	1
2444	и наши	1	1
2445	словах и	1	1
2446	значение во	1	1
2447	ход мысли	2	1
2448	и связанное	1	1
2449	дай боже	1	1
2450	слово с	4	1
2451	в сказке	1	1
2452	автор а	1	1
2453	к двум	1	1
2454	с собою	1	1
2455	или действие	1	1
2456	речи в	1	1
2457	от простой	1	1
2458	сделать из	1	1
2459	произведение если	1	1
2460	бы очень	1	1
2461	начиная с	1	1
2462	жизни к	2	1
2463	сказал саво	1	1
2464	из первых	1	1
2465	ли можно	1	1
2466	музыки с	1	1
2467	в ряд	1	1
2468	не имели	2	1
2469	бы никакого	1	1
2470	они еще	1	1
2471	непосредственно к	1	1
2472	после такого	1	1
2473	вместе как	1	1
2474	в высокой	1	1
2475	форма женщины	1	1
2476	трудно решить	1	1
2477	не имел	1	1
2478	сама она	1	1
2479	слоев народа	1	1
2480	другой причины	1	1
2481	или другое	2	1
2482	по этой	1	1
2483	различные впечатления	1	1
2484	не мешают	1	1
2485	форму этого	1	1
2486	в остальных	1	1
2487	в основании	2	1
2488	нельзя представить	1	1
