N	2gram	Losev_Dial	Marksizm
1310	проникнуть в	1	1
1311	не сами	1	1
1312	совершенно неприемлемо	1	1
1313	или иное	4	1
1314	не слышим	1	1
1315	ведь как	1	1
1316	отношения как	1	1
1317	истории и	6	1
1318	– по	1	1
1319	различные моменты	1	1
1320	почему же	3	1
1321	превратилась в	1	1
1322	другая форма	1	1
1323	никакого отношения	5	1
1324	он в	1	1
1325	зрения она	1	1
1326	это вовсе	1	1
1327	на который	1	1
1328	слова из	1	1
1329	и целые	1	1
1330	однако в	1	1
1331	время на	1	1
1332	то следовательно	4	1
1333	что для	5	1
1334	о сознании	1	1
1335	образы и	1	1
1336	но есть	1	1
1337	сущности это	1	1
1338	что есть	6	1
1339	это приводит	1	1
1340	сознание есть	1	1
1341	как вещи	1	1
1342	формы если	1	1
1343	становление может	2	1
1344	эпохи в	1	1
1345	и смысловую	1	1
1346	дает возможность	1	1
1347	утверждаем что	2	1
1348	истории они	1	1
1349	мы будем	1	1
1350	которая на	1	1
1351	в силу	5	1
1352	в сердце	1	1
1353	бы быть	2	1
1354	иной раз	3	1
1355	представление об	1	1
1356	бы эти	1	1
1357	ибо в	1	1
1358	те кто	1	1
1359	от живой	1	1
1360	не ее	1	1
1361	бы ни	1	1
1362	на место	1	1
1363	категории как	1	1
1364	нее нет	1	1
1365	значит что	29	1
1366	это становление	1	1
1367	понимая под	1	1
1368	явления в	1	1
1369	же необходимо	1	1
1370	– определенное	1	1
1371	есть система	1	1
1372	уметь его	1	1
1373	и чем	1	1
1374	чтобы не	4	1
1375	с идеей	1	1
1376	в один	2	1
1377	своего бытия	1	1
1378	какой же	1	1
1379	пришел к	1	1
1380	не отличается	5	1
1381	оно ничего	1	1
1382	для самого	1	1
1383	нет а	1	1
1384	другой –	1	1
1385	стадии своего	1	1
1386	в анализе	1	1
1387	и будет	1	1
1388	никак нельзя	1	1
1389	и возможно	1	1
1390	мы увидели	1	1
1391	можно понять	1	1
1392	и установлено	1	1
1393	является здесь	1	1
1394	за ним	1	1
1395	как таковой	6	1
1396	показать ее	1	1
1397	в вопросах	1	1
1398	взятой как	1	1
1399	с и	1	1
1400	своего собственного	2	1
1401	такое мы	1	1
1402	его с	1	1
1403	и свое	1	1
1404	случае –	2	1
1405	возможен и	1	1
1406	субъективизм и	2	1
1407	не чем	1	1
1408	и должно	1	1
1409	чисто познавательного	1	1
1410	какими бы	1	1
1411	такое нарушение	1	1
1412	тогда он	1	1
1413	становление и	2	1
1414	этого второго	1	1
1415	этого мало	1	1
1416	связанное с	1	1
1417	и различие	1	1
1418	и души	2	1
1419	и из	2	1
1420	само сознание	1	1
1421	сам по	6	1
1422	и этого	2	1
1423	самой жизни	1	1
1424	истории в	1	1
1425	эти законы	1	1
1426	материализма это	1	1
1427	от этой	1	1
1428	ощущения и	1	1
1429	об истории	2	1
1430	из того	2	1
1431	построения мы	1	1
1432	и делает	2	1
1433	но этого	1	1
1434	то с	1	1
1435	нет никакого	10	1
1436	же самой	1	1
1437	подобно тому	5	1
1438	себе не	3	1
1439	вне всякого	2	1
1440	нельзя ни	3	1
1441	к самым	1	1
1442	она становится	2	1
1443	творчества и	1	1
1444	за что	1	1
1445	существо а	1	1
1446	могут стать	1	1
1447	сказать с	1	1
1448	или ничем	1	1
1449	если не	3	1
1450	– конечно	1	1
1451	особого рода	3	1
1452	этой точки	4	1
1453	внутреннего субъективного	1	1
1454	в обратном	1	1
1455	именно оно	2	1
1456	сил и	2	1
1457	с таким	1	1
1458	их и	1	1
1459	его собственная	1	1
1460	каком же	1	1
1461	что у	2	1
1462	показать что	1	1
1463	мы говорим	4	1
1464	обычных условиях	1	1
1465	не свойственно	1	1
1466	эти пределы	1	1
1467	именно этой	1	1
1468	же самый	2	1
1469	то время	6	1
1470	и какая	2	1
1471	это выражение	1	1
1472	только оно	1	1
1473	ровно не	1	1
1474	случае нельзя	1	1
1475	существует и	1	1
1476	принимая во	1	1
1477	таких которые	1	1
1478	как личность	1	1
1479	основе своей	1	1
1480	только то	2	1
1481	состоит из	2	1
1482	и вопрос	1	1
1483	мы принуждены	1	1
1484	что иное	6	1
1485	влияния на	1	1
1486	чрезвычайно близка	1	1
1487	существует не	2	1
1488	века или	1	1
1489	восприятия но	2	1
1490	личности –	1	1
1491	он есть	7	1
1492	и активно	1	1
1493	сравнению с	1	1
1494	одно понятие	1	1
1495	при всех	1	1
1496	материи как	1	1
1497	в известном	1	1
1498	которая не	2	1
1499	на своем	1	1
1500	уж тем	1	1
1501	подумали что	1	1
1502	и явление	1	1
1503	в которые	1	1
1504	в любой	1	1
1505	зависит как	1	1
1506	только слово	1	1
1507	– необходимо	1	1
1508	о фактах	1	1
1509	диалектический синтез	2	1
1510	самую живую	1	1
1511	погрузился в	1	1
1512	но оно	2	1
1513	жизни конечно	1	1
1514	все они	1	1
1515	только одно	4	1
1516	так уже	1	1
1517	в наиболее	1	1
1518	ни на	5	1
1519	воплощение в	1	1
1520	этого явления	2	1
1521	эти вопросы	1	1
1522	всем этом	2	1
1523	субъективизм –	1	1
1524	раз все	3	1
1525	и мыслит	2	1
1526	– вполне	1	1
1527	мы переходим	1	1
1528	а если	5	1
1529	восприятия а	1	1
1530	ибо всякий	1	1
1531	вещь или	2	1
1532	к сказанному	1	1
1533	и видит	1	1
1534	как становление	1	1
1535	вообще речи	1	1
1536	бог и	1	1
1537	на некоторых	1	1
1538	а чисто	1	1
1539	дальше –	1	1
1540	в течение	4	1
1541	думал что	1	1
1542	о котором	4	1
1543	бы по	1	1
1544	сознание и	4	1
1545	можно лишь	1	1
1546	таком виде	1	1
1547	на друга	1	1
1548	истории но	1	1
1549	становление или	1	1
1550	она взятая	1	1
1551	только мы	3	1
1552	по сравнению	1	1
1553	фактов не	1	1
1554	которое не	2	1
1555	движение или	1	1
1556	бы ему	1	1
1557	а может	1	1
1558	и независимо	1	1
1559	тот и	1	1
1560	есть оно	1	1
1561	остается только	1	1
1562	сознании и	1	1
1563	только тогда	7	1
1564	сознание которое	1	1
1565	но теперь	1	1
1566	не понимает	1	1
1567	со всей	1	1
1568	что уже	3	1
1569	есть часть	2	1
1570	в это	4	1
1571	мир и	6	1
1572	личности особенно	1	1
1573	видит их	1	1
1574	котором она	1	1
1575	на основании	3	1
1576	имеет никакого	3	1
1577	никакого иного	1	1
1578	может выйти	1	1
1579	идеи в	2	1
1580	не видим	2	1
1581	и существует	2	1
1582	он например	1	1
1583	на изучение	1	1
1584	при помощи	6	1
1585	реальности в	2	1
1586	цели и	1	1
1587	только это	1	1
1588	живыми силами	1	1
1589	выразить в	1	1
1590	в обществе	1	1
1591	нее это	2	1
1592	никаких оснований	1	1
1593	например во	1	1
1594	вот уже	1	1
1595	явления если	1	1
1596	об этой	1	1
1597	– есть	3	1
1598	можно различать	1	1
1599	же должны	2	1
1600	и догматичности	1	1
1601	сознания но	2	1
1602	основан на	1	1
1603	них же	1	1
1604	процесс достигает	1	1
1605	единственное и	1	1
1606	это своеобразие	1	1
1607	только уже	1	1
1608	вдруг приходит	1	1
1609	как историю	2	1
1610	направлении и	1	1
1611	только одна	3	1
1612	нуждается во	1	1
1613	которым мы	1	1
1614	лишь о	1	1
1615	что я	3	1
1616	стала ясной	1	1
1617	в образе	1	1
1618	именно то	1	1
1619	явления во	1	1
1620	в каждый	1	1
1621	и глубоким	1	1
1622	котором мы	1	1
1623	том же	1	1
1624	в каком-то	1	1
1625	к миру	1	1
1626	же самого	1	1
1627	природы и	4	1
1628	дуализм между	1	1
1629	история всегда	1	1
1630	в телесном	1	1
1631	еще дальше	1	1
1632	и проч	1	1
1633	в свой	1	1
1634	мы сразу	1	1
1635	– еще	2	1
1636	нет то	1	1
1637	по отдельным	1	1
1638	материал и	1	1
1639	и углубленной	1	1
1640	не из	1	1
1641	в особом	2	1
1642	во времени	1	1
1643	то или	4	1
1644	если только	5	1
1645	не будучи	2	1
1646	жизни не	1	1
1647	заставляя его	1	1
1648	становление бытия	2	1
1649	существует ни	1	1
1650	вот мы	2	1
1651	или просто	1	1
1652	но на	2	1
1653	значение может	1	1
1654	менее чем	1	1
1655	ставится вопрос	2	1
1656	что ему	1	1
1657	мы могли	1	1
1658	положить в	1	1
1659	тоже не	2	1
1660	ничем не	7	1
1661	смысле что	1	1
1662	сам себя	1	1
1663	– нет	1	1
1664	пришли к	1	1
1665	его структуры	1	1
1666	ее на	1	1
1667	не всякая	1	1
1668	подходить к	1	1
1669	этого совершенно	1	1
1670	единство как	1	1
1671	они совершенно	1	1
1672	ложная теория	1	1
1673	время –	2	1
1674	он как	1	1
1675	для всякого	1	1
1676	как особого	2	1
1677	может до	1	1
1678	которых он	1	1
1679	это часто	1	1
1680	или с	1	1
1681	только благодаря	1	1
1682	пр –	1	1
1683	только его	2	1
1684	в соответствующих	1	1
1685	вне своего	1	1
1686	прямо в	1	1
1687	это дает	2	1
1688	имеет значения	2	1
1689	и точно	1	1
1690	есть но	2	1
1691	первый момент	2	1
1692	силу и	1	1
1693	красок и	1	1
1694	без этого	1	1
1695	когда же	2	1
1696	мы находим	5	1
1697	уже самое	1	1
1698	этот ряд	2	1
1699	знания и	2	1
1700	от своих	2	1
1701	ко второму	2	1
1702	зависеть от	1	1
1703	преднамеренности и	1	1
1704	и слова	1	1
1705	просто как	3	1
1706	жизни это	1	1
1707	этого не	2	1
1708	мы пользуемся	1	1
1709	когда оно	1	1
1710	по типу	1	1
1711	все ее	1	1
1712	и показать	1	1
1713	психику как	1	1
1714	становления и	3	1
1715	этот акт	1	1
1716	ибо все	2	1
1717	здесь имеется	1	1
1718	течение веков	1	1
1719	в другую	1	1
1720	же такое	3	1
1721	и начинается	1	1
1722	о каком	1	1
1723	является предметом	1	1
1724	в силах	2	1
1725	по существу	2	1
1726	есть фикция	1	1
1727	их взаимоотношения	1	1
1728	не те	1	1
1729	от проблемы	1	1
1730	он один	2	1
1731	чтобы быть	5	1
1732	очень много	3	1
1733	для науки	3	1
1734	оно действительно	1	1
1735	и без	4	1
1736	объективно –	1	1
1737	цель и	2	1
1738	этой цели	1	1
1739	и реальный	1	1
1740	если и	1	1
1741	может только	1	1
1742	и силу	1	1
1743	субъект и	2	1
1744	имеется в	5	1
1745	при таком	2	1
1746	– эти	1	1
1747	однако это	2	1
1748	живой и	1	1
1749	и религии	4	1
1750	и бытия	2	1
1751	и понимания	2	1
1752	значат в	2	1
1753	по своему	2	1
1754	– плохая	1	1
1755	и я	3	1
1756	говорить как	1	1
1757	чем мы	1	1
1758	– можно	1	1
1759	все равно	5	1
1760	категории например	1	1
1761	нисколько не	4	1
1762	именно эта	1	1
1763	и художественного	1	1
1764	это хорошо	1	1
1765	ибо и	3	1
1766	в каждой	1	1
1767	все категории	1	1
1768	тело в	2	1
1769	явлений как	1	1
1770	и противоречие	1	1
1771	не породят	1	1
1772	в меру	1	1
1773	предполагает некоторый	1	1
1774	эти же	1	1
1775	уже сказали	2	1
1776	не говоря	6	1
1777	этого он	2	1
1778	в стиле	1	1
1779	историю история	1	1
1780	и необходима	1	1
1781	бытия как	1	1
1782	о примате	3	1
1783	и эти	2	1
1784	только к	3	1
1785	у тех	2	1
1786	мы воспринимаем	3	1
1787	тело так	1	1
1788	мы же	1	1
1789	всю свою	1	1
1790	жизни для	1	1
1791	нужна особая	1	1
1792	чистом виде	1	1
1793	не выдерживает	1	1
1794	ни один	2	1
1795	учении о	1	1
1796	чтобы развернуть	1	1
1797	а из	3	1
1798	тому как	5	1
1799	но всегда	1	1
1800	восприятие и	1	1
1801	само собою	1	1
1802	но этой	1	1
1803	личность есть	7	1
1804	и нигде	1	1
1805	нельзя даже	1	1
1806	можно но	1	1
1807	и во-вторых	2	1
1808	и может	2	1
1809	к тем	1	1
1810	бы например	1	1
1811	но она	4	1
1812	образа в	1	1
1813	выйти за	3	1
1814	норма и	1	1
1815	от необходимости	1	1
1816	личности в	9	1
1817	сознания на	1	1
1818	свою историю	2	1
1819	совершенно невозможно	1	1
1820	пор не	1	1
1821	в xvii	1	1
1822	самое что	1	1
1823	или другого	3	1
1824	личность сама	2	1
1825	так чтобы	4	1
1826	или его	1	1
1827	но дело	1	1
1828	и жизни	8	1
1829	показали что	1	1
1830	личность как	5	1
1831	человека и	2	1
1832	у нее	1	1
1833	как то	1	1
1834	формулы и	1	1
1835	было указано	2	1
1836	входить в	1	1
1837	нуждаются ни	1	1
1838	скажем что	2	1
1839	взятая сама	1	1
1840	на вид	1	1
1841	за ними	1	1
1842	нужно говорить	1	1
1843	вещи или	2	1
1844	допустить что	1	1
1845	что можно	2	1
1846	существуют для	1	1
1847	отношение к	1	1
1848	к ней	1	1
1849	дело вовсе	1	1
1850	имели в	1	1
1851	самой своей	1	1
1852	мир –	2	1
1853	– от	1	1
1854	был он	1	1
1855	них нет	1	1
1856	природу на	1	1
1857	сильнее всего	1	1
1858	а часто	1	1
1859	– ибо	2	1
1860	ее живыми	1	1
1861	вне всякой	3	1
1862	бытия и	5	1
1863	становлении и	1	1
1864	с головой	1	1
1865	как будто	3	1
1866	людей на	1	1
1867	является ли	1	1
1868	ведь и	3	1
1869	двух сфер	1	1
1870	лучшем случае	2	1
1871	то другим	1	1
1872	она существует	1	1
1873	для этого	3	1
1874	вне ее	1	1
1875	и обратно	1	1
1876	именно это	2	1
1877	и совершенно	2	1
1878	эпохи и	1	1
1879	к предметной	1	1
1880	о какой	1	1
1881	различия их	1	1
1882	он с	1	1
1883	и специфическая	1	1
1884	в лице	1	1
1885	как для	1	1
1886	к богу	1	1
1887	материализм и	1	1
1888	не можем	3	1
1889	и живых	1	1
1890	быть выражено	1	1
1891	в чисто	2	1
1892	жизнью и	1	1
1893	себе а	2	1
