N	2gram	Propp_Morf	Formalny
1304	в образе	6	1
1305	наоборот это	1	1
1306	ли этот	2	1
1307	ли можно	1	1
1308	бы сказать	1	1
1309	на ряд	1	1
1310	деле в	1	1
1311	значение героя	1	1
1312	по происхождению	1	1
1313	здесь действительно	1	1
1314	если только	1	1
1315	деле он	1	1
1316	только о	1	1
1317	критериев для	1	1
1318	быть проверен	1	1
1319	две основные	1	1
1320	в другое	1	1
1321	или одновременно	1	1
1322	меня не	1	1
1323	богатства и	1	1
1324	правильно но	1	1
1325	каковы будут	1	1
1326	формы не	1	1
1327	теперь спрашивается	1	1
1328	оказывает никакого	1	1
1329	дает нам	1	1
1330	чувства их	1	1
1331	проблемы проблемы	1	1
1332	как определенный	2	1
1333	но на	1	1
1334	быть действительно	1	1
1335	может не	2	1
1336	в коем	1	1
1337	благодаря этому	3	1
1338	распределяются и	1	1
1339	того как	2	1
1340	выделить это	1	1
1341	сколько в	1	1
1342	не будем	5	1
1343	как особого	2	1
1344	е все	1	1
1345	на что	1	1
1346	еще и	1	1
1347	процессы и	1	1
1348	определить в	1	1
1349	многие из	1	1
1350	вне своего	1	1
1351	что так	1	1
1352	что с	1	1
1353	для самых	1	1
1354	в полном	1	1
1355	и новое	1	1
1356	его перед	1	1
1357	на которой	1	1
1358	здесь играет	1	1
1359	другого но	1	1
1360	пока нет	2	1
1361	условный знак	3	1
1362	слова а	1	1
1363	к месту	3	1
1364	пр то	2	1
1365	будут эти	1	1
1366	видим не	1	1
1367	пр чем	1	1
1368	читателя в	1	1
1369	место занимают	1	1
1370	герою в	2	1
1371	то их	1	1
1372	зависеть от	1	1
1373	дальнейшему развитию	1	1
1374	больше чем	1	1
1375	этого не	2	1
1376	и показать	1	1
1377	а также	7	1
1378	самые разнообразные	1	1
1379	за этим	1	1
1380	и где	1	1
1381	о характере	2	1
1382	трудности но	1	1
1383	в другую	2	1
1384	это еще	2	1
1385	нужно только	1	1
1386	этого нельзя	2	1
1387	функции но	1	1
1388	этих условиях	1	1
1389	которая служит	1	1
1390	а то	3	1
1391	между собою	2	1
1392	можно считать	1	1
1393	случае не	4	1
1394	далее мы	2	1
1395	нас к	1	1
1396	очень большое	1	1
1397	не хватает	4	1
1398	е не	1	1
1399	может только	1	1
1400	есть в	1	1
1401	но по	1	1
1402	эти две	1	1
1403	а их	1	1
1404	становится понятным	1	1
1405	есть но	1	1
1406	на одном	1	1
1407	по своему	2	1
1408	за другим	2	1
1409	из дому	3	1
1410	по функциям	3	1
1411	бы мы	1	1
1412	как каким	1	1
1413	вследствие чего	1	1
1414	об этом	5	1
1415	путь к	2	1
1416	сказа как	1	1
1417	это так	2	1
1418	и вообще	1	1
1419	этим определить	1	1
1420	как результат	1	1
1421	очень многие	1	1
1422	не все	6	1
1423	совершенно ясно	1	1
1424	такое изучение	1	1
1425	ad hoc	1	1
1426	схеме и	1	1
1427	быть во	1	1
1428	в г	1	1
1429	реагирует на	3	1
1430	и хочет	1	1
1431	на каком	1	1
1432	что от	1	1
1433	как ни	1	1
1434	той плоскости	1	1
1435	возвращается к	1	1
1436	мы получим	2	1
1437	часто встречается	1	1
1438	в приведенных	1	1
1439	действия она	1	1
1440	формы он	1	1
1441	как же	3	1
1442	до бесконечности	1	1
1443	случае если	2	1
1444	более общих	1	1
1445	в основных	1	1
1446	в самых	2	1
1447	это достигается	1	1
1448	так называемой	1	1
1449	может идти	1	1
1450	надо было	1	1
1451	может считаться	6	1
1452	также и	6	1
1453	в течение	1	1
1454	говорить только	1	1
1455	и художественный	1	1
1456	вопрос как	3	1
1457	иное чем	3	1
1458	на другое	1	1
1459	что совершенно	1	1
1460	есть всегда	1	1
1461	связана с	3	1
1462	как таковые	4	1
1463	к тем	1	1
1464	от отца	2	1
1465	есть и	4	1
1466	другой вместо	1	1
1467	структурных особенностей	1	1
1468	но такое	2	1
1469	в начале	3	1
1470	в нашей	1	1
1471	как явление	1	1
1472	отличать от	1	1
1473	рассказа как	1	1
1474	плохо если	1	1
1475	которых она	1	1
1476	этих случаях	15	1
1477	у нее	2	1
1478	быть определен	2	1
1479	собственно говоря	1	1
1480	элементы и	1	1
1481	чем является	1	1
1482	в самостоятельный	1	1
1483	герой не	2	1
1484	бы по	1	1
1485	очень велико	1	1
1486	здесь следует	1	1
1487	момент может	1	1
1488	с различными	1	1
1489	вступают в	3	1
1490	могут изучаться	1	1
1491	соответствие между	1	1
1492	следует только	1	1
1493	элементы служащие	1	1
1494	работы мы	1	1
1495	которые в	1	1
1496	этим же	2	1
1497	особые приемы	1	1
1498	и способ	1	1
1499	действительно не	1	1
1500	другого нет	1	1
1501	его до	1	1
1502	все еще	3	1
1503	право на	2	1
1504	этой школы	4	1
1505	не имеющий	1	1
1506	все другие	1	1
1507	определить как	1	1
1508	не отвечает	1	1
1509	слушателя и	1	1
1510	быть названы	1	1
1511	что иное	2	1
1512	из приемов	1	1
1513	не удалось	1	1
1514	других случаях	2	1
1515	только одну	1	1
1516	быть дано	1	1
1517	три года	4	1
1518	этому вопросу	1	1
1519	невозможно да	1	1
1520	понимает под	1	1
1521	их отношении	1	1
1522	быть выражено	1	1
1523	служит лишь	1	1
1524	можно указать	3	1
1525	иное как	2	1
1526	представляют собою	2	1
1527	с религией	1	1
1528	здесь этот	1	1
