N	2gram	Vygotskiy_	Freidism
1287	это мы	3	1
1288	он оказывается	2	1
1289	новому методу	1	1
1290	отчета в	2	1
1291	является как	2	1
1292	можно так	1	1
1293	ибо как	1	1
1294	с теми	1	1
1295	чем состоит	1	1
1296	всегда оказывается	1	1
1297	т.е из	1	1
1298	ни одному	1	1
1299	отдельных психических	1	1
1300	сознания но	1	1
1301	или хотя	1	1
1302	на тот	1	1
1303	и своего	1	1
1304	может в	1	1
1305	без влияния	2	1
1306	решение этой	1	1
1307	и связанная	1	1
1308	как говорит	2	1
1309	с той	1	1
1310	как видим	1	1
1311	долгое время	1	1
1312	развития к	2	1
1313	чтобы ответить	1	1
1314	по смыслу	3	1
1315	смысла слова	1	1
1316	язык и	2	1
1317	так на	1	1
1318	сложной и	1	1
1319	и которые	2	1
1320	отражают в	2	1
1321	при таком	1	1
1322	склоняется к	1	1
1323	этим самым	1	1
1324	перейти к	4	1
1325	можно только	2	1
1326	он никогда	1	1
1327	зрения не	1	1
1328	особенности в	1	1
1329	условных рефлексов	1	1
1330	не на	5	1
1331	должно стать	1	1
1332	если сам	1	1
1333	зрения и	1	1
1334	и глубже	1	1
1335	на оригинал	1	1
1336	в свете	4	1
1337	в двух	1	1
1338	материала на	1	1
1339	в психологическом	1	1
1340	высшие формы	3	1
1341	для современной	2	1
1342	связанным с	1	1
1343	точек зрения	4	1
1344	и это	3	1
1345	совершенно аналогично	1	1
1346	особую группу	1	1
1347	с другом	10	1
1348	в смысле	3	1
1349	рабочей гипотезы	8	1
1350	до того	4	1
1351	бы совершенно	1	1
1352	связанная с	3	1
1353	полагает что	1	1
1354	свою противоположность	1	1
1355	это так	1	1
1356	тем более	5	1
1357	говорили выше	2	1
1358	в противоречии	1	1
1359	вопросе о	3	1
1360	подтверждение этого	2	1
1361	совершенно ясно	2	1
1362	той или	1	1
1363	чтобы понять	2	1
1364	разумеется что	1	1
1365	иметь в	1	1
1366	что хотя	1	1
1367	без всякой	2	1
1368	в каждом	1	1
1369	не говоря	1	1
1370	проявляет себя	1	1
1371	возникают и	3	1
1372	говорит он	3	1
1373	от первого	1	1
1374	какого рода	1	1
1375	предположить что	3	1
1376	того или	1	1
1377	нами как	1	1
1378	может иметь	3	1
1379	имеет своей	1	1
1380	определения этих	1	1
1381	ступени к	1	1
1382	находит свое	2	1
1383	в опыте	2	1
1384	которыми оно	1	1
1385	психологической стороны	1	1
1386	того в	2	1
1387	сознания а	1	1
1388	и других	7	1
1389	уже сказано	3	1
1390	у различных	1	1
1391	развиваться в	1	1
1392	структурной психологии	2	1
1393	рождения и	1	1
1394	его развития	4	1
1395	этот взгляд	1	1
1396	действия в	2	1
1397	относящихся к	1	1
1398	самим себе	1	1
1399	ее все	1	1
1400	остановимся только	1	1
1401	которую мы	3	1
1402	с основной	1	1
1403	связи с	9	1
1404	этого сделать	1	1
1405	показывает что	9	1
1406	отвечает на	1	1
1407	некоторых его	1	1
1408	через всю	1	1
1409	может возникнуть	2	1
1410	все остальные	1	1
1411	он принадлежит	1	1
1412	но при	2	1
1413	чтобы он	1	1
1414	нужно как	1	1
1415	который мы	2	1
1416	как уже	5	1
1417	ту же	5	1
1418	теории а	1	1
1419	или не	2	1
1420	тому как	6	1
1421	не по	1	1
1422	он объясняет	1	1
1423	второго рода	1	1
1424	образом значительная	1	1
1425	что всякий	2	1
1426	в теории	4	1
1427	этих трех	1	1
1428	одни и	1	1
1429	это для	1	1
1430	полового созревания	1	1
1431	составляет главное	2	1
1432	это по	1	1
1433	ассоциаций и	1	1
1434	на чем	1	1
1435	испытуемого в	2	1
1436	корни в	2	1
1437	ребенка именно	1	1
1438	новых и	1	1
1439	к тем	1	1
1440	но зато	1	1
1441	но она	1	1
1442	составные части	1	1
1443	от которых	1	1
1444	этих особенностей	3	1
1445	не с	2	1
1446	что эта	7	1
1447	одно и	2	1
1448	только одним	2	1
1449	плана в	1	1
1450	дает им	1	1
1451	можно с	1	1
1452	как он	7	1
1453	и определяет	2	1
1454	в тех	2	1
1455	для человека	1	1
1456	как всякая	2	1
1457	на область	2	1
1458	можно было	11	1
1459	возникнуть как	1	1
1460	в форме	1	1
1461	оказывается что	1	1
1462	кто не	2	1
1463	этого факта	4	1
1464	себя на	1	1
1465	видели также	1	1
1466	в начале	2	1
1467	говоря о	2	1
1468	что нам	3	1
1469	в учении	1	1
1470	еще в	3	1
1471	и хотя	2	1
1472	даже не	1	1
1473	стороны и	3	1
1474	в современной	3	1
1475	чтобы их	1	1
1476	вот в	1	1
1477	как же	2	1
1478	не касается	1	1
1479	и единство	2	1
1480	но этот	3	1
1481	говорили что	2	1
1482	речь или	1	1
1483	их помощью	1	1
1484	как вообще	2	1
1485	этой группы	1	1
1486	теорию как	1	1
1487	сталкивается с	1	1
1488	и т.д	6	1
1489	мысль о	1	1
1490	требует чтобы	1	1
1491	и влечет	1	1
1492	рассматривать как	1	1
1493	и совершенно	1	1
1494	значение и	1	1
1495	не приобретает	1	1
1496	я это	3	1
1497	в направлении	1	1
1498	но всегда	1	1
1499	что дает	1	1
1500	выяснить что	1	1
1501	и внутри	1	1
1502	теоретической и	1	1
1503	что можно	1	1
1504	мы всегда	1	1
1505	переходит на	1	1
1506	свое учение	1	1
1507	все дело	2	1
1508	что если	6	1
1509	этим дело	1	1
1510	функций и	5	1
1511	рода в	2	1
1512	одного из	1	1
1513	своей задачей	1	1
1514	общего с	3	1
1515	в понимании	1	1
1516	что во	1	1
1517	и никогда	1	1
1518	движущие силы	1	1
1519	происходящих в	2	1
1520	для такого	1	1
1521	и благодаря	1	1
1522	внимание и	3	1
1523	друг другу	2	1
1524	этот путь	2	1
1525	которые в	4	1
1526	они приобретают	1	1
1527	будем их	1	1
1528	все содержание	1	1
1529	двух групп	1	1
1530	что изучение	1	1
1531	это делает	1	1
1532	когда они	1	1
1533	благодаря этому	2	1
1534	но прежде	2	1
1535	только по	4	1
1536	которое мы	1	1
1537	анализа и	1	1
1538	иные стороны	1	1
1539	и протекает	1	1
1540	вызвать в	1	1
1541	по аналогии	2	1
1542	развития на	4	1
1543	слова в	3	1
1544	осознание этого	1	1
1545	содержания и	2	1
1546	в первой	2	1
1547	это означает	1	1
1548	по этому	1	1
1549	так ребенок	1	1
1550	мы будем	4	1
1551	другую картину	1	1
1552	часть общего	1	1
1553	же в	2	1
1554	действительно в	1	1
1555	чтобы это	1	1
1556	при оценке	1	1
1557	свидетельствуют о	1	1
1558	как будто	2	1
1559	представление об	2	1
1560	отдельные моменты	1	1
1561	на то	6	1
1562	преимущественно с	1	1
1563	протекает в	1	1
1564	один путь	1	1
1565	нам как	1	1
1566	словами это	1	1
1567	же это	1	1
1568	здесь мы	1	1
1569	ли может	1	1
1570	сводится в	1	1
1571	мы различаем	2	1
1572	каждый момент	1	1
1573	или иного	1	1
1574	учение на	1	1
1575	при исследовании	2	1
1576	жизни таким	1	1
1577	и ведет	2	1
1578	как ему	1	1
1579	противоречии с	1	1
1580	таким же	3	1
1581	и особенностей	1	1
1582	перевод на	1	1
1583	означает что	1	1
1584	этому вопросу	3	1
1585	основная опасность	1	1
1586	приводящее в	1	1
1587	животных и	2	1
1588	в один	1	1
1589	нам кажется	2	1
1590	происходит в	3	1
1591	что на	2	1
1592	для овладения	1	1
1593	есть не	3	1
1594	поэтому мы	1	1
1595	иное как	2	1
1596	истории нашей	1	1
1597	образом он	1	1
1598	степени и	1	1
1599	этого мнения	1	1
1600	и самый	2	1
1601	эта теория	5	1
1602	чрезвычайно важным	1	1
1603	на слово	2	1
1604	себе а	1	1
1605	и сами	2	1
1606	части этого	1	1
