N	2gram	Tiupa_Lite	Narrotol
1274	состоит при	1	1
1275	имя и	1	1
1276	самому себе	2	1
1277	с чем	3	1
1278	я но	2	1
1279	субъект а	1	1
1280	например о	1	1
1281	всю жизнь	2	1
1282	во внутренний	1	1
1283	этих и	1	1
1284	иной раз	1	1
1285	согласно весьма	1	1
1286	из этого	2	1
1287	вот и	1	1
1288	бы ни	1	1
1289	этом у	1	1
1290	известен только	1	1
1291	бы принадлежать	1	1
1292	но служит	1	1
1293	этим сознанием	1	1
1294	приходится признать	1	1
1295	этой системе	1	1
1296	так или	8	1
1297	ментальные перемены	1	1
1298	именно таким	1	1
1299	чтобы не	2	1
1300	мыслит себя	2	1
1301	в один	1	1
1302	ту самую	1	1
1303	художественного события	1	1
1304	самоопределение личности	1	1
1305	в одну	1	1
1306	и особенно	1	1
1307	действительной жизни	1	1
1308	сознание адресата	1	1
1309	системой ценностей	1	1
1310	мы видели	1	1
1311	от самого	2	1
1312	более глубокий	1	1
1313	при жизни	1	1
1314	на жизнь	1	1
1315	было на	1	1
1316	рамках которого	1	1
1317	области поэтики	1	1
1318	в последующих	1	1
1319	перед сном	1	1
1320	личности самого	1	1
1321	в очерке	1	1
1322	на чем	1	1
1323	чтобы тотчас	1	1
1324	низшей расой	1	1
1325	за ним	1	1
1326	приближается к	1	1
1327	полной мере	1	1
1328	как с	1	1
1329	с действительной	1	1
1330	я мы	1	1
1331	в хх	9	1
1332	время у	1	1
1333	был бы	1	1
1334	с такой	1	1
1335	хх веке	8	1
1336	из таких	2	1
1337	оно было	1	1
1338	уединенное сознание	9	1
1339	была бы	1	1
1340	субъект самоопределения	1	1
1341	говорит и	1	1
1342	своем составе	2	1
1343	в свое	1	1
1344	со второй	1	1
1345	оно определяется	1	1
1346	с тем	2	1
1347	сердца и	2	1
1348	мира представляет	1	1
1349	он на	2	1
1350	нашего времени	2	1
1351	не исчерпывается	1	1
1352	этот не	1	1
1353	поэтому в	1	1
1354	из того	3	1
1355	будет сказано	1	1
1356	из существеннейших	1	1
1357	их как	1	1
1358	гораздо раньше	1	1
1359	здесь состоит	1	1
1360	в отношении	2	1
1361	не деградация	1	1
1362	бы между	1	1
1363	однако он	1	1
1364	литературного произведения	4	1
1365	во взгляде	1	1
1366	усматривая в	1	1
1367	другого что	1	1
1368	на читателя	2	1
1369	предстает не	1	1
1370	ему принадлежат	1	1
1371	и вполне	3	1
1372	него нет	1	1
1373	за это	1	1
1374	не могут	1	1
1375	ироническую дистанцию	1	1
1376	слова у	1	1
1377	отсылает к	1	1
1378	его собственными	1	1
1379	для писателя	1	1
1380	этой точки	3	1
1381	с этого	1	1
1382	способ существования	2	1
1383	не более	2	1
1384	тоже по-своему	1	1
1385	к неклассической	1	1
1386	третьего лица	1	1
1387	так называемый	3	1
1388	по преимуществу	6	1
1389	легко и	2	1
1390	произведения могут	1	1
1391	в большинстве	1	1
1392	если говорить	1	1
1393	на территории	1	1
1394	границу между	1	1
1395	сознания однако	1	1
1396	его сознания	2	1
1397	не делает	1	1
1398	отношения к	1	1
1399	евгения онегина	2	1
1400	было тут	1	1
1401	и соответственно	1	1
1402	ср у	1	1
1403	отдельного человека	1	1
1404	общие места	1	1
1405	произведение в	2	1
1406	поскольку в	3	1
1407	ничто в	1	1
1408	в творческом	2	1
1409	последующее развитие	1	1
1410	причастность к	5	1
1411	свою художественную	1	1
1412	себя и	3	1
1413	смерть в	1	1
1414	с актуализацией	1	1
1415	состоит как	1	1
1416	ключом к	1	1
1417	это всего	2	1
1418	при всех	2	1
1419	внутренней свободы	4	1
1420	имеет здесь	1	1
1421	первой главе	1	1
1422	весть о	1	1
1423	что позволяет	1	1
1424	по крайней	2	1
1425	к той	1	1
1426	или ином	1	1
1427	как некий	2	1
1428	все они	2	1
1429	что искусство	1	1
1430	особенность художественной	1	1
1431	ни к	1	1
1432	совершенно не	1	1
1433	звеном которой	1	1
1434	счастье что	1	1
1435	повседневного существования	1	1
1436	рассказа оказывается	1	1
1437	и укрепление	1	1
1438	есть от	1	1
1439	который всегда	1	1
1440	восприятия а	1	1
1441	коммуникативных стратегий	2	1
1442	это мир	2	1
1443	становится лишь	1	1
1444	на какой	1	1
1445	его существования	1	1
1446	не любил	2	1
1447	задний план	1	1
1448	десять лет	1	1
1449	в значительной	1	1
1450	относится к	3	1
1451	не раз	2	1
1452	кристаллизуется в	1	1
1453	не должно	1	1
1454	на основе	2	1
1455	этом своем	1	1
1456	в повестях	4	1
1457	из его	2	1
1458	времени на	1	1
1459	в новой	1	1
1460	перемещается в	1	1
1461	субъекта в	1	1
1462	и вся	1	1
1463	отношении к	2	1
1464	но лишены	1	1
1465	и ему	1	1
1466	впрочем и	1	1
1467	он как	1	1
1468	от других	2	1
1469	собственного текста	1	1
1470	узком значении	1	1
1471	это свобода	1	1
1472	прийти в	1	1
1473	трактовать как	1	1
1474	и до	1	1
1475	и друзей	1	1
1476	а далее	1	1
1477	теперь не	1	1
1478	новой должности	1	1
1479	перед глазами	1	1
1480	еще один	1	1
1481	пребывать самим	1	1
1482	и наглый	1	1
1483	повествование в	1	1
1484	другого в	4	1
1485	креативного и	1	1
1486	не достаточно	1	1
1487	жизнь чеховского	1	1
1488	образом не	1	1
1489	жизни по	1	1
1490	и мыслится	1	1
1491	но мы	1	1
1492	мир персонажей	1	1
1493	между людьми	1	1
1494	субъект эстетический	1	1
1495	с текстом	1	1
1496	нет и	1	1
1497	входит как	1	1
1498	в делах	1	1
1499	наиболее влиятельной	1	1
1500	впервые в	2	1
1501	событий в	1	1
1502	и многих	1	1
1503	видит не	1	1
1504	этом однако	1	1
1505	же усиливает	1	1
1506	при котором	2	1
1507	не за	1	1
1508	произведения и	1	1
1509	в образе	1	1
1510	личности к	1	1
1511	человечества и	1	1
1512	в существовании	1	1
1513	о простых	1	1
1514	к прошлому	1	1
1515	в ударном	1	1
1516	и рецептивное	1	1
1517	смерти он	1	1
1518	[] в	8	1
1519	здесь и	1	1
1520	неприемлемый для	1	1
1521	таковы у	1	1
1522	аналог действительного	1	1
1523	решения проблемы	1	1
1524	отдельной личности	3	1
1525	не видит	2	1
1526	сознания тогда	3	1
1527	с адресатом	1	1
1528	взаимодействующих сознаний	2	1
1529	у них	1	1
1530	смысл этот	1	1
1531	это единственный	1	1
1532	понимаемой как	1	1
1533	они предстают	1	1
1534	смертью по	1	1
1535	тот же	1	1
1536	другого и	1	1
1537	толстой в	1	1
1538	смерти как	1	1
1539	классический реализм	4	1
1540	к читателям	2	1
1541	что есть	2	1
1542	по образованию	1	1
1543	проникает в	1	1
1544	тогда в	1	1
1545	служит в	1	1
1546	смерть и	1	1
1547	постольку поскольку	1	1
1548	вниманию читателя	1	1
1549	на языке	1	1
1550	и прямо	1	1
1551	что ему	4	1
1552	я так	1	1
1553	значение в	1	1
1554	не поддается	2	1
1555	со мной	2	1
1556	фразе текста	1	1
1557	как говорится	1	1
1558	жизни столь	1	1
1559	так как	2	1
1560	мир в	5	1
1561	многих других	1	1
1562	основе своей	1	1
1563	которое легко	1	1
1564	путь не	1	1
1565	различие между	3	1
1566	упоминаемого в	1	1
1567	его становления	1	1
1568	и было	1	1
1569	точной характеристике	1	1
1570	исторической жизни	1	1
1571	того как	1	1
1572	новой жизни	1	1
1573	осипа мандельштама	1	1
1574	перестает быть	5	1
1575	в первый	2	1
1576	том числе	2	1
1577	уже в	7	1
1578	ни единой	1	1
1579	одним и	1	1
1580	который бы	2	1
1581	в художественной	4	1
1582	нам не	1	1
1583	внешний облик	1	1
1584	событие духовного	1	1
1585	неизмеримо более	1	1
1586	себя самого	1	1
1587	в жизнь	2	1
1588	в преодолении	1	1
1589	день и	1	1
1590	ее в	1	1
1591	в полном	1	1
1592	указание на	1	1
1593	тейяр де	1	1
1594	реализм xix	3	1
1595	смысла жизни	1	1
1596	к месту	1	1
1597	с их	3	1
1598	личной ответственности	2	1
1599	далека от	1	1
1600	отступление от	1	1
1601	в учебниках	1	1
1602	что ни	1	1
1603	выявлена и	1	1
1604	что к	1	1
1605	если само	1	1
1606	в стране	1	1
1607	этом не	1	1
1608	и бесконечно	1	1
1609	филолог но	1	1
1610	и где	1	1
1611	время здесь	1	1
1612	читателя это	1	1
1613	здесь все	1	1
1614	но впоследствии	1	1
1615	основательный опыт	1	1
1616	перед смертью	1	1
1617	удовольствия от	1	1
1618	более что	1	1
1619	что перед	1	1
1620	и без	1	1
1621	художником это	1	1
1622	себя от	1	1
1623	результат а	1	1
1624	что просто	1	1
1625	говорят о	1	1
1626	а их	1	1
1627	это свидетельствует	1	1
1628	при таком	1	1
1629	смысловую глубину	1	1
1630	вести о	2	1
1631	в авторском	2	1
1632	и я	7	1
1633	сколь бы	1	1
1634	в такой	1	1
1635	в новом	1	1
1636	остается прежним	1	1
1637	на солнце	1	1
1638	с другом	1	1
1639	позиции субъекта	1	1
1640	вследствие чего	1	1
1641	а он	1	1
1642	для осмысления	1	1
1643	ему как	1	1
1644	являя собой	1	1
1645	а так	1	1
1646	всегда всему	1	1
1647	бы это	1	1
1648	остается вне	1	1
1649	еще одной	1	1
1650	однако его	2	1
1651	чужой воли	1	1
1652	на свете	2	1
1653	в банке	1	1
1654	произведения с	2	1
1655	которая как	1	1
1656	не говоря	3	1
1657	а те	1	1
1658	текст а	1	1
1659	бытия как	1	1
1660	дискурс коммуникативное	1	1
1661	в полной	1	1
1662	освобождения от	2	1
1663	с самого	1	1
1664	выше и	2	1
1665	xx века	2	1
1666	оно в	1	1
1667	которые могли	1	1
1668	конечный результат	1	1
1669	многих его	1	1
1670	которая может	1	1
1671	самоактуализацию как	1	1
1672	как полагал	1	1
1673	тексте не	2	1
1674	таково например	1	1
1675	жизни для	1	1
1676	он легко	1	1
1677	он нам	1	1
1678	я напротив	1	1
1679	строится как	1	1
1680	ни один	1	1
1681	я к	1	1
1682	бытия однако	2	1
1683	в акте	1	1
1684	креативного сознания	4	1
1685	в столь	3	1
1686	в противоположность	2	1
1687	и пребывать	1	1
1688	и описана	1	1
1689	личное имя	1	1
1690	сознания так	1	1
1691	в искусстве	4	1
1692	де шарден	1	1
1693	нас будут	1	1
1694	теперь начинает	1	1
1695	нужно было	1	1
1696	культурный феномен	1	1
1697	откровения в	1	1
1698	но даже	2	1
1699	жизненная установка	1	1
1700	принципе не	2	1
1701	люди с	1	1
1702	плана в	1	1
1703	решительно прерывает	1	1
1704	оказывается что	1	1
1705	кто не	1	1
1706	у кого	2	1
1707	в нашей	2	1
1708	жизнь есть	2	1
1709	и времени	1	1
1710	только то	3	1
1711	в xix	1	1
1712	как то	1	1
1713	не затрагивает	1	1
1714	нам о	1	1
1715	разумеется в	1	1
1716	все та	2	1
1717	занять позицию	1	1
1718	комплекса мотивов	1	1
1719	еще на	1	1
1720	полагал что	2	1
1721	на преодоление	1	1
1722	знает и	1	1
1723	жизни однако	1	1
1724	оставляя за	1	1
1725	эту тему	1	1
1726	по всей	1	1
1727	данного произведения	1	1
1728	я субъекта	1	1
1729	место не	1	1
1730	в плане	1	1
1731	крайней мере	2	1
1732	собой лишь	1	1
1733	трилогии в	1	1
1734	в чужом	4	1
1735	внутреннего пространства	2	1
1736	формах художественного	3	1
1737	может показаться	1	1
1738	внутреннюю сторону	1	1
1739	в будущее	1	1
1740	например читатель	1	1
1741	все еще	2	1
1742	вовлечен в	1	1
1743	как внутренняя	1	1
1744	этот текст	1	1
1745	в причастности	1	1
1746	достаточно вспомнить	1	1
1747	нуждается в	3	1
1748	являют собой	2	1
1749	поскольку как	1	1
1750	вот этот	1	1
1751	действительного мира	2	1
1752	в разговоре	2	1
1753	может и	1	1
1754	растворяется в	1	1
1755	для этого	5	1
1756	творчестве чехова	1	1
1757	а я	2	1
1758	невозможно да	1	1
1759	с классической	1	1
1760	образованию филолог	1	1
1761	голоса в	1	1
1762	есть не	2	1
1763	перечисленные моменты	1	1
1764	что легко	1	1
1765	совершается в	1	1
1766	к литературным	1	1
1767	возможна только	1	1
1768	смыкается с	2	1
1769	более того	1	1
