N	2gram	Losev_Prob	FransuaR
1316	что оно	4	2
1317	предполагать что	1	2
1318	и рождается	1	2
1319	героев и	1	2
1320	же еще	1	2
1321	мы встречаемся	1	2
1322	произведение в	2	2
1323	так называемая	1	2
1324	различие между	1	2
1325	нет в	2	2
1326	на другие	1	2
1327	к той	1	2
1328	первых десятилетий	1	2
1329	бросается в	1	2
1330	очень мало	2	2
1331	есть ее	4	2
1332	он требует	1	2
1333	но у	1	2
1334	поэтому когда	1	2
1335	это все	1	2
1336	и поэтому	3	2
1337	чем они	1	2
1338	них как	1	2
1339	это значение	2	2
1340	нам для	1	2
1341	своим языком	1	2
1342	только тогда	2	2
1343	есть он	2	2
1344	что если	3	2
1345	то все	1	2
1346	художественной литературы	1	2
1347	узком значении	1	2
1348	и земли	1	2
1349	вот этот	1	2
1350	на что-то	3	2
1351	далее есть	1	2
1352	которые уже	2	2
1353	как только	3	2
1354	его только	2	2
1355	ли можно	2	2
1356	мы называем	1	2
1357	входящих в	2	2
1358	т ii	1	2
1359	часто и	1	2
1360	характерные для	1	2
1361	в самих	2	2
1362	человеческую жизнь	2	2
1363	именно к	3	2
1364	этом случае	8	2
1365	находятся в	5	2
1366	старого времени	1	2
1367	образом к	1	2
1368	время еще	1	2
1369	то мы	3	2
1370	имел в	1	2
1371	в первую	3	2
1372	однако не	4	2
1373	что ни	1	2
1374	реальной действительности	1	2
1375	них всегда	1	2
1376	который как	1	2
1377	мистерий в	1	2
1378	в другую	1	2
1379	всегда есть	6	2
1380	с теми	2	2
1381	бы быть	5	2
1382	гоголя и	5	2
1383	бы нам	1	2
1384	в такой	1	2
1385	бы мы	2	2
1386	бы совершенно	1	2
1387	а он	1	2
1388	как все	1	2
1389	не все	1	2
1390	и основные	1	2
1391	связываются с	1	2
1392	а его	2	2
1393	получили в	1	2
1394	в самых	3	2
1395	мы должны	13	2
1396	у того	1	2
1397	в античности	1	2
1398	не с	1	2
1399	же что	1	2
1400	сосредоточиться на	1	2
1401	или как	4	2
1402	пространства и	1	2
1403	человеческих отношений	4	2
1404	дело вовсе	2	2
1405	для такого	1	2
1406	это можно	2	2
1407	может показаться	1	2
1408	мы сейчас	4	2
1409	что каждая	2	2
1410	в каком-то	1	2
1411	если она	1	2
1412	становится в	1	2
1413	дальше в	1	2
1414	не можем	5	2
1415	больше того	1	2
1416	поэтому мы	1	2
1417	уже во	2	2
1418	дело однако	1	2
1419	человеческой жизни	4	2
1420	момент времени	1	2
1421	теперь нам	1	2
1422	образов с	1	2
1423	лучшего будущего	1	2
1424	античной мифологии	2	2
1425	с солнцем	1	2
1426	и лишены	1	2
1427	никак нельзя	4	2
1428	не являются	4	2
1429	здесь под	1	2
1430	в какой	1	2
1431	быть может	1	2
1432	то ли	2	2
1433	понятий в	2	2
1434	а и	2	2
1435	контекст в	1	2
1436	несколько десятков	1	2
1437	на свой	1	2
1438	можно даже	2	2
1439	вовсе еще	2	2
1440	и связь	1	2
1441	если он	1	2
1442	том или	6	2
1443	это рассуждение	1	2
1444	само собою	1	2
1445	них мы	1	2
1446	отличается от	8	2
1447	которое не	1	2
1448	к своим	1	2
1449	речь идет	1	2
1450	он по	1	2
1451	и нет	2	2
1452	лишенный всякой	1	2
1453	мир как	1	2
1454	тем в	1	2
1455	в сем	1	2
1456	нос у	1	2
1457	и прочие	2	2
1458	которые мы	5	2
1459	не должен	1	2
1460	имея в	1	2
1461	несколько лет	1	2
1462	этим не	2	2
1463	разных сторон	1	2
1464	чем его	1	2
1465	даже с	1	2
1466	всего что	1	2
1467	и мышления	3	2
1468	звездное небо	2	2
1469	о тех	1	2
1470	уже более	1	2
1471	вернуться к	2	2
1472	однако эти	1	2
1473	символ веры	1	2
1474	без того	1	2
1475	здравого смысла	1	2
1476	до некоторой	1	2
1477	говорит сам	1	2
1478	здесь ничего	1	2
1479	от ее	1	2
1480	гораздо более	6	2
1481	ее и	2	2
1482	то оно	1	2
1483	содержится в	1	2
1484	сейчас в	2	2
1485	всех языках	1	2
1486	собой в	1	2
1487	второй план	1	2
1488	стихотворение в	1	2
1489	и художественно	1	2
1490	что такое	4	2
1491	и развития	1	2
1492	в идее	1	2
1493	что под	2	2
1494	выражения совершенно	1	2
1495	теми или	3	2
1496	то уж	1	2
1497	и жизнь	1	2
1498	учения о	2	2
1499	метафоры и	4	2
1500	а только	9	2
1501	это тоже	4	2
1502	и отдельные	1	2
1503	именно как	1	2
1504	которая является	2	2
1505	реальным и	1	2
1506	еще только	3	2
1507	в быту	1	2
1508	но вовсе	1	2
1509	но зато	1	2
1510	для человека	1	2
1511	как эта	1	2
1512	с людьми	2	2
1513	что всякий	14	2
1514	общего с	3	2
1515	бы его	2	2
1516	от которой	1	2
1517	условия для	1	2
1518	это делает	1	2
1519	которое мы	5	2
1520	и образами	1	2
1521	значения которые	1	2
1522	то понимание	1	2
1523	в терминах	1	2
1524	развития в	1	2
1525	мы коснулись	1	2
1526	здесь часто	1	2
1527	обращается к	1	2
1528	в состав	1	2
1529	произведение и	1	2
1530	мы назвали	2	2
1531	но за	1	2
1532	но также	2	2
1533	каждый такой	1	2
1534	и чтобы	1	2
1535	и наглядно	1	2
1536	отвлеченной мысли	2	2
1537	в науке	1	2
1538	не обходится	2	2
1539	однако он	1	2
1540	всякого символического	1	2
1541	мы пока	1	2
1542	нас от	1	2
1543	если не	7	2
1544	мертвые души	2	2
1545	но вот	4	2
1546	именно этой	1	2
1547	ее является	1	2
1548	и действительно	2	2
1549	образец для	1	2
1550	он перестал	1	2
1551	присутствует в	1	2
1552	оно всегда	3	2
1553	случае нельзя	2	2
1554	действительности есть	1	2
1555	это та	1	2
1556	к самым	1	2
1557	они его	1	2
1558	нашем смысле	8	2
1559	касается только	1	2
1560	знает что	1	2
1561	ничего общего	7	2
1562	в лувре	1	2
1563	в которые	1	2
1564	одним и	1	2
1565	деле здесь	2	2
1566	из той	1	2
1567	мы его	2	2
1568	укажем на	1	2
1569	о своем	1	2
1570	при помощи	13	2
1571	действия и	2	2
1572	это же	4	2
1573	дух и	1	2
1574	смысле и	1	2
1575	мог бы	1	2
1576	и самым	2	2
1577	выход за	1	2
1578	этого вида	1	2
1579	со словом	1	2
1580	от всякой	3	2
1581	например его	1	2
1582	только о	3	2
1583	более и	1	2
1584	было у	1	2
1585	отвлеченным понятием	2	2
1586	многих других	2	2
1587	него были	1	2
1588	общего и	8	2
1589	и разные	1	2
1590	таких например	1	2
1591	указание на	2	2
1592	состоят из	1	2
1593	эта часть	1	2
1594	сознания и	2	2
1595	политической и	1	2
1596	только он	2	2
1597	и непосредственно	3	2
1598	что к	1	2
1599	понятия которые	1	2
1600	в глубине	1	2
1601	характер его	1	2
1602	здесь уже	2	2
1603	понимать как	4	2
1604	случае не	7	2
1605	не столь	1	2
1606	достаточно говорили	1	2
1607	этой главы	1	2
1608	к необходимости	1	2
1609	о каком	2	2
1610	это так	2	2
1611	мысли в	1	2
1612	говорили выше	2	2
1613	в меру	2	2
1614	другом случае	2	2
1615	в юности	1	2
1616	известном смысле	1	2
1617	может иметь	4	2
1618	целое в	1	2
1619	что от	1	2
1620	только к	4	2
1621	они обладают	1	2
1622	гомера и	1	2
1623	как же	3	2
1624	возникновения и	1	2
1625	в зачаточной	1	2
1626	в бытовой	1	2
1627	то чего	2	2
1628	есть чисто	2	2
1629	в разные	1	2
1630	она здесь	1	2
1631	мы наблюдали	1	2
1632	есть как	1	2
1633	здесь это	1	2
1634	к тем	1	2
1635	значений и	1	2
1636	в нашей	4	2
1637	уже видели	1	2
1638	этом длинном	1	2
1639	таких случаях	2	2
1640	после всего	1	2
1641	всей его	2	2
1642	и всех	1	2
1643	и самой	4	2
1644	еще на	2	2
1645	и явления	1	2
1646	имели в	2	2
1647	так можно	1	2
1648	при таком	2	2
1649	ее наиболее	1	2
1650	играют здесь	1	2
1651	суждения о	1	2
1652	с общим	1	2
1653	если на	1	2
1654	говорит не	1	2
1655	форме и	1	2
1656	фигурировать и	1	1
1657	только из	1	1
1658	в душе	1	1
1659	имеет конечно	1	1
1660	писателя и	1	1
1661	более общее	2	1
1662	и ничем	1	1
1663	этой проблеме	1	1
1664	никогда и	1	1
1665	его сто	1	1
1666	для меня	4	1
1667	только что	4	1
1668	не страшны	1	1
1669	самому предмету	2	1
1670	теперь что	1	1
1671	зрения их	1	1
1672	и имеет	1	1
1673	божественная комедия	1	1
1674	мы рассматривали	1	1
1675	это значит	12	1
1676	образа в	2	1
1677	является в	3	1
1678	факта что	1	1
1679	в общую	2	1
1680	ни попало	1	1
1681	проявлений и	1	1
1682	какое отличие	1	1
1683	далее что	1	1
1684	и говорить	2	1
1685	а превращается	1	1
1686	глубоко и	4	1
1687	осел и	1	1
1688	здесь говорить	1	1
1689	общности в	1	1
1690	особенно если	1	1
1691	моменты жизни	1	1
1692	двигаться дальше	1	1
1693	было продано	1	1
1694	но что	3	1
1695	наш термин	1	1
1696	обстоятельство что	1	1
1697	места где	1	1
1698	общее понятие	1	1
1699	языка этот	1	1
1700	особой точки	1	1
1701	в художественную	2	1
1702	по пути	1	1
1703	более значительное	1	1
1704	в мифе	6	1
1705	именно он	4	1
1706	и понимать	1	1
1707	с соответствующим	3	1
1708	оно сразу	1	1
1709	и опять	1	1
1710	я эту	1	1
1711	как смысл	1	1
1712	ясной и	1	1
1713	и полное	1	1
1714	роль только	1	1
1715	уже на	1	1
1716	из всего	1	1
1717	к другим	2	1
1718	нашей книги	1	1
1719	пор мы	2	1
1720	исходить из	1	1
1721	эти черты	1	1
1722	развития но	1	1
1723	я могу	3	1
1724	более высокую	2	1
1725	всего с	1	1
1726	реализме но	1	1
1727	выражаются в	1	1
1728	здесь дело	1	1
1729	себя ничего	1	1
1730	здесь приходится	1	1
1731	собой не	1	1
1732	является для	1	1
1733	мы сразу	2	1
1734	произведение только	1	1
1735	за ней	1	1
1736	нечто другое	1	1
1737	мы считаем	1	1
1738	что-то из	1	1
1739	не его	1	1
1740	смысл этого	1	1
1741	ведь ни	1	1
1742	взятый сам	4	1
1743	первый взгляд	3	1
1744	наконец эта	1	1
1745	уверить что	1	1
1746	хотя может	1	1
1747	и дело	1	1
1748	необходимо сказать	5	1
1749	не служит	1	1
1750	требует для	1	1
1751	частью даже	1	1
1752	она же	1	1
1753	успех и	1	1
1754	вопрос о	2	1
1755	то этот	2	1
1756	и политической	1	1
1757	свете этой	1	1
1758	на рынок	1	1
1759	действительность он	1	1
1760	вот теперь	1	1
1761	тоже своего	1	1
1762	другу и	1	1
1763	являются только	4	1
1764	но являются	1	1
1765	о совершенно	1	1
1766	с самой	4	1
1767	одна с	2	1
1768	она еще	1	1
1769	ни его	2	1
1770	развернутом виде	1	1
1771	живое и	1	1
1772	что же	9	1
1773	от той	1	1
1774	же его	2	1
1775	целей и	1	1
1776	эти типы	1	1
1777	и начинает	1	1
1778	понятия как	1	1
1779	отношения и	1	1
1780	сложны и	1	1
1781	форме но	2	1
1782	эпических героев	1	1
1783	отдельности и	2	1
1784	и какой-то	1	1
1785	на себе	5	1
1786	такая же	1	1
1787	можно понимать	1	1
1788	как под	1	1
1789	но никак	4	1
1790	на каждый	1	1
1791	не одно	1	1
1792	из трех	2	1
1793	у ксенофонта	1	1
1794	по нашей	1	1
1795	понятие о	2	1
1796	имели бы	1	1
1797	новый путь	1	1
1798	она есть	2	1
1799	на какую-нибудь	3	1
1800	но так	1	1
1801	о связи	1	1
1802	чем это	1	1
1803	ни даже	2	1
1804	часто играют	1	1
1805	вносит в	1	1
1806	состоящая из	1	1
1807	на дне	1	1
1808	вещь не	2	1
1809	и которое	1	1
1810	самый настоящий	4	1
1811	для раскрытия	1	1
1812	она сама	1	1
1813	бы вполне	1	1
1814	не за	1	1
1815	все новое	1	1
1816	эта образная	1	1
1817	возникает с	1	1
1818	непонятный для	1	1
1819	очевидно здесь	1	1
1820	нами не	2	1
1821	ведь для	1	1
1822	отношении в	1	1
1823	характер относится	1	1
1824	как другие	1	1
1825	а наоборот	3	1
1826	несет на	3	1
1827	назначения и	1	1
1828	похожи на	1	1
1829	жизни так	1	1
1830	своему содержанию	6	1
1831	а вся	1	1
1832	она вовсе	1	1
1833	она в	2	1
1834	бывает весьма	2	1
1835	еще больше	1	1
1836	есть просто	4	1
1837	структуре в	1	1
1838	наиболее совершенным	1	1
1839	однако этот	1	1
1840	близка к	1	1
1841	гл iii	1	1
1842	тебе и	1	1
1843	тот более	1	1
1844	целом но	1	1
1845	и кажется	1	1
1846	с известной	1	1
1847	приходили в	1	1
1848	физическая сила	1	1
1849	действительность на	1	1
1850	они будут	1	1
1851	по типу	2	1
1852	стремится к	1	1
1853	другими предметами	2	1
1854	именно во	1	1
1855	совершенно ясно	1	1
1856	тем больше	3	1
1857	которое дает	1	1
1858	с суждением	1	1
1859	бы только	2	1
1860	ее развития	1	1
1861	и объективно	1	1
1862	в мифологии	2	1
1863	помощи которого	1	1
1864	мы специально	1	1
1865	и производят	1	1
1866	на какую	1	1
1867	в непрерывном	1	1
1868	имеются в	1	1
1869	менее он	1	1
1870	или иная	4	1
1871	вечном и	1	1
1872	подлинном смысле	1	1
1873	определенное и	1	1
1874	есть понятие	1	1
1875	какие из	1	1
1876	целиком и	1	1
1877	по одному	2	1
1878	или только	1	1
1879	эту проблему	1	1
1880	он мыслит	1	1
1881	литературной речи	1	1
1882	и непосредственные	1	1
1883	если я	3	1
1884	того и	2	1
1885	отделяющих его	1	1
1886	всю художественную	1	1
1887	к вопросу	1	1
1888	выходящее за	2	1
1889	хотя оно	1	1
1890	не нужно	2	1
1891	есть своя	2	1
1892	и мотив	1	1
1893	или какие-нибудь	1	1
1894	его буквально	1	1
1895	этой плоскости	1	1
1896	отрывки из	1	1
1897	имеет ничего	3	1
1898	оно уже	1	1
1899	чудеса и	1	1
1900	мы приведем	1	1
1901	и изображает	1	1
1902	оказывается вовсе	1	1
1903	воды и	1	1
1904	что хотя	1	1
1905	войне и	1	1
1906	только от	1	1
1907	нами как	1	1
1908	две такие	1	1
1909	слова то	1	1
1910	оттенками и	1	1
1911	под общее	1	1
1912	в лодке	1	1
1913	угодно и	1	1
1914	только путем	4	1
1915	пожалуй даже	2	1
1916	его целиком	1	1
1917	является основой	1	1
1918	говоря в	1	1
1919	бы она	2	1
1920	и соответствующее	1	1
1921	произведения то	2	1
1922	если кто-нибудь	1	1
1923	этого достаточно	1	1
1924	взятая в	5	1
1925	есть движение	1	1
1926	чем как	1	1
1927	и собственно	1	1
1928	то уже	1	1
1929	имеют ничего	1	1
1930	остается на	1	1
1931	еще яснее	1	1
1932	для тех	2	1
1933	ни была	2	1
1934	языком и	1	1
1935	почему? а	1	1
1936	нашей терминологии	1	1
1937	в шутку	1	1
1938	сирано де	1	1
1939	отдельных образов	1	1
1940	есть другими	2	1
1941	оно вовсе	1	1
1942	и частного	1	1
1943	и говорили	1	1
1944	поэтому даже	1	1
1945	в особом	1	1
1946	находит для	1	1
1947	которой состоит	1	1
1948	образность и	1	1
1949	или иное	3	1
1950	уже несколько	1	1
1951	а тем	1	1
1952	снижение но	1	1
1953	где каждый	1	1
1954	они находятся	1	1
1955	целом и	1	1
1956	значение мы	1	1
1957	поэтому здесь	1	1
1958	ведь можно	1	1
1959	же самого	1	1
1960	или о	1	1
1961	как вещи	1	1
1962	однако от	1	1
1963	несомненно и	2	1
1964	так уж	2	1
1965	отражение и	2	1
1966	значение этих	1	1
1967	вне и	1	1
1968	необходимо чтобы	2	1
1969	за нее	1	1
1970	акт а	1	1
1971	петра i	4	1
1972	наоборот все	1	1
1973	отнюдь не	16	1
1974	предмет здесь	1	1
1975	поэтому на	1	1
1976	модель в	2	1
1977	которая и	1	1
1978	и общественной	2	1
1979	он действительно	1	1
1980	символики и	2	1
1981	являются чем-то	1	1
1982	и перестает	1	1
1983	они окажутся	1	1
1984	смысловых и	1	1
1985	утверждать что	3	1
1986	так ли	1	1
1987	прямо и	1	1
1988	значения они	1	1
1989	они сыграли	1	1
1990	построена так	1	1
1991	существует но	1	1
1992	содержащий в	1	1
1993	к такой	1	1
1994	его уже	1	1
1995	исторического момента	1	1
1996	внешним образом	1	1
1997	есть образ	2	1
1998	обобщению и	1	1
1999	характерно и	1	1
2000	из таких	1	1
2001	не чем	2	1
2002	вместе со	1	1
2003	литературы как	1	1
2004	опираться на	1	1
2005	думает что	1	1
2006	всегда были	1	1
2007	бы привести	1	1
2008	отношениях нет	1	1
2009	реалистического романа	1	1
2010	из отдельных	3	1
2011	что лежит	1	1
2012	социального положения	1	1
2013	не теми	1	1
2014	же самой	4	1
2015	деле и	1	1
2016	разговоре с	1	1
2017	превратить его	1	1
2018	под этим	1	1
2019	особенно глубоко	1	1
2020	сами по	8	1
2021	особого рода	1	1
2022	находим у	1	1
2023	функции и	1	1
2024	имеющие никакого	1	1
2025	предмет и	2	1
2026	можем перейти	1	1
2027	не художественной	1	1
2028	человеческая жизнь	2	1
2029	в саду	1	1
2030	и используются	1	1
2031	на месте	1	1
2032	и максимально	2	1
2033	и будет	2	1
2034	и пусть	1	1
2035	отличный от	1	1
2036	и какая	1	1
2037	можно назвать	1	1
2038	к которым	1	1
2039	отличались от	1	1
2040	к таким	1	1
2041	души это	1	1
2042	на другую	1	1
2043	и т	20	1
2044	с животными	1	1
2045	лишенный всякого	1	1
2046	это требует	1	1
2047	у платона	1	1
2048	думают что	1	1
2049	не знали	2	1
2050	эта последняя	2	1
2051	одно существенное	1	1
2052	художественной стороны	3	1
2053	что бы	1	1
2054	их художественной	1	1
2055	внутренний смысл	1	1
2056	который он	1	1
2057	и резко	1	1
2058	они ничего	1	1
2059	атмосфера и	1	1
2060	сопоставления и	1	1
2061	есть от	2	1
2062	и состоит	2	1
2063	в конкретных	1	1
2064	прочим и	1	1
2065	было сделать	1	1
2066	даже сказать	1	1
2067	тогда я	1	1
2068	всех элементов	1	1
2069	и наивного	1	1
2070	то совершенно	1	1
2071	тех больших	1	1
2072	и независимо	2	1
2073	оно является	1	1
2074	к глупости	1	1
2075	самая сущность	1	1
2076	нужно уметь	1	1
2077	обе эти	1	1
2078	но сам	1	1
2079	говорят что	1	1
2080	на основании	2	1
2081	имеет никакого	3	1
2082	и соответствующих	1	1
2083	отдельные части	1	1
2084	дня и	1	1
2085	и стремление	1	1
2086	даже самый	1	1
2087	только элементы	1	1
2088	и возможность	1	1
2089	всем прочем	1	1
2090	жизни только	1	1
2091	личной и	1	1
2092	из действительности	1	1
2093	оттенки значения	1	1
2094	будет уже	2	1
2095	он весь	1	1
2096	и моралистов	1	1
2097	другое можно	1	1
2098	и мышление	1	1
2099	его поведение	1	1
2100	поставлена здесь	1	1
2101	предполагают существование	1	1
2102	функционирует в	1	1
2103	имеет своим	2	1
2104	только есть	1	1
2105	бы сказать	1	1
2106	он никак	1	1
2107	и исключительно	1	1
2108	порождать и	1	1
2109	но ту	1	1
2110	ограниченности и	1	1
2111	как предмет	2	1
2112	единства и	1	1
2113	она может	2	1
2114	это просто	1	1
2115	к свободе	1	1
2116	так называемое	1	1
2117	только потому	3	1
2118	то или	5	1
2119	движении по	1	1
2120	если только	3	1
2121	исключительно в	2	1
2122	другого и	1	1
2123	указанием на	1	1
2124	с каким	1	1
2125	число но	1	1
2126	и какой	1	1
2127	конца и	1	1
2128	ноздрева в	1	1
2129	с аллегорией	3	1
2130	отражает и	1	1
2131	лицо или	1	1
2132	для всякого	2	1
2133	нет например	1	1
2134	в целое	1	1
2135	хотя у	1	1
2136	своему основному	1	1
2137	все на	2	1
2138	из указанных	1	1
2139	в определенном	1	1
2140	а это	6	1
2141	нам еще	1	1
2142	романе о	1	1
2143	уже приходилось	1	1
2144	но никто	1	1
2145	также имеет	1	1
2146	латинское слово	1	1
2147	а все	1	1
2148	какой-то особой	2	1
2149	когда во	1	1
2150	все равно	6	1
2151	речь но	1	1
2152	содержат в	1	1
2153	всех прочих	1	1
2154	понимает что	1	1
2155	но то	1	1
2156	что является	2	1
2157	слова которые	1	1
2158	этого произведения	4	1
2159	что будет	1	1
2160	она-то и	1	1
2161	об этих	1	1
2162	которые как	1	1
2163	как впрочем	1	1
2164	чем-то изолированным	1	1
2165	этом в	1	1
2166	настоящей работы	2	1
2167	нас к	2	1
2168	в любом	3	1
2169	этот раз	3	1
2170	которого нет	1	1
2171	если они	2	1
2172	и событий	2	1
2173	каждого героя	1	1
2174	и этих	1	1
2175	действительно есть	1	1
2176	и могут	2	1
2177	нового термина	1	1
2178	что им	1	1
2179	правда это	1	1
2180	здесь ровно	1	1
2181	по самой	1	1
2182	примера в	1	1
2183	жизни можно	1	1
2184	от болезней	1	1
2185	без конца	1	1
2186	но этим	1	1
2187	такие слова	1	1
2188	буквальном смысле	2	1
2189	того или	8	1
2190	поставить проблему	1	1
2191	действительности но	3	1
2192	план в	1	1
2193	и всеми	1	1
2194	он выражает	1	1
2195	без всяких	1	1
2196	каждом из	1	1
2197	возьмем например	1	1
2198	перестал бы	2	1
2199	что море	2	1
2200	которые очень	1	1
2201	чистом виде	3	1
2202	несравнимо с	1	1
2203	хотя с	1	1
2204	явления природы	2	1
2205	с полным	4	1
2206	есть произведение	1	1
2207	тот момент	2	1
2208	и художественный	1	1
2209	едином и	1	1
2210	отношении является	1	1
2211	примеры из	2	1
2212	особенно ясным	1	1
2213	в подчеркнуто	1	1
2214	то обстоятельство	1	1
2215	элементов а	2	1
2216	о подлинном	1	1
2217	самое что	1	1
2218	ним как	1	1
2219	здесь важно	1	1
2220	что нам	1	1
2221	близкими и	1	1
2222	веры в	1	1
2223	своей основе	1	1
2224	действительности а	1	1
2225	конечно нет	1	1
2226	хотя она	1	1
2227	слова или	1	1
2228	самое время	10	1
2229	на смерть	1	1
2230	означает что	1	1
2231	тем или	1	1
2232	идет о	1	1
2233	человеческого сознания	1	1
2234	ее снижение	1	1
2235	или еще	1	1
2236	поэтому если	2	1
2237	он их	1	1
2238	являются не	2	1
2239	есть закон	2	1
2240	типа но	1	1
2241	не эта	1	1
2242	и зубы	1	1
2243	такие элементы	1	1
2244	своей цели	1	1
2245	и понятия	2	1
2246	художественного произведения	14	1
2247	мы бы	2	1
2248	исследования является	1	1
2249	это означает	1	1
2250	иначе он	2	1
2251	в голову	2	1
2252	жен и	1	1
2253	человека это	2	1
2254	отметим еще	1	1
2255	авторы этих	1	1
2256	этого индивидуального	1	1
2257	не имеющий	1	1
2258	точно и	1	1
2259	только такие	1	1
2260	сложность проблемы	1	1
2261	культурного развития	1	1
2262	нет здесь	2	1
2263	и содержания	2	1
2264	только художественная	1	1
2265	этих произведениях	1	1
2266	и действительности	1	1
2267	на изображение	1	1
2268	исходя из	1	1
2269	через несколько	1	1
2270	изображение в	1	1
2271	углубляться в	1	1
2272	есть прежде	3	1
2273	случае мы	1	1
2274	которые на	1	1
2275	или по	6	1
2276	но совсем	1	1
2277	на память	1	1
2278	реализму но	1	1
2279	глаза и	1	1
2280	с необходимостью	1	1
2281	в анализе	1	1
2282	и общность	1	1
2283	она уже	3	1
2284	каждого элемента	1	1
2285	ведь только	1	1
2286	и символом	3	1
2287	реализме то	1	1
2288	мы ее	1	1
2289	например с	1	1
2290	остановиться на	1	1
2291	требует от	1	1
2292	здесь необходимо	1	1
2293	собой разумеется	1	1
2294	то не	2	1
2295	от этих	1	1
2296	и единственной	1	1
2297	говорить что	1	1
2298	тысячи лет	1	1
2299	образа есть	1	1
2300	среди других	1	1
2301	этой последней	1	1
2302	имеет никакой	1	1
2303	уже решительно	1	1
2304	мыслится как	1	1
2305	музыкальных инструментов	1	1
2306	его стихотворении	1	1
2307	общего то	1	1
2308	черты в	1	1
2309	а во-вторых	2	1
2310	имеет для	2	1
2311	можно понять	1	1
2312	результате этого	1	1
2313	на дыбы	1	1
2314	возможно и	2	1
2315	комедия данте	1	1
2316	в простейшем	1	1
2317	и животные	1	1
2318	известную свободу	1	1
2319	и превращает	1	1
2320	себе с	1	1
2321	каждая вещь	2	1
2322	понимали его	1	1
2323	самой действительности	1	1
2324	веры и	1	1
2325	действительности так	1	1
2326	нам уже	1	1
2327	только более	2	1
2328	оно почти	1	1
2329	однако это	6	1
2330	эти термины	1	1
2331	их конкретности	1	1
2332	судьбы не	1	1
2333	близких к	1	1
2334	для их	1	1
2335	и каждого	1	1
2336	ведь не	3	1
2337	ней как	1	1
2338	сторона и	1	1
2339	природы в	1	1
2340	чем так	1	1
2341	случае они	1	1
2342	за рамки	1	1
2343	что прямо	1	1
2344	или что	1	1
2345	силы что	1	1
2346	и кое-что	1	1
2347	и какова	1	1
2348	дается уже	1	1
2349	над ними	1	1
2350	далеко выходит	1	1
2351	начиная от	1	1
2352	значение то	1	1
2353	такой элемент	1	1
2354	другую более	1	1
2355	иной мере	3	1
2356	же между	1	1
2357	очень близок	1	1
2358	первой главы	1	1
2359	все такого	4	1
2360	оно так	1	1
2361	же наконец	1	1
2362	не идет	1	1
2363	виду и	1	1
2364	его именно	1	1
2365	уже как	3	1
2366	здесь прежде	1	1
2367	мы установили	1	1
2368	то как	1	1
2369	как оно	3	1
2370	значения этого	3	1
2371	и допускает	1	1
2372	степени но	1	1
2373	оно полно	1	1
2374	пока еще	3	1
2375	себе весь	1	1
2376	это разнообразие	1	1
2377	тех случаях	1	1
2378	себе конечно	1	1
2379	следующим образом	1	1
2380	зато его	1	1
2381	языка как	1	1
2382	это область	1	1
2383	есть по	1	1
2384	еще одна	1	1
2385	по объему	1	1
2386	и поэты	1	1
2387	речь о	2	1
2388	том какую	2	1
2389	и другого	1	1
2390	здесь идет	1	1
2391	более абстрактный	1	1
2392	отраженная в	2	1
2393	слова ни	2	1
2394	или лучше	1	1
2395	есть также	2	1
2396	чтобы читатель	1	1
2397	едва ли	8	1
2398	вовсе и	1	1
2399	сливаться с	1	1
2400	вот эта	2	1
2401	значит также	1	1
2402	действительно ли	1	1
2403	самостоятельное значение	8	1
2404	есть этот	1	1
2405	конечно есть	1	1
2406	разорваны и	1	1
2407	с молодыми	1	1
2408	время весьма	1	1
2409	в поисках	2	1
2410	как самый	1	1
2411	здесь нужно	1	1
2412	понимая под	1	1
2413	обычно к	1	1
2414	силой в	1	1
2415	высокую ступень	2	1
2416	своими собственными	1	1
2417	из моментов	1	1
2418	обычно не	1	1
2419	уже с	1	1
2420	речь тем	1	1
2421	души и	1	1
2422	тем не	23	1
2423	по мнению	2	1
2424	зафиксирована в	1	1
2425	не думает	1	1
2426	и нужно	2	1
2427	довлеет себе	1	1
2428	представлена в	1	1
2429	совершенно новое	2	1
2430	и бесконечно	1	1
2431	даже на	1	1
2432	мыслится и	1	1
2433	все прочие	1	1
2434	лежит в	1	1
2435	в зависимости	3	1
2436	столько же	2	1
2437	ли мы	1	1
2438	и говорят	1	1
2439	требует и	1	1
2440	не говорит	2	1
2441	и справедливости	1	1
2442	сторону мы	1	1
2443	произведение как	1	1
2444	тоже можно	1	1
2445	форме эта	1	1
2446	вещи не	1	1
2447	при изучении	1	1
2448	потому в	1	1
2449	двух главных	1	1
2450	первую очередь	3	1
2451	же для	1	1
2452	на тот	1	1
2453	она стремится	1	1
2454	мы дали	1	1
2455	и думал	1	1
2456	думать о	1	1
2457	типа и	2	1
2458	себе не	2	1
2459	художественном произведении	3	1
2460	но самые	1	1
2461	от одной	2	1
2462	чем иным	2	1
2463	о бесконечности	1	1
2464	родов оружия	1	1
2465	основано на	1	1
2466	своей идее	1	1
2467	иным как	2	1
2468	символом и	1	1
2469	очевидным что	1	1
2470	это одно	1	1
2471	звучит здесь	1	1
2472	же касается	5	1
2473	не мыслится	1	1
2474	его значение	1	1
2475	например как	2	1
2476	собою и	1	1
2477	могло бы	3	1
2478	типа в	1	1
2479	и понимание	1	1
2480	явлений природы	1	1
2481	и своей	1	1
2482	как сказано	1	1
2483	чтобы понять	1	1
2484	на которую	3	1
