N	2gram	Vygotskiy_	Vvedenie
1294	можно с	1	1
1295	данных которые	1	1
1296	о связи	1	1
1297	в самой	4	1
1298	значении слова	2	1
1299	среде в	1	1
1300	и особенно	1	1
1301	дальнейшего развития	1	1
1302	развития на	3	1
1303	более сложной	1	1
1304	выяснить как	1	1
1305	своих потребностей	1	1
1306	тот же	7	1
1307	всякий кто	1	1
1308	что на	2	1
1309	почти не	1	1
1310	не то	3	1
1311	в заключение	4	1
1312	слова и	5	1
1313	нее не	1	1
1314	действительно в	1	1
1315	методе исследования	1	1
1316	ступеней в	1	1
1317	этих теорий	1	1
1318	их исторического	1	1
1319	в первой	3	1
1320	никак не	1	1
1321	о ней	1	1
1322	и самый	2	1
1323	вернуться к	2	1
1324	обратиться к	4	1
1325	различных областей	1	1
1326	и том	1	1
1327	он должен	4	1
1328	что существует	1	1
1329	действительно все	1	1
1330	более того	2	1
1331	исследования в	5	1
