N	2gram	Vygotskiy_	Literetu
1306	сознания однако	1	1
1307	не делает	1	1
1308	ничего такого	1	1
1309	искусства уже	1	1
1310	и действительно	2	1
1311	и пусть	1	1
1312	в процессе	1	1
1313	принято называть	1	1
1314	искусство на	2	1
1315	очередь объясняется	1	1
1316	есть нечто	3	1
1317	самого онегина	1	1
1318	может стать	1	1
1319	что яд	1	1
1320	это время	1	1
1321	момент и	1	1
1322	и так	4	1
1323	состоит из	1	1
1324	и герой	2	1
1325	никто не	4	1
1326	что иное	2	1
1327	означает для	1	1
1328	без которых	1	1
1329	говоря и	1	1
1330	и были	1	1
1331	в которых	4	1
1332	толстого и	1	1
1333	татьяны в	1	1
1334	о котором	9	1
1335	том как	1	1
1336	именно поэтому	2	1
1337	зависимости от	9	1
1338	а благодаря	2	1
1339	которая сама	1	1
1340	это составляет	1	1
1341	в известном	2	1
1342	искусства но	2	1
1343	друг от	2	1
1344	первой главе	1	1
1345	к другому	2	1
1346	он мог	3	1
1347	то здесь	2	1
1348	они по	1	1
1349	необходимых для	1	1
1350	автора но	1	1
1351	только язык	1	1
1352	принадлежит ему	1	1
1353	такова природа	1	1
1354	интеллектуальной деятельности	1	1
1355	только одно	1	1
1356	что искусство	11	1
1357	ее на	1	1
1358	одним и	3	1
1359	не нужен	1	1
1360	смерти то	1	1
1361	был только	1	1
1362	тот кто	1	1
1363	же я	1	1
1364	что эстетическая	1	1
1365	отличается от	4	1
1366	карамазова и	1	1
1367	что мы	12	1
1368	самого конца	2	1
1369	это явление	1	1
1370	искусства для	1	1
1371	где есть	1	1
1372	совпадает с	1	1
1373	задний план	1	1
1374	мы его	1	1
1375	энергии но	1	1
1376	знали что	1	1
1377	бы по	3	1
1378	ненависть к	1	1
1379	в гранитных	1	1
1380	и трагическое	2	1
1381	и формой	1	1
1382	героем и	1	1
1383	в новой	1	1
1384	самого автора	1	1
1385	нам для	1	1
1386	остается только	1	1
1387	те или	1	1
1388	именно на	6	1
1389	и вся	4	1
1390	значение для	2	1
1391	истинным смыслом	1	1
1392	которого не	1	1
1393	они все	1	1
1394	переходит к	1	1
1395	к делу	2	1
1396	ее с	1	1
1397	целый ряд	5	1
1398	борьбу и	2	1
1399	времени и	5	1
1400	только тем	1	1
1401	что такая	1	1
1402	теперь не	1	1
1403	я хотел	1	1
1404	он есть	1	1
1405	перед глазами	1	1
1406	в каком	7	1
1407	воображении и	1	1
1408	что здесь	3	1
1409	и там	2	1
1410	на две	1	1
1411	себе никакой	1	1
1412	ее не	2	1
1413	событий в	2	1
1414	если мы	24	1
1415	и во	2	1
1416	значение имеет	2	1
1417	негой и	1	1
1418	не слышали	1	1
1419	разлад между	1	1
1420	произведения и	1	1
1421	эти категории	1	1
1422	но именно	1	1
1423	за пределами	1	1
1424	на искусство	3	1
1425	человека из	1	1
1426	только при	1	1
1427	характера и	8	1
1428	именно то	5	1
1429	говорил что	2	1
1430	в каждый	1	1
1431	котором мы	3	1
1432	близким и	1	1
1433	пути своего	1	1
1434	на этот	7	1
1435	взаимодействия с	1	1
1436	смерти он	2	1
1437	искусства об	1	1
1438	здесь и	1	1
1439	каждый шаг	3	1
1440	мать и	2	1
1441	себя с	2	1
1442	культурной жизни	1	1
1443	человек но	1	1
1444	искусство если	1	1
1445	только потому	1	1
1446	имеет не	1	1
1447	он стал	1	1
1448	движения и	1	1
1449	исключительно в	1	1
1450	и искусства	1	1
1451	прибегает к	1	1
1452	толстой в	1	1
1453	счете к	1	1
1454	высшего порядка	1	1
1455	обратиться к	9	1
1456	высшей степени	1	1
1457	на коллизии	1	1
1458	из камня	1	1
1459	душе и	1	1
1460	которые для	1	1
1461	смерть и	1	1
1462	на челе	1	1
1463	и прямо	1	1
1464	ничем не	1	1
1465	исполнения и	1	1
1466	основе своей	1	1
1467	нет ни	4	1
1468	именно такая	1	1
1469	надежду на	1	1
1470	сам он	1	1
1471	того как	4	1
1472	нас не	2	1
1473	в последней	3	1
1474	уверен что	1	1
1475	роль и	2	1
1476	ни единой	1	1
1477	решении этой	1	1
1478	и нашедшая	1	1
1479	материала и	6	1
1480	воли в	1	1
1481	тому чтобы	1	1
1482	которых он	3	1
1483	и принципиально	1	1
1484	или с	2	1
1485	этой мысли	1	1
1486	они входят	1	1
1487	внешнем мире	1	1
1488	неизмеримо более	2	1
1489	ни на	3	1
1490	которое должно	1	1
1491	художественного чувства	2	1
1492	эстетическую реакцию	2	1
1493	все это	8	1
1494	то самое	1	1
1495	указание на	1	1
1496	самой этой	1	1
1497	ударения и	2	1
1498	чувств как	2	1
1499	в заключительной	1	1
1500	стих на	1	1
1501	отступление от	1	1
1502	в виде	3	1
1503	вся художественная	1	1
1504	это всегда	1	1
1505	что ни	4	1
1506	материал для	2	1
1507	от друга	2	1
1508	отказаться от	1	1
1509	или в	6	1
1510	сила которая	1	1
1511	художественный и	1	1
1512	начала в	1	1
1513	своей воле	1	1
1514	что будет	1	1
1515	и вы	1	1
1516	но эта	1	1
1517	это еще	1	1
1518	преодоления и	1	1
1519	на вымышленный	1	1
1520	психологию искусства	3	1
1521	перед смертью	1	1
1522	в эстетический	1	1
1523	вообще не	1	1
1524	сама по	3	1
1525	борьбы и	1	1
1526	в стороне	2	1
1527	каждого элемента	1	1
1528	что перед	1	1
1529	которого нет	1	1
1530	или даже	1	1
1531	этого романа	2	1
1532	иной раз	1	1
1533	друзья мои	1	1
1534	основана на	2	1
1535	есть только	3	1
1536	однако это	1	1
1537	последнее время	1	1
1538	на одном	5	1
1539	на все	2	1
1540	и со	1	1
1541	он вслед	1	1
1542	один и	1	1
1543	по его	5	1
1544	мы находим	2	1
1545	нисколько не	3	1
1546	войти в	1	1
1547	это было	4	1
1548	чем из	1	1
1549	с другом	6	1
1550	и осознать	1	1
1551	говорит об	1	1
1552	или менее	1	1
1553	чего в	1	1
1554	в одной	4	1
1555	при виде	1	1
1556	мысли в	1	1
1557	не все	3	1
1558	прямо противоположное	3	1
1559	за этой	1	1
1560	выражение и	1	1
1561	ему не	1	1
1562	этих двух	8	1
1563	и логически	1	1
1564	что эти	4	1
1565	которая как	1	1
1566	когда по	1	1
1567	и эти	3	1
1568	что от	2	1
1569	как ни	4	1
1570	его тем	1	1
1571	ему нужно	3	1
1572	на задний	1	1
1573	чувствую себя	1	1
1574	а просто	1	1
1575	мы воспринимаем	8	1
1576	двух основных	1	1
1577	искусства или	1	1
1578	слово это	1	1
1579	в самых	4	1
1580	т.п и	1	1
1581	силу своих	1	1
1582	ни один	2	1
1583	то герой	1	1
1584	этом оказывается	1	1
1585	воспринимается как	1	1
1586	с полным	1	1
1587	нельзя не	1	1
1588	на поле	1	1
1589	вся жизнь	1	1
1590	бы назвать	1	1
1591	обстоит дело	4	1
1592	точка в	1	1
1593	поступает как	1	1
1594	мы узнаем	2	1
1595	это приводит	1	1
1596	вопрос как	1	1
1597	концепцию искусства	1	1
1598	быть и	2	1
1599	что подобное	1	1
1600	слову но	1	1
1601	есть всегда	1	1
1602	она нужна	1	1
1603	теперь начинает	1	1
1604	и их	3	1
1605	это уж	1	1
1606	и эстетической	1	1
1607	уже заранее	1	1
1608	частности в	1	1
1609	одного человека	1	1
1610	оказывается что	2	1
1611	кто не	1	1
1612	конечно в	1	1
1613	в трех	5	1
1614	говоря о	1	1
1615	но дело	1	1
1616	и времени	2	1
1617	у поэта	1	1
1618	реальное время	1	1
1619	ниже и	1	1
1620	этому поводу	4	1
1621	было указано	1	1
1622	первые два	1	1
1623	почти никогда	2	1
1624	развивается в	1	1
1625	и всех	1	1
1626	как некоторое	1	1
1627	но то	1	1
1628	и средством	1	1
1629	существует как	1	1
1630	что поскольку	1	1
1631	существу в	1	1
1632	решающую роль	1	1
1633	считает свою	1	1
1634	признается что	1	1
1635	частный случай	1	1
1636	к ней	3	1
1637	и вне	2	1
1638	в литературном	1	1
1639	литературное произведение	1	1
1640	на войне	1	1
1641	уж не	1	1
1642	в театре	1	1
1643	он знает	3	1
1644	того времени	1	1
1645	предмет его	1	1
1646	отрывается от	1	1
1647	и малое	1	1
1648	в высшей	1	1
1649	обращаться к	1	1
1650	эту мысль	2	1
1651	это означает	2	1
1652	а нередко	1	1
1653	далека от	1	1
1654	имеет то	1	1
1655	здесь все	1	1
1656	только после	1	1
1657	который весь	1	1
1658	и эта	2	1
1659	на своих	1	1
1660	эти два	3	1
1661	искусства тогда	1	1
1662	которое мы	3	1
1663	конце концов	6	1
1664	стал почти	1	1
1665	лучшем случае	3	1
1666	само по	3	1
1667	здесь стих	1	1
1668	что препятствует	1	1
1669	иное как	2	1
1670	взгляде на	1	1
