N	2gram	Tiupa_Anal	Problema
1312	отношению к	9	2
1313	слова в	1	2
1314	все более	1	2
1315	а я	1	2
1316	до полной	1	2
1317	и объекта	1	1
1318	они имеют	1	1
1319	есть вещь	2	1
1320	в центре	3	1
1321	тут еще	1	1
1322	не считает	1	1
1323	типа как	1	1
1324	творчества в	1	1
1325	а перед	1	1
1326	вновь и	1	1
1327	реальной жизни	1	1
1328	следует что	2	1
1329	длина каждого	1	1
1330	ни попало	1	1
1331	сам автор	1	1
1332	а затем	3	1
1333	литературном произведении	2	1
1334	только внутреннее	1	1
1335	только самих	1	1
1336	если имеется	1	1
1337	частности как	1	1
1338	трактует как	1	1
1339	рассмотренных выше	1	1
1340	между ними	1	1
1341	описания в	1	1
1342	и внешне	1	1
1343	и повсюду	1	1
1344	они выступают	1	1
1345	другими как	1	1
1346	обращением к	1	1
1347	по природе	4	1
1348	если исходить	1	1
1349	и опять	1	1
1350	все моменты	1	1
1351	человека для	1	1
1352	никоим образом	1	1
1353	в речи	3	1
1354	и складывается	1	1
1355	и возникновение	1	1
1356	бы истинным	1	1
1357	значение слов	1	1
1358	только через	2	1
1359	место и	1	1
1360	делать выводы	1	1
1361	собой не	2	1
1362	случайно и	1	1
1363	этом можно	1	1
1364	слова часто	2	1
1365	в xx	1	1
1366	что наиболее	1	1
1367	и нисколько	1	1
1368	языка то	1	1
1369	не его	2	1
1370	свидетельствует и	1	1
1371	и наоборот	3	1
1372	к смыслу	1	1
1373	и дело	1	1
1374	постоянно меняется	1	1
1375	мысли однако	1	1
1376	в некий	2	1
1377	образа а	1	1
1378	к художественной	1	1
1379	настолько чтобы	1	1
1380	дело только	1	1
1381	начале и	1	1
1382	другие но	1	1
1383	может явиться	1	1
1384	имеет или	1	1
1385	больше не	1	1
1386	слова если	1	1
1387	чтобы охватить	1	1
1388	греческое слово	1	1
1389	втором случае	1	1
1390	язык есть	2	1
1391	времени или	1	1
1392	к мысли	1	1
1393	от своей	1	1
1394	и каждого	1	1
1395	ты над	1	1
1396	от полной	1	1
1397	от меня	1	1
1398	за рамки	2	1
1399	хотел сказать	1	1
1400	было сказано	1	1
1401	он содержит	1	1
1402	впрочем еще	2	1
1403	жизнь я	1	1
1404	переход от	1	1
1405	другого не	2	1
1406	когда сам	1	1
1407	в основу	1	1
1408	такая же	1	1
1409	идеальное не	1	1
1410	знать в	1	1
1411	почти нет	1	1
1412	как от	2	1
1413	этих актов	1	1
1414	концентрических кругов	1	1
1415	не удивительно	2	1
1416	последних десятилетий	1	1
1417	настоящий момент	1	1
1418	даже у	1	1
1419	к этим	1	1
1420	к ее	1	1
1421	этой плоскости	1	1
1422	с настоящим	1	1
1423	но содержат	1	1
1424	всего в	3	1
1425	в науках	1	1
1426	мысли так	1	1
1427	не происходит	1	1
1428	и представляет	4	1
1429	глядя на	1	1
1430	общих понятий	1	1
1431	и оба	1	1
1432	всякого внутреннего	1	1
1433	не понимаю	2	1
1434	которая определяет	1	1
1435	имеют место	2	1
1436	как другие	1	1
1437	с более	1	1
1438	ужаса и	1	1
1439	всей их	1	1
1440	об одном	1	1
1441	искусство в	2	1
1442	к себе	1	1
1443	нашей работы	1	1
1444	по-видимому не	1	1
1445	не должна	1	1
1446	указанных выше	1	1
1447	не имея	2	1
1448	литературе также	1	1
1449	этом втором	1	1
1450	целом но	1	1
1451	согласно которому	1	1
1452	совмещается с	1	1
1453	третий раз	1	1
1454	и сознания	1	1
1455	которое дает	2	1
1456	сознания на	1	1
1457	пути и	1	1
1458	материальный субстрат	1	1
1459	бы достаточно	1	1
1460	он оказывается	1	1
1461	по аналогии	1	1
1462	в третий	1	1
1463	не остается	2	1
1464	потустороннего мира	1	1
1465	этом последнем	1	1
1466	с жизнью	1	1
1467	нечто внутреннее	1	1
1468	сама художественная	1	1
1469	просто с	1	1
1470	эти три	1	1
1471	самым и	1	1
1472	не требуется	1	1
1473	с художественной	1	1
1474	одном из	1	1
1475	же точно	2	1
1476	сознания как	1	1
1477	так сказать	1	1
1478	вы хотите	1	1
1479	это путь	2	1
1480	дело тут	1	1
1481	в двух	4	1
1482	о невозможности	1	1
1483	на смерть	1	1
1484	конечно может	1	1
1485	в сторону	6	1
1486	из одного	1	1
1487	не пассивное	1	1
1488	встрече с	4	1
1489	каждого звука	1	1
1490	его гибели	1	1
1491	с иной	1	1
1492	складывается из	2	1
1493	ее художник	1	1
1494	выхожу один	1	1
1495	только ему	1	1
1496	однако так	1	1
1497	довольно много	1	1
1498	слово есть	1	1
1499	и быть	1	1
1500	в устах	2	1
1501	личность в	4	1
1502	он ничего	1	1
1503	в отношение	1	1
1504	м и	2	1
1505	переживания в	1	1
1506	которые и	1	1
1507	с какой	1	1
1508	говорится и	1	1
1509	рассказывает как	1	1
1510	человека как	1	1
1511	на множество	1	1
1512	характерны для	1	1
1513	речи и	2	1
1514	языком и	1	1
1515	в ответ	2	1
1516	однако эта	1	1
1517	бы но	1	1
1518	снижение не	1	1
1519	реалистического романа	1	1
1520	соединении с	1	1
1521	главного героя	3	1
1522	других людей	2	1
1523	ради которых	1	1
1524	уже потому	1	1
1525	также не	1	1
1526	однако сам	1	1
1527	и другая	1	1
1528	решение вопроса	1	1
1529	в настоящий	1	1
1530	носителя этого	1	1
1531	которой состоит	1	1
1532	не сами	2	1
1533	как один	1	1
1534	произведение не	2	1
1535	могла бы	3	1
1536	и какое	1	1
1537	м в	1	1
1538	где каждый	1	1
1539	не само	1	1
1540	реальность она	1	1
1541	мы их	1	1
1542	отдельных произведений	1	1
1543	но прежде	1	1
1544	теми же	2	1
1545	крайний случай	1	1
1546	время он	1	1
1547	на место	3	1
1548	события в	2	1
1549	случае это	2	1
1550	с идеей	1	1
1551	еще одно	1	1
1552	как самостоятельную	1	1
1553	можно отметить	2	1
1554	в особенности	1	1
1555	так ли	1	1
1556	мировое древо	2	1
1557	ни малейшего	1	1
1558	на точке	1	1
1559	его уже	1	1
1560	характерно и	1	1
1561	к художественному	1	1
1562	всякого смысла	1	1
1563	третьей и	1	1
1564	ним и	2	1
1565	есть без	1	1
1566	христианин в	1	1
1567	говорит нам	1	1
1568	литературы как	2	1
1569	изо всей	1	1
1570	из одних	1	1
1571	смерть и	2	1
1572	ответ на	3	1
1573	была названа	1	1
1574	обратном порядке	1	1
1575	имеет отношение	1	1
1576	творчества и	2	1
1577	не случайна	2	1
1578	и одновременно	4	1
1579	функции и	1	1
1580	героев но	1	1
1581	в истинном	1	1
1582	весьма основательно	1	1
1583	развития в	1	1
1584	в составе	2	1
1585	что обыкновенно	1	1
1586	заключительная фраза	1	1
1587	значении этого	8	1
1588	и соответственно	5	1
1589	всякий другой	1	1
1590	те же	3	1
1591	целое как	1	1
1592	нового смысла	1	1
1593	или выражаясь	1	1
1594	говоря и	3	1
1595	что вообще	1	1
1596	выступает как	1	1
1597	их внутренней	1	1
1598	и черный	1	1
1599	и резко	1	1
1600	мысли или	1	1
1601	его и	3	1
1602	в поэзии	2	1
1603	в диалоге	2	1
1604	возможно в	1	1
1605	в главе	1	1
1606	и холодного	1	1
1607	который всегда	1	1
1608	один к	1	1
1609	обращают на	1	1
1610	тогда я	1	1
1611	и содержит	1	1
1612	в течение	1	1
1613	читателя но	1	1
1614	быть не	3	1
1615	из его	2	1
1616	на небесах	4	1
1617	в которую	2	1
1618	отношении к	1	1
1619	человека только	1	1
1620	художественной литературы	1	1
1621	на примере	3	1
1622	идя в	1	1
1623	этой стороны	1	1
1624	получает от	1	1
1625	еще один	1	1
1626	над собой	1	1
1627	вот этот	1	1
1628	состоит в	16	1
1629	претендовать на	1	1
1630	самому в	1	1
1631	удел в	1	1
1632	функционирует в	1	1
1633	мыслитель и	1	1
1634	искусство и	2	1
1635	слова он	1	1
1636	обнаруживает себя	3	1
1637	до известной	1	1
1638	смерти не	2	1
1639	моментов а	1	1
1640	какой-нибудь стороны	1	1
1641	кроме этого	1	1
1642	самих же	1	1
1643	по этой	2	1
1644	есть субстрат	1	1
1645	во времени	6	1
1646	осмысления этого	1	1
1647	действительно имеет	1	1
1648	как к	2	1
1649	творцом и	1	1
1650	и такой	1	1
1651	со времен	1	1
1652	существующим в	2	1
1653	речи то	1	1
1654	за собою	3	1
1655	о сыне	1	1
1656	в целое	1	1
1657	которых он	1	1
1658	когда имеет	1	1
1659	для данной	1	1
1660	значимость данного	2	1
1661	для автора	1	1
1662	может остаться	1	1
1663	также имеет	1	1
1664	его внутренний	1	1
1665	смысле этого	1	1
1666	страсть к	1	1
1667	научные и	1	1
1668	содержат в	1	1
1669	сказать не	1	1
1670	собой он	1	1
1671	что действительно	1	1
1672	глаза а	1	1
1673	бы ничего	1	1
1674	сама в	1	1
1675	приводит нас	1	1
1676	смысла его	1	1
1677	имеет место	6	1
1678	который вообще	1	1
1679	произведением в	1	1
1680	конечно далеко	1	1
1681	его практической	1	1
1682	долгое время	1	1
1683	которая при	1	1
1684	что находится	1	1
1685	любой другой	1	1
1686	поставить в	1	1
1687	но особенно	1	1
1688	дело и	1	1
1689	можно читать	2	1
1690	своей природе	1	1
1691	субъекта с	1	1
1692	с первым	1	1
1693	фактов в	1	1
1694	в акте	2	1
1695	другой в	1	1
1696	события что	1	1
1697	творца а	1	1
1698	поскольку этот	1	1
1699	третья часть	1	1
1700	одежду и	1	1
1701	самое что	1	1
1702	этот факт	1	1
1703	не следует	6	1
1704	к которой	1	1
1705	явления то	1	1
1706	вы видите	1	1
1707	в рамках	5	1
1708	преданий о	1	1
1709	становится его	1	1
1710	что можно	1	1
1711	мир или	1	1
1712	личности героя	1	1
1713	произведения не	1	1
1714	переходе к	1	1
1715	целая система	1	1
1716	действительно не	1	1
1717	это означает	3	1
1718	понять что	1	1
1719	далека от	2	1
1720	являет собой	4	1
1721	что о	1	1
1722	бытия и	2	1
1723	их смысловой	1	1
1724	было с	1	1
1725	с предметом	1	1
1726	здесь обязательно	1	1
1727	по законам	1	1
1728	времена и	1	1
1729	является ли	1	1
1730	тоже вне	1	1
1731	и конец	1	1
1732	может претендовать	1	1
1733	ничего иного	2	1
1734	случае в	2	1
1735	и называет	1	1
1736	при созерцании	1	1
1737	этого в	1	1
1738	различия в	1	1
1739	не сводимую	1	1
1740	его непосредственного	1	1
1741	для непосредственного	1	1
1742	исходя из	5	1
1743	себе силу	1	1
1744	в структуру	1	1
1745	все люди	1	1
1746	чем глубже	1	1
1747	это лишь	1	1
1748	необходимое для	1	1
1749	чем ее	1	1
1750	об искусстве	2	1
1751	в обыденной	1	1
1752	помимо воли	1	1
1753	к числу	1	1
1754	а вот	1	1
1755	равнодушен к	1	1
1756	в следующих	1	1
1757	или нет	1	1
1758	по выражению	4	1
1759	их жизни	1	1
1760	в принципе	8	1
1761	своей истории	1	1
1762	миф в	1	1
1763	ты не	2	1
1764	произведения а	2	1
1765	быть может	2	1
1766	по мере	1	1
1767	личность но	1	1
1768	отношений в	1	1
1769	внутреннего смысла	2	1
1770	среди других	1	1
1771	близкого человека	1	1
1772	или во	1	1
1773	а между	1	1
1774	не подлежащий	1	1
1775	на свой	1	1
1776	вещь в	1	1
1777	элементы в	1	1
1778	значения в	1	1
1779	вообще но	1	1
1780	знаки и	1	1
1781	на какой-нибудь	1	1
1782	ведет к	3	1
1783	вся его	1	1
1784	к художественности	1	1
1785	данный текст	2	1
1786	и процессов	1	1
1787	и внутренне	1	1
1788	поскольку сам	1	1
1789	на ноги	1	1
1790	себя к	2	1
1791	может оказаться	1	1
1792	прочим и	1	1
1793	обладает и	1	1
1794	и слово	2	1
1795	судьбы не	3	1
1796	смысла как	3	1
1797	что оба	1	1
1798	он по	2	1
1799	и обозначает	1	1
1800	не я	1	1
1801	у которых	1	1
1802	при всей	4	1
1803	реальности и	2	1
1804	пределы своих	1	1
1805	есть обладает	1	1
1806	и вещь	2	1
1807	среди всех	1	1
1808	анализа будет	1	1
1809	восходит к	2	1
1810	приближении к	1	1
1811	сам не	1	1
1812	и четвертой	1	1
1813	предмет художественного	1	1
1814	ухода в	1	1
1815	никогда он	1	1
1816	мифологии в	1	1
1817	некий общий	1	1
1818	его своей	1	1
1819	наиболее древние	1	1
1820	образ жизни	1	1
1821	заключается что	1	1
1822	уже было	1	1
1823	как функции	1	1
1824	нашем случае	3	1
1825	новом свете	1	1
1826	об отношении	1	1
1827	и внешнее	1	1
1828	и выражение	1	1
1829	в различных	1	1
1830	связь между	1	1
1831	обращаясь к	2	1
1832	что речь	1	1
1833	на своего	1	1
1834	и внутренней	1	1
1835	образы здесь	1	1
1836	но скорее	1	1
1837	из виду	3	1
1838	и эстетического	1	1
1839	она вполне	1	1
1840	могут и	1	1
1841	двух других	1	1
1842	самом начале	3	1
1843	однако эти	1	1
1844	что тот	1	1
1845	по которой	1	1
1846	на художественную	1	1
1847	герой нашего	1	1
1848	еще ничего	1	1
1849	ничего нельзя	1	1
1850	следующим образом	1	1
1851	входят в	1	1
1852	все многообразие	1	1
1853	целое то	1	1
1854	в литературоведении	2	1
1855	путь выхода	1	1
1856	к установлению	1	1
1857	и нас	1	1
1858	со второй	1	1
1859	и н	1	1
1860	не имело	1	1
1861	и входит	1	1
1862	так у	4	1
1863	тоже могут	1	1
1864	и становится	1	1
1865	начало и	1	1
1866	ли эта	1	1
1867	научный анализ	2	1
1868	того о	1	1
1869	вопрос может	1	1
1870	пусть и	1	1
1871	от слов	1	1
1872	от автора	1	1
1873	на протяжении	2	1
1874	и призван	1	1
1875	к человеку	1	1
1876	читателя как	1	1
1877	всех языках	1	1
1878	первом случае	2	1
1879	смысла мы	2	1
1880	собой в	2	1
1881	есть у	1	1
1882	получает в	1	1
1883	данном контексте	1	1
1884	речи как	1	1
1885	на этих	1	1
1886	науки в	1	1
1887	а тоже	1	1
1888	и художественно	1	1
1889	я во	3	1
1890	в тот	1	1
1891	что выше	1	1
1892	о ком	2	1
1893	иной эстетической	2	1
1894	не от	1	1
1895	а творческое	1	1
1896	еще одна	3	1
1897	произведения его	1	1
1898	воле и	1	1
1899	принадлежит только	2	1
1900	знаков а	1	1
1901	наконец в-третьих	1	1
1902	своего собеседника	1	1
1903	произведение как	1	1
1904	есть вне	1	1
1905	искусства обычно	1	1
1906	или несколько	1	1
1907	всех и	1	1
1908	от фиксации	1	1
1909	из мифа	1	1
1910	воздействие на	1	1
1911	такова что	2	1
1912	себя как	1	1
1913	вне всякого	1	1
1914	эту особенность	1	1
1915	в мире	14	1
1916	бесовской силы	1	1
1917	в пределы	1	1
1918	в психике	2	1
1919	из четырех	2	1
1920	бытия с	1	1
1921	я есть	2	1
1922	и оказывается	1	1
1923	зрения и	1	1
1924	на свободу	1	1
1925	но никто	1	1
1926	говорит сам	1	1
1927	как сказано	1	1
1928	пребывания в	1	1
1929	произведение является	1	1
1930	всех своих	1	1
1931	под именем	1	1
1932	всякое понимание	1	1
1933	внешней и	1	1
1934	образом с	1	1
1935	личности или	1	1
1936	в уста	1	1
1937	сознания а	1	1
1938	не сводится	2	1
1939	составных частей	1	1
1940	данный момент	2	1
1941	человека однако	1	1
1942	сама природа	1	1
1943	рассказано в	1	1
1944	картину жизни	1	1
1945	личности и	3	1
1946	сказали мне	1	1
1947	не более	4	1
1948	его внутренней	1	1
1949	себя внимание	3	1
1950	оно ни	1	1
1951	легко можно	2	1
1952	это латинское	1	1
1953	над другими	1	1
1954	лингвистических единиц	3	1
1955	его жизнь	1	1
1956	в современной	1	1
1957	глубине и	1	1
1958	несколько ниже	1	1
1959	присущи и	1	1
1960	как известно	4	1
1961	соотнесенность с	1	1
1962	по домам	2	1
1963	сердце мое	1	1
1964	достаточной для	1	1
1965	которая ни	1	1
1966	если вдуматься	1	1
1967	это делает	1	1
1968	случайна и	1	1
1969	обращен к	1	1
1970	например или	1	1
1971	речи вообще	1	1
1972	к живому	1	1
1973	как система	6	1
1974	в данный	2	1
1975	ни одно	2	1
1976	мифа но	1	1
1977	в лингвистике	1	1
1978	не сводим	1	1
1979	означает что	3	1
1980	определения в	1	1
1981	каждого из	1	1
1982	до его	2	1
1983	данного рода	2	1
1984	познания в	1	1
1985	в пространстве	1	1
1986	и рождается	1	1
1987	о художественном	1	1
1988	носителя и	1	1
1989	приобщаясь к	1	1
1990	нельзя назвать	1	1
1991	положения и	1	1
1992	из возможных	2	1
1993	смысла а	1	1
1994	произведение и	1	1
1995	существования и	2	1
1996	прямо говорит	1	1
1997	в специальном	2	1
1998	сознания о	1	1
1999	же является	1	1
2000	в литературной	1	1
2001	приведем один	1	1
2002	представляют собой	4	1
2003	подлежит никакому	1	1
2004	нашего времени	3	1
2005	предполагает не	2	1
2006	первых двух	1	1
2007	этот принцип	1	1
2008	сама жизнь	1	1
2009	смыслу и	1	1
2010	ощущал свою	1	1
2011	связывается с	2	1
2012	подходящего термина	1	1
2013	и вновь	1	1
2014	этом как	1	1
2015	разговора о	1	1
2016	в прошлое	1	1
2017	как не	1	1
2018	эти понятия	1	1
2019	искусства к	1	1
2020	в обратном	1	1
2021	на улицу	1	1
2022	тьмы и	1	1
2023	а свой	1	1
2024	споры о	1	1
2025	одно слово	1	1
2026	есть слово	1	1
2027	этих слов	1	1
2028	же самый	1	1
2029	никто о	1	1
2030	с целым	1	1
2031	ценность которой	1	1
2032	власти о	1	1
2033	конечно мы	1	1
2034	система знаков	2	1
2035	которые могут	1	1
2036	меня я	1	1
2037	искусства всегда	1	1
2038	имеется целая	1	1
2039	пределы этой	1	1
2040	есть она	1	1
2041	достаточно привести	1	1
2042	понятие принципиально	1	1
2043	этом все	1	1
2044	элементов то	1	1
2045	в аспекте	4	1
2046	в любой	1	1
2047	искусства то	1	1
2048	как языковой	1	1
2049	свое время	3	1
2050	тому кто	1	1
2051	со смертью	4	1
2052	это как	2	1
2053	развернута в	1	1
2054	я должен	1	1
2055	к роковому	2	1
2056	является также	1	1
2057	произведение искусства	9	1
2058	анализ обнаруживает	1	1
2059	тех же	1	1
2060	смерти и	1	1
2061	идет о	1	1
2062	не знаю	2	1
2063	автора и	4	1
2064	случайно при	1	1
2065	нас очень	1	1
2066	изучении истории	1	1
2067	страсти и	1	1
2068	вступление в	1	1
2069	в борьбу	1	1
2070	людей как	1	1
2071	уже встречались	1	1
2072	отрыве от	2	1
2073	этот переход	1	1
2074	или еще	1	1
2075	слов и	2	1
2076	смысла или	1	1
2077	смысл в	1	1
2078	познания но	1	1
2079	в сновидениях	1	1
2080	же время	7	1
2081	ее уже	1	1
2082	рассыпается на	1	1
2083	вещь а	1	1
2084	между людьми	1	1
2085	и делается	1	1
2086	психический процесс	1	1
2087	но всякий	1	1
2088	акт и	1	1
2089	они оказываются	1	1
2090	и символическое	1	1
2091	друга а	1	1
2092	на вселенскую	1	1
2093	оно предполагает	1	1
2094	всякий раз	3	1
2095	выход за	1	1
2096	мышления с	1	1
2097	таково что	1	1
2098	для достижения	1	1
2099	неотделимо от	2	1
2100	точность и	1	1
2101	точку зрения	1	1
2102	и наивным	1	1
2103	его можно	2	1
2104	из этой	1	1
2105	истории литературы	4	1
2106	моделью но	1	1
2107	официальное признание	1	1
2108	когда речь	1	1
2109	на дорогу	2	1
2110	аналогии с	1	1
2111	объективным ни	1	1
2112	хоть и	1	1
2113	на тех	1	1
2114	даже для	1	1
2115	за которую	1	1
2116	же мере	2	1
2117	личности как	1	1
2118	этого определения	1	1
2119	с анализом	2	1
2120	эстетического созерцания	1	1
2121	если вещь	1	1
2122	и точно	1	1
2123	считает их	1	1
2124	в полном	2	1
2125	и п	2	1
2126	и мне	2	1
2127	из своих	2	1
2128	несет в	1	1
2129	в новелле	4	1
2130	с бытием	2	1
2131	должно предшествовать	1	1
2132	слова не	1	1
2133	не принимает	1	1
2134	ее целостность	1	1
2135	хотя как	1	1
2136	х годов	2	1
2137	а о	1	1
2138	сомневался в	1	1
2139	когда оно	1	1
2140	него некоторого	1	1
2141	скорее в	1	1
2142	звука все	1	1
2143	этого другого	1	1
2144	сознания но	1	1
2145	развития действия	1	1
2146	художественность как	1	1
2147	не подлежит	1	1
2148	поведения и	1	1
2149	которая оказывается	1	1
2150	это рассуждение	2	1
2151	может пользоваться	1	1
2152	с явным	1	1
2153	предполагает его	1	1
2154	в новом	2	1
2155	несомненно может	1	1
2156	и сообщают	1	1
2157	мысль об	1	1
2158	сама личность	1	1
2159	целого и	1	1
2160	присутствует в	1	1
2161	ином отношении	1	1
2162	зная что	1	1
2163	от живого	1	1
2164	произведения с	2	1
2165	совмещает в	1	1
2166	искусства при	2	1
2167	оно в	2	1
2168	и религия	1	1
2169	присутствовало в	1	1
2170	дело уже	1	1
2171	предметом нашего	1	1
2172	лотман в	1	1
2173	не могу	2	1
2174	семантики лингвистических	1	1
2175	ли и	1	1
2176	в обилии	1	1
2177	один я	1	1
2178	как уже	5	1
2179	а от	1	1
2180	субъекта и	4	1
2181	знаков и	1	1
2182	бытия в	1	1
2183	есть всегда	1	1
2184	к совершенно	1	1
2185	к тем	1	1
2186	говорит я	1	1
2187	и действительное	1	1
2188	явлений в	1	1
2189	это также	1	1
2190	и фактически	1	1
2191	и противопоставить	1	1
2192	стало быть	2	1
2193	чем является	1	1
2194	приведем примеры	1	1
2195	в отрыве	2	1
2196	оказывается вполне	1	1
2197	самой своей	1	1
2198	таком что	1	1
2199	в категориях	2	1
2200	в композиции	1	1
2201	означало бы	1	1
2202	текста может	2	1
2203	самом себе	1	1
2204	и читателя	4	1
2205	сам является	1	1
2206	и отношений	1	1
2207	если на	1	1
2208	суждения о	1	1
2209	определить как	1	1
2210	общественной и	1	1
2211	при одном	1	1
2212	таковой и	1	1
2213	ни был	1	1
2214	таким же	1	1
2215	как активного	1	1
2216	смысл что	1	1
2217	на войне	1	1
2218	обязательно нечто	1	1
2219	словами в	1	1
2220	являются наиболее	1	1
