N	2gram	Vinokur_Ku	Istorich
1323	этого рода	6	2
1324	за этим	2	2
1325	еще что	1	2
1326	за тем	1	2
1327	в ряде	2	2
1328	за которым	1	2
1329	чтобы ответить	1	2
1330	бы нам	1	2
1331	далеко еще	1	2
1332	и со	1	2
1333	и таким	1	2
1334	за которой	1	2
1335	очень редко	1	2
1336	к одному	2	2
1337	и живой	1	2
1338	же из	2	2
1339	когда появляется	1	2
1340	такие же	2	2
1341	случае если	3	2
1342	во избежание	2	2
1343	с полным	2	2
1344	этой цели	2	2
1345	позволяет нам	1	2
1346	то обстоятельство	15	2
1347	у всех	1	2
1348	не следует	6	2
1349	как то	2	2
1350	при всем	1	2
1351	ставит себе	2	2
1352	разве не	2	2
1353	те которые	1	2
1354	все больше	1	2
1355	в ходе	1	2
1356	так но	1	2
1357	имеет еще	1	2
1358	все вместе	1	2
1359	это дает	2	2
1360	действительно не	1	2
1361	место в	1	2
1362	находящимся в	1	2
1363	новые отношения	1	2
1364	же это	2	2
1365	может и	2	2
1366	они приобретают	1	2
1367	за счет	2	2
1368	это указание	1	2
1369	было ему	1	2
1370	можно говорить	4	2
1371	известно и	1	2
1372	можно и	1	2
1373	самого себя	1	2
1374	отношения не	1	2
1375	учителя и	1	2
1376	это лишь	1	2
1377	см выше	1	2
1378	академии наук	1	2
1379	принимают форму	1	2
1380	громким голосом	1	2
1381	что дело	1	2
1382	одному из	1	2
1383	в день	2	2
1384	обращаясь к	1	2
1385	а во-вторых	2	2
1386	помнить что	1	2
1387	рассказом о	1	2
1388	е не	2	2
1389	весь этот	1	2
1390	эту точку	1	2
1391	к более	1	2
1392	не сказано	1	2
1393	чтобы доказать	1	2
1394	легче всего	1	2
1395	е на	1	2
1396	относящихся сюда	1	2
1397	гораздо больше	1	2
1398	мы с	3	2
1399	на материале	1	2
1400	одно время	2	2
1401	на западе	1	2
1402	шире и	1	2
1403	дают нам	1	2
1404	ней на	1	2
1405	случайно и	1	2
1406	и прочие	2	2
1407	считая что	1	2
1408	и история	1	2
1409	рассматриваться как	1	2
1410	но ему	1	2
1411	оно также	2	2
1412	и остается	1	2
1413	с помощью	12	2
1414	не исчерпывают	1	2
1415	говорить о	5	2
1416	правда и	1	2
1417	видеть что	3	2
1418	то чтобы	1	2
1419	уже как	1	2
1420	которое его	1	2
1421	пока еще	1	2
1422	среди них	1	2
1423	то к	1	2
1424	быть в	2	2
1425	объяснение в	2	2
1426	в нашем	8	2
1427	как я	2	2
1428	бы так	1	2
1429	качестве дополнения	1	2
1430	о первой	1	2
1431	в подобных	1	2
1432	несколько слов	3	2
1433	то оно	2	2
1434	же роль	1	2
1435	один пример	3	2
1436	того или	6	2
1437	от друга	1	2
1438	по мнению	1	2
1439	наше внимание	1	2
1440	утверждение что	2	2
1441	такое понимание	1	2
1442	же с	1	2
1443	д это	2	2
1444	к следующему	1	2
1445	роль что	1	2
1446	смысле и	2	2
1447	меньшей степени	2	2
1448	его тем	1	2
1449	много и	1	2
1450	на себе	10	2
1451	дело что	2	2
1452	всех народов	1	2
1453	чтобы его	1	2
1454	я был	1	2
1455	и стоит	1	2
1456	который является	1	2
1457	настолько тесно	1	2
1458	как следует	1	2
1459	поскольку они	1	2
1460	здесь важна	1	2
1461	примитивных народов	1	2
1462	не более	1	2
1463	быстро и	1	2
1464	зрения так	1	2
1465	особого внимания	1	2
1466	вообще с	1	2
1467	например не	2	2
1468	или меньшей	2	2
1469	на который	2	2
1470	общего с	2	2
1471	необходимо еще	1	2
1472	речь может	1	2
1473	но нет	1	2
1474	не значит	2	2
1475	форм в	2	2
1476	основываясь на	1	2
1477	ни за	1	2
1478	и ничего	1	2
1479	таков например	1	2
1480	представляет себе	1	2
1481	нет ли	1	2
1482	очень простой	1	2
1483	взгляд на	1	2
1484	указывающих на	1	2
1485	уяснить себе	1	2
1486	для каждой	2	2
1487	видел и	1	2
1488	которых мы	2	2
1489	сколько угодно	2	2
1490	пр а	1	2
1491	учение о	4	2
1492	этого служит	1	2
1493	же образом	2	2
1494	особенности этого	1	2
1495	в сущности	11	2
1496	для борьбы	1	2
1497	на своего	2	2
1498	не исчерпывается	1	2
1499	здесь с	1	2
1500	от другого	1	2
1501	связывается с	1	2
1502	основной вопрос	1	2
1503	лет тому	1	2
1504	как с	2	2
1505	и приобретает	1	2
1506	в самой	6	2
1507	есть нечто	2	2
1508	отличаются от	1	2
1509	это также	1	2
1510	мне будет	1	2
1511	нет он	1	2
1512	в процессе	1	2
1513	к нам	1	2
1514	в особую	1	2
1515	еще указать	1	2
1516	друг от	1	2
1517	ничего общего	2	2
1518	вы не	1	2
1519	редко и	1	2
1520	в любой	1	2
1521	традиции в	3	2
1522	как целое	1	2
1523	совпадает с	1	2
1524	по земле	1	2
1525	не должно	2	2
1526	на самых	1	2
1527	а может	1	2
1528	социальной жизнью	1	2
1529	же задача	1	2
1530	или иных	1	2
1531	силы в	1	2
1532	к делу	1	2
1533	уже тогда	1	2
1534	он есть	3	2
1535	быть это	1	2
1536	и исторически	1	2
1537	то она	2	2
1538	в сознании	1	2
1539	силу того	2	2
1540	от степени	1	2
1541	лет после	1	2
1542	от более	1	2
1543	в прямом	2	2
1544	такова задача	1	2
1545	когда речь	1	2
1546	и иначе	1	2
1547	берет на	1	2
1548	все так	1	2
1549	этот процесс	1	2
1550	свидетельствует о	3	2
1551	однако как	1	2
1552	тому чтобы	2	2
1553	не для	2	2
1554	в определенных	2	2
1555	легко заметить	1	2
1556	прямо в	1	2
1557	каким же	1	2
1558	уже раньше	1	2
1559	случайно что	1	2
1560	черта в	1	2
1561	есть уже	1	2
1562	в рамках	5	2
1563	они будут	1	2
1564	что к	1	2
1565	и где	2	2
1566	но я	1	2
1567	в соединении	1	2
1568	обе эти	4	2
1569	может рассматриваться	1	2
1570	во многом	2	2
1571	что часто	1	2
1572	в стиле	1	2
1573	и тех	1	2
1574	все другие	1	2
1575	более чем	1	2
1576	в прямой	2	2
1577	еще можно	1	2
1578	одного лица	1	2
1579	же к	1	2
1580	из предпосылки	1	2
1581	нельзя не	1	2
1582	здесь это	1	2
1583	ты знаешь	1	2
1584	нужно было	3	2
1585	же значение	1	2
1586	явлений в	2	2
1587	именно здесь	1	2
1588	задним числом	1	2
1589	не выходит	1	2
1590	лишь в	6	2
1591	этот способ	1	2
1592	чтобы овладеть	1	2
1593	культуры но	1	2
1594	совсем другое	1	2
1595	этом и	1	2
1596	в понятие	1	2
1597	просится в	1	2
1598	должны признать	1	2
1599	чем к	1	2
1600	все более	2	2
1601	ли в	3	2
1602	ниже но	2	2
1603	эти новые	1	2
1604	именно это	2	2
1605	совершается в	1	2
1606	такие явления	1	2
1607	пять лет	1	2
1608	сделать необходимо	1	1
1609	о таком	2	1
1610	данной области	1	1
1611	и ценное	1	1
1612	знают что	2	1
1613	в роде	2	1
1614	тем меньше	2	1
1615	я пытался	1	1
1616	еще раз	2	1
1617	себе внимание	1	1
1618	говоря уже	2	1
1619	имен с	1	1
1620	более не	1	1
1621	это принципиально	1	1
1622	она называется	1	1
1623	несомненной связи	1	1
1624	становятся уже	1	1
1625	оно стоит	1	1
1626	том откуда	1	1
1627	некоторой степени	1	1
1628	слова эти	4	1
1629	еще совсем	1	1
1630	на второй	1	1
1631	не вносят	1	1
1632	следует что	6	1
1633	процесс образования	1	1
1634	именно она	1	1
1635	культ в	1	1
1636	такое требование	1	1
1637	какой бы	1	1
1638	и говорить	1	1
1639	в общей	1	1
1640	на глаза	1	1
1641	более широкий	1	1
1642	чтобы на	1	1
1643	может но	1	1
1644	кажется мне	2	1
1645	отходит на	1	1
1646	чтобы в	2	1
1647	весьма вероятно	1	1
1648	значение это	1	1
1649	мне кажется	2	1
1650	виде отдельных	1	1
1651	каким образом	1	1
1652	как культ	1	1
1653	знание языка	3	1
1654	это одновременно	1	1
1655	естественно не	1	1
1656	прошло и	1	1
1657	три версты	1	1
1658	меньшей степенью	1	1
1659	которая однако	1	1
1660	иначе как	2	1
1661	является его	1	1
1662	некоторую сумму	1	1
1663	является с	1	1
1664	я от	1	1
1665	мысли о	1	1
1666	v из	1	1
1667	то ему	1	1
1668	пример дает	1	1
1669	является для	1	1
1670	в природе	1	1
1671	этом примере	1	1
1672	мы сразу	1	1
1673	исключения в	1	1
1674	становится понятной	1	1
1675	на точку	1	1
1676	в огромном	1	1
1677	славянских языках	1	1
1678	борьба за	3	1
1679	наблюдается в	1	1
1680	внутренняя организация	1	1
1681	является то	1	1
1682	и успокоились	1	1
1683	вступила в	1	1
1684	широком смысле	5	1
1685	а а	4	1
1686	человека о	1	1
1687	который лежит	1	1
1688	мною не	2	1
1689	образом при	1	1
1690	характерно здесь	1	1
1691	базу для	1	1
1692	не здесь	1	1
1693	разных языках	1	1
1694	очень большую	1	1
1695	нам не	5	1
1696	состоит не	2	1
1697	было и	1	1
1698	ними и	2	1
1699	говорящих на	1	1
1700	общее достояние	1	1
1701	здесь возможны	1	1
1702	сказал я	1	1
1703	своему предмету	1	1
1704	не сделал	3	1
1705	себе все	1	1
1706	то этот	1	1
1707	как потеря	1	1
1708	языка в	14	1
1709	работает у	1	1
1710	известных условиях	1	1
1711	для разрешения	1	1
1712	приобретает свое	1	1
1713	и иных	1	1
1714	и дают	1	1
1715	д убеждают	1	1
1716	времени в	1	1
1717	он исчезает	1	1
1718	что вся	2	1
1719	слов но	1	1
1720	всегда так	1	1
1721	которых идет	1	1
1722	путь для	1	1
1723	это представляется	1	1
1724	с проблемой	2	1
1725	может служить	4	1
1726	с им	1	1
1727	для данного	2	1
1728	есть продукт	2	1
1729	было то	1	1
1730	могут участвовать	1	1
1731	существу однако	1	1
1732	за рамки	3	1
1733	и длинный	1	1
1734	указания на	3	1
1735	другом отношении	1	1
1736	он передает	1	1
1737	отношения и	2	1
1738	приходят к	1	1
1739	известным образом	1	1
1740	вводят в	1	1
1741	ее но	1	1
1742	той обстановки	1	1
1743	явление не	1	1
1744	можно понимать	1	1
1745	для поднятия	2	1
1746	так не	1	1
1747	каком отношении	1	1
1748	сказано выше	1	1
1749	в противном	2	1
1750	эти не	1	1
1751	этого одного	1	1
1752	и слышать	2	1
1753	имели бы	1	1
1754	всегда хочет	1	1
1755	но там	1	1
1756	и иной	1	1
1757	огромном большинстве	1	1
1758	что обычно	1	1
1759	но было	1	1
1760	не найдем	1	1
1761	мы скажем	2	1
1762	или иным	1	1
1763	иначе говоря	2	1
1764	совершенно иными	1	1
1765	свою работу	1	1
1766	лишь тогда	1	1
1767	происходит по	1	1
1768	и оба	1	1
1769	автор что	1	1
1770	первый и	1	1
1771	действия это	1	1
1772	приведены в	1	1
1773	сам автор	1	1
1774	возвращение к	1	1
1775	как такового	2	1
1776	и основная	1	1
1777	своему содержанию	1	1
1778	вообще а	2	1
1779	и сибири	1	1
1780	ее понять	1	1
1781	по большей	2	1
1782	что этого	3	1
1783	нам удалось	1	1
1784	образом если	2	1
1785	способности но	1	1
1786	дня подряд	1	1
1787	на поверхность	1	1
1788	я взял	1	1
1789	лучше чем	1	1
1790	не самый	1	1
1791	несоответствие между	1	1
1792	глаза на	2	1
1793	того какое	1	1
1794	так по	1	1
1795	это слово	7	1
1796	одного коллектива	1	1
1797	духовной культуры	2	1
1798	в следующем	2	1
1799	и всякой	1	1
1800	который выше	1	1
1801	этой книге	3	1
1802	который делает	1	1
1803	бы только	1	1
1804	ссылкой на	1	1
1805	живет и	5	1
1806	не очень	1	1
1807	жива и	1	1
1808	и приводит	1	1
1809	по аналогии	1	1
1810	полным правом	1	1
1811	чтобы определить	1	1
1812	и хорошо	1	1
1813	пример из	2	1
1814	другое не	1	1
1815	или иная	1	1
1816	и связи	1	1
1817	оно совершается	2	1
1818	простой и	1	1
1819	одно дело	1	1
1820	рукам и	1	1
1821	большею частью	1	1
1822	оно на	1	1
1823	я мог	1	1
1824	одно только	1	1
1825	отношений в	3	1
1826	рядом с	7	1
1827	пр это	1	1
1828	место и	1	1
1829	и надо	1	1
1830	о характере	2	1
1831	просто забывает	1	1
1832	больше всего	3	1
1833	в двух	1	1
1834	которое нужно	1	1
1835	быть очень	1	1
1836	то именно	1	1
1837	дело к	1	1
1838	свою силу	1	1
1839	действительности и	1	1
1840	в мою	1	1
1841	и конкретную	1	1
1842	так я	1	1
1843	смысл и	5	1
1844	из предыдущего	2	1
1845	до нашего	1	1
1846	слово есть	1	1
1847	если оно	1	1
1848	которой и	2	1
1849	случай но	1	1
1850	не составляет	2	1
1851	пользуется и	1	1
1852	именно той	1	1
1853	но тогда	1	1
1854	превращенный в	1	1
1855	всякое явление	1	1
1856	речи и	8	1
1857	и весьма	1	1
1858	а ее	1	1
1859	отношении они	1	1
1860	следует угощение	1	1
1861	ничего нового	1	1
1862	и является	4	1
1863	ни тот	1	1
1864	этим вопросом	1	1
1865	появление в	1	1
1866	вот что	1	1
1867	это дух	2	1
1868	никогда нельзя	1	1
1869	еще два	1	1
1870	из нас	1	1
1871	в историческом	1	1
1872	здесь действительно	2	1
1873	с нашими	1	1
1874	родился в	1	1
1875	играет здесь	1	1
1876	сторону от	2	1
1877	выходят за	1	1
1878	целом и	2	1
1879	тот или	1	1
1880	заставляет нас	1	1
1881	конца и	1	1
1882	это вовсе	1	1
1883	в систему	1	1
1884	культуры что	1	1
1885	но прежде	1	1
1886	что только	2	1
1887	вполне возможно	1	1
1888	в ведении	1	1
1889	вывод который	1	1
1890	можно обнаружить	1	1
1891	здесь я	1	1
1892	на особые	1	1
1893	повседневной жизни	1	1
1894	так называемые	5	1
1895	за год	2	1
1896	имени я	1	1
1897	но кроме	1	1
1898	необходимо только	1	1
1899	об ином	1	1
1900	себе как	1	1
1901	ни другой	1	1
1902	делом будущего	1	1
1903	разве только	1	1
1904	бы я	1	1
1905	это по	2	1
1906	он действительно	1	1
1907	и сами	2	1
1908	материала так	1	1
1909	полный и	1	1
1910	подчинены все	1	1
1911	за ее	1	1
1912	он лишен	1	1
1913	и возможно	1	1
1914	то нам	2	1
1915	часто оказываются	1	1
1916	а теперь	1	1
1917	имело место	1	1
1918	на анализе	1	1
1919	от такой	1	1
1920	теперь в	1	1
1921	на те	3	1
1922	освободиться от	1	1
1923	стоит обратить	1	1
1924	сюда относится	1	1
1925	в корне	1	1
1926	по адресу	1	1
1927	дело совсем	1	1
1928	его во	1	1
1929	была очищена	1	1
1930	к разряду	2	1
1931	содержанию своему	1	1
1932	по образцу	1	1
1933	в отношении	2	1
1934	или к	1	1
1935	что нет	2	1
1936	этого процесса	2	1
1937	как акт	1	1
1938	е тот	1	1
1939	о социальном	1	1
1940	же приходится	1	1
1941	внимание только	1	1
1942	на данном	1	1
1943	мало для	1	1
1944	во-первых мы	1	1
1945	тем если	1	1
1946	чего следует	1	1
1947	еще с	1	1
1948	значения и	1	1
1949	смысле что	2	1
1950	который на	1	1
1951	понятие а	1	1
1952	мышление можно	1	1
1953	уже совсем	1	1
1954	у читателя	1	1
1955	по очень	1	1
1956	себе совершенно	1	1
1957	ли не	4	1
1958	становится тем	1	1
1959	отчасти и	1	1
1960	явлений и	1	1
1961	имеет своих	1	1
1962	нас интересует	1	1
1963	этой способностью	1	1
1964	до конца	3	1
1965	не знали	1	1
1966	норма которой	1	1
1967	говорить и	2	1
1968	языка так	2	1
1969	постепенно теряет	1	1
1970	имеет здесь	1	1
1971	исследовать происхождение	1	1
1972	также лежит	1	1
1973	пр но	2	1
1974	с громадным	1	1
1975	везде и	1	1
1976	тот случай	1	1
1977	только язык	1	1
1978	случай этот	1	1
1979	для сравнения	1	1
1980	ни на	1	1
1981	мира здесь	1	1
1982	иначе так	1	1
1983	был только	1	1
1984	лишая его	1	1
1985	уже из	2	1
1986	можно рассматривать	1	1
1987	так за	1	1
1988	как начало	1	1
1989	своей собственной	3	1
1990	сейчас не	2	1
1991	слова может	1	1
1992	пытался вывести	1	1
1993	больше но	1	1
1994	тотчас же	1	1
1995	в науку	1	1
1996	этой работы	1	1
1997	этом пути	1	1
1998	них как	1	1
1999	по три	1	1
2000	так называемым	2	1
2001	см наконец	1	1
2002	что новая	1	1
2003	каждой из	1	1
2004	герою или	1	1
2005	оно слишком	1	1
2006	то все	1	1
2007	самое построение	1	1
2008	всего этого	1	1
2009	частности и	1	1
2010	большинство их	1	1
2011	случае с	1	1
2012	внимание и	2	1
2013	не встречается	1	1
2014	на которые	1	1
2015	же только	1	1
2016	связывается со	1	1
2017	ее только	1	1
2018	этой категории	1	1
2019	не у	1	1
2020	русском языке	14	1
2021	только свое	1	1
2022	повод к	1	1
2023	предмет нашего	1	1
2024	него здесь	1	1
2025	языка но	3	1
2026	и целые	1	1
2027	к явлениям	1	1
2028	эта шляпа	1	1
2029	осуществление этих	1	1
2030	будь то	1	1
2031	как предмет	1	1
2032	культурной жизни	1	1
2033	это просто	3	1
2034	должен однако	1	1
2035	хорошо что	1	1
2036	в память	3	1
2037	и америке	1	1
2038	обстановки в	1	1
2039	социальную опасность	1	1
2040	к лицу	1	1
2041	как нельзя	2	1
2042	уступить место	2	1
2043	сделал в	1	1
2044	и развивается	1	1
2045	два разных	1	1
2046	знать что	1	1
2047	применение в	1	1
2048	в старых	1	1
2049	нас нет	1	1
2050	делает их	1	1
2051	эта не	3	1
2052	о значении	2	1
2053	наших глазах	1	1
2054	иметь дело	1	1
2055	что значит	2	1
2056	языку и	1	1
2057	для всякого	1	1
2058	не без	1	1
2059	было хорошо	1	1
2060	это естественно	2	1
2061	всего из	1	1
2062	за помощью	1	1
2063	и необходима	1	1
2064	с уже	1	1
2065	с достаточной	1	1
2066	участвуют в	1	1
2067	в широком	2	1
2068	а другое	1	1
2069	этом в	2	1
2070	нужна была	2	1
2071	вне этой	1	1
2072	добавить что	2	1
2073	и некоторых	1	1
2074	своей книге	1	1
2075	говорят в	1	1
2076	в такую	1	1
2077	что историческое	1	1
2078	и тому	1	1
2079	в силах	2	1
2080	более что	1	1
2081	борьбы и	1	1
2082	ведь он	1	1
2083	в переводе	1	1
2084	имеет никакого	1	1
2085	противном случае	2	1
2086	на фоне	3	1
2087	делается в	1	1
2088	своего первоначального	1	1
2089	силу которых	1	1
2090	сразу же	1	1
2091	вероятно не	1	1
2092	в условиях	1	1
2093	приближения его	1	1
2094	и без	2	1
2095	которые с	1	1
2096	на такое	1	1
2097	становится не	1	1
2098	мере в	7	1
2099	как формы	1	1
2100	и основные	1	1
2101	принципиальное значение	2	1
2102	ведь это	1	1
2103	и ногам	1	1
2104	и социального	1	1
2105	ему нужно	3	1
2106	это наблюдается	1	1
2107	языков что	1	1
2108	усмотреть в	1	1
2109	с особым	1	1
2110	бы назвать	1	1
2111	такая замена	2	1
2112	е собственно	1	1
2113	свою жизнь	1	1
2114	чтобы убедить	1	1
2115	например и	1	1
2116	попадаются и	1	1
2117	ссылками на	2	1
2118	идет здесь	1	1
2119	этого перехода	1	1
2120	избавиться вот	1	1
2121	что отдельные	1	1
2122	за которыми	1	1
2123	всем этим	1	1
2124	тем или	1	1
2125	идет о	3	1
2126	которые всегда	1	1
2127	как выражение	1	1
2128	всего то	1	1
2129	или еще	1	1
2130	не хотел	1	1
2131	образом они	1	1
2132	а самый	1	1
2133	их разрешения	1	1
2134	наконец что	1	1
2135	у самого	1	1
2136	силу которой	1	1
2137	чем обычно	1	1
2138	же порядка	1	1
2139	но вернемся	1	1
2140	в чужом	1	1
2141	что цель	1	1
2142	современной русской	1	1
2143	он о	1	1
2144	нам тот	1	1
2145	можно догадываться	1	1
2146	или иной	3	1
2147	вплотную подойти	1	1
2148	уже о	2	1
2149	имеем много	1	1
2150	от мертвых	1	1
2151	здесь следует	2	1
2152	не надо	4	1
2153	должен будет	1	1
2154	в той	6	1
2155	мы наблюдаем	2	1
2156	почву для	1	1
2157	это на	1	1
2158	от процесса	1	1
2159	упомянуть еще	1	1
2160	раз мы	1	1
2161	распространенный и	1	1
2162	тот ни	1	1
2163	только чтобы	1	1
2164	нужно однако	2	1
2165	в возможности	3	1
2166	человеческой жизни	1	1
2167	как форма	1	1
2168	раз к	2	1
2169	то два	1	1
2170	ясно почему	1	1
2171	через несколько	1	1
2172	тех кто	2	1
2173	вообще могут	1	1
2174	следует ли	1	1
2175	средства и	1	1
2176	здесь то	1	1
2177	однако и	2	1
2178	который должен	1	1
2179	имени он	1	1
2180	слова на	2	1
2181	науки на	1	1
2182	на вопросе	1	1
2183	думаю что	4	1
2184	интересен и	1	1
2185	же мысль	1	1
2186	что ныне	1	1
2187	о голове	2	1
2188	которой в	1	1
2189	есть средство	2	1
2190	без применения	2	1
2191	это объяснение	1	1
2192	с более	1	1
2193	в году	3	1
2194	типов и	1	1
2195	случае он	1	1
2196	через который	1	1
2197	есть наиболее	2	1
2198	это история	1	1
2199	бы право	1	1
2200	однако с	1	1
2201	н на	1	1
2202	наконец еще	2	1
2203	ныне настала	1	1
2204	стороне от	1	1
2205	в первом	3	1
2206	элементы в	1	1
2207	бы обратить	1	1
2208	чтобы эти	1	1
2209	найдем ни	1	1
2210	содержание этой	1	1
2211	часть своей	1	1
2212	аналогия к	1	1
2213	и законов	1	1
2214	при том	2	1
2215	которые входят	1	1
2216	давно уже	2	1
2217	необходимо для	1	1
2218	всегда в	2	1
2219	это свидетельствует	1	1
2220	понимания слова	1	1
2221	материалом для	2	1
2222	выход из	2	1
2223	конфликт между	1	1
2224	этот закон	1	1
2225	нам здесь	2	1
2226	еще самого	1	1
2227	жизнью в	1	1
2228	они создают	1	1
2229	определяется не	1	1
2230	науки в	1	1
2231	такими словами	1	1
2232	об отношении	1	1
2233	теперь он	1	1
2234	большей части	2	1
2235	изучения но	1	1
2236	с историческим	1	1
2237	в несомненной	1	1
2238	как принцип	1	1
2239	убедиться что	2	1
2240	заменить одно	1	1
2241	дает себя	1	1
2242	слов на	2	1
2243	языкам и	1	1
2244	этим сопоставить	1	1
2245	действительно так	1	1
2246	века это	1	1
2247	у сравнительно	1	1
2248	в случае	2	1
2249	к проблеме	1	1
2250	что люди	1	1
2251	очищена от	1	1
2252	при постановке	1	1
2253	образом может	1	1
2254	есть такие	1	1
2255	что речь	1	1
2256	здесь прежде	1	1
2257	я думаю	1	1
2258	даже с	1	1
2259	так мы	2	1
2260	он язык	1	1
2261	он что	1	1
2262	сказать относительно	1	1
2263	установить по	1	1
2264	возникают два	1	1
2265	на наших	1	1
2266	ср также	5	1
2267	языка не	5	1
2268	отношений и	1	1
2269	быть искусственно	1	1
2270	изучаемое нами	1	1
2271	ничего нельзя	1	1
2272	ни обстановка	1	1
2273	и рассказывает	1	1
2274	говорит также	1	1
2275	не требовала	1	1
2276	по обычаю	1	1
2277	научных и	1	1
2278	противоречие в	1	1
2279	каждое из	1	1
2280	вопросе о	1	1
2281	по поводу	2	1
2282	действительности по	1	1
2283	здесь эта	1	1
2284	идут в	1	1
2285	пределах данного	1	1
2286	есть также	1	1
2287	смысле как	1	1
2288	начало и	1	1
2289	зато есть	1	1
2290	что сказано	1	1
2291	вся эта	2	1
2292	гораздо более	6	1
2293	который нельзя	1	1
2294	стороны к	1	1
2295	сравнительное изучение	1	1
2296	составляет почти	1	1
2297	на протяжении	1	1
2298	мы как	1	1
2299	найти для	1	1
2300	эта настолько	1	1
2301	пр с	1	1
2302	как средство	1	1
2303	первом случае	1	1
2304	зависит не	1	1
2305	притом не	1	1
2306	обратить внимание	4	1
2307	мало и	1	1
2308	смысле в	1	1
2309	никакого другого	1	1
2310	первые три	1	1
2311	не теряет	1	1
2312	с конкретными	1	1
2313	смысле то	1	1
2314	узком смысле	2	1
2315	буквальном смысле	1	1
2316	важный вопрос	1	1
2317	его значения	1	1
2318	из моментов	1	1
2319	значение которое	1	1
2320	известных случаях	1	1
2321	на этих	1	1
2322	выше о	1	1
2323	только во	1	1
2324	аналогии с	3	1
2325	в буквальном	2	1
2326	другие менее	1	1
2327	народа или	1	1
2328	относятся такие	1	1
2329	особенность этого	1	1
2330	места это	1	1
2331	к настоящему	2	1
2332	и притом	1	1
2333	столько же	1	1
2334	и заменить	1	1
2335	как значение	1	1
2336	чем собственно	1	1
2337	их по	1	1
2338	вещи не	1	1
2339	из уст	1	1
2340	значение так	1	1
2341	это даже	1	1
2342	связанными с	1	1
2343	в ленинграде	1	1
2344	но ведь	3	1
2345	речь шла	1	1
2346	думать о	1	1
2347	в предисловии	1	1
2348	этих видов	1	1
2349	вопросы в	1	1
2350	действительно дает	1	1
2351	функции эти	1	1
2352	из четырех	1	1
2353	постановка вопроса	2	1
2354	следовательно и	2	1
2355	база в	1	1
2356	полемизировать с	1	1
2357	дошло до	1	1
2358	чем здесь	1	1
2359	его распоряжении	1	1
2360	же касается	4	1
2361	ли сказать	1	1
2362	к мысли	1	1
2363	то легко	1	1
2364	теперь и	1	1
2365	большое число	1	1
2366	она становится	1	1
2367	оставляя в	1	1
2368	совершенно прав	1	1
2369	вопроса о	7	1
2370	не был	2	1
2371	нас есть	2	1
2372	последнем случае	1	1
2373	лишь частный	1	1
2374	природы а	1	1
2375	в уста	1	1
2376	находит свое	1	1
2377	слов или	1	1
2378	бы к	1	1
2379	отнестись к	2	1
2380	котором говорилось	1	1
2381	широко распространенных	1	1
2382	предполагает что	2	1
2383	должны показать	1	1
2384	мысль и	2	1
2385	может даже	1	1
2386	самый процесс	1	1
2387	и исторические	1	1
2388	в быту	1	1
2389	отношение между	1	1
2390	понятным причинам	1	1
2391	взглянуть на	2	1
2392	угрожает не	1	1
2393	есть доля	1	1
2394	и одновременно	1	1
2395	еще у	1	1
2396	и вышла	1	1
2397	не приходится	2	1
2398	одни только	1	1
2399	для человека	1	1
2400	решаться в	1	1
2401	они свидетельствуют	1	1
2402	но только	5	1
2403	это заменяется	1	1
2404	дает уже	1	1
2405	бы уже	2	1
2406	этом смысле	8	1
2407	недостаточно для	2	1
2408	члены этого	1	1
2409	в семье	1	1
2410	сейчас еще	1	1
2411	какой мере	1	1
2412	не слова	1	1
2413	а вы	1	1
2414	смысла и	2	1
2415	д а	1	1
2416	я в	2	1
2417	они сделали	1	1
2418	это потому	1	1
2419	слово со	1	1
2420	жены в	1	1
2421	есть категория	1	1
2422	как от	1	1
2423	не входят	1	1
2424	которое мы	1	1
2425	силу своей	1	1
2426	выступает не	1	1
2427	будут даны	1	1
2428	действительно в	2	1
2429	всем тем	1	1
2430	с течением	2	1
2431	из сопоставления	1	1
2432	значение как	1	1
2433	дух если	1	1
2434	и немецкой	1	1
2435	так хорошо	1	1
2436	словесное выражение	1	1
2437	для которых	2	1
2438	за себя	1	1
2439	многое не	1	1
2440	или иного	5	1
2441	много для	1	1
2442	нет не	1	1
2443	есть прообраз	1	1
2444	ней все	1	1
2445	к подобным	1	1
2446	свое особое	1	1
2447	можно сравнивать	1	1
2448	остановиться подробнее	1	1
2449	к такому	2	1
2450	факта то	1	1
2451	и стало	1	1
2452	широки и	1	1
2453	во втором	2	1
2454	находят себе	1	1
2455	этой проблемы	1	1
2456	своем курсе	1	1
2457	время я	1	1
2458	сравнению со	2	1
2459	что сказать	1	1
2460	в примечаниях	1	1
2461	представлению о	1	1
2462	беду и	1	1
2463	для себя	1	1
2464	следствие его	1	1
2465	тем они	1	1
2466	введении к	2	1
2467	следующий случай	1	1
2468	имеются еще	1	1
2469	до некоторой	1	1
2470	выше было	1	1
2471	о типичных	1	1
2472	этот не	2	1
2473	ну он	1	1
2474	утверждает что	1	1
2475	гораздо раньше	1	1
2476	с греческим	1	1
2477	или племени	1	1
2478	совершенно непонятна	1	1
2479	же два	1	1
2480	это есть	2	1
2481	если эти	2	1
2482	я считаю	1	1
2483	поэтому и	1	1
2484	имеем далее	1	1
2485	связанная с	2	1
2486	с головой	1	1
2487	е как	5	1
2488	в моем	1	1
2489	заключается не	1	1
2490	заключается в	3	1
2491	быть известным	1	1
2492	становится уже	1	1
2493	переходят к	1	1
