N	2gram	Tiupa_Hudo	Psycholo
1319	не оставляет	1	2
1320	их действия	1	2
1321	же что	1	2
1322	к смерти	1	2
1323	в начале	3	2
1324	отличать от	1	2
1325	для других	5	2
1326	бы я	1	2
1327	чувства а	1	2
1328	вообще не	1	2
1329	образом а	1	2
1330	или иной	2	2
1331	никому не	1	2
1332	человек не	1	2
1333	ведь и	1	2
1334	в мышлении	1	2
1335	к идее	1	2
1336	узнаем о	2	2
1337	что было	3	2
1338	как два	2	2
1339	которая была	2	2
1340	между собою	1	2
1341	русской литературе	3	2
1342	любовь к	1	2
1343	жизнь которая	2	2
1344	ее любви	1	2
1345	еще далеко	1	2
1346	жизни есть	1	2
1347	за собой	1	2
1348	каждый новый	1	2
1349	это нужно	1	2
1350	не являются	1	2
1351	не годится	1	2
1352	он просто	1	2
1353	их не	1	2
1354	она из	2	2
1355	имеет для	1	2
1356	так часто	1	2
1357	которого нет	1	2
1358	давно уже	3	2
1359	они и	2	2
1360	выражения и	1	2
1361	душевное состояние	1	2
1362	жизни ее	1	2
1363	внимание к	1	2
1364	но у	2	2
1365	оттого что	1	2
1366	может дать	1	2
1367	к своим	2	2
1368	за человека	2	2
1369	иметь никакого	1	2
1370	нам представляется	3	2
1371	тенденция к	2	2
1372	художественного восприятия	2	2
1373	во внешнем	1	2
1374	для автора	1	2
1375	и предполагает	1	2
1376	на этой	1	2
1377	трагедии это	1	2
1378	в любом	1	2
1379	не упоминается	1	2
1380	нельзя было	2	2
1381	жизнь а	1	2
1382	но то	1	2
1383	во многих	1	2
1384	рассказе мы	1	2
1385	психологического анализа	1	2
1386	бы дать	1	2
1387	мы остановились	1	2
1388	он при	1	2
1389	всего что	1	2
1390	мы привыкли	1	2
1391	у себя	3	2
1392	которых может	2	2
1393	жизни как	7	2
1394	например когда	1	2
1395	они сами	1	2
1396	воли и	1	2
1397	человеку и	1	2
1398	тут же	1	2
1399	нет что	1	2
1400	и становится	1	2
1401	характер ее	2	2
1402	смысле как	1	2
1403	от ее	1	2
1404	выражение лица	1	2
1405	на свете	2	2
1406	героев в	3	2
1407	и всей	1	2
1408	первом случае	2	2
1409	они все	2	2
1410	такая же	2	2
1411	объяснение в	1	2
1412	узком смысле	1	2
1413	народной жизни	1	2
1414	воды в	1	2
1415	тайны и	2	2
1416	они в	2	2
1417	не обладает	1	2
1418	души а	1	2
1419	этими двумя	1	2
1420	два больших	1	2
1421	характер героя	2	2
1422	про себя	2	2
1423	так много	1	2
1424	между этими	1	2
1425	смысле и	1	2
1426	на поверхности	1	2
1427	не замечательная	1	2
1428	в изображении	2	2
1429	необходимое условие	1	2
1430	находит свое	1	2
1431	и цель	1	2
1432	так или	3	2
1433	это по	1	2
1434	для человека	1	2
1435	ту или	2	2
1436	что бы	2	2
1437	к высшим	1	2
1438	друг другу	1	2
1439	это ощущение	1	2
1440	к внешнему	2	2
1441	ней в	1	2
1442	иначе не	1	2
1443	лицо и	1	2
1444	xviii в	2	2
1445	во втором	2	2
1446	от жизни	1	2
1447	время говорит	1	2
1448	переходит в	1	2
1449	живет в	2	2
1450	все зависит	1	2
1451	умер и	1	2
1452	в науке	1	2
1453	их как	2	2
1454	когда его	1	2
1455	такое впечатление	1	2
1456	это была	2	2
1457	его ни	1	2
1458	и вновь	1	2
1459	поэтому и	2	2
1460	легко и	1	2
1461	себя с	3	2
1462	он будет	3	2
1463	какая же	2	2
1464	ничего такого	1	2
1465	и силы	1	2
1466	как о	3	2
1467	от его	1	2
1468	говорили о	2	2
1469	своей жизни	6	2
1470	жизни они	1	2
1471	на всю	1	2
1472	чем же	2	2
1473	и тоне	1	2
1474	ни у	1	2
1475	их друг	1	2
1476	тех же	2	2
1477	как вещь	1	2
1478	всего на	1	2
1479	его характер	3	2
1480	только тем	2	2
1481	нашей жизни	3	2
1482	героев к	1	2
1483	но именно	3	2
1484	легко может	1	2
1485	от смерти	1	2
1486	конечной целью	1	2
1487	власть над	1	2
1488	взгляде на	2	2
1489	друг друга	5	2
1490	но которые	1	2
1491	во внешних	1	2
1492	мы из	1	2
1493	мысль то	1	2
1494	сказать в	1	2
1495	о человеке	2	2
1496	сна и	1	2
1497	который бы	1	2
1498	уклоняется от	1	2
1499	в соответствующих	2	2
1500	отвращение и	1	2
1501	деле не	2	2
1502	тут не	1	2
1503	п все	1	2
1504	со своим	5	2
1505	и характера	1	2
1506	без этого	1	2
1507	которому она	1	2
1508	а о	2	2
1509	перед смертью	2	2
1510	а если	1	2
1511	и читателя	5	2
1512	имеет своей	1	2
1513	не та	1	2
1514	в следующем	3	2
1515	как ее	1	2
1516	для которого	1	2
1517	как показывает	1	2
1518	ли в	2	2
1519	жизни для	1	2
1520	как уже	3	2
1521	вся жизнь	3	2
1522	в характере	1	2
1523	другим и	1	2
1524	только у	1	2
1525	в литературном	2	2
1526	на других	2	2
1527	бы он	1	2
1528	ее совершенно	1	2
1529	в людях	1	2
1530	к произведению	1	2
1531	который все	1	2
1532	на всем	1	2
1533	таким же	1	2
1534	как для	1	2
1535	все было	3	2
1536	от изучения	1	1
1537	и хорошо	2	1
1538	было так	2	1
1539	можно заметить	1	1
1540	а другие	2	1
1541	в настоящем	2	1
1542	писателя и	1	1
1543	автором и	2	1
1544	другой стороной	1	1
1545	и глубины	1	1
1546	не видели	1	1
1547	знание о	1	1
1548	и имеет	1	1
1549	искусства это	1	1
1550	отношениях к	1	1
1551	реальной жизни	1	1
1552	единственное что	1	1
1553	нее было	1	1
1554	звуки на	1	1
1555	рассказу о	1	1
1556	ни слова	1	1
1557	что толстой	1	1
1558	внимания на	1	1
1559	встречается в	1	1
1560	в художественную	1	1
1561	по пути	1	1
1562	в духе	6	1
1563	себе то	1	1
1564	героя как	2	1
1565	относится и	1	1
1566	и полное	1	1
1567	у людей	1	1
1568	них уже	1	1
1569	исключения из	1	1
1570	почти ничего	2	1
1571	художественной деятельности	1	1
1572	см в	1	1
1573	от некоторых	1	1
1574	и поведения	1	1
1575	когда это	1	1
1576	работу с	1	1
1577	похож на	1	1
1578	в соответствии	1	1
1579	только через	1	1
1580	в главном	1	1
1581	настаивает на	1	1
1582	здесь именно	1	1
1583	литературных жанров	1	1
1584	убеждает нас	1	1
1585	от сна	1	1
1586	собой не	1	1
1587	в природе	1	1
1588	забывая о	1	1
1589	матери и	2	1
1590	не его	1	1
1591	разные стороны	1	1
1592	все ее	1	1
1593	это делалось	1	1
1594	этого характера	1	1
1595	им о	1	1
1596	обыденной жизни	1	1
1597	первый взгляд	1	1
1598	женщин и	1	1
1599	на станцию	1	1
1600	это от	1	1
1601	к смыслу	1	1
1602	требует для	1	1
1603	она же	1	1
1604	отказываться от	1	1
1605	лежит на	2	1
1606	в такое	1	1
1607	что была	1	1
1608	одной фразе	1	1
1609	о чем-то	1	1
1610	только две	1	1
1611	письме к	1	1
1612	в пределе	2	1
1613	именно этим	2	1
1614	ему хочется	1	1
1615	читаем что	1	1
1616	истину и	1	1
1617	характер в	2	1
1618	сознания в	2	1
1619	этой связи	5	1
1620	одним только	1	1
1621	из своего	1	1
1622	и вторая	1	1
1623	выкинуть из	1	1
1624	казалась и	1	1
1625	него было	1	1
1626	рассказа не	2	1
1627	выразить это	1	1
1628	гибели героя	1	1
1629	от своей	1	1
1630	же его	1	1
1631	себе в	2	1
1632	так называемых	1	1
1633	и начинает	1	1
1634	правда сам	1	1
1635	но ни	1	1
1636	в комнате	1	1
1637	которого они	1	1
1638	другого не	1	1
1639	ключ к	2	1
1640	в контексте	2	1
1641	в споре	1	1
1642	именно так	2	1
1643	непосредственно из	1	1
1644	эстетического анализа	1	1
1645	не переставая	1	1
1646	не умеет	3	1
1647	нем не	1	1
1648	сон и	1	1
1649	том например	1	1
1650	в отдельных	1	1
1651	не будут	1	1
1652	важно что	1	1
1653	от исполнения	1	1
1654	замечает в	1	1
1655	оказались бы	1	1
1656	бы определить	1	1
1657	других людях	1	1
1658	что хорошо	1	1
1659	зачем же	1	1
1660	сказано не	1	1
1661	которого была	1	1
1662	этих моментов	1	1
1663	переживания героя	1	1
1664	не зная	2	1
1665	в драматическое	2	1
1666	влияние на	2	1
1667	с ужасом	1	1
1668	зачем я	2	1
1669	между его	1	1
1670	столь явно	1	1
1671	поскольку в	2	1
1672	я тебя	1	1
1673	похожи на	1	1
1674	он непременно	1	1
1675	своему содержанию	1	1
1676	какое оно	1	1
1677	об одном	3	1
1678	мы ничего	1	1
1679	личной жизни	2	1
1680	при переходе	1	1
1681	еще больше	1	1
1682	это я	1	1
1683	к творчеству	2	1
1684	будем признать	1	1
1685	а ведь	1	1
1686	занимает место	1	1
1687	в ресторане	2	1
1688	кого-нибудь и	1	1
1689	вишневого сада	2	1
1690	она или	1	1
1691	бытия и	4	1
1692	на мягкую	1	1
1693	или иную	2	1
1694	зрителя а	1	1
1695	говоря словами	1	1
1696	отказывается от	1	1
1697	согласно которому	2	1
1698	и привело	1	1
1699	судьбы и	1	1
1700	лежит у	1	1
1701	системы и	1	1
1702	в определении	2	1
1703	что основные	1	1
1704	дала бы	1	1
1705	прозы не	2	1
1706	бы душа	1	1
1707	этой главе	1	1
1708	процессов в	1	1
1709	а за	1	1
1710	писатель в	1	1
1711	и единственной	1	1
1712	на себя	3	1
1713	утверждает в	1	1
1714	времени как	1	1
1715	или иная	4	1
1716	того момента	1	1
1717	места где	1	1
1718	однако произведение	1	1
1719	спор о	1	1
1720	главную мысль	1	1
1721	сказывается и	1	1
1722	в гибели	1	1
1723	говорят не	1	1
1724	к настроению	1	1
1725	о боге	2	1
1726	людей в	1	1
1727	были правы	1	1
1728	не нужно	3	1
1729	столкновение и	1	1
1730	есть своя	1	1
1731	он чувствовал	1	1
1732	человека а	2	1
1733	имеет ничего	1	1
1734	это могло	1	1
1735	я на	1	1
1736	это вполне	1	1
1737	я в	2	1
1738	его творчестве	1	1
1739	концу рассказа	1	1
1740	людям на	1	1
1741	как показала	2	1
1742	иному случаю	1	1
1743	п нет	1	1
1744	сравнивает себя	1	1
1745	о прошлом	1	1
1746	образом это	1	1
1747	этого ряда	1	1
1748	ее выражения	1	1
1749	этой своей	2	1
1750	художественного и	1	1
1751	называет его	1	1
1752	при отсутствии	1	1
1753	сострадания к	2	1
1754	как живых	1	1
1755	таков был	1	1
1756	отдельных людей	1	1
1757	еще яснее	1	1
1758	зрения в	1	1
1759	моря и	1	1
1760	словами но	1	1
1761	как объект	1	1
1762	своего времени	3	1
1763	много ли	1	1
1764	его художественной	2	1
1765	он признает	1	1
1766	сознания что	1	1
1767	была не	1	1
1768	то во	1	1
1769	в ничто	1	1
1770	от страха	1	1
1771	говорили что	1	1
1772	каяться в	1	1
1773	то а	1	1
1774	этом читатель	1	1
1775	я это	2	1
1776	в направлении	1	1
1777	другому в	1	1
1778	истории и	1	1
1779	среды и	1	1
1780	на бумаге	1	1
1781	хронологической последовательностью	1	1
1782	человеческих отношений	7	1
1783	сидя в	1	1
1784	и какой	1	1
1785	существует в	1	1
1786	который так	1	1
1787	жизни чем	1	1
1788	что характер	1	1
1789	в зеркале	2	1
1790	не исчерпывает	1	1
1791	путь и	1	1
1792	который был	2	1
1793	т.д однако	1	1
1794	эта вторая	1	1
1795	я сам	2	1
1796	нужны только	1	1
1797	нас хотя	1	1
1798	которая и	1	1
1799	по причине	2	1
1800	от удовольствия	1	1
1801	своего рода	19	1
1802	не мешает	1	1
1803	первую очередь	2	1
1804	относятся в	1	1
1805	явно не	2	1
1806	построена так	1	1
1807	он уже	4	1
1808	развитие сюжета	2	1
1809	в последнем	1	1
1810	взглянул на	1	1
1811	но часто	1	1
1812	героев мы	2	1
1813	жизнь была	2	1
1814	внешним образом	1	1
1815	до уровня	2	1
1816	уже ничего	1	1
1817	от такой	1	1
1818	вопрос который	1	1
1819	что сказанное	1	1
1820	в герои	1	1
1821	душа не	2	1
1822	со сценой	1	1
1823	его во	1	1
1824	с тобой	1	1
1825	существенное различие	1	1
1826	это ему	1	1
1827	любит а	1	1
1828	мере и	1	1
1829	конца а	1	1
1830	этот смысл	2	1
1831	но пока	1	1
1832	и прямо	1	1
1833	сообщения о	1	1
1834	ли с	1	1
1835	себя на	1	1
1836	по сторонам	2	1
1837	о другом	1	1
1838	эта жизнь	1	1
1839	вот и	3	1
1840	приводя к	1	1
1841	романом и	1	1
1842	на месте	2	1
1843	чего это	1	1
1844	в памяти	1	1
1845	души это	1	1
1846	и они	1	1
1847	рассказа для	1	1
1848	две фразы	1	1
1849	не принимая	1	1
1850	человеческих жизней	1	1
1851	была и	2	1
1852	души все	1	1
1853	знать об	1	1
1854	конфликт между	1	1
1855	есть на	1	1
1856	впоследствии и	1	1
1857	роли в	2	1
1858	если можно	3	1
1859	другому человеку	3	1
1860	которого не	1	1
1861	не своим	1	1
1862	уже одно	2	1
1863	в анализ	1	1
1864	каждая новая	1	1
1865	представляется в	3	1
1866	на другие	1	1
1867	самый общий	1	1
1868	как произведение	1	1
1869	как некий	1	1
1870	и пишет	1	1
1871	легли в	1	1
1872	не перед	1	1
1873	он восклицает	1	1
1874	здесь чисто	1	1
1875	произведение не	1	1
1876	писателя на	1	1
1877	своей собственной	2	1
1878	под видом	1	1
1879	делать то	1	1
1880	ней есть	1	1
1881	рассказ про	1	1
1882	тотчас же	1	1
1883	принципиально не	1	1
1884	в роли	3	1
1885	что героиня	1	1
1886	и второй	1	1
1887	он относится	1	1
1888	обойтись без	1	1
1889	к роли	1	1
1890	следует отличать	1	1
1891	него с	1	1
1892	потом как	1	1
1893	с автором	1	1
1894	упоминается и	1	1
1895	без другого	2	1
1896	частности и	1	1
1897	в мир	1	1
1898	взгляда на	2	1
1899	идет об	1	1
1900	тогда как	10	1
1901	к объекту	1	1
1902	жизни на	4	1
1903	и представлений	1	1
1904	к двум	2	1
1905	с собою	1	1
1906	в данной	2	1
1907	в деревне	1	1
1908	литературных традиций	1	1
1909	и понимается	1	1
1910	самого героя	1	1
1911	он получил	1	1
1912	и бессмысленное	1	1
1913	жизни к	1	1
1914	за пределами	1	1
1915	проблему характера	1	1
1916	монолог о	1	1
1917	ложно и	1	1
1918	в каждый	1	1
1919	ли можно	1	1
1920	этом так	1	1
1921	пришла она	1	1
1922	ставит вопрос	1	1
1923	до известной	1	1
1924	говорится в	2	1
1925	чувство но	1	1
1926	всякой новой	1	1
1927	который никогда	1	1
1928	их нового	1	1
1929	собой то	1	1
1930	о загадке	1	1
1931	бы ей	2	1
1932	к общим	1	1
1933	из поля	1	1
1934	а нам	1	1
1935	в формировании	1	1
1936	уверенность в	1	1
1937	любили друг	1	1
1938	самом центре	1	1
1939	тогда в	2	1
1940	вниманию читателя	1	1
1941	как об	1	1
1942	на языке	1	1
1943	на какой-то	1	1
1944	к социальной	1	1
1945	он вспоминает	1	1
1946	сам он	3	1
1947	делает их	1	1
1948	сущность и	1	1
1949	и ты	2	1
1950	писателя не	1	1
1951	вкладывает в	1	1
1952	и драматического	1	1
1953	в определенном	1	1
1954	для всего	3	1
1955	стало бы	1	1
1956	видит себя	4	1
1957	таком же	1	1
1958	в жизнь	1	1
1959	бы у	1	1
1960	то самое	1	1
1961	все та	2	1
1962	нет мы	1	1
1963	в широком	1	1
1964	нет это	1	1
1965	представлений с	1	1
1966	в заключительной	3	1
1967	в героя	2	1
1968	мнения и	1	1
1969	всю его	1	1
1970	говорил он	1	1
1971	течение всей	1	1
1972	себе но	1	1
1973	рассказа где	1	1
1974	в свои	2	1
1975	и глубокой	1	1
1976	не иметь	1	1
1977	художественное образование	1	1
1978	и тому	1	1
1979	внешних и	1	1
1980	о жизни	1	1
1981	в разряд	2	1
1982	он один	1	1
1983	можно считать	1	1
1984	той самой	1	1
1985	нельзя согласиться	1	1
1986	чтобы ответить	1	1
1987	истины и	1	1
1988	или даже	2	1
1989	из компонентов	1	1
1990	однако это	1	1
1991	и этих	1	1
1992	равнодушие к	2	1
1993	нет у	1	1
1994	и людей	1	1
1995	судьбу в	1	1
1996	так а	2	1
1997	к вам	1	1
1998	читателя из	1	1
1999	говорит об	1	1
2000	особенно в	3	1
2001	при виде	1	1
2002	обращаются к	1	1
2003	его любит	1	1
2004	без конца	1	1
2005	которая как	1	1
2006	человек весь	1	1
2007	нее ни	1	1
2008	нее все	1	1
2009	эти тенденции	1	1
2010	несла в	1	1
2011	глубочайшим образом	1	1
2012	в суждениях	1	1
2013	возвращается к	3	1
2014	тексте мы	1	1
2015	ей в	1	1
2016	а его	3	1
2017	точно с	1	1
2018	по дороге	1	1
2019	в поле	1	1
2020	поскольку они	1	1
2021	душу но	1	1
2022	точки с	1	1
2023	в определенности	1	1
2024	всей своей	2	1
2025	большее чем	1	1
2026	ее жизни	2	1
2027	а по	2	1
2028	это уж	1	1
2029	есть и	3	1
2030	противоположны по	2	1
2031	описаний в	1	1
2032	например и	1	1
2033	эстетический эффект	1	1
2034	с письмом	1	1
2035	этом один	1	1
2036	человека с	1	1
2037	важное и	1	1
2038	было ничего	1	1
2039	его места	1	1
2040	в рамках	2	1
2041	художником и	1	1
2042	берет в	1	1
2043	числе и	1	1
2044	во многом	1	1
2045	не похожи	1	1
2046	с самых	1	1
2047	действительности же	2	1
2048	бы можно	1	1
2049	далека от	1	1
2050	что изображает	1	1
2051	позиции не	1	1
2052	которые каждый	1	1
2053	происходит в	1	1
2054	общества и	1	1
2055	же это	2	1
2056	что после	1	1
2057	видел ее	1	1
2058	которые тоже	1	1
2059	его взгляд	1	1
2060	и себе	1	1
2061	нечто иное	2	1
2062	ранее в	1	1
2063	к такого	2	1
2064	смысл художественного	1	1
2065	оказывается невозможным	1	1
2066	что один	1	1
2067	когда все	2	1
2068	становится возможным	1	1
2069	человеческой жизни	9	1
2070	уж не	1	1
2071	в момент	1	1
2072	сказано о	1	1
2073	смысл ни	1	1
2074	тех кто	2	1
2075	воображение и	1	1
2076	анекдоте или	2	1
2077	он всегда	1	1
2078	всей жизни	1	1
2079	жизнь ее	1	1
2080	характер как	1	1
2081	и героя	2	1
2082	оказывается не	1	1
2083	вышли из	1	1
2084	а вот	2	1
2085	на вопросе	1	1
2086	не имеющее	1	1
2087	этот момент	3	1
2088	за последние	1	1
2089	ни стало	1	1
2090	одно это	2	1
2091	это обычно	1	1
2092	человек есть	1	1
2093	в принципе	1	1
2094	существенно для	1	1
2095	женщиной которая	1	1
2096	произведения а	1	1
2097	же ошибочно	1	1
2098	собаку и	1	1
2099	и море	3	1
2100	долгое время	2	1
2101	бы место	1	1
2102	с задачей	1	1
2103	природы или	1	1
2104	было как	1	1
2105	да не	2	1
2106	в разладе	1	1
2107	а там	1	1
2108	другие люди	1	1
2109	воображения читателя	1	1
2110	на свой	3	1
2111	жизнь если	1	1
2112	а она	1	1
2113	раз говорит	1	1
2114	только когда	1	1
2115	до степени	1	1
2116	ее души	3	1
2117	от личной	1	1
2118	стороны в	1	1
2119	разговоре с	2	1
2120	начинается с	2	1
2121	и внутренне	3	1
2122	сад и	1	1
2123	а именно	1	1
2124	стороны жизнь	1	1
2125	даже до	1	1
2126	их за	1	1
2127	идея а	1	1
2128	различные формы	1	1
2129	фразы как	1	1
2130	лет но	1	1
2131	относиться к	1	1
2132	начнем с	2	1
2133	во-первых в	1	1
2134	на материале	1	1
2135	в дальнейшем	2	1
2136	но легко	1	1
2137	было не	1	1
2138	трагедия в	1	1
2139	в первую	2	1
2140	ответить на	2	1
2141	на человека	2	1
2142	принципиальное различие	1	1
2143	восходит к	1	1
2144	живых людей	1	1
2145	однако его	1	1
2146	ничего загадочного	1	1
2147	духовной жизни	2	1
2148	была его	1	1
2149	ребенка в	1	1
2150	этом мы	1	1
2151	входит в	1	1
2152	связи что	2	1
2153	с личной	1	1
2154	и ненужным	1	1
2155	которыми он	1	1
2156	уже было	1	1
2157	и т.п	2	1
2158	этот тезис	1	1
2159	таком взгляде	1	1
2160	черты характера	1	1
2161	об отношении	1	1
2162	похожей на	1	1
2163	она тоже	1	1
2164	в различных	1	1
2165	мучила и	1	1
2166	этим не	1	1
2167	внимания к	1	1
2168	душу и	2	1
2169	повестей белкина	1	1
2170	себе ту	1	1
2171	она говорит	2	1
2172	мы полагаем	1	1
2173	о художественной	1	1
2174	страдает не	1	1
2175	в беседке	1	1
2176	самом начале	1	1
2177	равнодушна к	1	1
2178	ее роль	1	1
2179	к настоящей	1	1
2180	до высшей	1	1
2181	в мировом	1	1
2182	нем он	1	1
2183	и рассказывает	1	1
2184	различает в	1	1
2185	на будущее	1	1
2186	противоречие в	2	1
2187	я с	2	1
2188	по поверхности	1	1
2189	и комизма	1	1
2190	исследователя в	1	1
2191	из самой	1	1
2192	от другой	2	1
2193	бы так	1	1
2194	обречена на	1	1
2195	казаться что	1	1
2196	не впадая	1	1
2197	в системе	2	1
2198	свою судьбу	1	1
2199	тайны когда	1	1
2200	где все	1	1
2201	этих людей	1	1
2202	восприятия рассказа	1	1
2203	другое у	1	1
2204	героя не	4	1
2205	не замечают	1	1
2206	все мы	1	1
2207	не дано	1	1
2208	ее как	1	1
2209	быть разрешено	1	1
2210	было бессмысленным	1	1
2211	п эта	1	1
2212	не исключая	1	1
2213	не противоречит	1	1
2214	мы как	1	1
2215	места для	1	1
2216	от любви	1	1
2217	хочет быть	1	1
2218	идейного содержания	1	1
2219	к человеку	1	1
2220	жить в	3	1
2221	эта особенность	1	1
2222	и служит	1	1
2223	не видел	1	1
2224	с любовью	1	1
2225	теории литературы	2	1
2226	он действует	1	1
2227	есть форма	1	1
2228	не буду	1	1
2229	сцене это	1	1
2230	есть его	1	1
2231	объясняется тем	1	1
2232	а и	2	1
2233	обстояло дело	1	1
2234	не соответствует	1	1
2235	он стремился	1	1
2236	что несмотря	1	1
2237	и сама	3	1
2238	и через	1	1
2239	возникающих в	1	1
2240	представлена в	1	1
2241	в тот	3	1
2242	рассказа напротив	1	1
2243	этого человека	2	1
2244	внешнего мира	1	1
2245	не оставалась	1	1
2246	и притом	1	1
2247	было ее	1	1
2248	говорит в	2	1
2249	характер с	1	1
2250	как его	3	1
2251	примере в	1	1
2252	сюжетного построения	2	1
2253	и своего	1	1
2254	к единичному	1	1
2255	он берет	1	1
2256	воображения не	1	1
2257	происходит и	1	1
2258	под воздействием	2	1
2259	имеют никакого	1	1
2260	он теперь	1	1
2261	также в	2	1
2262	по ее	2	1
2263	несоответствия между	1	1
2264	между прочим	1	1
2265	в заключительных	1	1
2266	мы пытались	1	1
2267	рассказа имеет	1	1
2268	и оказывается	1	1
2269	века в	2	1
2270	речь о	1	1
2271	мы делаем	1	1
2272	следующими словами	1	1
2273	же касается	2	1
2274	что ведь	1	1
2275	точно это	2	1
2276	в плоскости	1	1
2277	например как	1	1
2278	должны в	1	1
2279	обращено к	1	1
2280	важных и	1	1
2281	показать и	1	1
2282	оно возникает	1	1
2283	характера может	1	1
2284	от чужого	1	1
2285	д с	2	1
2286	к эстетической	1	1
2287	не сводится	1	1
2288	которых в	1	1
2289	с какой-то	1	1
2290	с матерью	2	1
2291	играет роль	1	1
2292	переходя в	1	1
2293	не исчерпывается	1	1
2294	людей хотя	1	1
2295	этого напряжения	1	1
2296	всегда только	1	1
2297	его творчества	1	1
2298	xvii в	1	1
2299	общее свойство	1	1
2300	боли и	1	1
2301	п не	1	1
2302	отчетливо в	1	1
2303	характер трагического	1	1
2304	в детстве	1	1
2305	организовано и	1	1
2306	женщины которая	1	1
2307	в основание	1	1
2308	представлен как	1	1
2309	в соответствующей	1	1
2310	так у	1	1
2311	бы уже	1	1
2312	причина этого	2	1
2313	со слов	1	1
2314	из народной	1	1
2315	для личной	1	1
2316	в землю	2	1
2317	у которого	2	1
2318	это вопрос	1	1
2319	за нею	2	1
2320	ответы на	1	1
2321	она нуждается	1	1
2322	другой день	1	1
2323	они имели	1	1
2324	хоть бы	1	1
2325	держится на	1	1
2326	известном смысле	1	1
2327	в поведении	1	1
2328	каждый человек	1	1
2329	любви в	1	1
2330	говорит вот	1	1
2331	проблема характера	1	1
2332	кажется ему	1	1
2333	между романом	1	1
2334	ключ ко	1	1
2335	сведения о	1	1
2336	зеркале в	1	1
2337	писателя в	2	1
2338	пример из	1	1
2339	вот он	3	1
2340	по первому	1	1
2341	но вот	1	1
2342	за себя	1	1
2343	мыслей в	1	1
2344	самую суть	1	1
2345	и нельзя	1	1
2346	ней все	1	1
2347	чрезвычайно важным	1	1
2348	теперь я	1	1
2349	человеческой личности	1	1
2350	можно понять	1	1
2351	не позволяет	1	1
2352	заключается по	1	1
2353	как возможность	1	1
2354	значение если	1	1
2355	возникать и	1	1
2356	предметы и	1	1
2357	впадая в	1	1
2358	временем в	1	1
2359	это уже	2	1
2360	стало привычным	1	1
2361	прямо противоположный	1	1
2362	своей исходной	1	1
2363	он позволяет	1	1
2364	она жила	2	1
2365	что реплика	1	1
2366	здесь речь	1	1
2367	поэтому она	2	1
2368	или со	1	1
2369	в темноте	1	1
2370	воображает себя	1	1
2371	разговора о	2	1
2372	состоит что	1	1
2373	сознаться что	1	1
2374	оказывается в	1	1
2375	которых и	1	1
2376	только способ	1	1
2377	ему казалось	3	1
2378	благодаря своей	1	1
2379	и следа	1	1
2380	что угодно	1	1
2381	о своей	3	1
2382	произведений искусства	1	1
2383	не делает	1	1
2384	присутствует в	1	1
2385	оно всегда	1	1
2386	представляется автору	1	1
2387	легче и	1	1
2388	мир от	1	1
2389	где герой	1	1
2390	последние десятилетия	1	1
2391	она непосредственно	1	1
2392	он ей	1	1
2393	и подлинное	2	1
2394	понимаю его	1	1
2395	собою в	1	1
2396	протекает жизнь	1	1
2397	работ в	1	1
2398	в итоге	1	1
2399	содержание я	1	1
2400	в следующей	3	1
2401	отношения но	1	1
2402	поведения на	1	1
2403	служить источником	1	1
2404	свое время	2	1
2405	автора но	1	1
2406	она казалась	1	1
2407	поэтому не	1	1
2408	принципиальная основа	1	1
2409	очевидно и	1	1
2410	только другим	1	1
2411	я должен	1	1
2412	к источнику	1	1
2413	что ей	2	1
2414	случае и	1	1
2415	новый момент	1	1
2416	и игра	1	1
2417	бы эта	1	1
2418	толстым когда	1	1
2419	нас все	1	1
2420	писателя его	1	1
2421	его характера	2	1
2422	имело бы	1	1
2423	полноту его	1	1
2424	ошибочно как	2	1
2425	первых его	1	1
2426	письма и	1	1
2427	и откуда	1	1
2428	для обоих	1	1
2429	силы в	1	1
2430	о своем	2	1
2431	обычно как	1	1
2432	перед глазами	1	1
2433	тому и	1	1
2434	отличавшийся от	1	1
2435	образом не	1	1
2436	известной степени	1	1
2437	из рассказа	4	1
2438	между людьми	1	1
2439	всего рассказа	1	1
2440	соответствии с	2	1
2441	ко всей	1	1
2442	во внешней	3	1
2443	творчества а	1	1
2444	смысловой картины	1	1
2445	на улице	1	1
2446	совсем другая	2	1
2447	забывать что	1	1
2448	к миру	1	1
2449	при всякой	1	1
2450	после себя	1	1
2451	очевидной для	1	1
2452	здесь и	1	1
2453	в романах	1	1
2454	все с	1	1
2455	же он	1	1
2456	прибегает к	3	1
2457	толстой в	1	1
2458	этому ряду	1	1
2459	людей не	1	1
2460	заключена в	1	1
2461	этот мотив	1	1
2462	в гораздо	1	1
2463	жить без	1	1
2464	людей от	1	1
2465	случаях и	1	1
2466	даже когда	1	1
2467	ему в	3	1
2468	ни с	2	1
2469	того времени	1	1
2470	к гибели	1	1
2471	в т	5	1
2472	второй половине	2	1
2473	том числе	1	1
2474	состояние души	1	1
2475	это часто	1	1
2476	она его	1	1
2477	душевные переживания	1	1
2478	с анализом	1	1
2479	объяснении с	1	1
2480	ты их	1	1
2481	и одна	1	1
2482	из форм	1	1
2483	о герое	2	1
2484	все той	1	1
2485	ценность в	2	1
2486	диалог в	1	1
2487	хоть на	2	1
2488	не принимает	1	1
2489	непосредственно в	1	1
2490	в г	3	1
2491	какая-нибудь идея	1	1
2492	истории не	1	1
2493	века и	1	1
