N	2gram	Tiupa_Anal	slovoVRo
1297	ответ в	1	1
1298	материале но	1	1
1299	впечатление от	1	1
1300	сказать и	1	1
1301	но его	1	1
1302	свой мир	1	1
1303	же деле	1	1
1304	ко всему	1	1
1305	точкой зрения	1	1
1306	оно вступает	1	1
1307	чужого мира	1	1
1308	том случае	1	1
1309	диалога до	1	1
1310	на всем	1	1
1311	которого и	1	1
1312	о нас	1	1
1313	лица и	1	1
1314	что же?	1	1
1315	конфликт с	1	1
1316	оба эти	1	1
1317	явлений не	1	1
1318	жизнь и	1	1
1319	и далее	1	1
1320	и мира	1	1
1321	таких случаях	1	1
1322	вне высказывания	1	1
1323	тем более	2	1
1324	следует говорить	1	1
1325	отождествлять ни	1	1
1326	оно в	2	1
1327	в реплике	1	1
1328	печорина в	7	1
1329	с первым	1	1
1330	случае если	1	1
1331	ко всем	2	1
1332	романа если	1	1
1333	слово о	1	1
1334	в отдельных	1	1
1335	своим кругозором	1	1
1336	произведения поскольку	1	1
1337	в каких-то	1	1
1338	все остальные	1	1
1339	этого смысла	2	1
1340	сюжета и	1	1
1341	в художественную	1	1
1342	в последних	1	1
1343	есть чисто	2	1
1344	с легкой	2	1
1345	тому как	5	1
1346	с разложением	1	1
1347	всей первой	1	1
1348	его речь	1	1
1349	оно становится	1	1
1350	в рассказе	2	1
1351	его внутренней	1	1
1352	мы должны	2	1
1353	не входит	1	1
1354	оно выступает	1	1
1355	в искусстве	2	1
1356	на свой	1	1
1357	полноты и	3	1
1358	когда он	1	1
1359	системе языка	1	1
1360	характерно для	1	1
1361	другой к	1	1
1362	его смысла	1	1
1363	тех же	1	1
1364	даны и	1	1
1365	и является	4	1
1366	в применении	1	1
1367	над другими	1	1
1368	и тот	2	1
1369	определенным образом	2	1
1370	отношений между	1	1
1371	быть как	1	1
1372	когда оно	1	1
1373	совершенно новый	1	1
1374	еще в	4	1
1375	сосредоточиться на	1	1
1376	и фактически	1	1
1377	даже не	2	1
1378	тем самым	9	1
1379	драме или	1	1
1380	глубине и	1	1
1381	проникнуть в	1	1
1382	миру и	1	1
1383	человека с	1	1
1384	ведь если	1	1
1385	выделения и	1	1
1386	единого смысла	1	1
1387	на смерть	1	1
1388	то ни	3	1
1389	равной степени	2	1
1390	произведение не	2	1
1391	лицо и	1	1
1392	приобретает особый	1	1
1393	принадлежит одному	1	1
1394	приведем примеры	1	1
1395	могла бы	3	1
1396	на это	2	1
1397	событием самого	1	1
1398	в рамках	5	1
1399	распространенная в	1	1
1400	или еще	1	1
1401	не дано	3	1
1402	речи от	1	1
1403	в целое	1	1
1404	мифологического мышления	1	1
1405	есть предмет	1	1
1406	игру с	1	1
1407	как их	1	1
1408	нельзя не	1	1
1409	не приближается	1	1
1410	эти понятия	1	1
1411	облекается в	1	1
1412	однако функция	1	1
1413	и своим	1	1
1414	литературное произведение	12	1
1415	своего собеседника	1	1
1416	синтаксических и	1	1
1417	фоне которых	1	1
1418	этот путь	1	1
1419	онегина и	1	1
1420	над его	1	1
1421	в театре	1	1
1422	бы он	1	1
1423	голосов в	1	1
1424	что может	2	1
1425	по аналогии	1	1
1426	с чем	1	1
1427	одни и	2	1
1428	в первой	2	1
1429	соединении с	1	1
1430	есть его	1	1
1431	далека от	2	1
1432	которая на	1	1
1433	в общем	1	1
1434	во внутреннюю	1	1
1435	подходе к	1	1
1436	их смысловой	1	1
1437	оно действительно	1	1
1438	происходит в	1	1
1439	язык обладает	1	1
1440	характерны для	1	1
1441	здесь обязательно	1	1
1442	же слова	1	1
1443	говорит на	1	1
1444	говорящего в	3	1
1445	поэтического творчества	1	1
1446	авторской воли	1	1
1447	на место	3	1
1448	в данный	2	1
1449	его к	3	1
1450	людей как	1	1
1451	все более	1	1
1452	если на	1	1
1453	отнюдь не	22	1
1454	последние десятилетия	1	1
1455	может пользоваться	1	1
1456	эти два	1	1
1457	мира с	1	1
1458	художественное восприятие	5	1
1459	бытия в	1	1
1460	к совершенно	1	1
1461	ни был	1	1
1462	а главное	1	1
1463	крайними пределами	2	1
1464	таким же	1	1
1465	все возможные	1	1
1466	образ героя	1	1
1467	мне в	1	1
1468	другие и	1	1
1469	или точнее	2	1
1470	каждого из	1	1
1471	в лице	1	1
1472	настоящего времени	1	1
1473	на слова	1	1
1474	как индивидуальное	1	1
1475	в пространстве	1	1
1476	жизнью и	2	1
1477	говорит не	1	1
1478	искусства в	4	1
1479	сознания внутренне	1	1
1480	в каком	1	1
1481	но автор	1	1
