N	2gram	Losev_Dial	DiskursI
1316	подойти к	1	1
1317	к окружающему	1	1
1318	внешнее и	5	1
1319	девице и	1	1
1320	человека но	2	1
1321	и каждый	1	1
1322	в дальнейшем	6	1
1323	об их	1	1
1324	проникает в	1	1
1325	личности что	1	1
1326	обе стороны	3	1
1327	то они	1	1
1328	постольку поскольку	1	1
1329	и всякий	3	1
1330	ничем не	4	1
1331	так как	24	1
1332	мир в	1	1
1333	и также	2	1
1334	только по	1	1
1335	было уже	1	1
1336	не во	1	1
1337	бытия суть	1	1
1338	а тогда	1	1
1339	без них	1	1
1340	в поэзии	8	1
1341	сущность и	1	1
1342	нас не	2	1
1343	и кончая	1	1
1344	однако как	1	1
1345	от мира	1	1
1346	сон это	1	1
1347	понятно что	2	1
1348	хома брут	2	1
1349	она его	1	1
1350	бы на	1	1
1351	в определенном	2	1
1352	мы сами	2	1
1353	знаем и	1	1
1354	времен года	1	1
1355	он и	2	1
1356	для данной	1	1
1357	для нас	1	1
1358	входя в	1	1
1359	не заметить	1	1
1360	где он	1	1
1361	и всегда	1	1
1362	и принципиально	1	1
1363	на самом	5	1
1364	понимания этого	1	1
1365	слова а	1	1
1366	таком случае	2	1
1367	основана на	1	1
1368	в виде	2	1
1369	раз в	2	1
1370	быть еще	2	1
1371	но с	4	1
1372	это слово	1	1
1373	себе но	2	1
1374	от друга	1	1
1375	этого не	1	1
1376	остается и	1	1
1377	я ни	2	1
1378	выведена из	1	1
1379	общества в	1	1
1380	не иметь	2	1
1381	же в	2	1
1382	же по	1	1
1383	нейтральное к	1	1
1384	и тому	1	1
1385	нами во	1	1
1386	с теми	2	1
1387	в глубине	1	1
1388	однако они	2	1
1389	и научный	1	1
1390	сознания но	2	1
1391	себе в	1	1
1392	же будет	1	1
1393	чтобы быть	1	1
1394	для науки	3	1
1395	случае не	4	1
1396	что этот	3	1
1397	сам является	2	1
1398	помнить что	2	1
1399	им и	1	1
1400	если и	2	1
1401	это вы	1	1
1402	но по	1	1
1403	эти две	1	1
1404	говорят о	2	1
1405	себе я	1	1
1406	чаще всего	2	1
1407	повседневной жизни	2	1
1408	и могут	1	1
1409	и я	3	1
1410	чем мы	1	1
1411	бы мы	2	1
1412	лица не	2	1
1413	для освещения	1	1
1414	по самой	1	1
1415	все наши	1	1
1416	должен быть	2	1
1417	если не	1	1
1418	мысли в	2	1
1419	не все	1	1
1420	мы к	1	1
1421	смерти и	1	1
1422	другом случае	1	1
1423	о такой	1	1
1424	их личностного	1	1
1425	но его	1	1
1426	могу не	2	1
1427	как проявление	1	1
1428	внутренним и	1	1
1429	в будущем	1	1
1430	и эти	2	1
1431	даже собственно	1	1
1432	и других	1	1
1433	же с	1	1
1434	он это	1	1
1435	и реального	1	1
1436	тут и	2	1
1437	и внешним	1	1
1438	и точка	1	1
1439	субъекта с	1	1
1440	это как	3	1
1441	чистом виде	1	1
1442	которое уже	1	1
1443	то чего	1	1
1444	сказка но	1	1
1445	не могу	9	1
1446	не их	1	1
1447	и почти	6	1
1448	в обыкновенной	1	1
1449	и ни	7	1
1450	ту или	1	1
1451	здесь только	1	1
1452	но всегда	2	1
1453	не изучены	1	1
1454	сам в	1	1
1455	субъекта и	4	1
1456	говорить не	1	1
1457	независимо от	2	1
1458	у того	1	1
1459	один только	1	1
1460	в искусстве	2	1
1461	на меня	2	1
1462	например к	1	1
1463	наконец для	1	1
1464	всех этих	4	1
1465	из монастыря	1	1
1466	оказывается что	1	1
1467	действительность не	1	1
1468	это также	1	1
1469	в некоем	3	1
1470	и времени	4	1
1471	или иначе	3	1
1472	от того	2	1
1473	поэтому для	1	1
1474	стало быть	17	1
1475	личность как	2	1
1476	этих случаях	1	1
1477	думать что	3	1
1478	как то	1	1
1479	и часто	3	1
1480	это его	1	1
1481	от прочих	1	1
1482	ведь мы	1	1
1483	еще на	3	1
1484	меня то	3	1
1485	исторических лиц	1	1
1486	и принимает	1	1
1487	показывает как	1	1
1488	они тоже	1	1
1489	и самого	1	1
1490	та или	4	1
1491	нас самих	1	1
1492	с самых	1	1
1493	которые в	1	1
1494	в театре	1	1
1495	миф не	24	1
1496	не можем	1	1
1497	этом и	1	1
1498	ничего случайного	1	1
1499	отождествляется с	7	1
1500	сознании в	1	1
1501	мифа в	4	1
1502	обязательно нечто	1	1
1503	с действием	1	1
1504	нет как	1	1
1505	что данная	1	1
1506	которые каждый	1	1
1507	и нечто	3	1
1508	и единственный	1	1
1509	даже относительно	2	1
1510	в сознании	3	1
1511	чем та	1	1
1512	же может	2	1
1513	тех или	5	1
1514	ее может	1	1
1515	ли в	1	1
1516	говорит не	1	1
1517	в самых	1	1
1518	и оно	2	1
1519	именно это	1	1
1520	три года	1	1
1521	себе а	2	1
1522	или точнее	2	1
1523	форме и	1	1
1524	иное как	4	1
1525	нечто иное	2	1
