N	2gram	Ircho_Kome	Problema
1323	рабского труда	1	1
1324	из всего	2	1
1325	свое превосходство	1	1
1326	которая сумела	1	1
1327	следовательно все	1	1
1328	что подобная	1	1
1329	за своего	1	1
1330	работы в	1	1
1331	самого и	1	1
1332	середине iv	2	1
1333	ничтожны что	1	1
1334	приходит в	1	1
1335	художественного в	1	1
1336	категории к	1	1
1337	это противопоставление	1	1
1338	в аттике	1	1
1339	по своим	1	1
1340	в прологе	4	1
1341	это согласуется	1	1
1342	людей с	1	1
1343	современная наука	1	1
1344	его мать	1	1
1345	кругом и	1	1
1346	они даются	1	1
1347	знаем о	1	1
1348	следовало бы	1	1
1349	не хуже	1	1
1350	человека не	1	1
1351	противоречия между	2	1
1352	изображение в	1	1
1353	то явно	1	1
1354	этого последнего	1	1
1355	нашего века	3	1
1356	сорок лет	2	1
1357	по возможности	1	1
1358	был тот	1	1
1359	в нескольких	2	1
1360	у самого	1	1
1361	честности и	1	1
1362	из их	1	1
1363	больше не	2	1
1364	слов но	2	1
1365	о совершенно	1	1
1366	даже самых	2	1
1367	и получаем	1	1
1368	на пути	1	1
1369	целиком с	1	1
1370	времени или	1	1
1371	любовь к	1	1
1372	отметить что	1	1
1373	хотел сказать	1	1
1374	было сказано	1	1
1375	и формы	2	1
1376	греции и	3	1
1377	но ни	1	1
1378	является конечно	1	1
1379	которого они	1	1
1380	же так	1	1
1381	во-вторых и	1	1
1382	уничтожающей критике	1	1
1383	нам право	1	1
1384	в основу	1	1
1385	сущности и	1	1
1386	на многие	1	1
1387	тезис в	1	1
1388	почти нет	1	1
1389	как от	1	1
1390	это что	1	1
1391	последних десятилетий	1	1
1392	в помине	1	1
1393	даже у	1	1
1394	к этим	3	1
1395	слово как	1	1
1396	к ее	2	1
1397	восходят к	2	1
1398	римской империи	2	1
1399	всего в	5	1
1400	в науках	1	1
1401	которую можно	2	1
1402	были известны	2	1
1403	не происходит	1	1
1404	но едва	1	1
1405	и представляет	1	1
1406	на известного	1	1
1407	мог изображать	1	1
1408	людей является	1	1
1409	греческого слова	1	1
1410	том насколько	2	1
1411	похожи на	2	1
1412	эти внешние	1	1
1413	мы ничего	1	1
1414	к себе	1	1
1415	мы знаем	5	1
1416	и типов	3	1
1417	с тех	1	1
1418	числу таких	1	1
1419	на поверхность	1	1
1420	я взял	1	1
1421	близким к	1	1
1422	оказался в	1	1
1423	так по	1	1
1424	вместо него	1	1
1425	взаимного общения	1	1
1426	с обязательным	1	1
1427	г а	2	1
1428	отсюда видно	1	1
1429	природой и	1	1
1430	ее от	1	1
1431	июня г	1	1
1432	этим и	2	1
1433	по аналогии	1	1
1434	торжество и	1	1
1435	стали бы	2	1
1436	еще при	1	1
1437	для аристофана	1	1
1438	не сказать	1	1
1439	не остается	1	1
1440	эти три	1	1
1441	до позднего	1	1
1442	лет до	1	1
1443	цивилизации и	1	1
1444	рядом с	1	1
1445	не требовалось	1	1
1446	одном из	4	1
1447	сознания как	1	1
1448	во главе	1	1
1449	в дошедших	1	1
1450	которые якобы	1	1
1451	мудрости которые	1	1
1452	прячется в	1	1
1453	в двух	6	1
1454	которая вполне	1	1
1455	другу их	1	1
1456	пародии на	1	1
1457	в а	1	1
1458	речь заходит	1	1
1459	симпатии автора	1	1
1460	по имени	7	1
1461	отрывки из	4	1
1462	же названием	1	1
1463	с новой	2	1
1464	научная литература	1	1
1465	молодой человек	9	1
1466	прямого предшественника	1	1
1467	в опере	1	1
1468	его творчестве	2	1
1469	в устах	1	1
1470	идет по	1	1
1471	уже явно	1	1
1472	этого ряда	1	1
1473	сын от	1	1
1474	героя и	1	1
1475	в философии	2	1
1476	не дошло	1	1
1477	очевидный факт	1	1
1478	в наше	1	1
1479	принципов и	1	1
1480	и необходимость	1	1
1481	ее спальне	1	1
1482	от брака	1	1
1483	которые и	1	1
1484	не один	2	1
1485	рассказывает как	1	1
1486	о высоких	1	1
1487	постепенно в	1	1
1488	бы целиком	1	1
1489	в ответ	1	1
1490	в городе	2	1
1491	себе на	1	1
1492	соединении с	1	1
1493	не могла	2	1
1494	в расцвете	1	1
1495	включается в	1	1
1496	сами эти	1	1
1497	и образу	1	1
1498	как один	1	1
1499	не дошли	1	1
1500	было сделать	1	1
1501	могла бы	2	1
1502	уже несколько	1	1
1503	почти каждый	1	1
1504	подчеркивают в	1	1
1505	его поведение	1	1
1506	среди множества	1	1
1507	а заодно	1	1
1508	возможно что	4	1
1509	и какой	1	1
1510	но прежде	1	1
1511	почти для	1	1
1512	видно еще	1	1
1513	не против	1	1
1514	роль играет	1	1
1515	все остальное	1	1
1516	теми же	1	1
1517	на весь	1	1
1518	последней четверти	1	1
1519	повседневной жизни	1	1
1520	время он	1	1
1521	зевсом в	1	1
1522	и насколько	1	1
1523	до начала	5	1
1524	еще одно	1	1
1525	и имел	1	1
1526	в особенности	1	1
1527	поля зрения	1	1
1528	от греческого	1	1
1529	и представителей	1	1
1530	с полной	1	1
1531	том чем	1	1
1532	i р	1	1
1533	и против	1	1
1534	ни малейшего	2	1
1535	вопросы о	1	1
1536	опирается на	1	1
1537	философы и	1	1
1538	них в	1	1
1539	жизнь была	1	1
1540	также что	2	1
1541	надо сказать	1	1
1542	которые он	3	1
1543	связан в	1	1
1544	на те	2	1
1545	не находим	1	1
1546	сыном зевса	1	1
1547	в другой	1	1
1548	весь ее	1	1
1549	бы привести	1	1
1550	ответ на	2	1
1551	социального положения	1	1
1552	из нескольких	2	1
1553	заслугам на	1	1
1554	совсем иначе	1	1
1555	один человек	1	1
1556	и одной	1	1
1557	и одновременно	3	1
1558	изображения в	1	1
1559	делится на	1	1
1560	понимал только	1	1
1561	предполагать что	1	1
1562	такими и	1	1
1563	и установление	1	1
1564	и другому	1	1
1565	возлюбленной и	1	1
1566	который сам	1	1
1567	в памяти	1	1
1568	те же	1	1
1569	вышла из	1	1
1570	находит возможным	1	1
1571	смелого и	1	1
1572	современности в	1	1
1573	предстает перед	1	1
1574	говорить и	1	1
1575	считал что	1	1
1576	одно существенное	1	1
1577	подходить к	1	1
1578	намеков на	1	1
1579	выступает как	1	1
1580	борьба и	1	1
1581	первых десятилетий	1	1
1582	не подходит	1	1
1583	в диалоге	1	1
1584	его обычно	1	1
1585	с места	1	1
1586	с гордостью	2	1
1587	формул и	1	1
1588	литература об	1	1
1589	что наши	2	1
1590	в течение	5	1
1591	положение дел	1	1
1592	последнего периода	1	1
1593	быть не	1	1
1594	в понятие	1	1
1595	из его	6	1
1596	достаточное количество	1	1
1597	и теперь	3	1
1598	событиям в	1	1
1599	в которую	1	1
1600	приводит в	1	1
1601	отношении к	1	1
1602	не называет	1	1
1603	и всеобщего	1	1
1604	которую он	3	1
1605	с окружающим	1	1
1606	у других	4	1
1607	слова с	1	1
1608	кого бы	1	1
1609	что хотел	1	1
1610	над собой	1	1
1611	диких племен	1	1
1612	против другого	1	1
1613	связанных с	2	1
1614	но без	1	1
1615	вот этот	1	1
1616	состоит в	1	1
1617	отрицательные свойства	1	1
1618	статьи в	1	1
1619	их изображение	1	1
1620	почти целиком	1	1
1621	которые очень	1	1
1622	что действия	1	1
1623	в самую	1	1
1624	поэта не	1	1
1625	лучше всего	1	1
1626	для пародии	1	1
1627	которым оно	1	1
1628	небом и	2	1
1629	говорится в	1	1
1630	культурной жизни	1	1
1631	над землей	1	1
1632	во времени	1	1
1633	известных нам	1	1
1634	по заслугам	1	1
1635	на использовании	1	1
1636	рассматривать и	1	1
1637	которому он	1	1
1638	об их	1	1
1639	в любви	2	1
1640	установить в	1	1
1641	к году	2	1
1642	мир в	1	1
1643	пришли к	1	1
1644	не избегает	2	1
1645	в отражении	2	1
1646	в последней	1	1
1647	легенде о	1	1
1648	о сыне	1	1
1649	не без	1	1
1650	нам приходится	1	1
1651	всех возможных	1	1
1652	хотя у	1	1
1653	и новой	4	1
1654	на службу	1	1
1655	и случайно	1	1
1656	и вслед	1	1
1657	он становится	1	1
1658	с надписью	1	1
1659	смысле этого	1	1
1660	различия между	1	1
1661	собственное чувство	1	1
1662	течение всей	1	1
1663	этой пьесе	1	1
1664	войны о	1	1
1665	страстям и	1	1
1666	и тому	1	1
1667	за тем	2	1
1668	и новых	1	1
1669	только два	2	1
1670	и мелких	1	1
1671	поэтов в	1	1
1672	впрочем не	2	1
1673	долгое время	1	1
1674	в апреле	1	1
1675	любом случае	3	1
1676	было достаточно	1	1
1677	комедию как	1	1
1678	сталкиваемся с	1	1
1679	главное внимание	1	1
1680	силу этого	3	1
1681	что им	1	1
1682	разницы между	1	1
1683	более широкое	1	1
1684	и глубиной	1	1
1685	два десятилетия	2	1
1686	далекой от	1	1
1687	мир со	2	1
1688	общины в	1	1
1689	ему не	1	1
1690	под тем	2	1
1691	которая как	1	1
1692	с использованием	1	1
1693	о месте	1	1
1694	изобразительного искусства	1	1
1695	выше и	1	1
1696	прибегают к	1	1
1697	чего нельзя	1	1
1698	получили в	2	1
1699	случае можно	1	1
1700	не по	5	1
1701	в античности	1	1
1702	поймет что	1	1
1703	дошедших до	5	1
1704	свою жизнь	1	1
1705	жалоб на	2	1
1706	других авторов	3	1
1707	одежду и	1	1
1708	термин этот	1	1
1709	в пути	1	1
1710	этот факт	1	1
1711	не следует	2	1
1712	против того	1	1
1713	которые получили	1	1
1714	иначе не	1	1
1715	нет не	1	1
1716	к которой	1	1
1717	самых важных	1	1
1718	и римской	1	1
1719	и умер	1	1
1720	не нравится	1	1
1721	большого числа	1	1
1722	как огонь	1	1
1723	нему же	1	1
1724	в рамках	3	1
1725	преданий о	1	1
1726	сатиры и	1	1
1727	материального благополучия	1	1
1728	их разрешения	1	1
1729	на путь	1	1
1730	значительно сложнее	1	1
1731	это видно	2	1
1732	о содержании	2	1
1733	всем том	2	1
1734	вся вторая	1	1
1735	действительно не	1	1
1736	разных ее	1	1
1737	понять что	1	1
1738	для своих	1	1
1739	xv в	1	1
1740	этой чисто	1	1
1741	гораздо ближе	1	1
1742	этой силы	1	1
1743	как впрочем	1	1
1744	которые без	1	1
1745	веков до	1	1
1746	главным образом	4	1
1747	с тяжелым	1	1
1748	положительное отношение	1	1
1749	принципы или	1	1
1750	iv вв	2	1
1751	и укрепить	1	1
1752	нет необходимости	2	1
1753	в собственных	1	1
1754	союзе с	1	1
1755	вместе они	1	1
1756	случае в	1	1
1757	уж не	1	1
1758	его изображения	1	1
1759	исходя из	1	1
1760	совершенно очевидно	1	1
1761	гомера в	1	1
1762	против кого	1	1
1763	а были	1	1
1764	к числу	2	1
1765	соседних областей	1	1
1766	которым они	1	1
1767	или нет	1	1
1768	человек есть	1	1
1769	однако еще	1	1
1770	с презрением	1	1
1771	в принципе	3	1
1772	намека на	1	1
1773	ты не	1	1
1774	течений в	1	1
1775	походов в	1	1
1776	начала х	1	1
1777	и постоянных	1	1
1778	в широких	2	1
1779	за которым	1	1
1780	отношений в	1	1
1781	внешней формы	1	1
1782	водой и	1	1
1783	между небом	2	1
1784	среди других	1	1
1785	а между	1	1
1786	он имеет	1	1
1787	в традиционных	2	1
1788	на свой	1	1
1789	на такой	1	1
1790	содержание этой	1	1
1791	к более	1	1
1792	было очень	1	1
1793	ведет к	1	1
1794	его внешность	1	1
1795	вся его	1	1
1796	найти еще	1	1
1797	стороны в	1	1
1798	в многочисленных	1	1
1799	населения и	1	1
1800	дома и	1	1
1801	был первым	1	1
1802	жили в	1	1
1803	и специально	1	1
1804	на следующий	1	1
1805	или другая	1	1
1806	г когда	2	1
1807	связанного с	1	1
1808	мира сего	1	1
1809	в переносном	1	1
1810	одно время	1	1
1811	и художественных	2	1
1812	представляется возможным	1	1
1813	в основном	1	1
1814	всегда с	1	1
1815	также фр	1	1
1816	восходит к	4	1
1817	у прокла	1	1
1818	сам не	1	1
1819	отсюда и	1	1
1820	на очень	1	1
1821	представления о	2	1
1822	i ii	1	1
1823	это нам	1	1
1824	в моменты	1	1
1825	ii и	1	1
1826	некий общий	1	1
1827	образ жизни	1	1
1828	гражданскую войну	1	1
1829	не допускать	1	1
1830	которыми он	1	1
1831	которых не	2	1
1832	цель его	1	1
1833	в руках	4	1
1834	об отношении	2	1
1835	победы над	1	1
1836	в различных	1	1
1837	обращаясь к	1	1
1838	в соединении	1	1
1839	в iv	7	1
1840	выводы о	2	1
1841	за ней	1	1
1842	чем его	1	1
1843	что речь	1	1
1844	демон и	1	1
1845	и внутренней	3	1
1846	основании этого	1	1
1847	без труда	1	1
1848	самих богов	1	1
1849	второй половины	2	1
1850	с какими-нибудь	1	1
1851	чем свет	1	1
1852	двух других	1	1
1853	отношений и	1	1
1854	самом начале	3	1
1855	однако эти	1	1
1856	по которой	1	1
1857	мечтать о	1	1
1858	следующим образом	1	1
1859	захватывает и	1	1
1860	можно привести	2	1
1861	учения об	1	1
1862	уже гораздо	1	1
1863	по объему	1	1
1864	об использовании	1	1
1865	никем из	1	1
1866	вести себя	1	1
1867	может вызывать	1	1
1868	времени а	2	1
1869	не получает	1	1
1870	были в	2	1
1871	так у	1	1
1872	кто является	1	1
1873	но конечно	1	1
1874	аргументы в	1	1
1875	ли эта	1	1
1876	и афины	1	1
1877	все тот	1	1
1878	считать не	1	1
1879	где как	1	1
1880	в на	3	1
1881	и столь	3	1
1882	на протяжении	14	1
1883	к одному	1	1
1884	на такую	1	1
1885	к человеку	2	1
1886	вокруг этого	1	1
1887	vi в	4	1
1888	первом случае	1	1
1889	х гг	1	1
1890	собой в	2	1
1891	и заставляет	1	1
1892	с отдельными	1	1
1893	более важные	1	1
1894	превосходство над	1	1
1895	обычно к	1	1
1896	тех самых	1	1
1897	и этим	1	1
1898	богатым и	1	1
1899	в тот	1	1
1900	остается самим	1	1
1901	даже на	1	1
1902	в общее	1	1
1903	еще одна	1	1
1904	не была	1	1
1905	говорит он	1	1
1906	как видно	4	1
1907	алчности и	1	1
1908	себе к	1	1
1909	форме эта	1	1
1910	причем каждая	1	1
1911	здесь же	1	1
1912	и создает	1	1
1913	и по-видимому	1	1
1914	виде а	1	1
1915	вполне в	1	1
1916	из чего	1	1
1917	возникновения и	1	1
1918	в мире	3	1
1919	из четырех	2	1
1920	то при	1	1
1921	собственное значение	1	1
1922	и оказывается	1	1
1923	древней греции	1	1
1924	благодаря тому	1	1
1925	якобы в	1	1
1926	в римской	1	1
1927	людьми и	1	1
1928	имел своим	1	1
1929	под именем	3	1
1930	внешней и	3	1
1931	выражение в	1	1
1932	это были	2	1
1933	раздаются по	1	1
1934	составных частей	1	1
1935	были у	1	1
1936	действия в	1	1
1937	земле и	1	1
1938	тот миг	1	1
1939	человек совершает	1	1
1940	греческой и	1	1
1941	богов а	1	1
1942	лишить его	1	1
1943	золотого века	5	1
1944	не более	2	1
1945	соответствует и	1	1
1946	последние из	1	1
1947	и спрятать	1	1
1948	явления в	1	1
1949	себя внимание	4	1
1950	принадлежал к	1	1
1951	идет в	1	1
1952	на олимпе	1	1
1953	речью но	1	1
1954	в форме	2	1
1955	куда ты	1	1
1956	человеческой личности	1	1
1957	не представляется	1	1
1958	из сочинений	1	1
1959	города и	1	1
1960	сцене но	1	1
1961	более подробном	1	1
1962	как известно	4	1
1963	по домам	1	1
1964	разной степени	1	1
1965	новой силой	1	1
1966	апреле г	1	1
1967	время на	1	1
1968	оба они	1	1
1969	из поля	1	1
1970	условия для	1	1
1971	наконец из	2	1
1972	побед над	1	1
1973	и бесконечные	1	1
1974	в доме	6	1
1975	о других	1	1
1976	мысль в	1	1
1977	и почему	1	1
1978	во-вторых поскольку	1	1
1979	почти всех	1	1
1980	этих словах	1	1
1981	рассуждениями о	1	1
1982	в жанре	1	1
1983	чаще всего	3	1
1984	храмы и	1	1
1985	ничуть не	3	1
1986	алтари и	1	1
1987	приходится с	1	1
1988	за всей	1	1
1989	фантастические но	1	1
1990	означает что	2	1
1991	каждого из	2	1
1992	обеих сторон	1	1
1993	наше время	2	1
1994	в разговоре	1	1
1995	и мелочный	1	1
1996	только их	1	1
1997	к целому	1	1
1998	вникать в	1	1
1999	всех отношениях	1	1
2000	в достаточно	1	1
2001	в защиту	1	1
2002	тысячи лет	1	1
2003	для античных	1	1
2004	камней и	1	1
2005	самым существенным	1	1
2006	обнаруживает что	1	1
2007	средствами но	1	1
2008	в специальном	1	1
2009	почти не	2	1
2010	настолько ничтожны	1	1
2011	место среди	2	1
2012	с развитием	1	1
2013	же образом	1	1
2014	и из	2	1
2015	нашего времени	1	1
2016	и землей	2	1
2017	он почти	1	1
2018	это касается	1	1
2019	связывается с	1	1
2020	в я	1	1
2021	стран и	1	1
2022	всех соседних	1	1
2023	современному пониманию	1	1
2024	искусства к	1	1
2025	только удивляться	1	1
2026	xviii в	1	1
2027	в обратном	1	1
2028	как г	1	1
2029	на улицу	1	1
2030	в ходу	1	1
2031	споры о	1	1
2032	эстетики и	1	1
2033	оказывается на	1	1
2034	в союзе	2	1
2035	которые могут	1	1
2036	и iv	1	1
2037	однако чтобы	1	1
2038	них он	1	1
2039	более конкретным	1	1
2040	речь в	2	1
2041	свет стоит	1	1
2042	работах по	1	1
2043	следующий год	1	1
2044	и философия	1	1
2045	первом же	1	1
2046	гораздо хуже	1	1
2047	из области	2	1
2048	самой общей	1	1
2049	было у	1	1
2050	в стихе	2	1
2051	в хронологическом	3	1
2052	что эту	1	1
2053	это как	1	1
2054	стремящегося к	1	1
2055	огромной силой	1	1
2056	как целое	1	1
2057	что ей	1	1
2058	ни у	1	1
2059	поздних латинских	1	1
2060	тех же	4	1
2061	то были	1	1
2062	относящихся к	1	1
2063	раз уже	1	1
2064	до настоящего	1	1
2065	идет о	5	1
2066	автора и	1	1
2067	дело доходило	1	1
2068	в древней	5	1
2069	самой древней	1	1
2070	свойств и	1	1
2071	руку в	1	1
2072	справедливости с	1	1
2073	принимает всерьез	1	1
2074	какую бы	1	1
2075	отрыве от	1	1
2076	или еще	1	1
2077	впрочем и	2	1
2078	народ в	1	1
2079	трагедии так	1	1
2080	и находит	1	1
2081	образом по	1	1
2082	же время	5	1
2083	тому и	1	1
2084	между людьми	2	1
2085	людей так	1	1
2086	последних именно	1	1
2087	к науке	1	1
2088	ко всей	1	1
2089	является большой	1	1
2090	вероятно и	1	1
2091	корнями в	1	1
2092	наконец что	1	1
2093	распространение в	1	1
2094	что указывает	1	1
2095	он изображен	1	1
2096	этого же	1	1
2097	понятие это	1	1
2098	где бы	1	1
2099	по-видимому совершенно	1	1
2100	или вовсе	3	1
2101	это человек	2	1
2102	уже при	1	1
2103	представления и	1	1
2104	чуть ли	2	1
2105	поэтому он	1	1
2106	сравнительно редко	1	1
2107	близок к	1	1
2108	когда речь	1	1
2109	на дорогу	1	1
2110	аналогии с	2	1
2111	не чувствуется	1	1
2112	хоть и	7	1
2113	малейшего намека	1	1
2114	и отличие	1	1
2115	даже для	2	1
2116	за которую	1	1
2117	широких кругах	2	1
2118	чтобы избавиться	1	1
2119	тем он	1	1
2120	ли ты	1	1
2121	это особенно	1	1
2122	же мере	1	1
2123	принимает участие	1	1
2124	в средней	3	1
2125	борьба между	1	1
2126	авторы и	1	1
2127	в полном	2	1
2128	эта часть	1	1
2129	из своих	1	1
2130	литературу и	1	1
2131	что например	1	1
2132	не принимает	1	1
2133	хотя как	1	1
2134	х годов	5	1
2135	сильных мира	1	1
2136	выставить на	1	1
2137	свидетельствует что	1	1
2138	этом что	2	1
2139	вошли в	1	1
2140	и давно	1	1
2141	мира а	1	1
2142	к жизни	1	1
2143	афины и	1	1
2144	я даже	1	1
2145	этой цели	3	1
2146	поведения и	1	1
2147	об изображении	1	1
2148	этого человека	1	1
2149	по нашим	1	1
2150	еще к	1	1
2151	в еще	1	1
2152	с семьей	1	1
2153	в афинах	31	1
2154	еще три	1	1
2155	характеров в	2	1
2156	хуже чем	2	1
2157	войны и	7	1
2158	основанной на	1	1
2159	в юности	1	1
2160	выразил в	1	1
2161	каждая из	1	1
2162	для характеристики	3	1
2163	оно в	1	1
2164	по приказанию	1	1
2165	хронологическом порядке	2	1
2166	хотя конечно	1	1
2167	поэт не	1	1
2168	чем другим	1	1
2169	избавиться от	1	1
2170	в руки	1	1
2171	аристофана с	2	1
2172	или совсем	1	1
2173	как уже	1	1
2174	обстоит дело	1	1
2175	историков искусства	1	1
2176	в отношениях	1	1
2177	вопрос как	1	1
2178	к совершенно	1	1
2179	пор не	1	1
2180	не известно	1	1
2181	греции как	1	1
2182	власть и	1	1
2183	и традиционных	1	1
2184	дело доходит	1	1
2185	стало быть	1	1
2186	в большинстве	2	1
2187	судить об	1	1
2188	молодые люди	1	1
2189	как из	3	1
2190	в отрыве	1	1
2191	по всей	1	1
2192	наконец едва	1	1
2193	которой можно	1	1
2194	далеко от	1	1
2195	дел в	1	1
2196	на кого	2	1
2197	полной уверенностью	1	1
2198	речь и	1	1
2199	стали находить	1	1
2200	в общественном	1	1
2201	в трагедиях	3	1
2202	писателей и	1	1
2203	изображать и	1	1
2204	никакого представления	1	1
2205	в создании	1	1
2206	для современного	1	1
2207	сущность образа	1	1
2208	в эти	2	1
2209	назвал его	1	1
2210	общественной и	1	1
2211	надо было	3	1
2212	таковой и	1	1
2213	таким же	1	1
2214	iv века	1	1
2215	это имя	1	1
2216	со словом	1	1
2217	являются наиболее	1	1
