N	2gram	Bakhtin_Pr	Dialekti
1322	они тоже	1	2
1323	возможна и	1	2
1324	и самого	4	2
1325	и обычно	1	2
1326	для такого	2	2
1327	которые в	2	2
1328	выражения в	1	2
1329	мы сейчас	1	2
1330	в пространстве	3	2
1331	сердце и	1	2
1332	своему существу	1	2
1333	отношении не	1	2
1334	общества и	1	2
1335	все еще	2	2
1336	и дальше	1	2
1337	переход в	1	2
1338	говорит не	1	2
1339	таковой и	1	2
1340	сказать так	1	2
1341	эпохи и	1	2
1342	в целом	8	2
1343	дальше в	1	2
1344	себя то	1	2
1345	как для	1	2
1346	самосознания в	5	2
1347	постоянно и	2	2
1348	в чисто	2	2
1349	мира в	6	2
1350	а эти	1	2
1351	указывал на	1	1
1352	было так	1	1
1353	и другие	4	1
1354	одно общее	1	1
1355	особенности и	1	1
1356	объясняются именно	1	1
1357	в единую	1	1
1358	и произвола	1	1
1359	на относительной	1	1
1360	быть по	1	1
1361	бы несколько	1	1
1362	друг в	3	1
1363	зрения на	12	1
1364	уж не	1	1
1365	событий как	1	1
1366	дает не	1	1
1367	что почти	1	1
1368	его изображения	1	1
1369	почва для	1	1
1370	перед собою	1	1
1371	вне их	2	1
1372	остаются в	1	1
1373	знает не	1	1
1374	своего самосознания	1	1
1375	на познании	1	1
1376	роль и	1	1
1377	быть никаких	1	1
1378	ни его	2	1
1379	теперь что	1	1
1380	человека можно	1	1
1381	каждого отдельного	1	1
1382	ведь эти	2	1
1383	в применении	1	1
1384	до самого	1	1
1385	его за	1	1
1386	формы в	1	1
1387	взаимоотношения с	2	1
1388	они уже	4	1
1389	поставить и	1	1
1390	которой они	1	1
1391	мира только	1	1
1392	так например	1	1
1393	iii в	1	1
1394	и духовное	1	1
1395	рассказ мы	1	1
1396	собственно не	1	1
1397	но эти	2	1
1398	может нас	1	1
1399	и письмах	1	1
1400	бы мир	1	1
1401	именно эти	1	1
1402	в живом	1	1
1403	и самое	4	1
1404	идеей не	1	1
1405	чтобы в	2	1
1406	люди и	1	1
1407	его именно	2	1
1408	а напротив	1	1
1409	минуту не	1	1
1410	стоит в	1	1
1411	и значение	1	1
1412	идеи однако	1	1
1413	он остается	2	1
1414	планы и	1	1
1415	и понимать	1	1
1416	чтобы эти	1	1
1417	вовсе еще	1	1
1418	встречи двух	1	1
1419	происходит не	1	1
1420	отчетливо и	1	1
1421	за ним	2	1
1422	и полное	1	1
1423	что весь	1	1
1424	у людей	1	1
1425	где они	1	1
1426	этого в	2	1
1427	сущности не	1	1
1428	прямо сказать	1	1
1429	и умирает	1	1
1430	ведет к	1	1
1431	только момент	1	1
1432	интересует не	2	1
1433	психики и	1	1
1434	но самое	1	1
1435	литературе как	1	1
1436	и должен	1	1
1437	новая форма	1	1
1438	не изображаются	3	1
1439	показаться что	1	1
1440	идея эта	2	1
1441	правда в	2	1
1442	находит себе	1	1
1443	самого и	1	1
1444	вижу что	1	1
1445	духа в	1	1
1446	и буквально	1	1
1447	не становятся	2	1
1448	привела к	1	1
1449	мир а	1	1
1450	мысли о	1	1
1451	по форме	1	1
1452	победу над	1	1
1453	только ее	1	1
1454	мы так	1	1
1455	через все	1	1
1456	силами и	1	1
1457	но самый	1	1
1458	сознание у	1	1
1459	зрения с	1	1
1460	может находиться	1	1
1461	не его	3	1
1462	конечно гораздо	1	1
1463	потому она	1	1
1464	не вмещается	1	1
1465	чем бы	1	1
1466	ли быть	1	1
1467	казалось бы	1	1
1468	всякого рода	1	1
1469	а вместе	1	1
1470	изображение как	1	1
1471	при полном	2	1
1472	бы по	1	1
1473	в идеализме	1	1
1474	для автора	6	1
1475	и предполагает	1	1
1476	личности не	1	1
1477	превратило бы	2	1
1478	к другой	1	1
1479	не непосредственно	1	1
1480	аналогию с	1	1
1481	смысле она	1	1
1482	не сделал	1	1
1483	вне его	2	1
1484	которой он	1	1
1485	самом не	1	1
1486	спорят и	1	1
1487	силы и	1	1
1488	действительности как	1	1
1489	личность не	1	1
1490	или идеи	1	1
1491	этом мы	1	1
1492	в лесу	1	1
1493	входит в	11	1
1494	сорок лет	1	1
1495	нем в	2	1
1496	бы из	1	1
1497	всем этим	2	1
1498	и неизбежно	1	1
1499	другом в	2	1
1500	сохранить свое	1	1
1501	отделяется от	1	1
1502	осмысления и	1	1
1503	и неясно	1	1
1504	что вся	1	1
1505	отношения не	1	1
1506	не употребляет	1	1
1507	из таких	1	1
1508	над которым	1	1
1509	его действия	1	1
1510	из своего	3	1
1511	никем еще	1	1
1512	концов не	1	1
1513	точками зрения	4	1
1514	мы впервые	1	1
1515	ценности и	1	1
1516	изображается как	1	1
1517	душе его	1	1
1518	перед ним	2	1
1519	точке зрения	5	1
1520	но как-то	2	1
1521	бы тоже	1	1
1522	отношения и	1	1
1523	и три	1	1
1524	в прошлом	1	1
1525	и новая	1	1
1526	свое отношение	1	1
1527	как самосознание	1	1
1528	именно такого	1	1
1529	не философия	1	1
1530	на те	1	1
1531	но ни	1	1
1532	вообще и	1	1
1533	у себя	3	1
1534	форме но	1	1
1535	с самим	3	1
1536	идея в	4	1
1537	идею на	2	1
1538	тезис о	1	1
1539	него не	4	1
1540	само оно	1	1
1541	для всей	1	1
1542	с обычной	1	1
1543	том чтобы	1	1
1544	его слова	1	1
1545	личность же	1	1
1546	за него	1	1
1547	образом как	1	1
1548	ряд и	1	1
1549	свете этого	1	1
1550	входят в	3	1
1551	знает только	1	1
1552	из трех	1	1
1553	а со	1	1
1554	речь о	1	1
1555	без которой	1	1
1556	также является	2	1
1557	симпатии и	1	1
1558	земле это	1	1
1559	как такое	1	1
1560	а следовательно	1	1
1561	в европе	1	1
1562	они никогда	2	1
1563	и живет	1	1
1564	он так	1	1
1565	эпохи то	1	1
1566	кто является	1	1
1567	определение и	1	1
1568	однако же	2	1
1569	смысле как	2	1
1570	вся эта	1	1
1571	в недоумении	1	1
1572	печорин у	1	1
1573	самой форме	1	1
1574	была именно	1	1
1575	что основное	1	1
1576	в контексте	2	1
1577	пусть и	1	1
1578	и весь	1	1
1579	есть другое	1	1
1580	все голоса	1	1
1581	даны не	1	1
1582	жить и	1	1
1583	него как	1	1
1584	должен прийти	1	1
1585	находить и	1	1
1586	в научной	1	1
1587	последней основе	1	1
1588	так можно	1	1
1589	чужой психики	1	1
1590	заложенные в	1	1
1591	остается в	2	1
1592	к человеку	3	1
1593	вопрос не	1	1
1594	о слове	2	1
1595	эта особенность	4	1
1596	на язык	1	1
1597	в братьях	3	1
1598	и диалектика	1	1
1599	с отдельными	2	1
1600	к себе	2	1
1601	нашей работы	1	1
1602	существу с	1	1
1603	наличной действительности	1	1
1604	через это	1	1
1605	не строится	1	1
1606	не стремится	1	1
1607	бытия не	1	1
1608	быть раскрыто	2	1
1609	прийти к	1	1
1610	своими собственными	1	1
1611	внутри этой	1	1
1612	все новые	1	1
1613	него самого	3	1
1614	на этих	1	1
1615	образ в	2	1
1616	мир во	1	1
1617	он все	2	1
1618	открыто в	1	1
1619	идеи идея	2	1
1620	этот мир	3	1
1621	нелепо и	1	1
1622	и за	1	1
1623	и через	2	1
1624	форме это	1	1
1625	они в	1	1
1626	свою смерть	1	1
1627	это слово	1	1
1628	есть с	2	1
1629	нигде не	6	1
1630	но сами	1	1
1631	мыслится и	2	1
1632	это очень	4	1
1633	по каким	1	1
1634	и свободно	1	1
1635	внешнего мира	3	1
1636	чего он	1	1
1637	видит в	1	1
1638	свой метод	1	1
1639	не была	1	1
1640	вы только	1	1
1641	метод их	1	1
1642	быть до	1	1
1643	не делая	1	1
1644	человека правда	1	1
1645	вы конечно	1	1
1646	одного человека	2	1
1647	не вывод	1	1
1648	всех его	1	1
1649	мысли не	1	1
1650	сущности только	2	1
1651	том отношении	1	1
1652	установки и	1	1
1653	идеи только	2	1
1654	необходим для	1	1
1655	что за	1	1
1656	даны как	1	1
1657	третья идея	1	1
1658	xviii века	1	1
1659	в непрерывном	1	1
1660	выражения но	1	1
1661	дано в	3	1
1662	времени как	1	1
1663	его пусть	1	1
1664	следовательно что	2	1
1665	смысле и	1	1
1666	становления но	1	1
1667	случайным и	1	1
1668	настоящим и	1	1
1669	лишь на	3	1
1670	особенно резко	1	1
1671	и дух	1	1
1672	твердое и	1	1
1673	не вытекает	1	1
1674	времени что	1	1
1675	на всякую	1	1
1676	одном из	3	1
1677	же точно	1	1
1678	и перед	3	1
1679	души в	1	1
1680	поступков и	1	1
1681	нет нужды	1	1
1682	так сказать	8	1
1683	как непосредственно	1	1
1684	слишком много	1	1
1685	и являются	1	1
1686	не идея	1	1
1687	его формы	1	1
1688	последовательность и	1	1
1689	того он	1	1
1690	возможности для	1	1
1691	в глубины	1	1
1692	и вызывает	2	1
1693	же касается	1	1
1694	разделения на	1	1
1695	его значение	1	1
1696	душу как	1	1
1697	природа и	1	1
1698	смысловая и	1	1
1699	из одного	4	1
1700	делает его	1	1
1701	собою и	1	1
1702	в эту	1	1
1703	вы в	1	1
1704	жизни где	1	1
1705	своем изображении	1	1
1706	ним или	1	1
1707	уж говорить	1	1
1708	чтобы его	2	1
1709	на последнем	1	1
1710	личности если	1	1
1711	сущность но	1	1
1712	все стороны	2	1
1713	две мысли	2	1
1714	меня но	1	1
1715	и самая	1	1
1716	могли бы	3	1
1717	не встречает	1	1
1718	они действительно	1	1
1719	капиталистического духа	1	1
1720	которая является	1	1
1721	видения и	10	1
1722	выражение в	6	1
1723	него есть	1	1
1724	того в	1	1
1725	который является	1	1
1726	две категории	1	1
1727	и глубине	1	1
1728	в абстракции	1	1
1729	не он	2	1
1730	не поверю	1	1
1731	в устах	2	1
1732	мире он	2	1
1733	к слову	1	1
1734	земле и	1	1
1735	смысловая точка	1	1
1736	в философии	1	1
1737	положения в	1	1
1738	никакого существенного	2	1
1739	мир где	1	1
1740	есть мы	1	1
1741	и остался	2	1
1742	все остальные	1	1
1743	еще только	1	1
1744	особенностей его	1	1
1745	исторически а	1	1
1746	имеет смысл	2	1
1747	ту же	1	1
1748	развернуть его	1	1
1749	как человек	2	1
1750	только об	1	1
1751	бытием и	1	1
1752	котором я	1	1
1753	человека как	1	1
1754	от человека	2	1
1755	явления в	1	1
1756	кажется что	4	1
1757	в развитии	1	1
1758	видит и	5	1
1759	бы они	1	1
1760	смерть как	1	1
1761	плана и	1	1
1762	находим у	1	1
1763	и входит	2	1
1764	можно сделать	1	1
1765	ним он	1	1
1766	в живописи	1	1
1767	такие факты	1	1
1768	и воспринимается	1	1
1769	мира по	1	1
1770	и знает	1	1
1771	человека по	2	1
1772	глубине и	1	1
1773	того же	1	1
1774	проникнуть в	2	1
1775	в нее	1	1
1776	отношения с	1	1
1777	над ним	1	1
1778	быть образ	1	1
1779	в новое	1	1
1780	с нашими	1	1
1781	в самой	10	1
1782	и специфичность	1	1
1783	от вас	1	1
1784	меняется и	1	1
1785	или наконец	4	1
1786	а вы	1	1
1787	зрения своей	1	1
1788	значение и	1	1
1789	вас этот	1	1
1790	сказать по	2	1
1791	понятно я	1	1
1792	x мы	1	1
1793	сходно с	1	1
1794	только может	1	1
1795	так значит	1	1
1796	человека его	1	1
1797	что последнее	1	1
1798	жизнь как	1	1
1799	отношении что	1	1
1800	ну и	1	1
1801	я вам	1	1
1802	и никогда	1	1
1803	вера в	2	1
1804	или лучше	1	1
1805	и глубокое	1	1
1806	не входят	1	1
1807	притом как	1	1
1808	но прежде	1	1
1809	сам в	1	1
1810	с вами	1	1
1811	них не	2	1
1812	этих трех	1	1
1813	внимания и	1	1
1814	все одинаково	1	1
1815	теми же	1	1
1816	чтобы оно	1	1
1817	и спорить	1	1
1818	подходе к	2	1
1819	это третье	1	1
1820	первой степени	1	1
1821	деле это	1	1
1822	бы оно	1	1
1823	собственного сознания	2	1
1824	бы эти	1	1
1825	и умирают	1	1
1826	потому нет	1	1
1827	его к	4	1
1828	я люблю	1	1
1829	как точка	1	1
1830	которого мы	1	1
1831	не доказывает	1	1
1832	зрения воли	1	1
1833	меня не	1	1
1834	делать с	1	1
1835	независимые от	2	1
1836	своего бытия	2	1
1837	пришел к	1	1
1838	мы видели	3	1
1839	лишь по	1	1
1840	в единство	8	1
1841	быть даже	2	1
1842	для самого	2	1
1843	и сколько	1	1
1844	так всегда	1	1
1845	нет а	1	1
1846	слова это	1	1
1847	к такому	1	1
1848	одном месте	1	1
1849	никак нельзя	2	1
1850	раз он	1	1
1851	от несущественного	1	1
1852	резко отличается	1	1
1853	как одна	1	1
1854	является здесь	1	1
1855	адекватное ему	1	1
1856	ходит по	1	1
1857	не хочу	2	1
1858	облик и	1	1
1859	его уже	1	1
1860	и свою	2	1
1861	к одной	1	1
1862	переходит в	2	1
1863	одного или	1	1
1864	которые он	3	1
1865	ним и	4	1
1866	них идею	1	1
1867	на первом	2	1
1868	себе вопрос	1	1
1869	не умеют	3	1
1870	связать ее	1	1
1871	его содержание	1	1
1872	мысль не	3	1
1873	значение только	1	1
1874	поэтому совершенно	1	1
1875	и судить	1	1
1876	ни видеть	1	1
1877	нем как	2	1
1878	в живые	1	1
1879	и единый	1	1
1880	и наглядно	1	1
1881	не тем	1	1
1882	в большом	3	1
1883	его внутреннего	1	1
1884	самой жизни	2	1
1885	здесь так	1	1
1886	характер и	1	1
1887	что сам	1	1
1888	он мыслится	1	1
1889	является он	1	1
1890	он почти	1	1
1891	да ведь	4	1
1892	лишь из	1	1
1893	сами они	1	1
1894	для них	3	1
1895	души ни	1	1
1896	в единый	1	1
1897	себе систему	1	1
1898	но этого	1	1
1899	поэтому она	1	1
1900	но чтобы	1	1
1901	и вполне	2	1
1902	том и	2	1
1903	на минуту	1	1
1904	под этим	2	1
1905	в плоскости	5	1
1906	их подлинный	1	1
1907	самом предмете	1	1
1908	функциями но	1	1
1909	приобретают совершенно	1	1
1910	как вы	4	1
1911	нового не	1	1
1912	дело было	1	1
1913	необходимо заметить	1	1
1914	здесь мы	3	1
1915	до этого	1	1
1916	и одновременно	5	1
1917	они даны	1	1
1918	оно ни	2	1
1919	изображения в	3	1
1920	с таким	1	1
1921	непосредственная и	1	1
1922	подходим к	1	1
1923	вместо этого	1	1
1924	подлинная жизнь	3	1
1925	во внешнее	1	1
1926	которые сами	1	1
1927	месте и	2	1
1928	весь свой	1	1
1929	как при	1	1
1930	изолированной личности	1	1
1931	дано и	1	1
1932	все события	1	1
1933	сознании в	1	1
1934	ведь она	1	1
1935	чужую психику	1	1
1936	в романе	12	1
1937	итак ни	1	1
1938	превращаются в	1	1
1939	уже тем	1	1
1940	и действительно	1	1
1941	своей последней	1	1
1942	совершенно особых	1	1
1943	он слышал	1	1
1944	друг о	2	1
1945	положения которые	1	1
1946	не знал	1	1
1947	это та	1	1
1948	уже совсем	1	1
1949	к нам	2	1
1950	таких которые	1	1
1951	может стать	1	1
1952	вот все	2	1
1953	можно даже	1	1
1954	на эту	1	1
1955	которого является	1	1
1956	с огромной	1	1
1957	объективны и	1	1
1958	существенное то	1	1
1959	всего чисто	1	1
1960	правда не	1	1
1961	самостоятельность и	1	1
1962	один миг	1	1
1963	приводит к	4	1
1964	идеи это	1	1
1965	ничего в	1	1
1966	нем только	1	1
1967	ему и	1	1
1968	и диалектическую	1	1
1969	них он	1	1
1970	при всех	1	1
1971	из которого	2	1
1972	в известном	1	1
1973	думает о	3	1
1974	здесь нет	3	1
1975	не входит	3	1
1976	только слово	1	1
1977	частей и	1	1
1978	ну как	2	1
1979	слова для	1	1
1980	становления в	1	1
1981	по-иному и	1	1
1982	братьях карамазовых	3	1
1983	просто форма	1	1
1984	художественный образ	2	1
1985	из прошлого	1	1
1986	первом случае	1	1
1987	зрения могут	1	1
1988	своим убеждениям	3	1
1989	же я	1	1
1990	можно сводить	1	1
1991	весь человек	1	1
1992	субъект все	1	1
1993	это дело	1	1
1994	время оно	1	1
1995	далее и	1	1
1996	это мир	1	1
1997	совершенно иной	1	1
1998	последнего слова	3	1
1999	иное проявление	1	1
2000	его содержания	1	1
2001	двух основных	1	1
2002	задний план	1	1
2003	он еще	2	1
2004	изображения и	6	1
2005	мы его	2	1
2006	принципа и	1	1
2007	можно лишь	1	1
2008	не дал	1	1
2009	ее до	1	1
2010	духа то	1	1
2011	в чистой	1	1
2012	и наше	1	1
2013	а может	3	1
2014	не должны	1	1
2015	и независимо	1	1
2016	одного существенного	1	1
2017	его изображение	1	1
2018	нем мы	1	1
2019	сознании и	3	1
2020	но теперь	1	1
2021	можем судить	1	1
2022	каждой из	1	1
2023	всего на	1	1
2024	и увидеть	1	1
2025	которую так	1	1
2026	самой по	1	1
2027	не могло	1	1
2028	к своим	1	1
2029	очень хорошо	1	1
2030	вступает в	5	1
2031	впрочем и	1	1
2032	как если	1	1
2033	духа как	1	1
2034	объединения и	1	1
2035	переходит к	2	1
2036	от других	2	1
2037	и наиболее	1	1
2038	что дано	1	1
2039	может выйти	1	1
2040	из основных	1	1
2041	уже говорили	2	1
2042	в совершенно	2	1
2043	биологическая и	1	1
2044	и церковь	1	1
2045	тогда как	1	1
2046	каждый из	1	1
2047	через него	1	1
2048	мы действительно	1	1
2049	стороны эта	1	1
2050	конструкции и	1	1
2051	есть утверждение	1	1
2052	всех трех	1	1
2053	как свой	2	1
2054	и будущее	1	1
2055	о способах	2	1
2056	сообщением о	1	1
2057	их значение	1	1
2058	и там	1	1
2059	в отличие	3	1
2060	отдельным пунктам	1	1
2061	он в	3	1
2062	земля в	1	1
2063	с собою	3	1
2064	которых он	1	1
2065	это своеобразие	1	1
2066	мира но	2	1
2067	самой природе	1	1
2068	он получил	1	1
2069	до конца	11	1
2070	и антипатии	1	1
2071	за пределами	2	1
2072	самой своей	1	1
2073	мы их	1	1
2074	характера и	2	1
2075	слова он	1	1
2076	глубже чем	1	1
2077	лучше всего	1	1
2078	в каждый	1	1
2079	можно конечно	1	1
2080	идея как	4	1
2081	в чужую	2	1
2082	к миру	1	1
2083	идеи он	2	1
2084	бы никакого	1	1
2085	к прошлому	1	1
2086	до известной	1	1
2087	видят в	1	1
2088	не видит	1	1
2089	это просто	1	1
2090	самим по	1	1
2091	видеть ни	1	1
2092	по отдельным	1	1
2093	материал и	2	1
2094	совершенно особый	1	1
2095	или подвига	1	1
2096	не из	3	1
2097	в едином	6	1
2098	автора то	2	1
2099	еще одну	1	1
2100	и видеть	1	1
2101	другого и	1	1
2102	соприкосновение с	1	1
2103	подойти к	1	1
2104	ибо нет	1	1
2105	и каждый	1	1
2106	чего тут	1	1
2107	высшей степени	2	1
2108	его мысль	1	1
2109	своим предметом	1	1
2110	помыслить что	1	1
2111	построения а	1	1
2112	друг против	2	1
2113	благоприятные условия	1	1
2114	себе достаточно	1	1
2115	и неотделим	1	1
2116	этом случае	1	1
2117	всей их	1	1
2118	форме мы	1	1
2119	из отдельных	1	1
2120	то они	2	1
2121	значение в	1	1
2122	напряженном и	1	1
2123	гораздо сложнее	1	1
2124	говоря нет	1	1
2125	внутренней личности	1	1
2126	на вопрос	2	1
2127	нему и	2	1
2128	уже само	1	1
2129	с самосознанием	1	1
2130	сам он	5	1
2131	действительности в	1	1
2132	за собою	1	1
2133	и одна	1	1
2134	в угоду	1	1
2135	в художественной	4	1
2136	обе эти	1	1
2137	в окружающем	1	1
2138	лиц и	1	1
2139	что может	2	1
2140	из поставленных	1	1
2141	еще большую	1	1
2142	с сообщением	1	1
2143	ничего кроме	1	1
2144	церковь как	1	1
2145	человек является	1	1
2146	каких-то новых	1	1
2147	переход к	1	1
2148	есть взаимоотношение	1	1
2149	человека очень	1	1
2150	стороны по	1	1
2151	что так	1	1
2152	до смерти	1	1
2153	в литературе	7	1
2154	отсюда следует	1	1
2155	из души	1	1
2156	которого я	1	1
2157	нам еще	1	1
2158	романе достоевского	11	1
2159	где он	1	1
2160	интересно и	1	1
2161	видеть в	1	1
2162	а предмет	1	1
2163	из своих	1	1
2164	что каждый	1	1
2165	эти голоса	1	1
2166	сам себе	1	1
2167	одному и	1	1
2168	когда говорил	1	1
2169	очень долго	1	1
2170	конечно есть	1	1
2171	слова а	3	1
2172	имел в	1	1
2173	в вашем	2	1
2174	первом плане	1	1
2175	не развивается	1	1
2176	следовательно только	1	1
2177	видим не	1	1
2178	даже самая	1	1
2179	всякую мысль	1	1
2180	атмосферы не	1	1
2181	а на	1	1
2182	этого сознания	2	1
2183	себе она	1	1
2184	характер не	2	1
2185	бы для	1	1
2186	и рассматривает	1	1
2187	книга не	1	1
2188	иногда и	1	1
2189	свою философскую	1	1
2190	в свои	2	1
2191	остается и	1	1
2192	этом не	1	1
2193	слова но	2	1
2194	только сам	1	1
2195	же по	3	1
2196	чужую душу	2	1
2197	места в	1	1
2198	всегда лежит	1	1
2199	менее всего	4	1
2200	гораздо ближе	1	1
2201	единой и	1	1
2202	не правда	1	1
2203	их взаимоотношения	1	1
2204	он видел	2	1
2205	слова слово	1	1
2206	о жизни	1	1
2207	когда все	1	1
2208	знающего и	1	1
2209	нет надобности	2	1
2210	она диалектически	1	1
2211	часто почти	1	1
2212	войдя в	2	1
2213	он видит	1	1
2214	ведь только	2	1
2215	лежащей в	1	1
2216	иначе она	1	1
2217	лишь с	1	1
2218	его душевный	1	1
2219	переходим к	2	1
2220	слышать и	1	1
2221	или даже	2	1
2222	резко и	1	1
2223	не она	2	1
2224	или этот	1	1
2225	распадается в	1	1
2226	это происходит	1	1
2227	зрения не	1	1
2228	не столь	1	1
2229	и могут	2	1
2230	этой новой	2	1
2231	со своей	1	1
2232	против друга	2	1
2233	и художественного	1	1
2234	перешли в	1	1
2235	бы дать	1	1
2236	конечно эта	1	1
2237	основного принципа	1	1
2238	является поэтому	1	1
2239	логику и	1	1
2240	процесса и	2	1
2241	ему как	1	1
2242	жизнь уже	1	1
2243	целого и	1	1
2244	до последней	1	1
2245	в соприкосновение	2	1
2246	своем существе	1	1
2247	не все	2	1
2248	определенном направлении	1	1
2249	личности нет	1	1
2250	выражение и	1	1
2251	другом случае	2	1
2252	и принципиальная	2	1
2253	и красоту	1	1
2254	оно может	2	1
2255	другого это	1	1
2256	человеческим голосом	1	1
2257	друга но	2	1
2258	к одному	1	1
2259	которая как	1	1
2260	нее нет	1	1
2261	еще до	1	1
2262	каком плане	1	1
2263	итак мир	1	1
2264	полной мере	1	1
2265	у лермонтова	1	1
2266	со всех	2	1
2267	там ни	1	1
2268	равно что	1	1
2269	к установке	1	1
2270	это последнее	1	1
2271	оценка личности	1	1
2272	он это	1	1
2273	его слово	2	1
2274	художественной форме	1	1
2275	приговоренный к	1	1
2276	каждая из	1	1
2277	почве философского	1	1
2278	которые могли	1	1
2279	он ни	2	1
2280	только войдя	1	1
2281	такие же	1	1
2282	тут как	2	1
2283	на задний	1	1
2284	борьбы за	1	1
2285	функции этого	1	1
2286	а его	3	1
2287	которая для	1	1
2288	и действующей	1	1
2289	которую мы	1	1
2290	например у	2	1
2291	сам его	1	1
2292	случае если	1	1
2293	личности самого	1	1
2294	всю свою	1	1
2295	вполне можно	1	1
2296	его внутреннюю	1	1
2297	пределы и	1	1
2298	я там	1	1
2299	выхода за	1	1
2300	одну из	1	1
2301	здесь только	1	1
2302	не созерцает	1	1
2303	вся жизнь	1	1
2304	характерен для	1	1
2305	время во	1	1
2306	истину в	1	1
2307	обычной и	1	1
2308	полнотой и	1	1
2309	первое и	1	1
2310	которое только	1	1
2311	только их	1	1
2312	столкновение с	1	1
2313	идея то	1	1
2314	а по	1	1
2315	если такое	1	1
2316	мыслить для	1	1
2317	они оказались	1	1
2318	свою жизнь	2	1
2319	особый тип	2	1
2320	слова не	1	1
2321	интерес представляет	2	1
2322	что образ	2	1
2323	собою но	1	1
2324	находятся во	1	1
2325	смотрит на	1	1
2326	конечно в	2	1
2327	субъекта а	1	1
2328	в пределах	13	1
2329	ним не	1	1
2330	и возникает	1	1
2331	как явление	1	1
2332	это вещь	1	1
2333	этого образа	1	1
2334	поэтому для	1	1
2335	человека с	1	1
2336	к которой	1	1
2337	ведь если	1	1
2338	он фигурирует	1	1
2339	самосознания о	1	1
2340	что из	3	1
2341	их как	1	1
2342	признать что	1	1
2343	смысл его	2	1
2344	существом и	2	1
2345	знает и	2	1
2346	во-вторых если	1	1
2347	его судьба	1	1
2348	показывает как	1	1
2349	явление в	1	1
2350	вообще все	1	1
2351	по всей	1	1
2352	находиться в	2	1
2353	собою то	1	1
2354	которой можно	2	1
2355	к событию	1	1
2356	смотреть и	1	1
2357	допускает только	1	1
2358	и сделать	2	1
2359	наконец на	2	1
2360	и нами	1	1
2361	и определенной	1	1
2362	себе слово	1	1
2363	может показаться	1	1
2364	сознания если	1	1
2365	вдруг как	1	1
2366	сознания его	1	1
2367	что о	1	1
2368	лишь чисто	1	1
2369	сферу бытия	1	1
2370	тех которые	1	1
2371	себе самому	3	1
2372	эти планы	1	1
2373	себе он	1	1
2374	в создании	1	1
2375	известной степени	1	1
2376	рефлексии но	1	1
2377	и новые	1	1
2378	человек не	1	1
2379	это в	3	1
2380	то все	1	1
2381	и жизнью	1	1
2382	в мышлении	1	1
2383	как совокупность	1	1
2384	он действительно	1	1
2385	только одну	1	1
2386	сам а	1	1
2387	где из	1	1
2388	все возможные	5	1
2389	а пока	1	1
2390	себе такая	1	1
2391	им не	1	1
2392	в руках	1	1
2393	к идее	4	1
2394	за их	1	1
