N	2gram	Vygotskiy_	Freidism
1284	что ребенок	17	1
1285	и иными	1	1
1286	с чисто	1	1
1287	что является	2	1
1288	в интересах	1	1
1289	комплексе и	2	1
1290	имеющие с	1	1
1291	или в	4	1
1292	когда оно	2	1
1293	что к	1	1
1294	к чему	1	1
1295	не говорит	1	1
1296	на которое	1	1
1297	из сознания	1	1
1298	который как	1	1
1299	опыта но	1	1
1300	усматривать в	1	1
1301	во внимание	2	1
1302	но эта	1	1
1303	это мы	3	1
1304	образом та	1	1
1305	основе их	7	1
1306	эти образы	1	1
1307	предмет с	1	1
1308	и эта	4	1
1309	с теми	2	1
1310	самое последнее	1	1
1311	его среды	1	1
1312	и новых	1	1
1313	на характер	1	1
1314	бы сделать	1	1
1315	внутреннюю речь	1	1
1316	и своего	1	1
1317	и форму	1	1
1318	он берет	1	1
1319	как говорит	7	1
1320	с той	3	1
1321	наиболее легко	1	1
1322	долгое время	2	1
1323	развития этого	1	1
1324	некоторых других	1	1
1325	же при	1	1
1326	поведения и	2	1
1327	и ценным	1	1
1328	язык и	1	1
1329	все виды	2	1
1330	и воля	1	1
1331	раньше всего	2	1
1332	у животных	6	1
1333	не дают	1	1
1334	и которые	5	1
1335	отражают в	1	1
1336	этим самым	1	1
1337	последнее время	6	1
1338	этот второй	1	1
1339	понимание и	1	1
1340	того и	2	1
1341	не на	2	1
1342	среда не	2	1
1343	это общение	1	1
1344	с любым	1	1
1345	станет совершенно	1	1
1346	зрения и	1	1
1347	внутренней скрытой	1	1
1348	здесь не	2	1
1349	становятся как	1	1
1350	комплексов в	1	1
1351	служит для	1	1
1352	в свете	2	1
1353	мы склонны	4	1
1354	нечто принципиально	1	1
1355	действии и	2	1
1356	в психологическом	1	1
1357	высшие формы	2	1
1358	моментов и	1	1
1359	в первые	1	1
1360	которая характеризует	1	1
1361	первой стадии	1	1
1362	точек зрения	1	1
1363	и это	7	1
1364	словами мы	1	1
1365	с другом	10	1
1366	в смысле	9	1
1367	до того	1	1
1368	которые с	1	1
1369	связанная с	1	1
1370	полагает что	2	1
1371	такой форме	1	1
1372	это так	2	1
1373	особенно в	2	1
1374	как результат	1	1
1375	нельзя не	2	1
1376	мы проследим	3	1
1377	тем более	2	1
1378	говорили выше	4	1
1379	дана в	1	1
1380	не все	1	1
1381	и крайне	1	1
1382	и другого	2	1
1383	поведения а	1	1
1384	совершенно ясно	3	1
1385	совпадает со	2	1
1386	той или	2	1
1387	чтобы понять	1	1
1388	по ассоциации	1	1
1389	мы указывали	3	1
1390	но наличие	2	1
1391	что хотя	1	1
1392	в каждом	2	1
1393	еще до	1	1
1394	говорит он	8	1
1395	того или	2	1
1396	сказали бы	1	1
1397	может иметь	1	1
1398	человек как	1	1
1399	образом ясно	1	1
1400	ступени к	1	1
1401	находит свое	2	1
1402	в опыте	2	1
1403	психологической стороны	2	1
1404	за то	1	1
1405	и других	4	1
1406	они стали	2	1
1407	уже сказано	8	1
1408	как ни	1	1
1409	в прямой	2	1
1410	такую же	1	1
1411	его развития	3	1
1412	он ни	1	1
1413	характерно для	1	1
1414	остается места	1	1
1415	относящихся к	1	1
1416	которую мы	5	1
1417	с основной	1	1
1418	на свои	1	1
1419	связи с	14	1
1420	показывает что	9	1
1421	философской и	1	1
1422	может возникнуть	2	1
1423	взрослого человека	18	1
1424	все остальные	2	1
1425	эту черту	1	1
1426	так называемой	1	1
1427	близко к	1	1
1428	но при	1	1
1429	так мы	2	1
1430	чтобы он	1	1
1431	зрения в	1	1
1432	и чувства	1	1
1433	образований и	1	1
1434	начале уже	1	1
1435	и почти	1	1
1436	слова мы	5	1
1437	который мы	2	1
1438	как уже	8	1
1439	никакой новой	1	1
1440	выше в	1	1
1441	т.е с	2	1
1442	ту же	2	1
1443	что поведение	1	1
1444	или не	1	1
1445	тому как	2	1
1446	о возможности	1	1
1447	не по	2	1
1448	что всякий	1	1
1449	социальной и	1	1
1450	степени не	1	1
1451	этих трех	1	1
1452	одни и	3	1
1453	ним связанное	1	1
1454	характерны для	1	1
1455	общение между	1	1
1456	полового созревания	2	1
1457	испытуемого в	1	1
1458	корни в	1	1
1459	не будет	2	1
1460	не оставляет	1	1
1461	новых и	2	1
1462	всей этой	1	1
1463	и образуют	1	1
1464	составные части	3	1
1465	и первую	1	1
1466	реакции на	2	1
1467	их с	3	1
1468	что эта	2	1
1469	одно и	7	1
1470	как он	8	1
1471	в тех	2	1
1472	для человека	2	1
1473	можно было	10	1
1474	все согласны	2	1
1475	не видим	1	1
1476	в форме	2	1
1477	этого факта	1	1
1478	вот что	1	1
1479	в начале	5	1
1480	говоря о	2	1
1481	стороны его	1	1
1482	что нам	3	1
1483	содержание но	1	1
1484	еще в	2	1
1485	имеем возможность	1	1
1486	и хотя	1	1
1487	даже не	1	1
1488	стороны и	1	1
1489	он связан	1	1
1490	во вне	1	1
1491	к появлению	1	1
1492	чтобы их	2	1
1493	для других	2	1
1494	но этот	2	1
1495	существенное отличие	1	1
1496	реакции и	1	1
1497	которая с	1	1
1498	для обеих	1	1
1499	говорили что	3	1
1500	их помощью	1	1
1501	есть частичное	1	1
1502	они могут	3	1
1503	сталкивается с	1	1
1504	и т.д	8	1
1505	у которого	1	1
1506	при какой	1	1
1507	другой и	1	1
1508	образом происходит	1	1
1509	могла бы	1	1
1510	и влечет	1	1
1511	рассматривать как	1	1
1512	приобретают только	1	1
1513	значению слова	3	1
1514	и совершенно	2	1
1515	которых оно	1	1
1516	ребенок на	3	1
1517	значение и	1	1
1518	или еще	1	1
1519	но всегда	2	1
1520	всех его	1	1
1521	тем как	4	1
1522	что можно	1	1
1523	так называемого	1	1
1524	на различных	1	1
1525	тот или	1	1
1526	что если	3	1
1527	чем она	1	1
1528	здесь ребенок	2	1
1529	которой можно	2	1
1530	внешними и	1	1
1531	является особым	1	1
1532	одного из	3	1
1533	общего с	3	1
1534	и самого	1	1
1535	также чрезвычайно	1	1
1536	все больше	1	1
1537	и благодаря	2	1
1538	с самых	1	1
1539	которые в	5	1
1540	к человеческому	1	1
1541	это делает	1	1
1542	когда они	2	1
1543	выражения в	1	1
1544	благодаря этому	7	1
1545	только по	1	1
1546	которое мы	2	1
1547	а часто	1	1
1548	анализа и	2	1
1549	нашей точки	2	1
1550	вызвать в	1	1
1551	по аналогии	1	1
1552	установления связей	1	1
1553	же явление	1	1
1554	слова в	8	1
1555	содержания и	1	1
1556	в первой	1	1
1557	это означает	3	1
1558	роль играет	1	1
1559	по этому	6	1
1560	от второго	2	1
1561	мы будем	4	1
1562	нам все	1	1
1563	же в	3	1
1564	к пониманию	3	1
1565	сходства между	1	1
1566	всем тем	1	1
1567	мы теперь	1	1
1568	на то	7	1
1569	процесса и	1	1
1570	бы ни	2	1
1571	наиболее яркого	1	1
1572	протекает в	1	1
1573	похожие на	2	1
1574	границы этих	1	1
1575	же типа	2	1
1576	определить как	1	1
1577	марксизма и	1	1
1578	здесь мы	4	1
1579	ли может	1	1
1580	это двойное	1	1
1581	или иного	2	1
1582	при исследовании	1	1
1583	ступеней и	1	1
1584	себе как	1	1
1585	прав в	2	1
1586	противоречии с	2	1
1587	есть ли	1	1
1588	таким же	4	1
1589	и чем	1	1
1590	оно начинает	1	1
1591	определяется в	1	1
1592	мы пытаемся	1	1
1593	означает что	2	1
1594	животных и	5	1
1595	в один	4	1
1596	кто впервые	1	1
1597	следует за	1	1
1598	и особенно	4	1
1599	происходит в	1	1
1600	с соответствующими	1	1
1601	что на	2	1
1602	для овладения	1	1
1603	есть не	1	1
1604	поэтому мы	2	1
1605	и предметом	1	1
1606	иное как	2	1
1607	степени и	1	1
1608	и самый	1	1
1609	чрезвычайно важным	1	1
1610	известно из	2	1
1611	себе а	1	1
1612	и сами	1	1
1613	так называемом	1	1
