N	2gram	Losev_Vlad	Literetu
1320	же он	1	1
1321	он стал	3	1
1322	который и	1	1
1323	нее и	2	1
1324	и искусства	1	1
1325	человеческого субъекта	1	1
1326	однако от	1	1
1327	толстой в	1	1
1328	с того	2	1
1329	в другое	1	1
1330	что подробно	1	1
1331	обратиться к	1	1
1332	поэтому он	1	1
1333	высшей степени	1	1
1334	для россии	1	1
1335	ноябре года	2	1
1336	именно к	2	1
1337	у вл	21	1
1338	промежутке между	1	1
1339	всех нас	1	1
1340	после которого	1	1
1341	нет ни	1	1
1342	с начала	2	1
1343	в адрес	1	1
1344	что несмотря	1	1
1345	сам он	2	1
1346	того как	2	1
1347	новой жизни	1	1
1348	слово что	1	1
1349	сам говорит	2	1
1350	местам и	1	1
1351	по своим	3	1
1352	только своей	1	1
1353	всякого человека	1	1
1354	неудивительно что	1	1
1355	на что	2	1
1356	которых он	2	1
1357	скорее вообще	1	1
1358	этот был	1	1
1359	ни на	1	1
1360	по год	1	1
1361	все это	7	1
1362	то самое	1	1
1363	жизни все	2	1
1364	о пушкине	2	1
1365	вообще свобода	1	1
1366	уже были	1	1
1367	а все	1	1
1368	но одно	1	1
1369	о ее	1	1
1370	с разными	1	1
1371	слова не	1	1
1372	в виде	4	1
1373	в таких	1	1
1374	отказаться от	1	1
1375	больше в	1	1
1376	или в	1	1
1377	журнала вопросы	1	1
1378	встал и	2	1
1379	него просто	1	1
1380	и вы	2	1
1381	который как	1	1
1382	но эта	2	1
1383	читателя это	1	1
1384	в эпоху	1	1
1385	воля но	1	1
1386	чтобы быть	1	1
1387	той самой	1	1
1388	стихи и	1	1
1389	более что	2	1
1390	глаз на	1	1
1391	случае не	1	1
1392	и единственным	1	1
1393	и совсем	1	1
1394	склонность к	1	1
1395	среди прочих	1	1
1396	поведения и	1	1
1397	лежит на	1	1
1398	или даже	1	1
1399	говорят о	1	1
1400	в переводе	1	1
1401	в реальности	1	1
1402	иной раз	8	1
1403	есть только	1	1
1404	живой и	1	1
1405	последнее время	2	1
1406	на все	3	1
1407	не столь	2	1
1408	и всякой	3	1
1409	один и	2	1
1410	по его	3	1
1411	в новом	2	1
1412	мы находим	2	1
1413	нисколько не	4	1
1414	это было	9	1
1415	не стал	3	1
1416	этим обстоятельством	1	1
1417	людям в	1	1
1418	или менее	5	1
1419	чего в	2	1
1420	в одной	1	1
1421	обращаются к	2	1
1422	другого или	1	1
1423	в меру	2	1
1424	у н	1	1
1425	еще одной	1	1
1426	ему не	2	1
1427	этих двух	2	1
1428	ко мне	1	1
1429	что эти	1	1
1430	к одному	1	1
1431	вопрос не	1	1
1432	которая как	2	1
1433	и первые	1	1
1434	я услышал	1	1
1435	даже необходимым	1	1
1436	как ни	1	1
1437	унаследовав от	1	1
1438	чувствую себя	1	1
1439	и переводчика	1	1
1440	итоге все	1	1
1441	через год	3	1
1442	его софийной	1	1
1443	заключение мы	1	1
1444	откликнулся на	1	1
1445	в самых	2	1
1446	следовало ожидать	1	1
1447	поскольку они	1	1
1448	с новыми	1	1
1449	были для	4	1
1450	ни один	1	1
1451	нашел в	1	1
1452	человек всегда	1	1
1453	соловьевым и	6	1
1454	содержание своего	1	1
1455	быть и	1	1
1456	и слова	1	1
1457	к тем	1	1
1458	может я	1	1
1459	соловьева с	11	1
1460	по одним	1	1
1461	из крупнейших	1	1
1462	огромное и	1	1
1463	кто не	2	1
1464	в трех	1	1
1465	говоря о	2	1
1466	гения и	1	1
1467	но дело	2	1
1468	не следует	1	1
1469	и и	8	1
1470	человека с	2	1
1471	на всю	2	1
1472	и всякая	2	1
1473	все были	1	1
1474	этому поводу	2	1
1475	почти никогда	1	1
1476	году он	5	1
1477	но то	1	1
1478	становится его	1	1
1479	нами и	1	1
1480	уже тогда	4	1
1481	возрасте не	1	1
1482	к ней	7	1
1483	любовь эта	1	1
1484	вообще является	1	1
1485	отношений в	2	1
1486	у меня	3	1
1487	т и	2	1
1488	в высшей	2	1
1489	с жадностью	1	1
1490	рассуждает о	1	1
1491	но я	4	1
1492	не нам	1	1
1493	в период	6	1
1494	здесь все	1	1
1495	была с	1	1
1496	только после	2	1
1497	об этой	2	1
1498	в создании	1	1
1499	и эта	1	1
1500	на своих	1	1
1501	большинства людей	1	1
1502	которое мы	1	1
1503	конце концов	6	1
1504	остались в	1	1
1505	дней в	1	1
1506	он с	1	1
1507	дальше в	2	1
1508	само по	1	1
1509	к богу	2	1
1510	жизнью и	1	1
1511	иное как	2	1
1512	меня и	3	1
1513	пять лет	2	1
1514	годы своей	1	1
