N	2gram	Vinokur_Vv	Komedia
1307	образом по	2	1
1308	к первым	1	1
1309	хорошо известно	1	1
1310	при помощи	3	1
1311	первым относятся	1	1
1312	руки и	1	1
1313	заложенный в	1	1
1314	поводу того	1	1
1315	разумеется и	3	1
1316	автора в	1	1
1317	о таких	1	1
1318	был прав	1	1
1319	не забудем	1	1
1320	ее пределами	1	1
1321	к науке	1	1
1322	вот самое	1	1
1323	был быть	1	1
1324	объединяются в	1	1
1325	к изданию	1	1
1326	только одна	1	1
1327	историческая действительность	1	1
1328	виде и	1	1
1329	произведения и	2	1
1330	остается еще	1	1
1331	не находятся	1	1
1332	нельзя было	1	1
1333	говорил что	1	1
1334	ей возможность	1	1
1335	как вскоре	1	1
1336	этого слова	2	1
1337	всего к	2	1
1338	этого же	1	1
1339	говорится в	1	1
1340	конечной целью	1	1
1341	культурной жизни	2	1
1342	не видит	1	1
1343	целью он	1	1
1344	время была	1	1
1345	месте в	1	1
1346	на задачи	1	1
1347	взгляде на	3	1
1348	из него	2	1
1349	в остальных	1	1
1350	он отчетливо	1	1
1351	же признает	1	1
1352	принятия христианства	1	1
1353	основная мысль	1	1
1354	в настоящее	1	1
1355	столько раз	1	1
1356	точку зрения	1	1
1357	сомнения в	1	1
1358	с каким	1	1
1359	его можно	2	1
1360	обратиться к	1	1
1361	на опыт	1	1
1362	в правление	1	1
1363	на время	1	1
1364	из поля	1	1
1365	было у	1	1
1366	впечатление на	2	1
1367	им как	1	1
1368	необходимость в	1	1
1369	для нашего	1	1
1370	короче говоря	1	1
1371	значение в	2	1
1372	нужные для	1	1
1373	знать и	2	1
1374	различие между	1	1
1375	ни с	2	1
1376	и того	3	1
1377	далеком прошлом	1	1
1378	обе эти	3	1
1379	для всякого	1	1
1380	которая стала	1	1
1381	издания авторов	1	1
1382	культуры в	5	1
1383	участия в	1	1
1384	в основании	3	1
1385	относительно которых	1	1
1386	от времени	1	1
1387	более конкретно	1	1
1388	был в	2	1
1389	и всегда	1	1
1390	в каком-нибудь	1	1
1391	на самом	1	1
1392	лицом к	1	1
1393	на которой	1	1
1394	чтобы выяснить	1	1
1395	смысле этого	9	1
1396	в русском	1	1
1397	различия между	1	1
1398	может представить	1	1
1399	быть вполне	1	1
1400	о трех	1	1
1401	непосредственно в	1	1
1402	включаются в	1	1
1403	конфликта в	1	1
1404	ко второму	1	1
1405	как эти	1	1
1406	для нужд	1	1
1407	двадцати четырех	2	1
1408	наших дней	2	1
1409	что уже	3	1
1410	самые разнообразные	1	1
1411	что будет	1	1
1412	и последний	1	1
1413	дело в	5	1
1414	та же	1	1
1415	иными словами	1	1
1416	общие признаки	1	1
1417	том виде	3	1
1418	достаточно сослаться	1	1
1419	принято считать	1	1
1420	на тему	2	1
1421	внимание в	1	1
1422	сама по	3	1
1423	явно что	1	1
1424	в ряде	2	1
1425	что этот	1	1
1426	и последующих	1	1
1427	долгое время	1	1
1428	было до	1	1
1429	если и	1	1
1430	или даже	1	1
1431	говорят о	1	1
1432	имеется в	1	1
1433	заинтересованных в	1	1
1434	не от	1	1
1435	к характеру	1	1
1436	в такой	1	1
1437	качестве примера	1	1
1438	та или	1	1
1439	мы убеждаемся	1	1
1440	и художественного	1	1
1441	по самой	2	1
1442	сообщение и	2	1
1443	но уже	2	1
1444	то ясно	1	1
1445	оказывались в	1	1
1446	для нашей	1	1
1447	заявляет что	2	1
1448	а так	2	1
1449	к самой	2	1
1450	в создании	2	1
1451	выражение и	1	1
1452	культуры эти	1	1
1453	xx в	3	1
1454	не считал	2	1
1455	которая как	2	1
1456	достаточно для	1	1
1457	того или	1	1
1458	и эти	1	1
1459	это конечно	1	1
1460	в полной	1	1
1461	напомнить что	1	1
1462	испытания в	1	1
1463	каждая из	1	1
1464	на твердую	2	1
1465	закрепление в	1	1
1466	который был	1	1
1467	в предисловии	1	1
1468	на задний	2	1
1469	чего нельзя	1	1
1470	потребность в	1	1
1471	полагали что	1	1
1472	источников в	1	1
1473	первая половина	1	1
1474	также и	20	1
1475	о возможности	1	1
1476	обстоятельства что	1	1
1477	его также	1	1
1478	мы должны	2	1
1479	вполне ясно	1	1
1480	быть и	2	1
1481	в примечаниях	1	1
1482	в прошлом	2	1
1483	в науке	1	1
1484	самое что	2	1
1485	в дополнение	1	1
1486	ок гг	1	1
1487	этот факт	1	1
1488	в повседневной	1	1
1489	но вместе	2	1
1490	зрения между	1	1
1491	и способы	1	1
1492	слова или	1	1
1493	с понятием	3	1
1494	этому поводу	3	1
1495	уже знаем	2	1
1496	его отношение	1	1
1497	основании которого	2	1
1498	друга если	1	1
1499	этой работы	3	1
1500	на разные	1	1
1501	как их	1	1
1502	но совершенно	1	1
1503	в тексте	4	1
1504	воплощается в	1	1
1505	относящегося к	1	1
1506	акта становится	1	1
1507	само по	4	1
1508	самой своей	2	1
1509	следует только	1	1
1510	и признание	1	1
1511	не осталось	1	1
1512	в ходе	1	1
1513	можно сказать	4	1
1514	они принадлежат	1	1
1515	сторон в	1	1
1516	даже как	1	1
1517	это потребность	1	1
1518	этом и	1	1
1519	различие в	1	1
1520	служить источником	2	1
1521	наоборот в	1	1
1522	действительно не	1	1
1523	важнее что	1	1
1524	в чисто	4	1
1525	или иной	3	1
1526	ряде случаев	1	1
1527	и прежде	1	1
1528	составляет содержание	1	1
1529	внимания с	1	1
1530	здесь все	3	1
1531	этого понятия	5	1
1532	очень трудно	1	1
1533	просто как	1	1
1534	же это	2	1
1535	исторических условиях	1	1
1536	может и	1	1
1537	ведь и	1	1
1538	лучшем случае	1	1
1539	и имел	1	1
1540	именно это	1	1
1541	и ничего	1	1
1542	мере две	1	1
1543	не свободно	1	1
1544	себе и	2	1
1545	же рода	1	1
1546	автора и	1	1
1547	иное как	6	1
1548	без помощи	1	1
