N	2gram	Potebnia_M	VeschiIm
1311	по этому	2	1
1312	слова есть	6	1
1313	каждый язык	1	1
1314	и вопрос	3	1
1315	поэтому не	1	1
1316	лежит в	1	1
1317	действительности или	1	1
1318	тому же	1	1
1319	видит в	2	1
1320	а на	2	1
1321	чем в	2	1
1322	на каком	1	1
1323	а еще	1	1
1324	которому она	1	1
1325	понимания но	1	1
1326	совершенно верно	1	1
1327	без всяких	1	1
1328	из мысли	1	1
1329	нужно иметь	1	1
1330	человеческой природы	4	1
1331	отказаться от	1	1
1332	с чисто	1	1
1333	а за	1	1
1334	и отношения	1	1
1335	что к	2	1
1336	что или	1	1
1337	но чувство	1	1
1338	прежде чем	4	1
1339	его должно	1	1
1340	явления а	1	1
1341	что ничего	1	1
1342	в общем	1	1
1343	слово или	1	1
1344	из других	1	1
1345	только понятие	1	1
1346	давать и	1	1
1347	не иметь	1	1
1348	во внимание	4	1
1349	было для	1	1
1350	движение в	1	1
1351	которое в	1	1
1352	себя а	2	1
1353	в языках	4	1
1354	как его	1	1
1355	имела смысл	1	1
1356	этого имени	1	1
1357	особое слово	1	1
1358	совсем иное	1	1
1359	история и	2	1
1360	дано в	1	1
1361	из своих	2	1
1362	в таком	7	1
1363	сходство с	2	1
1364	но само	1	1
1365	это слово	1	1
1366	не имя	1	1
1367	фактам но	1	1
1368	между этими	2	1
1369	сказать чтобы	1	1
1370	не сразу	2	1
1371	в стороне	5	1
1372	на известный	1	1
1373	на другую	1	1
1374	о воплощении	1	1
1375	в какой	2	1
1376	большею частью	1	1
1377	ряду других	1	1
1378	без него	2	1
1379	нас к	1	1
1380	не вытекает	1	1
1381	переходим к	2	1
1382	по одному	1	1
1383	страха и	1	1
1384	если и	3	1
1385	может только	1	1
1386	которое и	1	1
1387	из чего	1	1
1388	такой вопрос	2	1
1389	что звук	1	1
1390	и вместе	5	1
1391	д то	1	1
1392	основано на	1	1
1393	понимание не	1	1
1394	в этих	10	1
1395	и слуха	3	1
1396	какая разница	1	1
1397	этого слова	5	1
1398	в ряду	6	1
1399	на одном	1	1
1400	уже давно	1	1
1401	о непосредственном	1	1
1402	не могут	10	1
1403	средствами и	1	1
1404	в разнообразных	1	1
1405	существуют только	1	1
1406	должно было	1	1
1407	по его	7	1
1408	можем потому	1	1
1409	и ближе	1	1
1410	и суждения	1	1
1411	бы мы	1	1
1412	даже что	1	1
1413	с как	1	1
1414	отделиться от	1	1
1415	ее явления	1	1
1416	какое бы	1	1
1417	звуков есть	1	1
1418	к мысли	3	1
1419	что слово	5	1
1420	разумном смысле	1	1
1421	то можно	1	1
1422	которые с	1	1
1423	но жизнь	1	1
1424	бы совершенно	1	1
1425	полагает что	3	1
1426	как именно	3	1
1427	смысле чтобы	1	1
1428	могло бы	4	1
1429	оставляя в	1	1
1430	на другом	2	1
1431	что как	4	1
1432	в других	6	1
1433	не иначе	4	1
1434	звуков это	1	1
1435	внимания а	1	1
1436	с какими	1	1
1437	и по	8	1
1438	словом или	2	1
1439	что хотя	1	1
1440	на которую	3	1
1441	и звук	6	1
1442	которая как	1	1
1443	считать то	1	1
1444	такого же	2	1
1445	языка в	6	1
1446	могли бы	4	1
1447	к истине	2	1
1448	того или	1	1
1449	же образ	1	1
1450	разница между	5	1
1451	слово есть	1	1
1452	они стали	1	1
1453	как ни	1	1
1454	окружающего мира	1	1
1455	с предметами	1	1
1456	на нем	1	1
1457	вообще в	1	1
1458	и глубине	1	1
1459	с самого	5	1
1460	необходимо должна	1	1
1461	будто бы	1	1
1462	к отдельным	1	1
1463	самое явление	1	1
1464	отличие от	1	1
1465	вызванное к	1	1
1466	мы увидим	3	1
1467	а его	3	1
1468	и части	1	1
1469	случается с	1	1
1470	эти последние	3	1
1471	выше что	2	1
1472	на вере	1	1
1473	бы те	1	1
1474	мы воспринимаем	1	1
1475	есть указание	1	1
1476	психологической точки	1	1
1477	и утверждение	1	1
1478	с с	1	1
1479	в наше	1	1
1480	в самых	2	1
1481	две стороны	1	1
1482	мере как	1	1
1483	организм есть	1	1
1484	бытие как	1	1
1485	этот звук	4	1
1486	с новыми	1	1
1487	не дает	2	1
1488	во всей	1	1
1489	символа в	1	1
1490	общее между	1	1
1491	собою как	2	1
1492	к новым	2	1
1493	не один	2	1
1494	в теории	2	1
1495	субъекта и	4	1
1496	будет понимать	1	1
1497	котором я	1	1
1498	в отвлеченном	1	1
1499	нельзя назвать	1	1
1500	уже по	2	1
1501	еще яснее	1	1
1502	первое и	1	1
1503	и самостоятельность	1	1
1504	может понять	1	1
1505	решить вопрос	1	1
1506	было только	2	1
1507	такой смысл	1	1
1508	цвет и	1	1
1509	один шаг	1	1
1510	ним по	1	1
1511	слуховых и	1	1
1512	всеми этими	1	1
1513	еще только	2	1
1514	два человека	1	1
1515	для их	2	1
1516	не имеющие	1	1
1517	ничего нового	1	1
1518	всех других	1	1
1519	нее а	1	1
1520	и объясняется	1	1
1521	хотя в	3	1
1522	из него	3	1
1523	это или	1	1
1524	не могла	2	1
1525	и тот	1	1
1526	или другого	1	1
1527	и формах	1	1
1528	от моей	1	1
1529	от самого	1	1
1530	сознания что	1	1
1531	в нашей	2	1
1532	факт что	1	1
1533	общий характер	1	1
1534	не следует	6	1
1535	например и	1	1
1536	все ее	2	1
1537	как явление	1	1
1538	организме а	1	1
1539	выражается в	2	1
1540	одного слова	1	1
1541	но так	1	1
1542	и другая	2	1
1543	слово из	1	1
1544	для самой	1	1
1545	что бы	2	1
1546	может уже	1	1
1547	думать что	6	1
1548	и всякая	1	1
1549	с человеком	1	1
1550	в которое	1	1
1551	идеи есть	1	1
1552	состоянии науки	1	1
1553	то а	1	1
1554	всякая наука	2	1
1555	оно происходит	1	1
1556	звуками как	1	1
1557	еще на	1	1
1558	бы было	3	1
1559	другой форме	1	1
1560	как перед	1	1
1561	вдаваясь в	1	1
1562	могло быть	1	1
1563	на некоторые	1	1
1564	поэтому если	1	1
1565	предметов и	3	1
1566	наконец в-третьих	1	1
1567	скажем что	1	1
1568	не связанных	1	1
1569	заставляет нас	2	1
1570	вообще все	1	1
1571	форма в	1	1
1572	со своими	1	1
1573	объективности и	4	1
1574	этот предмет	1	1
1575	бы прямо	1	1
1576	тех пор	2	1
1577	это потому	1	1
1578	не нуждается	2	1
1579	оно должно	5	1
1580	природы и	1	1
1581	для обозначения	2	1
1582	ее внутренних	1	1
1583	и самого	2	1
1584	оно имеет	2	1
1585	до сознания	3	1
1586	и понятия	2	1
1587	внимание и	1	1
1588	но есть	1	1
1589	это приводит	1	1
1590	их к	2	1
1591	могут быть	17	1
1592	и какой	1	1
1593	все вообще	1	1
1594	в зависимости	1	1
1595	бы он	1	1
1596	есть такие-то	1	1
1597	одним из	2	1
1598	для изображения	1	1
1599	как внутреннее	1	1
1600	которое мы	5	1
1601	речь и	2	1
1602	совершенно иначе	1	1
1603	звук а	4	1
1604	что может	1	1
1605	ее из	1	1
1606	предполагают в	1	1
1607	были направлены	1	1
1608	еще одно	1	1
1609	теперь когда	1	1
1610	стороне и	1	1
1611	дает возможность	1	1
1612	в человеческой	3	1
1613	же в	7	1
1614	никому не	1	1
1615	к новому	2	1
1616	с предметом	1	1
1617	духовных сил	1	1
1618	смысле а	1	1
1619	der sprache	1	1
1620	в гумбольдт	2	1
1621	чувство не	3	1
1622	а как	3	1
1623	та и	1	1
1624	если на	1	1
1625	от субъекта	1	1
1626	сущности в	1	1
1627	же необходимо	1	1
1628	в так	1	1
1629	всех этих	2	1
1630	понимание между	1	1
1631	других лиц	1	1
1632	доказывает что	3	1
1633	таким же	3	1
1634	всякого отдельного	1	1
1635	которой мы	3	1
1636	имеет свою	1	1
1637	о различии	1	1
1638	легко заключить	1	1
1639	в один	2	1
1640	от них	2	1
1641	понятия и	3	1
1642	себя то	1	1
1643	начинает с	1	1
1644	него то	2	1
1645	одного и	6	1
1646	него это	1	1
1647	этим последним	4	1
1648	кажется что	1	1
1649	а без	1	1
1650	как общее	1	1
1651	себе а	1	1
1652	меня и	1	1
