N	2gram	Propp_Isto	DiskursI
1306	полнотой и	1	1
1307	историю однако	1	1
1308	себе но	1	1
1309	века и	2	1
1310	ее нельзя	2	1
1311	от друга	1	1
1312	реальной действительности	1	1
1313	к некоторому	1	1
1314	этого не	6	1
1315	что к	1	1
1316	можно вывести	1	1
1317	и социальные	1	1
1318	как исторически	1	1
1319	отца к	1	1
1320	с теми	1	1
1321	в глубине	2	1
1322	о царских	2	1
1323	себе в	1	1
1324	при которой	2	1
1325	вполне возможен	1	1
1326	в нашей	2	1
1327	что этот	5	1
1328	не умирает	1	1
1329	имелись в	1	1
1330	помнить что	1	1
1331	но по	3	1
1332	эти две	2	1
1333	говорят о	3	1
1334	человек с	1	1
1335	мнение что	2	1
1336	другом месте	2	1
1337	чаще всего	1	1
1338	противном случае	1	1
1339	повседневной жизни	1	1
1340	и большого	1	1
1341	науки в	1	1
1342	и со	2	1
1343	и могут	1	1
1344	и я	1	1
1345	более ранних	5	1
1346	мальчики и	1	1
1347	бы мы	2	1
1348	лица не	1	1
1349	войти в	2	1
1350	о различии	1	1
1351	обряда инициации	1	1
1352	страны мертвых	2	1
1353	их имена	1	1
1354	на руку	1	1
1355	должен быть	3	1
1356	греко-римская античность	1	1
1357	иной тип	1	1
1358	при изучении	1	1
1359	не все	5	1
1360	смерти и	7	1
1361	но его	3	1
1362	принципиальное значение	1	1
1363	еще до	2	1
1364	о месте	1	1
1365	от первого	1	1
1366	предположить что	2	1
1367	и требования	1	1
1368	имеет право	2	1
1369	искать в	1	1
1370	подражали им	1	1
1371	и эти	4	1
1372	волшебные сказки	2	1
1373	за то	3	1
1374	этом утверждении	1	1
1375	и других	1	1
1376	тут и	2	1
1377	сохранился в	1	1
1378	страну мертвых	1	1
1379	и составляют	2	1
1380	в предисловии	1	1
1381	такие же	1	1
1382	см ниже	2	1
1383	греко-римской античности	1	1
1384	это как	1	1
1385	чистом виде	2	1
1386	которое уже	1	1
1387	то чего	4	1
1388	имеются и	1	1
1389	здесь только	1	1
1390	однако если	1	1
1391	чем то	1	1
1392	но всегда	1	1
1393	сам в	1	1
1394	но столь	1	1
1395	мы узнаем	1	1
1396	что смерть	2	1
1397	независимо от	1	1
1398	когда этот	1	1
1399	один только	2	1
1400	иногда и	1	1
1401	своего мира	1	1
1402	же достаточно	1	1
1403	более позднюю	1	1
1404	одежду и	1	1
1405	всех этих	4	1
1406	медведь или	1	1
1407	оказывается что	1	1
1408	или иначе	1	1
1409	ли здесь	2	1
1410	и иных	1	1
1411	действительности а	1	1
1412	этих случаях	11	1
1413	что из	1	1
1414	как то	1	1
1415	на смерть	4	1
1416	уходит в	1	1
1417	и часто	4	1
1418	еще на	1	1
1419	меня то	1	1
1420	это знание	1	1
1421	могло быть	1	1
1422	же на	1	1
1423	формы его	2	1
1424	своего ребенка	1	1
1425	и много	1	1
1426	которые в	3	1
1427	художественного произведения	1	1
1428	миф не	1	1
1429	не можем	4	1
1430	также в	2	1
1431	брат и	1	1
1432	это означает	2	1
1433	который фигурирует	1	1
1434	что данная	2	1
1435	из другой	1	1
1436	волшебная сказка	4	1
1437	только после	3	1
1438	тех или	1	1
1439	или короче	1	1
1440	или при	1	1
1441	в самых	1	1
1442	после своего	1	1
1443	таким же	1	1
1444	и оно	2	1
1445	именно это	2	1
1446	три года	2	1
1447	себе а	2	1
1448	гуманитарные науки	2	1
1449	последовательности в	1	1
1450	с соответствующими	1	1
1451	часто приходится	1	1
1452	иное как	3	1
1453	фигурирует в	1	1
