N	2gram	Losev_Prob	DiskursI
1309	это слово	1	1
1310	себе но	2	1
1311	как мифологический	1	1
1312	жизни это	2	1
1313	этого не	2	1
1314	что к	1	1
1315	трагедий эсхила	1	1
1316	остается и	1	1
1317	начала в	1	1
1318	общества в	3	1
1319	же в	4	1
1320	художественного образа	4	1
1321	с теми	3	1
1322	это вызывает	1	1
1323	и научный	1	1
1324	эсхила и	3	1
1325	себе в	2	1
1326	в обычном	1	1
1327	чтобы быть	1	1
1328	развития действия	1	1
1329	в нашей	3	1
1330	случае не	2	1
1331	что этот	6	1
1332	является по	2	1
1333	истины и	1	1
1334	им же	2	1
1335	им и	1	1
1336	страха и	2	1
1337	если и	4	1
1338	но по	3	1
1339	говорят о	1	1
1340	основе это	1	1
1341	себе я	1	1
1342	чаще всего	1	1
1343	повествованием о	1	1
1344	науки в	1	1
1345	ориентации человека	1	1
1346	в еще	1	1
1347	и со	1	1
1348	смысле а	1	1
1349	и я	1	1
1350	остановимся на	2	1
1351	другого как	2	1
1352	бы мы	1	1
1353	и художественного	1	1
1354	мысль об	1	1
1355	образа из	1	1
1356	должен быть	2	1
1357	его же	1	1
1358	и таким	1	1
1359	при изучении	1	1
1360	если не	6	1
1361	ее для	1	1
1362	мысли в	2	1
1363	опорой на	1	1
1364	не все	3	1
1365	мы к	1	1
1366	людей в	6	1
1367	чем может	1	1
1368	человека к	1	1
1369	могу не	1	1
1370	еще до	2	1
1371	в будущем	1	1
1372	за то	4	1
1373	и других	1	1
1374	тут и	4	1
1375	в предисловии	2	1
1376	в народе	1	1
1377	несомненно является	1	1
1378	признаки его	1	1
1379	вполне можно	1	1
1380	чистом виде	1	1
1381	которое уже	1	1
1382	не могу	1	1
1383	и почти	1	1
1384	и ни	4	1
1385	ту или	1	1
1386	с определенной	1	1
1387	здесь только	1	1
1388	но всегда	2	1
1389	другой в	1	1
1390	сам в	2	1
1391	у греков	1	1
1392	здесь весьма	2	1
1393	с нами	1	1
1394	говорить не	1	1
1395	для теоретика	1	1
1396	у того	2	1
1397	в искусстве	2	1
1398	эти древние	2	1
1399	казалось бы	1	1
1400	в войне	1	1
1401	одежду и	1	1
1402	всех этих	3	1
1403	оказывается что	5	1
1404	или иначе	3	1
1405	от того	1	1
1406	действительности а	1	1
1407	стало быть	1	1
1408	что из	1	1
1409	как то	1	1
1410	от прочих	1	1
1411	в истолковании	1	1
1412	еще на	1	1
1413	богами и	3	1
1414	слова но	2	1
1415	видели не	1	1
1416	данного произведения	1	1
1417	и мире	1	1
1418	новое понимание	1	1
1419	и самого	3	1
1420	что другие	1	1
1421	римской литературе	1	1
1422	которые в	3	1
1423	говорилось выше	1	1
1424	художественного произведения	1	1
1425	в имени	1	1
1426	земли о	1	1
1427	у эсхила	8	1
1428	конца xix	1	1
1429	отождествляется с	1	1
1430	предметом и	1	1
1431	на тебя	2	1
1432	мифа в	1	1
1433	человека это	1	1
1434	на каждом	1	1
1435	отношении не	2	1
1436	в сознании	3	1
1437	только после	1	1
1438	чем та	1	1
1439	тех или	2	1
1440	ли в	2	1
1441	говорит не	2	1
1442	своей индивидуальности	1	1
1443	да будет	1	1
1444	таким же	1	1
1445	и оно	1	1
1446	вполне определенные	1	1
1447	себе а	3	1
1448	весьма значительным	1	1
1449	становится в	1	1
1450	и слишком	2	1
1451	как для	1	1
1452	дома как	1	1
1453	любви и	4	1
1454	форме и	1	1
1455	иное как	3	1
1456	трагедии не	2	1
