N	2gram	Ircho_Kome	Dialekti
1322	к достижению	1	1
1323	не была	1	1
1324	в конечном	2	1
1325	ли и	1	1
1326	вкуса и	1	1
1327	всех его	1	1
1328	высказать в	1	1
1329	мысли не	1	1
1330	в изложении	1	1
1331	средств чтобы	2	1
1332	до тех	5	1
1333	вопрос почему	1	1
1334	становится совершенно	1	1
1335	с жизнью	1	1
1336	без него	1	1
1337	обстоятельство что	3	1
1338	с отцом	4	1
1339	не требуется	1	1
1340	сопоставимы с	1	1
1341	ясно только	3	1
1342	без которого	1	1
1343	одном из	1	1
1344	же точно	1	1
1345	понимающих друг	1	1
1346	имевшие место	1	1
1347	и людьми	1	1
1348	черты сходства	1	1
1349	слишком много	1	1
1350	части а	1	1
1351	который требует	1	1
1352	своему господину	1	1
1353	того он	1	1
1354	здесь ни	1	1
1355	пролога на	1	1
1356	из одного	1	1
1357	в эту	1	1
1358	за другой	2	1
1359	обе они	1	1
1360	не иначе	2	1
1361	жизни где	1	1
1362	уж говорить	1	1
1363	то надо	1	1
1364	кто из	4	1
1365	и нам	1	1
1366	складывается из	1	1
1367	они к	1	1
1368	под именем	1	1
1369	не знаешь	1	1
1370	могли бы	1	1
1371	и понимаем	1	1
1372	как надо	1	1
1373	выражение в	3	1
1374	о происхождении	1	1
1375	еще одним	1	1
1376	того в	3	1
1377	еще целый	1	1
1378	пор в	1	1
1379	отнестись к	1	1
1380	не сводится	1	1
1381	не он	3	1
1382	в устах	2	1
1383	ли не	6	1
1384	земле и	1	1
1385	можно принять	1	1
1386	не ищи	1	1
1387	сына в	1	1
1388	для ее	1	1
1389	все остальные	2	1
1390	чтобы он	1	1
1391	другом и	1	1
1392	до чего	1	1
1393	причем эта	1	1
1394	вступить с	2	1
1395	так быстро	1	1
1396	хочет чтобы	1	1
1397	только об	1	1
1398	человека как	1	1
1399	взять в	3	1
1400	найти себе	1	1
1401	он стал	1	1
1402	было только	1	1
1403	в развитии	3	1
1404	бы они	1	1
1405	находим у	1	1
1406	в детстве	2	1
1407	можно сделать	1	1
1408	остаться в	1	1
1409	проявления его	1	1
1410	всякий другой	1	1
1411	и каждому	1	1
1412	человека по	1	1
1413	того же	9	1
1414	чтобы их	1	1
1415	в нее	1	1
1416	кольца на	1	1
1417	отношения с	1	1
1418	в самой	1	1
1419	и третье	1	1
1420	важно только	1	1
1421	бы у	1	1
1422	так из	1	1
1423	вот я	1	1
1424	результат этого	1	1
1425	происходит из	1	1
1426	и никогда	1	1
1427	два года	1	1
1428	отличалось от	1	1
1429	нужен в	1	1
1430	его стороны	1	1
1431	женился на	1	1
1432	как всегда	1	1
1433	если два	1	1
1434	законов и	1	1
1435	популярна в	1	1
1436	но прежде	1	1
1437	них не	1	1
1438	имя и	1	1
1439	это ни	1	1
1440	же с	1	1
1441	я также	1	1
1442	теми же	1	1
1443	в одинаковых	1	1
1444	мы помним	2	1
1445	на большой	1	1
1446	подходе к	1	1
1447	заставила его	1	1
1448	человека который	3	1
1449	его к	1	1
1450	его персонажи	1	1
1451	пришлось ему	1	1
1452	эти качества	1	1
1453	ребенок есть	1	1
1454	служит как	2	1
1455	жизни ибо	1	1
1456	это совершенно	1	1
1457	речи о	4	1
1458	меня не	1	1
1459	потому он	1	1
1460	можем теперь	1	1
1461	намек на	1	1
1462	которого она	1	1
1463	мы видели	1	1
1464	домашнего обихода	1	1
1465	для многих	1	1
1466	быть даже	1	1
1467	принимают за	1	1
1468	для самого	1	1
1469	истины который	1	1
1470	нет а	1	1
1471	трудно сказать	1	1
1472	первую очередь	2	1
1473	однако и	1	1
1474	отвращение к	1	1
1475	представляет себе	1	1
1476	и можем	1	1
1477	есть даже	1	1
1478	закономерности в	1	1
1479	над ними	1	1
1480	несколько десятков	1	1
1481	явно не	2	1
1482	то обстоятельство	3	1
1483	ни малейшего	3	1
1484	веры нет	1	1
1485	уяснить себе	1	1
1486	это явствует	1	1
1487	условий и	1	1
1488	к одной	2	1
1489	из нашего	1	1
1490	которые он	1	1
1491	а сами	2	1
1492	во власти	1	1
1493	в шутку	1	1
1494	сына он	1	1
1495	с богатым	1	1
1496	понимает все	1	1
1497	мысль не	1	1
1498	год как	1	1
1499	значение только	1	1
1500	каким он	3	1
1501	этого мало	1	1
1502	жизни которая	1	1
1503	можно сомневаться	1	1
1504	в наиболее	2	1
1505	здесь он	1	1
1506	самой жизни	1	1
1507	о которой	2	1
1508	что сам	1	1
1509	однако только	1	1
1510	в живых	1	1
1511	сами они	1	1
1512	для них	1	1
1513	действий и	1	1
1514	из классических	1	1
1515	лет тому	5	1
1516	для творчества	2	1
1517	бы при	1	1
1518	и тот	6	1
1519	том и	1	1
1520	знают о	1	1
1521	нас от	1	1
1522	и давая	1	1
1523	его образ	1	1
1524	и несмотря	1	1
1525	за что	1	1
1526	суд и	1	1
1527	всеми их	1	1
1528	зачастую прямо	1	1
1529	нам в	1	1
1530	здесь мы	1	1
1531	до этого	3	1
1532	уме и	1	1
1533	все тем	1	1
1534	есть тот	1	1
1535	с таким	1	1
1536	подходим к	2	1
1537	одновременно с	1	1
1538	предполагать что	1	1
1539	ведь она	1	1
1540	из пяти	1	1
1541	и действительно	1	1
1542	времени не	2	1
1543	оказывается на	1	1
1544	а уже	1	1
1545	поверить в	1	1
1546	в одних	1	1
1547	со страхом	1	1
1548	женщин с	1	1
1549	нам возможность	1	1
1550	уже говорить	1	1
1551	с огромной	1	1
1552	этим в	1	1
1553	правда не	1	1
1554	в компании	1	1
1555	приводит к	4	1
1556	или для	1	1
1557	нем только	1	1
1558	ему и	3	1
1559	страсти и	1	1
1560	они говорят	1	1
1561	ведет себя	1	1
1562	из подобных	1	1
1563	во сне	1	1
1564	здесь нет	4	1
1565	нам из	1	1
1566	все проявления	1	1
1567	не входит	1	1
1568	какой-нибудь из	1	1
1569	очень плохо	1	1
1570	свое время	1	1
1571	во-вторых она	1	1
1572	могли быть	1	1
1573	времени уже	1	1
1574	бросается в	1	1
1575	первом случае	1	1
1576	этот день	1	1
1577	к счастью	1	1
1578	очевидно и	1	1
1579	моменты которые	1	1
1580	знает как	1	1
1581	уже из	1	1
1582	борется с	1	1
1583	это дело	2	1
1584	меня с	1	1
1585	их самих	1	1
1586	какой мере	2	1
1587	вернемся к	1	1
1588	оба эти	1	1
1589	и несчастный	1	1
1590	себя за	1	1
1591	задний план	1	1
1592	мешает ему	3	1
1593	он еще	1	1
1594	нет даже	1	1
1595	и чаще	1	1
1596	на друга	1	1
1597	не дал	1	1
1598	в материальном	1	1
1599	и любовь	2	1
1600	а может	1	1
1601	тот и	1	1
1602	жениться на	3	1
1603	же нельзя	1	1
1604	в новой	2	1
1605	не это	1	1
1606	можем судить	2	1
1607	каждой из	4	1
1608	всего на	1	1
1609	и лишь	1	1
1610	не могло	1	1
1611	к своим	2	1
1612	в которую	1	1
1613	он хочет	1	1
1614	дать в	1	1
1615	впрочем и	2	1
1616	обязательно было	1	1
1617	переходит к	1	1
1618	и наиболее	1	1
1619	на примере	2	1
1620	только тем	1	1
1621	себя от	2	1
1622	каждый из	1	1
1623	не самого	1	1
1624	подходить к	1	1
1625	ну да	1	1
1626	несколько секунд	1	1
1627	нигде в	1	1
1628	основанная на	1	1
1629	есть необходимость	1	1
1630	и видит	1	1
1631	всех трех	2	1
1632	на мой	2	1
1633	сообщением о	1	1
1634	и там	3	1
1635	в отличие	3	1
1636	без его	1	1
1637	он в	2	1
1638	в споре	1	1
1639	к двум	1	1
1640	и под	1	1
1641	ней как	2	1
1642	как сыну	1	1
1643	начиная с	1	1
1644	ею и	1	1
1645	это ясно	1	1
1646	до конца	4	1
1647	за пределами	3	1
1648	самой своей	1	1
1649	и раньше	1	1
1650	мы их	1	1
1651	сына и	2	1
1652	лучше всего	1	1
1653	только здесь	1	1
1654	думая что	1	1
1655	в понимании	1	1
1656	можно конечно	1	1
1657	и самих	1	1
1658	том же	2	1
1659	быть все	1	1
1660	ошибемся если	1	1
1661	в свой	2	1
1662	не видя	1	1
1663	можно изложить	1	1
1664	не видит	1	1
1665	своего знания	1	1
1666	чувства в	2	1
1667	не удается	1	1
1668	совершенно особый	1	1
1669	и после	2	1
1670	другой раз	3	1
1671	не из	1	1
1672	еще одну	1	1
1673	к окружающему	1	1
1674	никаких препятствий	1	1
1675	с каким	1	1
1676	обратиться к	1	1
1677	из этой	2	1
1678	высшей степени	2	1
1679	не выдерживает	1	1
1680	окончательно и	1	1
1681	друг против	1	1
1682	умственные способности	1	1
1683	этом случае	2	1
1684	остается для	1	1
1685	в театре	2	1
1686	из отдельных	1	1
1687	то они	1	1
1688	всегда можно	1	1
1689	короче говоря	1	1
1690	вокруг него	1	1
1691	значение в	1	1
1692	ему в	1	1
1693	весь дом	1	1
1694	жене с	1	1
1695	от внешнего	1	1
1696	пока что	2	1
1697	основе своей	2	1
1698	своей любви	2	1
1699	стороны мы	1	1
1700	трогать но	1	1
1701	этом и	1	1
1702	на вопрос	5	1
1703	сам он	3	1
1704	и кончая	1	1
1705	есть основания	1	1
1706	в угоду	1	1
1707	делает возможным	1	1
1708	обе эти	1	1
1709	у тебя	6	1
1710	не будем	1	1
1711	лиц и	1	1
1712	его дело	1	1
1713	ничего кроме	1	1
1714	и почему	3	1
1715	оказалось возможным	1	1
1716	деле не	1	1
1717	до смерти	2	1
1718	тоже в	1	1
1719	о теле	1	1
1720	поведения в	1	1
1721	видеть в	2	1
1722	истинное положение	3	1
1723	можем найти	1	1
1724	никуда не	1	1
1725	сам себе	2	1
1726	вспомнить как	1	1
1727	одному и	1	1
1728	наблюдение над	1	1
1729	его вдруг	1	1
1730	в ином	1	1
1731	быть вполне	1	1
1732	а на	3	1
1733	без внимания	1	1
1734	убеждаемся в	1	1
1735	дают нам	1	1
1736	течение всей	1	1
1737	нечего уж	1	1
1738	же рассуждает	1	1
1739	ее из	2	1
1740	столь же	5	1
1741	пределах одной	1	1
1742	чтобы я	1	1
1743	что первое	1	1
1744	без них	1	1
1745	жизни это	1	1
1746	что к	4	1
1747	а также	3	1
1748	и третий	1	1
1749	этом не	1	1
1750	кто бы	1	1
1751	память о	2	1
1752	же по	1	1
1753	некоторых случаях	1	1
1754	места в	1	1
1755	себя а	1	1
1756	и тому	1	1
1757	гораздо ближе	1	1
1758	в ту	2	1
1759	его имени	1	1
1760	достоверность и	1	1
1761	когда все	1	1
1762	на тему	1	1
1763	нечего было	1	1
1764	войдя в	2	1
1765	из времен	1	1
1766	в стороне	1	1
1767	вполне ясная	1	1
1768	этот раз	2	1
1769	или даже	1	1
1770	в греческой	2	1
1771	и мать	1	1
1772	на душе	1	1
1773	ничего о	2	1
1774	на фоне	2	1
1775	не столь	1	1
1776	со своей	2	1
1777	один и	3	1
1778	против друга	1	1
1779	относятся к	1	1
1780	сделать ее	1	1
1781	являются в	1	1
1782	путь к	1	1
1783	сказать несколько	1	1
1784	ему как	1	1
1785	что тот	2	1
1786	и таким	1	1
1787	мы к	1	1
1788	не помышляя	1	1
1789	к одному	1	1
1790	еще до	1	1
1791	на которые	3	1
1792	третье и	1	1
1793	полной мере	1	1
1794	равно что	1	1
1795	не чувствовал	1	1
1796	за то	2	1
1797	а к	1	1
1798	такую же	3	1
1799	другого а	1	1
1800	он ни	1	1
1801	сопоставление с	1	1
1802	на задний	1	1
1803	считаю что	1	1
1804	а его	2	1
1805	слов только	1	1
1806	всю свою	2	1
1807	дороге в	1	1
1808	уходя из	1	1
1809	и некая	1	1
1810	одну из	1	1
1811	пор пока	1	1
1812	кто живет	1	1
1813	характерен для	1	1
1814	давать в	1	1
1815	язык и	1	1
1816	и решил	1	1
1817	у того	6	1
1818	уже после	1	1
1819	можно пожалуй	1	1
1820	я вас	1	1
1821	а по	5	1
1822	свою жизнь	1	1
1823	чтобы потом	1	1
1824	узнать в	1	1
1825	конечно в	2	1
1826	убеждение в	1	1
1827	что действующие	1	1
1828	кажется не	1	1
1829	даже при	2	1
1830	в пределах	3	1
1831	ним не	1	1
1832	начала что	1	1
1833	x в	1	1
1834	этого образа	1	1
1835	наравне с	2	1
1836	человека с	2	1
1837	к которой	1	1
1838	прощение и	1	1
1839	к реальной	1	1
1840	с кем	1	1
1841	что из	2	1
1842	происходит от	1	1
1843	признать что	5	1
1844	смысл его	1	1
1845	ли этот	1	1
1846	его а	2	1
1847	радости в	1	1
1848	скорее наоборот	1	1
1849	за ними	1	1
1850	его судьба	1	1
1851	не без	2	1
1852	убедить что	1	1
1853	и сделать	1	1
1854	все больше	1	1
1855	наконец на	2	1
1856	назначение этого	1	1
1857	этим же	1	1
1858	как несколько	1	1
1859	и свои	1	1
1860	в имени	1	1
1861	чуть не	1	1
1862	мне один	1	1
1863	там при	1	1
1864	невозможно отрицать	1	1
1865	со слезами	1	1
1866	к женщине	2	1
1867	право на	1	1
1868	известной степени	2	1
1869	в эти	1	1
1870	человек не	1	1
1871	это в	2	1
1872	само собой	5	1
1873	ли в	3	1
1874	ничего подобного	1	1
1875	сам а	2	1
1876	она могла	1	1
1877	иногда даже	1	1
1878	ни разу	3	1
1879	которой мы	2	1
1880	а пока	1	1
1881	примеры такого	1	1
1882	в лице	1	1
1883	нет я	1	1
1884	в руках	3	1
1885	из уст	2	1
1886	и дурной	1	1
