N	2gram	Losev_Dial	Problema
1320	а он	4	3
1321	в одной	4	3
1322	этих двух	1	3
1323	сказать только	1	3
1324	это конечно	5	3
1325	и других	1	3
1326	эти последние	3	3
1327	каждом из	2	3
1328	до бесконечности	3	3
1329	в самых	1	3
1330	но при	1	3
1331	у гомера	1	3
1332	предмет есть	1	3
1333	образа в	2	3
1334	это уж	1	3
1335	себе вовсе	1	3
1336	кто не	1	3
1337	сосредоточиться на	2	3
1338	разве только	1	3
1339	и жизни	4	3
1340	человеческого сознания	2	3
1341	всего то	1	3
1342	но чисто	2	3
1343	не хотел	1	3
1344	что-нибудь другое	1	3
1345	есть закон	1	3
1346	дело вовсе	1	3
1347	указывать на	1	3
1348	одного и	1	3
1349	различие в	1	3
1350	место в	1	3
1351	в голову	2	3
1352	мифа в	4	3
1353	происходит в	2	3
1354	но я	4	3
1355	может и	5	3
1356	или понятие	1	3
1357	однако все	1	3
1358	что-нибудь иное	2	3
1359	не связан	1	3
1360	выводу что	2	3
1361	говорят что	4	3
1362	нами здесь	1	3
1363	от этих	1	3
1364	говорить что	2	3
1365	к полной	1	3
1366	из нее	2	3
1367	мысль о	2	3
1368	вещей в	1	3
1369	нам уже	1	3
1370	есть какая-нибудь	1	3
1371	не содержат	1	3
1372	каком-то смысле	2	3
1373	и смерть	1	3
1374	остается только	2	3
1375	и такие	1	3
1376	как принцип	1	3
1377	и прочих	2	3
1378	вот почему	1	3
1379	имея в	1	3
1380	не сама	3	3
1381	одному тому	1	3
1382	когда она	1	3
1383	оно было	1	3
1384	она тоже	1	3
1385	говорит что	3	3
1386	превращается в	2	3
1387	то как	3	3
1388	всего что	1	3
1389	но этот	1	3
1390	можно понимать	1	3
1391	поэтического образа	2	3
1392	так то	2	3
1393	только самый	1	3
1394	она ни	3	3
1395	смысле не	1	3
1396	быть в	5	3
1397	миф и	6	3
1398	с реальными	2	3
1399	речь о	1	3
1400	в голове	1	3
1401	в европе	1	3
1402	или лучше	1	3
1403	смысле как	1	3
1404	что вовсе	1	3
1405	указать на	1	3
1406	время в	1	3
1407	т е	49	3
1408	образ в	1	3
1409	и нужно	1	3
1410	весь мир	2	3
1411	что между	1	3
1412	а к	1	3
1413	не говорит	4	3
1414	символом и	3	3
1415	образ есть	1	3
1416	вещь но	2	3
1417	на этом	4	3
1418	перехода от	1	3
1419	ли это	4	3
1420	говорил о	2	3
1421	образ не	3	3
1422	от самого	3	3
1423	на другой	1	3
1424	как человек	1	3
1425	ведь тоже	1	3
1426	в системе	2	3
1427	что смысл	3	3
1428	в москве	2	3
1429	важно только	1	3
1430	нем и	2	3
1431	понятия но	1	3
1432	почему же	2	3
1433	друг другу	4	3
1434	которая хотя	1	3
1435	столь же	1	3
1436	значило бы	2	3
1437	если они	1	3
1438	для которых	1	3
1439	в подлинном	1	3
1440	даже больше	2	3
1441	и действительно	1	3
1442	а потому	3	3
1443	его с	6	3
1444	должна быть	5	3
1445	и должно	3	3
1446	с применением	1	3
1447	из того	2	3
1448	борьбы с	1	3
1449	этого мифа	1	3
1450	следовательно в	2	3
1451	заключается не	1	3
1452	вместо этого	1	3
1453	понимать не	2	3
1454	действительность не	1	3
1455	оно есть	5	3
1456	оно всегда	2	3
1457	с ними	4	3
1458	со стороны	2	3
1459	всю бесконечность	1	3
1460	всей своей	1	3
1461	же есть	3	3
1462	символе как	1	3
1463	язык и	1	3
1464	что каждая	1	3
1465	и достаточно	1	3
1466	земли и	1	3
1467	хотя это	3	3
1468	самый этот	1	3
1469	развития и	2	3
1470	мы хотим	1	3
1471	и существует	1	3
1472	потому и	2	3
1473	смысл или	1	3
1474	заметить что	2	3
1475	каком смысле	1	3
1476	в образе	1	3
1477	общества в	1	3
1478	он может	3	3
1479	слово и	1	3
1480	просто на	1	3
1481	достаточно глубоко	1	3
1482	будет в	2	3
1483	жизни но	1	3
1484	о существовании	1	3
1485	всего мира	1	3
1486	зеленый цвет	4	3
1487	никуда не	1	3
1488	убеждаемся в	1	3
1489	и непосредственно	1	3
1490	выражение есть	2	3
1491	и где	5	3
1492	как она	7	3
1493	помнить что	2	3
1494	мысли в	2	3
1495	только лишь	1	3
1496	она должна	2	3
1497	которое уже	1	3
1498	то чего	1	3
1499	только так	1	3
1500	важно то	1	3
1501	и миф	1	3
1502	думать что	3	3
1503	и всех	4	3
1504	несмотря ни	1	3
1505	в понимании	1	3
1506	самый термин	2	3
1507	достаточно только	2	3
1508	бы тут	1	3
1509	всем мире	1	3
1510	нуждается в	6	3
1511	ничего подобного	1	3
1512	трактует о	1	3
1513	она действительно	1	3
1514	говорит не	1	3
1515	форме и	1	3
1516	никогда и	1	2
1517	никаких сомнений	1	2
1518	констатировать наличие	1	2
1519	самый принцип	1	2
1520	эта идея	1	2
1521	формы в	1	2
1522	в химии	1	2
1523	будет ли	2	2
1524	исторического процесса	2	2
1525	есть самая	1	2
1526	что наш	1	2
1527	в живом	1	2
1528	же эти	2	2
1529	он остается	1	2
1530	и понимать	1	2
1531	оперирует с	1	2
1532	до полного	1	2
1533	людей а	1	2
1534	и полное	1	2
1535	форму и	2	2
1536	еще недостаточно	1	2
1537	мысли о	1	2
1538	по тому	1	2
1539	тогда не	1	2
1540	для выражения	1	2
1541	боя и	1	2
1542	только благодаря	2	2
1543	еще от	1	2
1544	его жизни	1	2
1545	тех кто	2	2
1546	другого а	1	2
1547	действительности как	1	2
1548	вот теперь	1	2
1549	почти исключительно	1	2
1550	из жизни	2	2
1551	цвета и	2	2
1552	могут не	1	2
1553	солнце и	3	2
1554	самое мы	1	2
1555	концов не	1	2
1556	для своей	1	2
1557	это значило	1	2
1558	и начинает	2	2
1559	с другим	1	2
1560	в прошлом	1	2
1561	обратим внимание	2	2
1562	я с	1	2
1563	еще нет	1	2
1564	на сцене	3	2
1565	то чем	1	2
1566	и науки	3	2
1567	ли что	2	2
1568	иначе и	3	2
1569	бы ее	1	2
1570	в чем-нибудь	1	2
1571	наблюдать и	1	2
1572	и душа	1	2
1573	точка зрения	3	2
1574	раз на	1	2
1575	в черном	2	2
1576	что обычно	1	2
1577	каждого данного	1	2
1578	вещь не	3	2
1579	мифологии мы	1	2
1580	себя самой	1	2
1581	д все	2	2
1582	где идея	1	2
1583	содержать в	3	2
1584	своему объему	1	2
1585	все его	3	2
1586	этих областей	1	2
1587	о разных	1	2
1588	но от	1	2
1589	мифологию с	3	2
1590	в миф	1	2
1591	смысле есть	1	2
1592	время содержит	1	2
1593	полное тождество	1	2
1594	мы например	1	2
1595	можем найти	1	2
1596	по типу	1	2
1597	в будущем	1	2
1598	и говорит	1	2
1599	человеческая жизнь	1	2
1600	такие которые	1	2
1601	не нуждается	9	2
1602	этого можно	1	2
1603	и надо	3	2
1604	слишком много	1	2
1605	здесь ни	1	2
1606	смысловая и	1	2
1607	станет утверждать	1	2
1608	с бесконечно	2	2
1609	уже сама	1	2
1610	всю ее	2	2
1611	ни при	1	2
1612	же все	1	2
1613	принять во	2	2
1614	в облаках	2	2
1615	такого чего	1	2
1616	бы она	2	2
1617	науки а	1	2
1618	а существует	1	2
1619	для мифа	4	2
1620	никакой мифологии	1	2
1621	не отличаются	2	2
1622	только об	1	2
1623	заговорили о	1	2
1624	роль но	1	2
1625	ни была	2	2
1626	общего не	1	2
1627	то тут	1	2
1628	в нас	2	2
1629	без этих	1	2
1630	перед лицом	2	2
1631	уже одно	1	2
1632	это действительно	1	2
1633	которое есть	1	2
1634	толковать как	1	2
1635	море и	1	2
1636	образы которые	2	2
1637	что есть	2	2
1638	когда они	3	2
1639	небо и	2	2
1640	они были	2	2
1641	бы ни	3	2
1642	этих вещей	2	2
1643	же необходимо	1	2
1644	есть ли	3	2
1645	и чем	1	2
1646	следовательно не	2	2
1647	по причине	1	2
1648	другой более	1	2
1649	возможна только	1	2
1650	значит ли	2	2
1651	если вы	2	2
1652	своим предметом	1	2
1653	бы они	1	2
1654	не скажет	1	2
1655	когда уже	1	2
1656	и возможно	1	2
1657	и конечно	1	2
1658	понятие и	1	2
1659	ни аллегория	3	2
1660	вещи а	1	2
1661	вещей но	1	2
1662	отличное от	2	2
1663	должны быть	2	2
1664	не приходит	1	2
1665	символом он	2	2
1666	его содержание	1	2
1667	уже нельзя	2	2
1668	никакому сомнению	1	2
1669	здесь он	1	2
1670	он на	2	2
1671	символ всегда	1	2
1672	совершенно ничего	2	2
1673	произвольной и	1	2
1674	во-первых это	1	2
1675	том и	1	2
1676	понятие которое	1	2
1677	дать в	1	2
1678	равно не	1	2
1679	находим у	1	2
1680	и событий	1	2
1681	содержание и	2	2
1682	однако тут	2	2
1683	допустим что	1	2
1684	еще с	1	2
1685	как смысл	3	2
1686	становится ясным	1	2
1687	мы имели	1	2
1688	ему и	1	2
1689	быть никакого	1	2
1690	цветов и	2	2
1691	имеют свое	1	2
1692	идти дальше	2	2
1693	возникает вопрос	1	2
1694	везде и	1	2
1695	жизни мы	1	2
1696	мало ли	3	2
1697	братьях карамазовых	1	2
1698	ясность и	2	2
1699	виду не	1	2
1700	к мифологии	2	2
1701	их самих	1	2
1702	если принять	1	2
1703	вполне реально	1	2
1704	которая делает	2	2
1705	только мы	1	2
1706	мы прекрасно	1	2
1707	если для	2	2
1708	и любовь	1	2
1709	у меня	4	2
1710	уже миф	1	2
1711	чем именно	1	2
1712	сознание которое	1	2
1713	весьма существенно	1	2
1714	вступает в	1	2
1715	вслед за	2	2
1716	например на	1	2
1717	же вещь	2	2
1718	исследование будет	1	2
1719	мне не	2	2
1720	сообщением о	1	2
1721	широком смысле	2	2
1722	и там	1	2
1723	она может	1	2
1724	от которой	2	2
1725	имеет своим	1	2
1726	не обозначает	1	2
1727	уже несомненно	1	2
1728	чтобы все	3	2
1729	его существу	1	2
1730	это соотношение	1	2
1731	у вас	2	2
1732	исключительно в	1	2
1733	жизни не	1	2
1734	в самих	1	2
1735	ведь ни	1	2
1736	всего того	1	2
1737	значение может	2	2
1738	что ему	1	2
1739	всегда можно	1	2
1740	действительность хотя	1	2
1741	есть такой	1	2
1742	ее на	2	2
1743	зависит от	1	2
1744	в художественной	1	2
1745	вещи мы	1	2
1746	то самое	1	2
1747	от какой-нибудь	1	2
1748	в определенном	2	2
1749	приходить к	1	2
1750	только чисто	1	2
1751	лиц и	1	2
1752	на одной	1	2
1753	силу и	1	2
1754	слова а	1	2
1755	вовсе нет	1	2
1756	и смысл	3	2
1757	только очень	1	2
1758	себе она	1	2
1759	арена встречи	1	2
1760	слова которые	1	2
1761	заходящее солнце	1	2
1762	а без	3	2
1763	история и	1	2
1764	в стороне	1	2
1765	мы ее	1	2
1766	к мифу	3	2
1767	субъект и	1	2
1768	он состоит	1	2
1769	нет у	1	2
1770	и могут	1	2
1771	и я	3	2
1772	мы убеждаемся	1	2
1773	эта связь	1	2
1774	говорит об	1	2
1775	как результат	2	2
1776	и другого	3	2
1777	бы это	1	2
1778	которые были	2	2
1779	на них	1	2
1780	друга но	1	2
1781	но его	1	2
1782	историки литературы	1	2
1783	когда есть	2	2
1784	и эти	2	2
1785	мертвых душ	1	2
1786	понятий а	1	2
1787	явления природы	1	2
1788	что имеется	2	2
1789	дальше поэтому	1	2
1790	заключается только	1	2
1791	структуру и	1	2
1792	элементов а	1	2
1793	не с	5	2
1794	же что	1	2
1795	мы пока	1	2
1796	существа в	1	2
1797	лишь как	3	2
1798	д в	1	2
1799	человека с	1	2
1800	и всякая	1	2
1801	происходит от	1	2
1802	ведь мы	1	2
1803	самотождественное различие	1	2
1804	а самый	1	2
1805	во многом	1	2
1806	содержанием и	2	2
1807	все больше	1	2
1808	дня и	1	2
1809	может показаться	1	2
1810	не важно	2	2
1811	голоса или	1	2
1812	больше как	4	2
1813	вещах и	1	2
1814	такой же	2	2
1815	впасть в	1	2
1816	принципы и	1	2
1817	и эта	3	2
1818	то такая	1	2
1819	со своими	2	2
1820	хотя они	1	2
1821	даже само	1	2
1822	которой мы	1	2
1823	больше того	5	2
1824	ни какое-нибудь	1	2
1825	о человеческом	1	2
1826	мы наблюдаем	1	2
1827	вообще на	2	2
1828	сколько и	1	2
1829	друг в	1	2
1830	и содержания	1	2
1831	ней не	1	2
1832	чего не	1	2
1833	как здесь	2	2
1834	роль и	1	2
1835	положение дела	1	2
1836	то остается	1	2
1837	вещи которая	1	2
1838	и мифа	2	2
1839	указанные нами	1	2
1840	угодно но	1	2
1841	что то	1	2
1842	что человек	2	2
1843	отличили от	1	2
1844	нет совершенно	1	2
1845	исторического развития	1	2
1846	как таковых	1	2
1847	над ними	1	2
1848	символ что	1	2
1849	вещами и	1	2
1850	самого понятия	1	2
1851	бы все	2	2
1852	считать что	3	2
1853	себе с	1	2
1854	всегда в	1	2
1855	что по	3	2
1856	духа в	1	2
1857	только ее	1	2
1858	обобщающей силой	1	2
1859	почти все	2	2
1860	поэтому необходимо	2	2
1861	поставить вопрос	1	2
1862	символическую природу	1	2
1863	последней степени	1	2
1864	относиться к	3	2
1865	на все	2	2
1866	известно что	1	2
1867	и сейчас	3	2
1868	этого вопроса	1	2
1869	природы в	1	2
1870	тем в	1	2
1871	из других	1	2
1872	вот тут-то	1	2
1873	нужно понимать	2	2
1874	как та	1	2
1875	силы и	1	2
1876	и какова	1	2
1877	говорить не	1	2
1878	не должен	2	2
1879	часто в	1	2
1880	самый факт	2	2
1881	этим не	1	2
1882	что ее	1	2
1883	в абсолютном	1	2
1884	является как	2	2
1885	вообще о	1	2
1886	каждая вещь	2	2
1887	и остается	2	2
1888	бы совершенно	1	2
1889	очень подробно	1	2
1890	именно такого	1	2
1891	уже более	1	2
1892	верить в	1	2
1893	за него	1	2
1894	не как-нибудь	1	2
1895	не бог	1	2
1896	этих категорий	1	2
1897	своей символической	1	2
1898	идея в	1	2
1899	что мифологический	1	2
1900	для понимания	1	2
1901	воли и	1	2
1902	от себя	1	2
1903	уже перестает	1	2
1904	большей степени	1	2
1905	основное и	1	2
1906	этом нам	1	2
1907	и мало	2	2
1908	геометрический круг	1	2
1909	действительность есть	4	2
1910	значит в	1	2
1911	несколько слов	1	2
1912	на почве	2	2
1913	этого и	1	2
1914	вот эта	1	2
1915	есть выражение	4	2
1916	и вместо	1	2
1917	человеческим голосом	1	2
1918	то оно	4	2
1919	на язык	1	2
1920	в братьях	1	2
1921	вполне понятно	1	2
1922	в состоянии	2	2
1923	есть его	2	2
1924	ним в	1	2
1925	добра и	1	2
1926	значение которое	1	2
1927	сколько бы	1	2
1928	являются в	1	2
1929	действий и	1	2
1930	самый предмет	1	2
1931	другое то	1	2
1932	всего символ	2	2
1933	что за	1	2
1934	тоже можно	1	2
1935	внутри самого	1	2
1936	потому в	1	2
1937	или хотя	2	2
1938	или мы	1	2
1939	идеи с	1	2
1940	в изображении	2	2
1941	человек в	1	2
1942	буквально и	2	2
1943	и вещи	1	2
1944	нет нужды	1	2
1945	и жизнь	2	2
1946	как например	2	2
1947	и отдельные	1	2
1948	остается в	1	2
1949	сказали что	2	2
1950	что отношения	1	2
1951	в мифологии	7	2
1952	есть мы	1	2
1953	стремится к	2	2
1954	не видят	1	2
1955	не дает	1	2
1956	и аллегорией	4	2
1957	сознания так	1	2
1958	для понятия	1	2
1959	как был	1	2
1960	или же	1	2
1961	понимать и	1	2
1962	и этой	2	2
1963	не приходится	1	2
1964	все те	1	2
1965	него же	1	2
1966	очень мало	2	2
1967	и отличается	3	2
1968	их и	1	2
1969	ее смысл	1	2
1970	т п	3	2
1971	я вам	1	2
1972	солнца в	1	2
1973	сам в	1	2
1974	символ для	2	2
1975	об этих	1	2
1976	и терминов	1	2
1977	деле это	1	2
1978	представление об	1	2
1979	такие образы	2	2
1980	в один	3	2
1981	которых нет	1	2
1982	что об	1	2
1983	себя но	1	2
1984	она сама	2	2
1985	и меньше	1	2
1986	представляет себе	1	2
1987	аллегория но	4	2
1988	в состав	1	2
1989	самих себя	1	2
1990	они и	1	2
1991	как с	2	2
1992	и свою	1	2
1993	а по	1	2
1994	только чистым	1	2
1995	и никто	1	2
1996	но также	1	2
1997	не зная	2	2
1998	всем известно	1	2
1999	нельзя ли	2	2
2000	нас от	1	2
2001	только они	1	2
2002	от их	2	2
2003	выражение но	1	2
2004	нового не	1	2
2005	отличаются от	1	2
2006	всякий скажет	1	2
2007	весь свой	1	2
2008	и ночи	1	2
2009	может стать	1	2
2010	нам возможность	1	2
2011	с собою	1	2
2012	правда не	1	2
2013	поэтому для	1	2
2014	общем смысле	1	2
2015	в баснях	1	2
2016	в которые	1	2
2017	самое это	1	2
2018	жизни так	1	2
2019	входящее в	1	2
2020	только одно	1	2
2021	наконец и	2	2
2022	самое главное	1	2
2023	борется с	1	2
2024	этого общего	1	2
2025	желтый цвет	5	2
2026	и между	1	2
2027	общее которое	1	2
2028	сознание и	1	2
2029	в чистой	1	2
2030	не дана	1	2
2031	пространстве и	2	2
2032	более и	2	2
2033	ли вы	1	2
2034	друга и	1	2
2035	в обоих	1	2
2036	и образная	1	2
2037	и идей	1	2
2038	известной степени	1	2
2039	по линии	2	2
2040	как знаки	1	2
2041	и окончательно	1	2
2042	только одна	1	2
2043	просто категория	1	2
2044	что я	5	2
2045	у лермонтова	1	2
2046	красный цвет	3	2
2047	с мифологией	5	2
2048	месте в	1	2
2049	же он	2	2
2050	не будучи	3	2
2051	в другое	2	2
2052	можем привести	1	2
2053	души и	1	2
2054	необходимым образом	3	2
2055	мифологии и	9	2
2056	надо считать	2	2
2057	однако как	1	2
2058	и вот	10	2
2059	говорят только	1	2
2060	такое же	1	2
2061	ясным что	1	2
2062	как у	3	2
2063	и ясно	1	2
2064	представлять себе	2	2
2065	мифологии но	1	2
2066	а на	1	2
2067	не суть	1	2
2068	этого не	1	2
2069	как этот	1	2
2070	будет после	1	2
2071	раз навсегда	2	2
2072	в глубине	1	2
2073	где нет	1	2
2074	чтобы быть	1	2
2075	до ее	1	2
2076	лишь с	1	2
2077	об аллегории	1	2
2078	аллегорией и	1	2
2079	это происходит	1	2
2080	думать так	1	2
2081	бы дать	1	2
2082	такое значение	1	2
2083	то можно	1	2
2084	в меру	5	2
2085	ко всему	3	2
2086	мифологии а	1	2
2087	в окончательной	1	2
2088	и необходима	2	2
2089	мы же	1	2
2090	гром и	1	2
2091	на всех	1	2
2092	природы как	1	2
2093	просто не	2	2
2094	нечего и	2	2
2095	говоря о	2	2
2096	резко отличается	1	2
2097	пушкина можно	1	2
2098	не станет	1	2
2099	вы не	3	2
2100	идею и	4	2
2101	сознания которые	2	2
2102	него и	1	2
2103	и пытается	1	2
2104	внутреннее и	6	2
2105	всегда обладает	1	2
2106	но пожалуй	1	2
2107	же можно	2	2
2108	их можно	1	2
2109	в узком	2	2
2110	к новому	1	2
2111	и дальше	1	2
2112	людей на	1	2
2113	чем та	1	2
2114	все более	1	2
2115	а я	3	2
2116	и совершенно	4	2
2117	до полной	3	2
2118	дает не	1	1
2119	и объекта	4	1
2120	они имеют	1	1
2121	и теоретическая	1	1
2122	особенности и	1	1
2123	необходимо дать	2	1
2124	только возможна	1	1
2125	коней ахилла	1	1
2126	не считает	1	1
2127	бы несколько	1	1
2128	что почти	1	1
2129	определяется только	1	1
2130	символа невозможно	1	1
2131	этом уже	1	1
2132	или только	1	1
2133	теперь что	1	1
2134	можно встретить	1	1
2135	же нужно	1	1
2136	не меньше	1	1
2137	потом уже	5	1
2138	мы тогда	1	1
2139	не входя	1	1
2140	свой рационализм	1	1
2141	с вещами	1	1
2142	ровно никакой	4	1
2143	какими бы	1	1
2144	них есть	2	1
2145	одно общее	1	1
2146	следует что	2	1
2147	образ без	2	1
2148	правда это	1	1
2149	акт может	1	1
2150	но собственно	1	1
2151	бесконечного и	1	1
2152	только самих	1	1
2153	не понимать	1	1
2154	от чистой	1	1
2155	науке и	2	1
2156	в единую	1	1
2157	аллегория есть	3	1
2158	нужно однако	1	1
2159	между ними	1	1
2160	более ничего	1	1
2161	новое место	2	1
2162	пространства в	2	1
2163	его тело	1	1
2164	оно уже	1	1
2165	я вовсе	1	1
2166	и самые	1	1
2167	имеет смысл	1	1
2168	внимание еще	1	1
2169	именно и	2	1
2170	оперируют с	1	1
2171	по природе	1	1
2172	всяком выражении	2	1
2173	вечности как	2	1
2174	и опять	1	1
2175	не хотят	3	1
2176	аллегоризм тут	1	1
2177	участвует в	1	1
2178	в новую	2	1
2179	которое по	1	1
2180	что весь	1	1
2181	мир как	1	1
2182	из всего	2	1
2183	мифе о	1	1
2184	коснуться и	1	1
2185	литературе как	1	1
2186	чтобы можно	1	1
2187	диагональ а	1	1
2188	только через	2	1
2189	видим синими	1	1
2190	всякую возможность	1	1
2191	и буквально	1	1
2192	место и	1	1
2193	есть самое	4	1
2194	синее стекло	1	1
2195	это противопоставление	1	1
2196	же если	1	1
2197	хотим вскрыть	1	1
2198	философии или	1	1
2199	деле с	1	1
2200	начала не	1	1
2201	планов действительности	1	1
2202	выражение то	1	1
2203	в солнце	2	1
2204	победу над	1	1
2205	предмета ни	1	1
2206	современная наука	3	1
2207	обыденной жизни	1	1
2208	данном месте	1	1
2209	отражается в	1	1
2210	при полном	1	1
2211	другу но	1	1
2212	миф от	3	1
2213	что особенно	1	1
2214	физики или	1	1
2215	что тело	2	1
2216	им что	1	1
2217	понятно что	2	1
2218	и вещью	1	1
2219	не настолько	2	1
2220	и дело	1	1
2221	она же	1	1
2222	в некий	1	1
2223	образа а	1	1
2224	и различия	1	1
2225	самая настоящая	2	1
2226	если понимать	1	1
2227	изображение в	1	1
2228	пустоте и	1	1
2229	этого последнего	1	1
2230	возникали и	1	1
2231	только наши	1	1
2232	то какой-нибудь	1	1
2233	чистого духа	1	1
2234	идеей и	2	1
2235	сложности и	1	1
2236	существенным и	1	1
2237	бесконечности но	1	1
2238	из их	1	1
2239	в старое	1	1
2240	к своей	1	1
2241	всегда так	3	1
2242	всеми ее	1	1
2243	бытия ни	1	1
2244	миф сам	2	1
2245	приятный предмет	1	1
2246	и получаем	1	1
2247	всякой науки	1	1
2248	дерево есть	1	1
2249	человека которого	1	1
2250	изображается как	1	1
2251	изучить эту	1	1
2252	яснее всего	1	1
2253	средний между	1	1
2254	где и	2	1
2255	в серые	1	1
2256	целей и	1	1
2257	от меня	2	1
2258	всякого его	1	1
2259	всегда будет	1	1
2260	мы констатировали	1	1
2261	есть основное	1	1
2262	на ней	1	1
2263	удовольствие но	1	1
2264	нечто отличное	1	1
2265	рук и	1	1
2266	но ни	1	1
2267	именно его	1	1
2268	тоже суть	2	1
2269	делается понятным	1	1
2270	поэтому все	1	1
2271	весьма и	1	1
2272	придется говорить	1	1
2273	но рассуждая	1	1
2274	мифов и	1	1
2275	таких категорий	1	1
2276	но разве	1	1
2277	иметь никаких	1	1
2278	когда сам	1	1
2279	даже самые	2	1
2280	в основу	1	1
2281	за сердце	1	1
2282	аллегория то	1	1
2283	есть конечно	2	1
2284	каковы например	1	1
2285	будем говорить	2	1
2286	ли она	1	1
2287	это что	2	1
2288	можем сказать	3	1
2289	иначе она	1	1
2290	нас а	1	1
2291	серые зимние	1	1
2292	будет только	1	1
2293	как такое	1	1
2294	определенный предмет	1	1
2295	есть человек	1	1
2296	имели бы	1	1
2297	все существующее	1	1
2298	самого образа	1	1
2299	дает для	1	1
2300	и искусство	1	1
2301	неодушевленные предметы	2	1
2302	к ее	1	1
2303	в толк	1	1
2304	в цепях	1	1
2305	не сбиться	1	1
2306	есть живая	4	1
2307	или иным	1	1
2308	всего в	1	1
2309	не происходит	1	1
2310	ярче всего	1	1
2311	и оба	1	1
2312	ней а	1	1
2313	или наоборот	2	1
2314	от божественного	1	1
2315	живую душу	1	1
2316	вызывает не	1	1
2317	он уж	1	1
2318	речь об	1	1
2319	тот смысл	1	1
2320	абстрактном мышлении	1	1
2321	всегда содержит	3	1
2322	и покоя	1	1
2323	ужаса и	1	1
2324	как высокое	1	1
2325	об одном	3	1
2326	искусство в	1	1
2327	же вместе	1	1
2328	мы знаем	1	1
2329	если тело	1	1
2330	должны назвать	1	1
2331	и неподвижной	1	1
2332	это я	6	1
2333	когда люди	1	1
2334	лисицы и	1	1
2335	реальной жизнью	1	1
2336	берутся в	1	1
2337	в ресторане	1	1
2338	с тех	2	1
2339	ее можно	1	1
2340	не должна	2	1
2341	указанных выше	1	1
2342	самих этих	1	1
2343	близким к	1	1
2344	оформленности и	1	1
2345	при чем	2	1
2346	мифология говорит	1	1
2347	более внутреннее	3	1
2348	природу и	1	1
2349	как можно	2	1
2350	ни ее	3	1
2351	у этого	1	1
2352	и всякой	1	1
2353	человек во	1	1
2354	у баратынского	3	1
2355	цвета в	2	1
2356	наконец мы	2	1
2357	или прямо	2	1
2358	мы на	2	1
2359	вкуса и	1	1
2360	природой и	1	1
2361	сознания на	2	1
2362	о времени	1	1
2363	полное отсутствие	1	1
2364	есть явление	1	1
2365	будет значить	1	1
2366	это нисколько	1	1
2367	и объективно	1	1
2368	того он	1	1
2369	опыта но	1	1
2370	этим и	1	1
2371	есть какой-то	2	1
2372	виде однако	1	1
2373	этих представителей	1	1
2374	стали бы	1	1
2375	какое-то противоречие	1	1
2376	xviii века	1	1
2377	проявляют большую	1	1
2378	другое не	1	1
2379	предмете и	1	1
2380	сказать чтобы	1	1
2381	не остается	2	1
2382	характер и	1	1
2383	с жизнью	1	1
2384	нечто внутреннее	2	1
2385	целиком и	1	1
2386	которое и	1	1
2387	объема и	1	1
2388	теплое впечатление	1	1
2389	сознания как	1	1
2390	во главе	1	1
2391	он мыслит	1	1
2392	я скажу	2	1
2393	так сказать	1	1
2394	два мира	1	1
2395	делает ее	1	1
2396	вы хотите	2	1
2397	это путь	1	1
2398	себе по	1	1
2399	внутреннем и	1	1
2400	в сторону	1	1
2401	нового человека	1	1
2402	сказать несколько	1	1
2403	из одного	1	1
2404	ним или	1	1
2405	укажем сначала	1	1
2406	существовать без	1	1
2407	сходно с	1	1
2408	привносит в	1	1
2409	вверх и	1	1
2410	только ему	1	1
2411	однако так	1	1
2412	основываться на	1	1
2413	опираясь на	1	1
2414	и быть	2	1
2415	не субстанциальное	1	1
2416	и пространства	2	1
2417	как факт	2	1
2418	идет по	1	1
2419	дана в	4	1
2420	и остался	1	1
2421	реальных вещей	2	1
2422	сюда же	1	1
2423	и научно	1	1
2424	которые и	1	1
2425	с какой	5	1
2426	и собственно	1	1
2427	есть так	2	1
2428	взять в	1	1
2429	я все-таки	1	1
2430	еще яснее	1	1
2431	в объективном	1	1
2432	и хотят	1	1
2433	однако эта	1	1
2434	в шутку	1	1
2435	ли считать	1	1
2436	через нее	1	1
2437	не были	1	1
2438	смысле они	2	1
2439	проводимая в	1	1
2440	отдельных образов	1	1
2441	мифа от	1	1
2442	не могла	1	1
2443	им самим	2	1
2444	и говорили	1	1
2445	миф если	2	1
2446	геометрия евклида	1	1
2447	сами эти	1	1
2448	что научное	1	1
2449	отношении идеи	1	1
2450	также не	2	1
2451	историческую эпоху	2	1
2452	наконец с	1	1
2453	человека по	1	1
2454	общая идея	1	1
2455	та которая	2	1
2456	не сами	1	1
2457	как один	2	1
2458	в какое-нибудь	1	1
2459	находить в	1	1
2460	его так	1	1
2461	или наконец	1	1
2462	могла бы	2	1
2463	того кто	2	1
2464	бороться с	2	1
2465	же самого	2	1
2466	конечно тоже	1	1
2467	другую действительность	1	1
2468	оно имеет	1	1
2469	он встречается	1	1
2470	сделать это	1	1
2471	но наоборот	1	1
2472	все вообще	1	1
2473	как вещи	2	1
2474	светлой природой	1	1
2475	не против	1	1
2476	человека мы	1	1
2477	болит и	1	1
2478	приводить в	1	1
2479	теми же	1	1
2480	вещи все	1	1
2481	на весь	1	1
2482	привести только	1	1
2483	не вижу	1	1
2484	только можно	1	1
2485	смотрим на	1	1
2486	здесь я	1	1
2487	повседневной жизни	2	1
2488	чувств и	1	1
2489	приводимый у	1	1
