N	2gram	Tiupa_Narr	FransuaR
1296	о жизни	1	1
1297	на власть	1	1
1298	искусства как	1	1
1299	более что	1	1
1300	в любом	2	1
1301	таящая в	1	1
1302	которого нет	1	1
1303	характерные образцы	1	1
1304	зрения не	1	1
1305	и могут	1	1
1306	или характерологического	1	1
1307	связей между	1	1
1308	о роли	1	1
1309	здесь становится	1	1
1310	действующие лица	1	1
1311	того или	2	1
1312	с концом	1	1
1313	ними здесь	1	1
1314	ей в	1	1
1315	границами между	1	1
1316	события этого	1	1
1317	чистом виде	1	1
1318	будущее время	1	1
1319	а по	2	1
1320	но во	1	1
1321	идет о	2	1
1322	этом своем	1	1
1323	человеческого сознания	1	1
1324	и риторика	3	1
1325	на путь	1	1
1326	в противовес	4	1
1327	в ходе	1	1
1328	свести к	1	1
1329	перемещается в	1	1
1330	все еще	1	1
1331	речевыми жанрами	1	1
1332	хотя они	1	1
1333	героического эпоса	1	1
1334	его новое	1	1
1335	любви и	1	1
1336	или напротив	4	1
1337	разные формы	1	1
1338	а событие	1	1
1339	исходя из	2	1
1340	есть прежде	1	1
1341	иного мира	1	1
1342	ведь ему	1	1
1343	же принципу	1	1
1344	из многочисленных	2	1
1345	мыслится как	1	1
1346	а теперь	1	1
1347	и соответствующими	1	1
1348	угнетает и	1	1
1349	а во-вторых	1	1
1350	имеет для	1	1
1351	только когда	1	1
1352	мысль о	1	1
1353	отношением к	1	1
1354	бы все	1	1
1355	существует до	1	1
1356	себе с	1	1
1357	самих событий	1	1
1358	человека есть	1	1
1359	в обстановке	1	1
1360	пределах литературы	1	1
1361	эпизодов в	2	1
1362	общий знаменатель	1	1
1363	обратное влияние	1	1
1364	представляла собой	1	1
1365	всего они	1	1
1366	о любви	1	1
1367	за рамки	2	1
1368	с позиций	1	1
1369	ценностей для	1	1
1370	восходит к	3	1
1371	слава богу	1	1
1372	над ними	1	1
1373	события как	2	1
1374	открыл глаза	1	1
1375	что никогда	1	1
1376	отсутствует даже	1	1
1377	строго отграниченная	1	1
1378	глава первая	1	1
1379	приходит к	2	1
1380	пока еще	4	1
1381	и речевой	1	1
1382	не становится	1	1
1383	этим создается	1	1
1384	это существенно	1	1
1385	у себя	1	1
1386	рода ключом	1	1
1387	здесь пока	1	1
1388	в комнате	1	1
1389	они лишены	1	1
1390	как правило	4	1
1391	место для	1	1
1392	еще одна	3	1
1393	какая бы	1	1
1394	как результат	1	1
1395	и способность	1	1
1396	и внутренняя	1	1
1397	этот краткий	1	1
1398	и другого	1	1
1399	предназначенная для	1	1
1400	едва ли	1	1
1401	вовсе и	1	1
1402	внутренней жизни	1	1
1403	апостола павла	1	1
1404	становление мира	1	1
1405	не противоречит	1	1
1406	в обеих	1	1
1407	эта особенность	1	1
1408	тем не	3	1
1409	аналогии с	1	1
1410	довлеет себе	1	1
1411	в герое	1	1
1412	и никакой	2	1
1413	богу не	2	1
1414	оказывается для	1	1
1415	на будущее	3	1
1416	в собственно	1	1
1417	внутреннее единство	1	1
1418	столько же	1	1
1419	первую очередь	1	1
1420	или хотя	1	1
1421	неразрывное единство	1	1
1422	происходит и	2	1
1423	себе не	2	1
1424	от одной	2	1
1425	него под	1	1
1426	именно такова	1	1
1427	очевидным что	1	1
1428	это одно	1	1
1429	например как	2	1
1430	литературу в	1	1
1431	как сказано	1	1
1432	пребывания в	1	1
1433	описания и	2	1
1434	в заключительном	1	1
1435	проявляет себя	1	1
1436	там были	1	1
1437	времени жизни	1	1
1438	него а	1	1
1439	которых в	1	1
1440	том свете	2	1
1441	и старые	1	1
1442	в эпизод	1	1
1443	о прошлом	2	1
1444	со многими	1	1
1445	в структуре	2	1
1446	от самого	1	1
1447	род его	1	1
1448	человека который	1	1
1449	рассказа а	1	1
1450	его смысла	1	1
1451	и определяет	1	1
1452	вспомним что	1	1
1453	к ее	1	1
1454	области художественной	1	1
1455	усопших в	1	1
1456	к рассказу	1	1
1457	это может	1	1
1458	ведь как	1	1
1459	так называемого	1	1
1460	силу своей	1	1
1461	с которым	1	1
1462	столь же	3	1
1463	каждый год	2	1
1464	или иного	2	1
1465	события с	1	1
1466	его смерти	1	1
1467	чем и	1	1
1468	и ничего	1	1
1469	своего исторического	1	1
1470	который имел	1	1
1471	как таковой	1	1
1472	друга в	1	1
1473	речи но	1	1
1474	поскольку мы	1	1
1475	через посредство	1	1
1476	в специальном	1	1
1477	и который	1	1
1478	живет в	1	1
1479	на ее	1	1
1480	в литературной	1	1
1481	для себя	1	1
1482	и конца	1	1
1483	ни единого	1	1
1484	истории в	3	1
1485	времени когда	1	1
1486	глава четвертая	1	1
1487	весенний и	1	1
1488	разумеется не	1	1
1489	приходится на	1	1
1490	т.д в	1	1
1491	от церкви	1	1
1492	в россии	1	1
1493	на данный	1	1
1494	исторического характера	1	1
1495	претендует на	1	1
1496	если это	1	1
1497	события но	2	1
1498	это существо	1	1
1499	как не	1	1
1500	как нам	1	1
1501	после рождения	1	1
1502	однозначности и	1	1
1503	в небе	1	1
1504	в аспекте	2	1
1505	что весьма	1	1
1506	жеста и	1	1
1507	который и	1	1
1508	внешняя сторона	1	1
1509	источник и	1	1
1510	мы переходим	1	1
1511	не теряют	1	1
1512	и воскрешения	1	1
1513	то и	1	1
1514	застывшего в	1	1
1515	это то	1	1
1516	всех членов	1	1
1517	но о	3	1
1518	в рамках	12	1
1519	какую бы	1	1
1520	направленной на	1	1
1521	оценки и	1	1
1522	нормы а	1	1
1523	только там	1	1
1524	тому или	1	1
1525	форм по	1	1
1526	придает ему	1	1
1527	а во	3	1
1528	возможность увидеть	1	1
1529	образом не	1	1
1530	это разделение	1	1
1531	а всякий	1	1
1532	к однозначности	1	1
1533	носителем и	1	1
1534	то она	2	1
1535	событие в	2	1
1536	традиции это	1	1
1537	данном контексте	1	1
1538	есть к	1	1
1539	смысл для	1	1
1540	эта позиция	1	1
1541	время пребывания	1	1
1542	выступают с	1	1
1543	при решении	1	1
1544	не понимал	2	1
1545	голоса в	1	1
1546	обратиться к	1	1
1547	словами о	1	1
1548	на роль	1	1
1549	начала жизни	2	1
1550	случае его	1	1
1551	в полном	2	1
1552	к эпизоду	2	1
1553	о ее	1	1
1554	слова не	1	1
1555	есть уже	1	1
1556	в западной	1	1
1557	нем самом	1	1
1558	едином но	1	1
1559	ней поэтому	1	1
1560	бытия и	1	1
1561	весь род	1	1
1562	личный опыт	1	1
1563	а то	1	1
1564	здесь даже	1	1
1565	свет и	1	1
1566	весьма существенную	1	1
1567	и непристойность	1	1
1568	случаях когда	1	1
1569	эпизода нет	1	1
1570	они лишь	1	1
1571	бытия как	1	1
1572	центральное событие	1	1
1573	чего в	1	1
1574	культуры он	1	1
1575	этом контексте	1	1
1576	христианства эта	1	1
1577	и главное	1	1
1578	чтобы сделать	1	1
1579	глава вторая	1	1
1580	и тех	1	1
1581	он ни	1	1
1582	приводят к	1	1
1583	для изучения	1	1
1584	это за	1	1
1585	как уже	1	1
1586	а от	1	1
1587	восприятие и	1	1
1588	которое здесь	1	1
1589	обстоит дело	1	1
1590	гуманитарных наук	1	1
1591	ее событий	1	1
1592	отношений между	1	1
1593	резко отличается	1	1
1594	ему было	1	1
1595	с человеком	2	1
1596	и характерное	1	1
1597	рассказа о	2	1
1598	этот способ	2	1
1599	поэтому речевая	1	1
1600	место своего	1	1
1601	с уксусом	1	1
1602	само по	1	1
1603	присутствие в	1	1
1604	или другому	1	1
1605	этом и	1	1
1606	что эпизод	1	1
1607	и быть	1	1
1608	такого мира	1	1
1609	не падает	1	1
1610	надо было	1	1
1611	начинает входить	1	1
1612	процесс в	1	1
1613	как целого	1	1
1614	бытия в	3	1
1615	разрушила бы	1	1
1616	форме наконец	1	1
1617	различными его	1	1
1618	точнее всего	1	1
1619	краткий эпизод	2	1
1620	только таким	1	1
1621	как символ	1	1
1622	все было	3	1
1623	возможна только	1	1
