N	2gram	Tiupa_Hudo	formyVre
1288	отношений между	1	1
1289	говоря о	3	1
1290	не следует	4	1
1291	более крупные	1	1
1292	только то	1	1
1293	и жизни	1	1
1294	ослабляет и	2	1
1295	этих случаях	1	1
1296	что из	1	1
1297	художественного мира	2	1
1298	живота и	1	1
1299	исторического человека	1	1
1300	внутренний хронотоп	1	1
1301	себе этот	1	1
1302	жизни однако	2	1
1303	конкретном целом	1	1
1304	облекается в	2	1
1305	жизни отсутствует	1	1
1306	действительной жизни	1	1
1307	в литературном	1	1
1308	временных примет	1	1
1309	фоне этой	1	1
1310	литературное произведение	1	1
1311	ему явления	1	1
1312	та или	1	1
1313	его активность	1	1
1314	и ясный	1	1
1315	этим и	1	1
1316	настоящему и	1	1
1317	художественного произведения	4	1
1318	их частного	1	1
1319	было последовательно	1	1
1320	произведения не	1	1
1321	в общественном	2	1
1322	здесь остается	1	1
1323	особое отношение	1	1
1324	может показаться	1	1
1325	чего еще	1	1
1326	себя а	1	1
1327	на то	1	1
1328	о своих	1	1
1329	когда герой	1	1
1330	нуждается в	1	1
1331	образ его	1	1
1332	условностью и	1	1
1333	может и	1	1
1334	произведения он	2	1
1335	лучшем случае	1	1
1336	с творцом	1	1
1337	для некоторых	1	1
1338	собственному я	1	1
1339	том специфическом	1	1
1340	слова в	3	1
1341	жизнью и	1	1
1342	совершается в	1	1
1343	мира с	2	1
1344	ряда но	1	1
1345	котором он	1	1
