N	2gram	Vinokur_Ku	Problemy
1314	на этих	1	1
1315	лишь после	1	1
1316	представить в	1	1
1317	по мнению	1	1
1318	даже так	2	1
1319	в утверждении	1	1
1320	только такую	1	1
1321	и существенное	1	1
1322	глаза на	2	1
1323	значит не	1	1
1324	по типу	1	1
1325	в каждый	1	1
1326	и всякой	1	1
1327	слово на	1	1
1328	в письменной	1	1
1329	тех кого	1	1
1330	и притом	1	1
1331	только к	2	1
1332	который делает	1	1
1333	отношениях к	1	1
1334	первая часть	1	1
1335	гоголя как	1	1
1336	зачем живет	1	1
1337	бы только	1	1
1338	п но	1	1
1339	однако он	2	1
1340	о возможности	2	1
1341	только она	1	1
1342	утверждение что	2	1
1343	такое понимание	1	1
1344	о в	1	1
1345	ее от	1	1
1346	заставить себя	2	1
1347	их по	1	1
1348	всего ее	1	1
1349	это мы	1	1
1350	полным правом	1	1
1351	связей нашего	1	1
1352	xviii века	1	1
1353	выражения но	1	1
1354	этого я	1	1
1355	вещей и	1	1
1356	на тот	1	1
1357	или иная	1	1
1358	новых слов	1	1
1359	мере того	3	1
1360	смысле и	2	1
1361	с одним	1	1
1362	догадки о	1	1
1363	учение о	4	1
1364	в связи	4	1
1365	ясно что	7	1
1366	которыми мы	1	1
1367	такова что	2	1
1368	пределах своего	1	1
1369	твердое и	1	1
1370	него должно	1	1
1371	из главных	1	1
1372	стиля она	1	1
1373	видим мы	1	1
1374	и вместе	1	1
1375	место и	1	1
1376	особенности в	1	1
1377	это путь	1	1
1378	должно было	1	1
1379	в двух	1	1
1380	к мысли	1	1
1381	разумеется не	5	1
1382	а только	10	1
1383	есть своя	1	1
1384	могло бы	1	1
1385	такова например	2	1
1386	то лишь	1	1
1387	это определение	2	1
1388	смысле его	1	1
1389	чтобы его	1	1
1390	они требуют	1	1
1391	вопроса о	7	1
1392	быть что	1	1
1393	вопрос об	1	1
1394	от чисто	1	1
1395	не при	1	1
1396	строго и	1	1
1397	смысл и	5	1
1398	но можно	2	1
1399	г пишет	1	1
1400	подобные же	1	1
1401	сознания а	1	1
1402	который является	1	1
1403	настолько тесно	1	1
1404	своих положений	1	1
1405	две категории	1	1
1406	сводит его	1	1
1407	в абстракции	1	1
1408	я понимаю	1	1
1409	как факт	1	1
1410	чтобы искать	1	1
1411	становится и	1	1
1412	за этими	1	1
1413	этой своей	1	1
1414	форма а	2	1
1415	сюда же	3	1
1416	наглядно раскрывается	1	1
1417	у них	1	1
1418	слова так	1	1
1419	доминирующей тенденции	1	1
1420	вместо того	1	1
1421	тот особый	1	1
1422	в случае	2	1
1423	и весьма	1	1
1424	является его	1	1
1425	а ее	1	1
1426	и тем	7	1
1427	как это	6	1
1428	не будет	1	1
1429	на нем	1	1
1430	стилистика в	2	1
1431	в идеологическом	1	1
1432	и естественным	1	1
1433	не приходится	2	1
1434	сюда относятся	1	1
1435	дает в	1	1
1436	в тех	4	1
1437	тут мы	1	1
1438	даже не	1	1
1439	как одно	1	1
1440	слово из	1	1
1441	может уже	1	1
1442	в москве	2	1
1443	но тут	1	1
1444	совершенно справедливо	2	1
1445	когда мы	3	1
1446	всех произведений	2	1
1447	не себе	1	1
1448	его так	2	1
1449	и возникает	1	1
1450	могла бы	2	1
1451	борьба в	1	1
1452	того кто	1	1
1453	например не	2	1
1454	узнает себя	1	1
1455	так называемого	1	1
1456	говорящего коллектива	4	1
1457	следовательно в	1	1
1458	слова второй	1	1
1459	только может	1	1
1460	выходят за	1	1
1461	предмет но	1	1
1462	творческой работы	1	1
1463	его форма	1	1
1464	самая форма	2	1
1465	чем вы	1	1
1466	являются лишь	1	1
1467	это потому	1	1
1468	речь эта	1	1
1469	главным образом	3	1
1470	или о	2	1
1471	перед которой	1	1
1472	строится на	2	1
1473	желания в	1	1
1474	что есть	1	1
1475	первом случае	1	1
1476	когда они	1	1
1477	приводят к	1	1
1478	но прежде	1	1
1479	так уж	1	1
1480	что только	2	1
1481	был в	2	1
1482	и гораздо	1	1
1483	вовсе еще	1	1
1484	особое внимание	1	1
1485	деле это	1	1
1486	котором идет	3	1
1487	если они	1	1
1488	одной стороны	2	1
1489	усматривает в	1	1
1490	которому и	1	1
1491	который был	1	1
1492	но кроме	1	1
1493	резка и	1	1
1494	или иного	5	1
1495	вообще во	1	1
1496	которого мы	1	1
1497	слово второй	1	1
1498	что существенно	1	1
1499	бы я	1	1
1500	от врагов	1	1
1501	не даром	1	1
1502	и ничего	1	1
1503	любви и	1	1
1504	таков например	1	1
1505	правды но	1	1
1506	от всякого	1	1
1507	ведет к	1	1
1508	хорошо и	1	1
1509	на жизнь	1	1
1510	к такому	2	1
1511	в кругу	1	1
1512	достоевского здесь	1	1
1513	собственном смысле	1	1
1514	в частности	6	1
1515	взгляд на	1	1
1516	речи здесь	1	1
1517	к лицу	1	1
1518	однако с	1	1
1519	первого сына	1	1
1520	его мнению	1	1
1521	этой проблемы	1	1
1522	и должны	1	1
1523	речи но	2	1
1524	что слова	1	1
1525	сравнению со	2	1
1526	если в	2	1
1527	что сказать	1	1
1528	убедиться что	2	1
1529	видел и	1	1
1530	в языке	16	1
1531	п с	1	1
1532	слово для	1	1
1533	из таких	1	1
1534	вот его	1	1
1535	на те	3	1
1536	словечек и	2	1
1537	говорит и	1	1
1538	всей совокупности	1	1
1539	до некоторой	1	1
1540	сознания можно	1	1
1541	сюда относится	1	1
1542	особенности этого	1	1
1543	и наглядно	2	1
1544	он что	1	1
1545	мысли а	2	1
1546	бы привести	3	1
1547	этот не	2	1
1548	те синтаксические	1	1
1549	с внешней	1	1
1550	он возвращает	1	1
1551	здесь следовательно	1	1
1552	утверждает что	1	1
1553	их как	2	1
1554	хорошего и	1	1
1555	он несет	1	1
1556	оттого что	1	1
1557	это есть	2	1
1558	на минуту	1	1
1559	связанная с	2	1
1560	их подлинный	1	1
1561	даны как	1	1
1562	она становится	1	1
1563	и строго	1	1
1564	как идея	1	1
1565	и форм	1	1
1566	за что	1	1
1567	должен был	1	1
1568	и приобретает	1	1
1569	я имею	2	1
1570	так или	3	1
1571	этого процесса	2	1
1572	индивидуальная и	1	1
1573	мысль а	1	1
1574	однако что	1	1
1575	е как	5	1
1576	строгом смысле	1	1
1577	наблюдений над	1	1
1578	смысла и	2	1
1579	это положение	2	1
1580	заключается в	3	1
1581	не люблю	1	1
1582	этих определений	1	1
1583	но вот	3	1
1584	одно слово	1	1
1585	нет он	1	1
1586	если это	1	1
1587	еще с	1	1
1588	превращаются в	1	1
1589	на месте	2	1
1590	действительно были	1	1
1591	большое значение	2	1
1592	и лишает	1	1
1593	мы как	1	1
1594	к которым	1	1
1595	же? все	1	1
1596	который на	1	1
1597	самая постановка	1	1
1598	с такими	2	1
1599	же остается	2	1
1600	становится тем	1	1
1601	действительно может	1	1
1602	отчетлива и	1	1
1603	явлений и	1	1
1604	нас интересует	1	1
1605	эту сторону	1	1
1606	роли в	3	1
1607	то во	1	1
1608	нашей современности	2	1
1609	может называть	1	1
1610	о котором	4	1
1611	сравнению с	1	1
1612	важное значение	1	1
1613	именно поэтому	2	1
1614	не до	1	1
1615	назад за	1	1
1616	со стороны	8	1
1617	в известном	2	1
1618	оттенки в	1	1
1619	в каком	6	1
1620	на своем	1	1
1621	он если	1	1
1622	ничего общего	2	1
1623	с несколько	1	1
1624	смысле это	2	1
1625	сейчас же	1	1
1626	пушкина но	1	1
1627	п так	2	1
1628	не трудно	8	1
1629	тот случай	1	1
1630	из области	4	1
1631	обращается как	1	1
1632	первого и	1	1
1633	которых слово	1	1
1634	который и	1	1
1635	сдвигов в	1	1
1636	где ее	1	1
1637	природы вещей	1	1
1638	нет ничего	1	1
1639	ли они	1	1
1640	наконец и	1	1
1641	вот почему	1	1
1642	в прозе	1	1
1643	сущности уже	1	1
1644	ему принадлежит	1	1
1645	лишая его	1	1
1646	очевидно и	1	1
1647	где нет	2	1
1648	подходит именно	1	1
1649	что мы	6	1
1650	в очень	1	1
1651	для всякой	2	1
1652	из элементов	1	1
1653	в слово	1	1
1654	и социальной	2	1
1655	ними как	1	1
1656	нами явление	1	1
1657	член говорящего	1	1
1658	значение этого	1	1
1659	относится к	3	1
1660	только такие	1	1
1661	и чужое	2	1
1662	на основе	2	1
1663	следил за	1	1
1664	это только	5	1
1665	том как	3	1
1666	имеет первостепенное	1	1
1667	это когда	1	1
1668	речи не	3	1
1669	и тогда	4	1
1670	всюду где	1	1
1671	дальше так	1	1
1672	в середине	1	1
1673	не у	1	1
1674	и теперь	1	1
1675	назад и	1	1
1676	для меня	1	1
1677	и два	1	1
1678	первом и	1	1
1679	в бесах	1	1
1680	в университете	1	1
1681	самое построение	1	1
1682	новый оттенок	1	1
1683	в письмах	1	1
1684	внимания на	1	1
1685	у других	1	1
1686	истории и	1	1
1687	более и	1	1
1688	важна нам	2	1
1689	необходимо указать	1	1
1690	и иных	1	1
1691	в совершенно	2	1
1692	типы и	1	1
1693	тогда как	2	1
1694	в критике	1	1
1695	связанных с	2	1
1696	живет такой	1	1
1697	потому и	1	1
1698	имеем в	1	1
1699	на которые	1	1
1700	чем с	1	1
1701	эти языковые	1	1
1702	на более	3	1
1703	целое в	1	1
1704	в данной	1	1
1705	все уже	1	1
1706	к следующему	1	1
1707	неизбежно должен	1	1
1708	себя чем	1	1
1709	рассказа что	1	1
1710	новые и	1	1
1711	словесные формы	1	1
1712	конца и	1	1
1713	же есть	2	1
1714	прямое и	1	1
1715	не знаем	1	1
1716	речи на	2	1
1717	то она	2	1
1718	нам его	1	1
1719	этих внутренних	1	1
1720	разговорного языка	1	1
1721	характерное для	1	1
1722	их вообще	1	1
1723	образец такого	1	1
1724	просто на	1	1
1725	деле в	1	1
1726	к явлениям	1	1
1727	но если	2	1
1728	будь то	1	1
1729	я одно	1	1
1730	не имел	1	1
1731	воспитания и	1	1
1732	для достижения	1	1
1733	к основной	1	1
1734	именно этот	3	1
1735	последнем хотя	1	1
1736	и после	1	1
1737	смысл может	2	1
1738	распалось на	1	1
1739	уже при	1	1
1740	часто и	2	1
1741	подойти к	3	1
1742	д и	3	1
1743	в прокрустово	1	1
1744	из этой	1	1
1745	своим предметом	1	1
1746	которому он	1	1
1747	что автор	1	1
1748	бы функцию	1	1
1749	одних и	1	1
1750	находятся в	1	1
1751	сделал в	1	1
1752	стоит на	1	1
1753	отсюда следует	2	1
1754	этот термин	2	1
1755	в более	2	1
1756	что ему	1	1
1757	мы могли	2	1
1758	с известными	1	1
1759	о его	1	1
1760	и иначе	1	1
1761	берет на	1	1
1762	все элементы	1	1
1763	п а	2	1
1764	все так	1	1
1765	и было	3	1
1766	интересна что	1	1
1767	уже само	1	1
1768	как у	2	1
1769	зависит от	1	1
1770	в последней	1	1
1771	этих слов	1	1
1772	в первый	2	1
1773	для всякого	1	1
1774	мы имеем	11	1
1775	нас здесь	1	1
1776	ничего кроме	1	1
1777	бы на	4	1
1778	социального общения	3	1
1779	одного только	1	1
1780	которого я	1	1
1781	слово становится	1	1
1782	нам еще	1	1
1783	что теперь	2	1
1784	кто его	1	1
1785	е уже	1	1
1786	указание на	1	1
1787	то мы	4	1
1788	из своих	1	1
1789	лицом к	2	1
1790	к голому	1	1
1791	слова есть	1	1
1792	для оправдания	2	1
1793	есть уже	1	1
1794	из дневника	1	1
1795	мы находим	2	1
1796	здесь можно	2	1
1797	речи сюда	1	1
1798	после этих	1	1
1799	в таких	7	1
1800	что действительно	1	1
1801	и некоторых	1	1
1802	и непосредственно	1	1
1803	и более	3	1
1804	нет ведь	1	1
1805	или иначе	4	1
1806	его собственном	1	1
1807	то к	1	1
1808	в такую	1	1
1809	прокрустово ложе	1	1
1810	того каждый	1	1
1811	же такое	1	1
1812	это еще	1	1
1813	о каком	1	1
1814	глубоко в	1	1
1815	раз навсегда	1	1
1816	они звучат	1	1
1817	бы до	1	1
1818	слагающихся в	1	1
1819	он видел	1	1
1820	речь лишь	1	1
1821	здесь даже	1	1
1822	полный и	1	1
1823	чтобы быть	2	1
1824	очень много	3	1
1825	из конкретных	1	1
1826	свое и	1	1
1827	говорить об	1	1
1828	слышать и	1	1
1829	случаях когда	2	1
1830	говорят о	1	1
1831	меньше всего	2	1
1832	является утверждение	2	1
1833	противном случае	2	1
1834	ли не	4	1
1835	в соединении	1	1
1836	на все	3	1
1837	с явным	1	1
1838	гл iv	1	1
1839	этого вопроса	3	1
1840	со своей	1	1
1841	сразу же	1	1
1842	по его	1	1
1843	в новом	1	1
1844	первой части	1	1
1845	все слова	1	1
1846	примеров достаточно	1	1
1847	бы совершенно	1	1
1848	говорит об	1	1
1849	тем более	2	1
1850	раз как	1	1
1851	или ином	1	1
1852	как формы	1	1
1853	как средство	1	1
1854	не объяснять	1	1
1855	а на	3	1
1856	что эти	4	1
1857	сказать и	1	1
1858	без всякой	1	1
1859	принципиальное значение	2	1
1860	может иметь	3	1
1861	постоянное и	1	1
1862	к установке	1	1
1863	это конечно	2	1
1864	за то	1	1
1865	же из	2	1
1866	к их	1	1
1867	в прямой	2	1
1868	его романической	1	1
1869	и социального	1	1
1870	для рассмотрения	1	1
1871	каких бы	1	1
1872	такие же	2	1
1873	в разных	2	1
1874	которую мы	1	1
1875	каждом из	2	1
1876	случае если	3	1
1877	не имеется	1	1
1878	действительно как	1	1
1879	так называемой	2	1
1880	необходимо должен	1	1
1881	его не	1	1
1882	здесь только	2	1
1883	качества все	1	1
1884	русских и	1	1
1885	с полным	2	1
1886	нельзя не	1	1
1887	здесь совершенно	2	1
1888	обстоит дело	1	1
1889	с совершенно	1	1
1890	она здесь	1	1
1891	иное чем	1	1
1892	за три	1	1
1893	п в	3	1
1894	не сказал	1	1
1895	позволяет нам	1	1
1896	в искусстве	2	1
1897	своей книге	1	1
1898	здесь это	1	1
1899	и может	3	1
1900	слова например	1	1
1901	тех же	2	1
1902	совершенно невозможно	1	1
1903	всякое слово	1	1
1904	оказывается что	1	1
1905	но дело	2	1
1906	и фактически	1	1
1907	в это	3	1
1908	есть несколько	2	1
1909	чего же	1	1
1910	свое значение	1	1
1911	при всем	1	1
1912	стиля его	1	1
1913	и всякая	1	1
1914	утрачивают свою	1	1
1915	с первого	2	1
1916	и часто	1	1
1917	идет речь	3	1
1918	здесь само	1	1
1919	пример с	1	1
1920	которых они	1	1
1921	создает в	1	1
1922	рассматривать как	1	1
1923	на это	3	1
1924	и позволяет	2	1
1925	всего то	1	1
1926	не хотел	1	1
1927	же на	1	1
1928	за этим	2	1
1929	те которые	1	1
1930	единое и	1	1
1931	говорят ли	1	1
1932	смысле или	1	1
1933	явление в	1	1
1934	в литературном	1	1
1935	от мысли	1	1
1936	что за	3	1
1937	возможна и	1	1
1938	та или	1	1
1939	к произведениям	1	1
1940	все больше	1	1
1941	возникает та	1	1
1942	но вернемся	1	1
1943	правда как	1	1
1944	с современными	2	1
1945	системе как	1	1
1946	даже для	2	1
1947	имеет еще	1	1
1948	романической композиции	1	1
1949	может показаться	1	1
1950	впрочем если	1	1
1951	пор еще	1	1
1952	место в	1	1
1953	них как	1	1
1954	к действию	2	1
1955	и тщательно	1	1
1956	что о	1	1
1957	как увидим	1	1
1958	как слова	1	1
1959	должны признать	1	1
1960	лишь по	1	1
1961	в области	15	1
1962	тех или	1	1
1963	все другие	1	1
1964	быть только	3	1
1965	языка если	2	1
1966	явлениями и	1	1
1967	и новые	1	1
1968	стиля но	2	1
1969	ли в	3	1
1970	различные типы	1	1
1971	слишком уж	1	1
1972	его есть	1	1
1973	действительно только	1	1
1974	эти новые	1	1
1975	он действительно	1	1
1976	бы гораздо	1	1
1977	именно это	2	1
1978	становится в	1	1
1979	не надо	4	1
1980	и всякую	1	1
1981	в известной	1	1
1982	есть не	2	1
1983	на ту	3	1
1984	переходит и	1	1
1985	и полным	1	1
1986	анализа мы	1	1
1987	совершается в	1	1
1988	пять лет	1	1
