N	2gram	Savitsky_E	Psycholo
1303	же выводу	1	1
1304	какой именно	1	1
1305	но сама	1	1
1306	одна возможность	1	1
1307	что имеет	1	1
1308	не имеющим	2	1
1309	своего развития	1	1
1310	и всецело	2	1
1311	изменение в	1	1
1312	следует отметить	2	1
1313	к традиционному	1	1
1314	сейчас в	1	1
1315	бы такое	1	1
1316	на такую	1	1
1317	имеют в	1	1
1318	от природы	1	1
1319	дошла до	2	1
1320	обстояло дело	1	1
1321	каких же	1	1
1322	это изменение	1	1
1323	возникающих в	1	1
1324	состояние есть	1	1
1325	состояния в	1	1
1326	есть такая	1	1
1327	можно рассматривать	1	1
1328	и притом	4	1
1329	им но	2	1
1330	как его	1	1
1331	затем как	1	1
1332	он рассматривает	1	1
1333	в последние	6	1
1334	меньше чем	2	1
1335	не кто	1	1
1336	также в	2	1
1337	процесс мы	1	1
1338	же при	1	1
1339	по ее	1	1
1340	между прочим	7	1
1341	отношений или	1	1
1342	каждое поколение	1	1
1343	выше мы	1	1
1344	же касается	1	1
1345	в другие	1	1
1346	с к	1	1
1347	такое предположение	2	1
1348	в индивидуальном	1	1
1349	может жить	1	1
1350	не сводится	1	1
1351	составных частей	1	1
1352	играет роль	1	1
1353	возникающее в	1	1
1354	всей силой	1	1
1355	которая ее	1	1
1356	и художественным	1	1
1357	и существенно	2	1
1358	две области	1	1
1359	значении но	1	1
1360	вспомним что	1	1
1361	только частично	1	1
1362	вопрос можно	1	1
1363	и выше	7	1
1364	это вопрос	1	1
1365	является та	1	1
1366	известном смысле	3	1
1367	эту же	1	1
1368	это потому	1	1
1369	себе поэтому	1	1
1370	их к	1	1
1371	только внешнюю	1	1
1372	отрицательный ответ	1	1
1373	значение как	1	1
1374	условии если	1	1
1375	что начиная	1	1
1376	которые лежат	1	1
1377	положение которое	1	1
1378	мир к	1	1
1379	не устраняет	2	1
1380	которых нет	1	1
1381	близко подходит	2	1
1382	скоро и	1	1
1383	приближается к	3	1
1384	самих себя	1	1
1385	недостаточно просто	1	1
1386	недавно вышедшей	1	1
1387	но за	1	1
1388	протекать в	1	1
1389	во власти	2	1
1390	и различие	1	1
1391	помощи этого	1	1
1392	и посмотреть	1	1
1393	не зависящего	1	1
1394	другую и	1	1
1395	связанная с	1	1
1396	могут стать	2	1
1397	путь наш	1	1
1398	благодаря своей	1	1
1399	наряду со	1	1
1400	интересно как	1	1
1401	когда дело	1	1
1402	и совершенной	2	1
1403	не делает	1	1
1404	даже при	2	1
1405	из русских	1	1
1406	оно всегда	1	1
1407	которые при	1	1
1408	с большей	1	1
1409	ли здесь	2	1
1410	этих областей	5	1
1411	было у	1	1
1412	на несколько	1	1
1413	в большинстве	2	1
1414	не дают	2	1
1415	в недавно	1	1
1416	известных пределах	2	1
1417	будущего в	1	1
1418	может произойти	1	1
1419	имело бы	1	1
1420	для оценки	1	1
1421	народа и	1	1
1422	во много	1	1
1423	находящихся в	1	1
1424	силы в	2	1
1425	примкнуть к	3	1
1426	той социальной	1	1
1427	имел ли	1	1
1428	получила свое	1	1
1429	допустимо ли	1	1
1430	только это	1	1
1431	отказались от	1	1
1432	известной степени	3	1
1433	ней по	1	1
1434	соответствии с	1	1
1435	случае из	1	1
1436	действию в	1	1
1437	в свой	1	1
1438	психологии может	1	1
1439	из русской	1	1
1440	делает по	1	1
1441	все знаем	1	1
1442	хотели бы	1	1
1443	только наиболее	1	1
1444	различаем три	1	1
1445	чуть ли	1	1
1446	сопоставить эти	1	1
1447	может найти	1	1
1448	в гораздо	2	1
1449	гораздо сложнее	1	1
1450	мира имеет	1	1
1451	вероятно что	1	1
1452	второй половине	2	1
1453	том числе	1	1
1454	оно будет	1	1
1455	что вызывает	1	1
1456	вникнуть в	1	1
1457	иным и	1	1
1458	будет ли	2	1
1459	есть будет	1	1
1460	зависящего от	1	1
1461	эпох и	1	1
1462	ценность в	2	1
1463	она никогда	1	1
1464	всему человечеству	1	1
1465	мы отнюдь	1	1
1466	что к	2	1
1467	имеют существенное	1	1
1468	ряде случаев	1	1
1469	сплошь и	2	1
1470	же по	1	1
1471	в глубине	1	1
1472	может этого	1	1
1473	будет доказано	1	1
1474	мира и	3	1
1475	цель и	1	1
1476	в новом	1	1
1477	в русских	1	1
1478	войти в	1	1
1479	даже что	2	1
1480	то можно	1	1
1481	составляет часть	1	1
1482	не говоря	2	1
1483	интересующей нас	1	1
1484	отцов и	1	1
1485	конечно это	1	1
1486	homo sapiens	1	1
1487	в обмене	1	1
1488	нельзя конечно	1	1
1489	борьбы за	1	1
1490	проистекает из	1	1
1491	заложены элементы	1	1
1492	во второй	3	1
1493	почти всей	1	1
1494	центральной и	2	1
1495	частности в	2	1
1496	разных точек	1	1
1497	и законченной	1	1
1498	с количеством	1	1
1499	россии и	3	1
1500	всем ее	1	1
1501	элементов в	1	1
1502	возможно ли	1	1
1503	именно та	1	1
1504	и каждая	2	1
1505	та или	1	1
1506	нужно признать	1	1
1507	их можно	1	1
1508	других случаях	1	1
1509	от эпохи	1	1
1510	в известной	3	1
