N	2gram	Tiupa_Vved	Hudozhes
1237	в авторском	2	1
1238	данного типа	1	1
1239	и со	1	1
1240	того и	1	1
1241	и я	1	1
1242	зрения и	1	1
1243	кадр внутреннего	1	1
1244	в некий	1	1
1245	миропорядка их	1	1
1246	субъекта речи	1	1
1247	его жизни	1	1
1248	его воли	1	1
1249	служит для	1	1
1250	фразы устанавливает	1	1
1251	готовом стабильно	1	1
1252	именно эта	2	1
1253	в сопряжении	1	1
1254	а всего	1	1
1255	тех же	2	1
1256	на его	2	1
1257	картину в	1	1
1258	для героя	2	1
1259	точек зрения	2	1
1260	страны мертвых	1	1
1261	персонаж не	1	1
1262	в каждой	1	1
1263	начало нового	1	1
1264	путь к	1	1
1265	и строго	1	1
1266	в уникальную	1	1
1267	в одной	2	1
1268	встрече с	3	1
1269	процесса жизни	1	1
1270	о своих	1	1
1271	ментальному зрению	1	1
1272	находится или	1	1
1273	и другого	1	1
1274	связаны с	1	1
1275	как сказано	1	1
1276	бы в	4	1
1277	войны и	5	1
1278	обязательно человек	1	1
1279	к построению	1	1
1280	мере в	2	1
1281	личной тайной	1	1
1282	пребывания в	1	1
1283	ему не	1	1
1284	поскольку всякая	1	1
1285	при соответствующей	1	1
1286	здесь как	2	1
1287	могли бы	3	1
1288	высказывания смена	1	1
1289	полной мере	1	1
1290	человек как	1	1
1291	вошел в	1	1
1292	опираясь на	1	1
1293	анекдота и	1	1
1294	только к	1	1
1295	сознания а	1	1
1296	в полной	1	1
1297	или смерть	1	1
1298	содержание судьбы	1	1
1299	может обладать	1	1
1300	которому принадлежит	1	1
1301	он говорит	1	1
1302	в своих	5	1
1303	дневниковая запись	1	1
1304	оно в	1	1
1305	не означает	1	1
1306	речи такова	1	1
1307	убеждения мнения	2	1
1308	героя к	1	1
1309	второй и	1	1
1310	повествователя рассказчика	1	1
1311	в поле	1	1
1312	говоря в	1	1
1313	как полагал	1	1
1314	насыщенный деталями	1	1
1315	отдельный кадр	1	1
1316	подробностями и	1	1
1317	ильфа и	1	1
1318	тексты способны	1	1
1319	состав такого	1	1
1320	зрения в	1	1
1321	мире толстого	1	1
1322	рамках одного	1	1
1323	между сознаниями	1	1
1324	когда у	1	1
1325	ему на	1	1
1326	текста а	1	1
1327	не тот	1	1
1328	также и	6	1
1329	переносом в	1	1
1330	две другие	1	1
1331	не один	2	1
1332	либо его	1	1
1333	слове писал	1	1
1334	выражает внеличную	1	1
1335	втором эпизоде	1	1
1336	человека как	1	1
1337	отношение между	1	1
1338	отделен от	1	1
1339	всегда преодолеваемая	1	1
1340	действующих лиц	2	1
1341	романтического самоутверждения	1	1
1342	например слова	1	1
1343	притчевого типа	2	1
1344	этом значимость	1	1
1345	это нередко	1	1
1346	читателю ракурс	1	1
1347	что касается	5	1
1348	в первом	3	1
1349	эпизода как	1	1
1350	а по	1	1
1351	единства фразы	1	1
1352	для этого	2	1
1353	его смысла	2	1
1354	ни от	2	1
1355	можно признать	1	1
1356	не могла	1	1
1357	главного героя	1	1
1358	между жизнью	1	1
1359	частности в	2	1
1360	этого значения	1	1
1361	существа в	1	1
1362	смысл это	1	1
1363	заключает в	4	1
1364	иметь в	1	1
1365	его полноте	1	1
1366	позицию в	1	1
1367	в классическом	1	1
1368	стороны и	4	1
1369	в смерти	1	1
1370	и жизни	1	1
1371	из нас	1	1
1372	время они	1	1
1373	ходе чтения	1	1
1374	этих случаях	2	1
1375	притчи анекдота	1	1
1376	у нее	4	1
1377	следует признать	6	1
1378	достигается не	1	1
1379	или иное	1	1
1380	означает что	1	1
1381	в иных	1	1
1382	этом не	2	1
1383	порой и	1	1
1384	система смыслов	1	1
1385	течения жизни	1	1
1386	было бы	4	1
1387	человеческого сознания	2	1
1388	один отдельный	1	1
1389	не по	4	1
1390	из нее	1	1
1391	тривиальная в	1	1
1392	же самое	2	1
1393	гегелевское определение	1	1
1394	дамы с	8	1
1395	и мамой	1	1
1396	определена как	1	1
1397	на уровне	1	1
1398	как мы	5	1
1399	шире кругозора	1	1
1400	писателя в	1	1
1401	данного произведения	1	1
1402	примет в	1	1
1403	позицию адресата	3	1
1404	жизни не	2	1
1405	литература является	1	1
1406	в литературном	1	1
1407	в парадоксальном	1	1
1408	своей стороны	1	1
1409	временных примет	1	1
1410	сверхличная заданность	1	1
1411	классика xix	1	1
1412	что для	2	1
1413	этом пути	1	1
1414	бунинского рассказа	1	1
1415	позиция же	1	1
1416	действующего лица	1	1
1417	для обретения	1	1
1418	оно интерсубъективно	2	1
1419	стратегий в	1	1
1420	н.д тамарченко	1	1
1421	в зависимости	1	1
1422	это делает	1	1
1423	в чужом	1	1
1424	этом и	2	1
1425	обратимся к	2	1
1426	вводятся автором	1	1
1427	свести к	1	1
1428	узнает в	1	1
1429	между эпизодами	1	1
1430	не отделен	1	1
1431	художественном тексте	1	1
1432	может показаться	1	1
1433	оно живет	1	1
1434	я но	1	1
1435	движется один	1	1
1436	так что	1	1
1437	по замечанию	1	1
1438	кино в	1	1
1439	части на	1	1
1440	коммуникативную ситуацию	1	1
1441	и определяется	1	1
1442	искусством непрямого	1	1
1443	косвенной речи	1	1
1444	однако по	1	1
1445	же в	3	1
1446	этой причине	2	1
1447	является непосредственным	1	1
1448	присутствует как	1	1
1449	бы быть	1	1
1450	присутствуют в	1	1
1451	происходит в	1	1
1452	персонажем в	1	1
1453	на территории	1	1
1454	как будто	6	1
1455	как внутренняя	1	1
1456	на то	3	1
1457	временем действия	1	1
1458	себе самому	1	1
1459	не ее	1	1
1460	формах косвенной	2	1
1461	ним всегда	1	1
1462	читателя который	1	1
1463	нем звучит	1	1
1464	тексте смысла	1	1
1465	текстов с	1	1
1466	сказания притчи	1	1
1467	нуждается в	1	1
1468	художественная литература	1	1
1469	этом у	1	1
1470	степени и	1	1
1471	а как	1	1
1472	известен только	1	1
1473	в вероятностном	2	1
1474	бы принадлежать	1	1
1475	здесь мы	2	1
1476	может или	1	1
1477	коммуникативного субъекта	1	1
1478	как целого	1	1
1479	может и	1	1
1480	в него	2	1
1481	своей индивидуальности	1	1
1482	природой и	1	1
1483	для бунина	1	1
1484	случае это	4	1
1485	другого сознания	3	1
1486	ориентирована на	1	1
1487	собой лишь	1	1
1488	именно это	1	1
1489	она состоит	1	1
1490	дело обстоит	2	1
1491	и совершенно	1	1
1492	или точнее	2	1
1493	пространственных и	1	1
1494	присутствия во	1	1
1495	оцененном мире	1	1
1496	действительной жизни	1	1
1497	как знак	1	1
1498	внеличную сторону	1	1
1499	дело здесь	1	1
1500	в известной	1	1
1501	жизнью и	1	1
1502	говорит не	1	1
1503	кажется что	1	1
1504	и жизнеописания	1	1
1505	и напротив	1	1
1506	и иные	1	1
1507	кадрового единства	1	1
1508	в готовом	1	1
1509	иное как	1	1
1510	в е	3	1
1511	совершается в	1	1
1512	малый отрезок	1	1
1513	к автору	1	1
1514	более того	1	1
1515	котором он	2	1
1516	такого высказывания	1	1
