N	2gram	Vinokur_Vv	Literetu
1303	того времени	1	1
1304	в высшей	1	1
1305	момент в	1	1
1306	имеет то	1	1
1307	здесь все	3	1
1308	была с	1	1
1309	только после	2	1
1310	себе задачей	2	1
1311	даже к	1	1
1312	заявляет что	2	1
1313	в создании	2	1
1314	и эта	1	1
1315	т.д и	1	1
1316	переживается не	1	1
1317	уже шла	1	1
1318	которое мы	1	1
1319	конце концов	2	1
1320	лучшем случае	1	1
1321	само по	4	1
1322	иное как	6	1
1323	взгляде на	3	1
1324	языков но	1	1
