N	2gram	Trubetskoy	Myshleni
1298	такого же	1	1
1299	цель но	1	1
1300	различных людей	1	1
1301	от своего	1	1
1302	представляется чрезвычайно	1	1
1303	лишь к	4	1
1304	в царстве	1	1
1305	человека на	1	1
1306	ближайшем рассмотрении	1	1
1307	себе можно	1	1
1308	жизни в	5	1
1309	может встать	1	1
1310	стоят на	1	1
1311	себя только	1	1
1312	говорить и	1	1
1313	этом состоит	1	1
1314	области внутренней	1	1
1315	смотреть как	1	1
1316	то которое	2	1
1317	в какое-то	1	1
1318	всему этому	1	1
1319	указали на	1	1
1320	в положении	3	1
1321	она будучи	1	1
1322	во-вторых что	1	1
1323	можно формулировать	1	1
1324	при той	1	1
1325	народов и	2	1
1326	своей природы	1	1
1327	сами в	1	1
1328	это стремление	1	1
1329	случае одно	1	1
1330	земного шара	1	1
1331	ее заключается	1	1
1332	а лишь	4	1
1333	в какие	1	1
1334	при этих	1	1
1335	вступать в	1	1
1336	наука и	1	1
1337	и дать	1	1
1338	в глазах	2	1
1339	нас важно	1	1
1340	в каждый	1	1
1341	это делалось	1	1
1342	новую эпоху	1	1
1343	сомнению и	1	1
1344	стать на	1	1
1345	нет если	1	1
1346	стать во	1	1
1347	есть много	1	1
1348	то они	1	1
1349	в преодолении	1	1
1350	не поддается	1	1
1351	прибегнуть к	1	1
1352	с необычайной	1	1
1353	для всякого	1	1
1354	которой этот	1	1
1355	на службу	1	1
1356	с элементами	1	1
1357	мало того	1	1
1358	у многих	2	1
1359	конечно сами	1	1
1360	что действительно	2	1
1361	себе но	1	1
1362	материал для	1	1
1363	больше в	1	1
1364	и подобию	1	1
1365	и друг	1	1
1366	которые как	1	1
1367	может только	3	1
1368	соединяется с	1	1
1369	понятий благодаря	1	1
1370	стремление к	7	1
1371	в русском	1	1
1372	со своей	1	1
1373	на целый	1	1
1374	ибо в	3	1
1375	все черты	1	1
1376	отказа от	1	1
1377	полной мере	1	1
1378	в полной	1	1
1379	переворот в	4	1
1380	усомниться в	1	1
1381	привело бы	1	1
1382	следовало ожидать	1	1
1383	с новыми	1	1
1384	которой идет	1	1
1385	и потребностей	1	1
1386	бы речь	2	1
1387	говорить не	1	1
1388	с виду	3	1
1389	цели к	1	1
1390	как известную	1	1
1391	или страх	1	1
1392	изменится в	1	1
1393	у кого	1	1
1394	но дело	1	1
1395	свою задачу	2	1
1396	а самый	1	1
1397	явление в	1	1
1398	перелом в	1	1
1399	следовательно во	1	1
1400	применимо к	1	1
1401	вне всякой	2	1
1402	бытия и	1	1
1403	над обеими	1	1
1404	по величине	1	1
1405	быть достигнуто	1	1
1406	неразрывно связаны	1	1
1407	из самобытной	1	1
1408	движения мысли	1	1
1409	близкие по	1	1
1410	психологии при	1	1
1411	мы подходим	1	1
1412	ее части	1	1
1413	сколько и	1	1
1414	к освобождению	1	1
1415	не нужна	2	1
1416	реальными политиками	1	1
1417	вмешательства в	1	1
1418	будет не	2	1
1419	взаимодействия между	1	1
1420	борьбе с	3	1
1421	не вызывает	1	1
1422	не простой	1	1
1423	стоящих перед	1	1
1424	черты в	1	1
1425	а во-вторых	2	1
1426	интересовать только	1	1
1427	при том	4	1
1428	самих себя	3	1
1429	до степени	1	1
1430	находит себе	1	1
1431	себя к	1	1
1432	если этот	1	1
1433	культуры в	3	1
1434	и стал	1	1
1435	для опровержения	1	1
1436	с реальной	1	1
1437	у которых	1	1
1438	две совершенно	1	1
1439	было не	1	1
1440	с родным	1	1
1441	лишен всякого	1	1
1442	силы и	1	1
1443	значение независимое	1	1
1444	к переходу	1	1
1445	даже и	2	1
1446	а после	1	1
1447	же у	1	1
1448	учение на	1	1
1449	относится не	1	1
1450	исключает возможность	1	1
1451	может принимать	1	1
1452	шла о	1	1
1453	входящего в	1	1
1454	назвать эгоцентрической	1	1
1455	двух других	1	1
1456	уже знаем	1	1
1457	есть по	1	1
1458	без того	1	1
1459	на будущее	1	1
1460	согласиться с	2	1
1461	проходить в	1	1
1462	у этих	1	1
1463	глубоко различны	1	1
1464	это направление	1	1
1465	картина меняется	1	1
1466	словом на	1	1
1467	этого и	1	1
1468	значительная часть	1	1
1469	и логически	1	1
1470	в заблуждение	2	1
1471	будут действовать	1	1
1472	данном частном	1	1
1473	этой общей	1	1
1474	быть тем	1	1
1475	и оставаться	1	1
1476	то у	1	1
1477	его лежит	1	1
1478	стороны их	1	1
1479	и за	1	1
1480	тем сильнее	1	1
1481	они в	1	1
1482	на упомянутой	1	1
1483	и человек	2	1
1484	не о	2	1
1485	как видно	1	1
1486	проявления этой	1	1
1487	может на	1	1
1488	или мы	1	1
1489	разных народов	1	1
1490	в последние	5	1
1491	между прочим	1	1
1492	при ближайшем	1	1
1493	необходимо иметь	1	1
1494	будет пользоваться	1	1
1495	на себе	1	1
1496	отдельные ее	1	1
1497	не был	1	1
1498	то-то и	1	1
1499	бы чрезвычайно	1	1
1500	для создания	1	1
1501	ли это	4	1
1502	собой это	3	1
1503	этих учений	1	1
1504	настоящими реальными	1	1
1505	многих случаях	1	1
1506	будет как	1	1
1507	за ними	1	1
1508	мышления сколько	1	1
1509	часто соединяется	1	1
1510	его жизнь	1	1
1511	для обеих	2	1
1512	с большой	1	1
1513	общей для	1	1
1514	ибо всякое	1	1
1515	это потому	2	1
1516	бы его	2	1
1517	их к	2	1
1518	общую черту	1	1
1519	эти признаки	1	1
1520	у разных	1	1
1521	том основании	1	1
1522	принадлежность к	2	1
1523	противоположных учений	1	1
1524	единственный путь	2	1
1525	мы теперь	1	1
1526	значило бы	2	1
1527	чем сильнее	1	1
1528	вся эта	2	1
1529	быть различны	1	1
1530	чем и	1	1
1531	дает ему	1	1
1532	обеих сторон	2	1
1533	сделано в	1	1
1534	в советской	1	1
1535	не отвергает	1	1
1536	находят себе	3	1
1537	одна не	1	1
1538	других и	1	1
1539	этого шага	1	1
1540	параллели в	1	1
1541	себе те	1	1
1542	эти самые	2	1
1543	от этой	2	1
1544	отказ от	1	1
1545	нас от	1	1
1546	разумеется не	1	1
1547	действительно сыграть	1	1
1548	есть проблема	1	1
1549	два отдельных	1	1
1550	подходим к	1	1
1551	заключается не	1	1
1552	подходе к	1	1
1553	он будет	4	1
1554	отношение человека	1	1
1555	становясь на	1	1
1556	дать ему	1	1
1557	хотелось бы	1	1
1558	поэтому для	1	1
1559	большее что	1	1
1560	по крайней	1	1
1561	бы нас	2	1
1562	к данной	1	1
1563	ведь даже	1	1
1564	наконец и	1	1
1565	помощи которых	1	1
1566	где есть	1	1
1567	чем то	1	1
1568	сознании и	1	1
1569	его практическую	1	1
1570	силы в	1	1
1571	эта последняя	1	1
1572	ее с	1	1
1573	и окончательная	1	1
1574	он есть	1	1
1575	которое будет	1	1
1576	в обществе	1	1
1577	преимущественно из	1	1
1578	ибо каждая	1	1
1579	его себе	1	1
1580	представить как	1	1
1581	удельного веса	1	1
1582	и писать	1	1
1583	первый вид	2	1
1584	ее не	1	1
1585	не за	1	1
1586	смотрят на	2	1
1587	свое мышление	1	1
1588	задачи а	1	1
1589	другим способом	1	1
1590	когда эти	1	1
1591	состоящая в	1	1
1592	же он	1	1
1593	не будучи	1	1
1594	может представлять	1	1
1595	целостности личности	1	1
1596	виде чем	2	1
1597	все элементы	1	1
1598	к индивидуальному	1	1
1599	на тех	1	1
1600	без них	1	1
1601	быть самим	4	1
1602	мысль эта	1	1
1603	других странах	1	1
1604	упомянутых выше	1	1
1605	высшей и	1	1
1606	оно будет	1	1
1607	именно тем	1	1
1608	она будет	2	1
1609	в постоянном	1	1
1610	будет ли	2	1
1611	а на	1	1
1612	гармонии и	1	1
1613	на суд	2	1
1614	может принести	1	1
1615	зрения этих	1	1
1616	значительной части	2	1
1617	а о	1	1
1618	в эпоху	1	1
1619	лишь с	1	1
1620	во имя	5	1
1621	физически и	1	1
1622	так часто	2	1
1623	и формам	1	1
1624	деятельности для	1	1
1625	две или	1	1
1626	живой отклик	1	1
1627	ему как	1	1
1628	только та	1	1
1629	зрения приводит	1	1
1630	основанной на	1	1
1631	о сущности	1	1
1632	или другие	1	1
1633	человека в	1	1
1634	не изменится	1	1
1635	ним с	1	1
1636	но другие	1	1
1637	ее он	2	1
1638	этот взгляд	1	1
1639	которая может	1	1
1640	это при	1	1
1641	постоянное взаимодействие	1	1
1642	это для	1	1
1643	пищи и	1	1
1644	не играет	2	1
1645	событий и	1	1
1646	лишь пассивно	1	1
1647	не удастся	1	1
1648	это то	1	1
1649	учений и	1	1
1650	эти ошибки	1	1
1651	возрасте а	1	1
1652	нами и	1	1
1653	со своими	1	1
1654	найти путь	1	1
1655	и непременно	1	1
1656	означало бы	1	1
1657	органа и	1	1
1658	своему существу	1	1
1659	и прежде	1	1
1660	свидетельствуют о	1	1
1661	надо признать	3	1
1662	природа его	1	1
1663	самым он	1	1
1664	такой вид	1	1
1665	и целостности	1	1
1666	это отнюдь	1	1
1667	совместно с	1	1
1668	вообще к	2	1
1669	членов данной	2	1
