N	2gram	Ircho_Kome	Formalny
1309	вовсе без	1	1
1310	подходить к	1	1
1311	времени появления	1	1
1312	как следствие	1	1
1313	к которой	1	1
1314	что из	3	1
1315	к природе	1	1
1316	этому же	1	1
1317	жизни так	2	1
1318	к комическому	1	1
1319	такое положение	1	1
1320	в стихе	2	1
1321	большей или	1	1
1322	почти полное	1	1
1323	нее так	1	1
1324	что теперь	1	1
1325	что новое	1	1
1326	стремящегося к	1	1
1327	не видеть	1	1
1328	сил и	1	1
1329	являются ли	1	1
1330	бы с	1	1
1331	как целое	1	1
1332	жизни между	1	1
1333	не имеют	1	1
1334	и заставляет	1	1
1335	да еще	2	1
1336	и чаще	2	1
1337	первой из	2	1
1338	средств на	1	1
1339	по сравнению	1	1
1340	и поэтому	2	1
1341	активное участие	1	1
1342	быть не	1	1
1343	без ограничения	1	1
1344	в понятие	1	1
1345	действительности дело	1	1
1346	тех пор	2	1
1347	ими в	1	1
1348	из которой	2	1
1349	в середине	5	1
1350	достаточное количество	1	1
1351	можем судить	2	1
1352	и больше	1	1
1353	и гг	6	1
1354	воплощается в	1	1
1355	приводит в	1	1
1356	стилистических приемов	1	1
1357	впрочем и	2	1
1358	которую он	3	1
1359	и наиболее	1	1
1360	тем обстоятельством	1	1
1361	его употреблении	1	1
1362	вслед за	4	1
1363	основы для	1	1
1364	чем не	1	1
1365	образом по	1	1
1366	в обоих	3	1
1367	например на	1	1
1368	борьба между	1	1
1369	связанной с	1	1
1370	автора в	1	1
1371	как особая	1	1
1372	и а	1	1
1373	статьи в	1	1
1374	эти факты	1	1
1375	и там	1	1
1376	нравов и	1	1
1377	этом еще	1	1
1378	этого времени	1	1
1379	и под	1	1
1380	как человека	2	1
1381	к науке	1	1
1382	событий в	2	1
1383	доказательства этого	1	1
1384	мог бы	3	1
1385	историческая действительность	1	1
1386	из первых	1	1
1387	в образе	4	1
1388	ли можно	3	1
1389	его для	1	1
1390	по меньшей	2	1
1391	понять что	1	1
1392	ради их	1	1
1393	ее содержание	1	1
1394	с концами	1	1
1395	направления так	1	1
1396	идей и	1	1
1397	к полному	1	1
1398	наиболее ярко	1	1
1399	внешнее и	1	1
1400	в самих	1	1
1401	постановки вопроса	1	1
1402	можно игнорировать	1	1
1403	чуть ли	2	1
1404	семейной жизни	1	1
1405	на большое	1	1
1406	которого он	1	1
1407	взаимоотношения между	1	1
1408	дает нам	1	1
1409	вместе со	1	1
1410	из отдельных	1	1
1411	как об	1	1
1412	явления которые	1	1
1413	на положение	1	1
1414	мир в	1	1
1415	в коем	1	1
1416	или оценивая	1	1
1417	сделать и	1	1
1418	того как	3	1
1419	не пришлось	1	1
1420	тем он	1	1
1421	уже известной	1	1
1422	предположение что	1	1
1423	на что	1	1
1424	еще и	2	1
1425	сравнивая его	1	1
1426	и естественно	1	1
1427	игра с	1	1
1428	же мере	1	1
1429	и новой	4	1
1430	знаем и	1	1
1431	только его	1	1
1432	многие из	3	1
1433	ее объектом	1	1
1434	в жизнь	2	1
1435	в общих	1	1
1436	случае его	1	1
1437	не заметить	1	1
1438	видеть в	2	1
1439	в полном	2	1
1440	в каком-нибудь	1	1
1441	многое в	1	1
1442	его перед	1	1
1443	если даже	1	1
1444	богатство и	1	1
1445	и продолжает	1	1
1446	литературу и	1	1
1447	различия между	1	1
1448	не принимает	1	1
1449	и литературной	1	1
1450	под тем	2	1
1451	ясен и	1	1
1452	герою в	1	1
1453	больше чем	5	1
1454	г и	8	1
1455	этого не	1	1
1456	в свои	4	1
1457	что к	2	1
1458	а также	5	1
1459	самые разнообразные	1	1
1460	за этим	1	1
1461	нас только	2	1
1462	не больше	1	1
1463	это еще	2	1
1464	как впрочем	1	1
1465	их взаимоотношения	1	1
1466	и новых	1	1
1467	а то	3	1
1468	в стороне	1	1
1469	ведь он	1	1
1470	самого поэта	1	1
1471	из конкретных	1	1
1472	с той	2	1
1473	случае ясно	1	1
1474	если и	1	1
1475	эти две	1	1
1476	а их	2	1
1477	и социальная	1	1
1478	можно выразить	1	1
1479	художника как	1	1
1480	в использовании	1	1
1481	или другая	1	1
1482	силу этого	3	1
1483	по своему	5	1
1484	за другим	1	1
1485	из дому	1	1
1486	те явления	1	1
1487	и художественного	1	1
1488	остальные отрицательные	1	1
1489	на сюжет	1	1
1490	причем и	2	1
1491	они лишь	1	1
1492	для которого	1	1
1493	об этом	2	1
1494	путь к	2	1
1495	его же	1	1
1496	конце прошлого	1	1
1497	как результат	1	1
1498	при ознакомлении	1	1
1499	не все	2	1
1500	различных сочетаниях	1	1
1501	ему не	1	1
1502	мы попытаемся	1	1
1503	и внешних	1	1
1504	в г	28	1
1505	и внутреннее	1	1
1506	это конечно	1	1
1507	за то	4	1
1508	на твердую	1	1
1509	до тех	1	1
1510	завершение в	1	1
1511	возникновения и	1	1
1512	относящихся к	1	1
1513	ей в	1	1
1514	его произведениях	1	1
1515	а его	1	1
1516	достаточно назвать	2	1
1517	он чувствует	1	1
1518	обстоятельством что	1	1
1519	поэтому когда	1	1
1520	случае если	1	1
1521	и автору	1	1
1522	мы достаточно	1	1
1523	в самых	1	1
1524	так называемой	3	1
1525	надо было	3	1
1526	от всяких	1	1
1527	также и	1	1
1528	а из	2	1
1529	в течение	5	1
1530	речи о	1	1
1531	но этой	1	1
1532	мы узнаем	1	1
1533	обстоятельства что	1	1
1534	вопрос как	1	1
1535	и достаточно	1	1
1536	при необходимости	1	1
1537	и произведения	1	1
1538	из работы	1	1
1539	дал ей	1	1
1540	от отца	1	1
1541	всего его	1	1
1542	вперед по	1	1
1543	частности в	2	1
1544	в трех	1	1
1545	в начале	7	1
1546	говоря о	1	1
1547	не дали	2	1
1548	можно найти	2	1
1549	с понятием	1	1
1550	у нее	2	1
1551	даже те	1	1
1552	первые два	1	1
1553	и всех	1	1
1554	идет речь	1	1
1555	была поставлена	2	1
1556	к отказу	1	1
1557	эстетические законы	1	1
1558	была уже	2	1
1559	последнее слово	1	1
1560	его материального	1	1
1561	с так	1	1
1562	в книге	1	1
1563	следует только	1	1
1564	определяется их	1	1
1565	являясь и	1	1
1566	пути к	1	1
1567	которые в	3	1
1568	этим же	2	1
1569	мы бы	1	1
1570	жанра то	1	1
1571	это потребность	1	1
1572	и способ	1	1
1573	дня и	1	1
1574	в общественном	1	1
1575	может показаться	1	1
1576	действительно не	1	1
1577	на рубеже	1	1
1578	его до	2	1
1579	времени хотя	1	1
1580	для своих	1	1
1581	выводить из	1	1
1582	все еще	1	1
1583	право на	2	1
1584	не имеющий	1	1
1585	вот этот	1	1
1586	исторических условиях	1	1
1587	общественной и	1	1
1588	социального типа	1	1
1589	бы от	1	1
1590	тогда было	1	1
1591	они так	1	1
1592	что иное	1	1
1593	не удалось	5	1
1594	других случаях	1	1
1595	это подтверждается	1	1
1596	жанра как	1	1
1597	с социальными	1	1
1598	три года	2	1
1599	и укрепить	1	1
1600	его современников	4	1
1601	положительное отношение	1	1
1602	иное как	1	1
1603	к каким	1	1
1604	отрицать что	2	1
1605	меньше чем	2	1
